domain,condition,dataset,episode,seed,source,radius_mm,status,grip_frame,apex_frame,near_target_frame,terminal_frame,grip_to_apex_s,apex_to_near_s,near_to_terminal_s,lift_height_m,terminal_x_m,terminal_y_m,terminal_z_m,near_frame_solver_phase,apex_frame_solver_phase
real,tilted,insert_10degree,2,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_002.npz,40.0,ok,300,412,470,803,3.7333333333333334,1.9333333333333333,11.1,0.07264725565009073,0.5171600554266237,0.10518914510282588,0.14352895190379733,,
real,tilted,insert_10degree,3,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_003.npz,40.0,ok,339,451,577,881,3.7333333333333334,4.2,10.133333333333333,0.10900264088846348,0.5186482833411841,0.10043570338565734,0.1438368130801037,,
real,tilted,insert_10degree,4,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_004.npz,40.0,ok,310,432,582,855,4.066666666666666,5.0,9.1,0.11971449932796233,0.5164923688453655,0.10169935975178115,0.13654656969678122,,
real,tilted,insert_10degree,5,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_005.npz,40.0,ok,338,439,557,825,3.3666666666666667,3.933333333333333,8.933333333333334,0.08401273548031421,0.5204732353140211,0.09611558856944749,0.13992669381898448,,
real,tilted,insert_10degree,6,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_006.npz,40.0,ok,304,403,505,789,3.3,3.4,9.466666666666667,0.05710906699054494,0.5227264134354436,0.09438351734840303,0.1507987044739938,,
real,tilted,insert_10degree,7,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_007.npz,40.0,ok,247,327,541,913,2.6666666666666665,7.133333333333334,12.4,0.050745055138712775,0.5226247395253395,0.09473918229450741,0.14892343348987144,,
real,tilted,insert_10degree,8,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_008.npz,40.0,ok,323,435,557,855,3.7333333333333334,4.066666666666666,9.933333333333334,0.07321339753567524,0.5158423467713424,0.09358390372093546,0.14226896456334986,,
real,tilted,insert_10degree,9,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_009.npz,40.0,ok,302,418,526,776,3.8666666666666667,3.6,8.333333333333334,0.060525689778988645,0.5224944322793167,0.09837257309467759,0.14477925403475264,,
real,tilted,insert_10degree,10,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_010.npz,40.0,ok,231,547,603,894,10.533333333333333,1.8666666666666667,9.7,0.06083094354537108,0.517356495839738,0.10018850361007144,0.14267624238155865,,
real,tilted,insert_10degree,11,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_011.npz,40.0,ok,361,546,688,930,6.166666666666667,4.733333333333333,8.066666666666666,0.07394456724285045,0.5185396339984985,0.10328847825298758,0.1430503461739684,,
real,tilted,insert_10degree,12,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_012.npz,40.0,ok,409,514,610,990,3.5,3.2,12.666666666666666,0.0727178351725653,0.5205710156566405,0.10112555937391872,0.14491899306320857,,
real,tilted,insert_10degree,13,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_013.npz,40.0,ok,274,366,460,743,3.066666666666667,3.1333333333333333,9.433333333333334,0.08216816461161569,0.5190464768028591,0.09632796979075492,0.14788136460305246,,
real,tilted,insert_10degree,14,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_014.npz,40.0,ok,290,383,488,739,3.1,3.5,8.366666666666667,0.09085696520433856,0.5213662418144407,0.10346775349173522,0.14469047163703405,,
real,tilted,insert_10degree,15,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_015.npz,40.0,ok,340,445,572,791,3.5,4.233333333333333,7.3,0.08302305486813319,0.5202338708372651,0.10229651157763281,0.149986743103657,,
real,tilted,insert_10degree,16,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_016.npz,40.0,ok,370,514,557,836,4.8,1.4333333333333333,9.3,0.05013169791649294,0.5220724550644226,0.10156634377369762,0.14577212643923343,,
real,tilted,insert_10degree,17,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_017.npz,40.0,ok,250,381,478,727,4.366666666666666,3.2333333333333334,8.3,0.062355527099782065,0.521924477876892,0.10200912187159464,0.14527698574225129,,
real,tilted,insert_10degree,18,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_018.npz,40.0,ok,332,473,558,751,4.7,2.8333333333333335,6.433333333333334,0.08225474628040705,0.5193271556620966,0.09976527594832008,0.1435690107266976,,
real,tilted,insert_10degree,19,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_019.npz,40.0,ok,271,375,492,860,3.466666666666667,3.9,12.266666666666667,0.08333736664219532,0.5227261872136092,0.10012170116850085,0.14269803348437196,,
real,tilted,insert_10degree,20,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_020.npz,40.0,ok,317,403,503,804,2.8666666666666667,3.3333333333333335,10.033333333333333,0.06307680767211013,0.5197209224414714,0.10331492007307645,0.14199441732859241,,
real,tilted,insert_10degree,21,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_021.npz,40.0,ok,363,538,593,825,5.833333333333333,1.8333333333333333,7.733333333333333,0.05816167766133479,0.5241703529394456,0.10057575519638712,0.14573876266139002,,
real,tilted,insert_10degree,22,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_022.npz,40.0,ok,297,454,569,828,5.233333333333333,3.8333333333333335,8.633333333333333,0.0702220921620802,0.5259958018141989,0.10723238292286258,0.1458565769623353,,
real,tilted,insert_10degree,23,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_023.npz,40.0,ok,354,513,529,808,5.3,0.5333333333333333,9.3,0.05486142723618809,0.5243498566531859,0.10435238796953028,0.14408011805067927,,
real,tilted,insert_10degree,24,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_024.npz,40.0,ok,268,405,539,739,4.566666666666666,4.466666666666667,6.666666666666667,0.09321888213222948,0.5244628272031348,0.10479879992569076,0.14547850571070342,,
real,tilted,insert_10degree,25,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_025.npz,40.0,ok,285,378,429,659,3.1,1.7,7.666666666666667,0.08398464569472308,0.5243193732173383,0.09701557849097339,0.14403077913243795,,
real,tilted,insert_10degree,26,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_026.npz,40.0,ok,296,451,523,699,5.166666666666667,2.4,5.866666666666666,0.07508470458533756,0.5295070975596826,0.10345397442941338,0.1563488726282762,,
real,tilted,insert_10degree,27,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_027.npz,40.0,ok,264,375,486,653,3.7,3.7,5.566666666666666,0.06519787716343434,0.5229643831667227,0.09958575762750417,0.14553337782865952,,
real,tilted,insert_10degree,28,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_028.npz,40.0,ok,250,433,466,743,6.1,1.1,9.233333333333333,0.05679579825726774,0.5213283340613544,0.09631327987407033,0.1434786550056973,,
real,tilted,insert_10degree,29,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_029.npz,40.0,ok,294,398,546,845,3.466666666666667,4.933333333333334,9.966666666666667,0.13559983578696255,0.5183694610109943,0.09774645752932892,0.13994530006803865,,
real,tilted,insert_10degree,30,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_030.npz,40.0,ok,231,316,548,845,2.8333333333333335,7.733333333333333,9.9,0.09394780283147783,0.520545591817776,0.0947505866765086,0.13963532905962284,,
real,tilted,insert_10degree,31,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_031.npz,40.0,ok,261,482,564,856,7.366666666666666,2.7333333333333334,9.733333333333333,0.06045168138663609,0.5236595466564717,0.09808806462855275,0.14872221133433597,,
real,tilted,insert_10degree,32,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_032.npz,40.0,ok,304,418,511,752,3.8,3.1,8.033333333333333,0.10824142212337018,0.5228382554041663,0.09289227920600475,0.1436521629524378,,
real,tilted,insert_10degree,33,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_033.npz,40.0,ok,231,322,406,598,3.033333333333333,2.8,6.4,0.07874765169549056,0.5212089401077601,0.10122141435335749,0.15008984062665556,,
real,tilted,insert_10degree,34,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_034.npz,40.0,ok,277,525,591,813,8.266666666666667,2.2,7.4,0.06872200404983508,0.5228800519709946,0.1087989317546429,0.15229956367776967,,
real,tilted,insert_10degree,35,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_035.npz,40.0,ok,225,318,421,697,3.1,3.433333333333333,9.2,0.09210728417916708,0.5243195467332407,0.10439106177051792,0.14627377431722216,,
real,tilted,insert_10degree,36,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_036.npz,40.0,ok,275,405,489,720,4.333333333333333,2.8,7.7,0.08604851548645084,0.521416699307847,0.11034794540601968,0.1461489953208243,,
real,tilted,insert_10degree,37,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_037.npz,40.0,ok,282,365,462,736,2.7666666666666666,3.2333333333333334,9.133333333333333,0.07867122382442121,0.521734197277647,0.09719721646235016,0.14482091061771993,,
real,tilted,insert_10degree,38,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_038.npz,40.0,ok,351,436,582,1010,2.8333333333333335,4.866666666666666,14.266666666666667,0.12797979429098927,0.5178564343268748,0.1024106876308333,0.14409312236135907,,
real,tilted,insert_10degree,39,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_039.npz,40.0,ok,253,360,423,699,3.566666666666667,2.1,9.2,0.08125229227986111,0.5174170473287194,0.10413365380707057,0.14434757704057827,,
real,tilted,insert_10degree,40,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_040.npz,40.0,ok,397,507,669,1058,3.6666666666666665,5.4,12.966666666666667,0.08925161750245708,0.5218389936606158,0.1111168167659862,0.15246310511479447,,
real,tilted,insert_10degree,41,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_041.npz,40.0,ok,298,391,494,768,3.1,3.433333333333333,9.133333333333333,0.10847262336706706,0.534914753932553,0.11347787899510588,0.1519037690465992,,
real,tilted,insert_10degree,42,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_042.npz,40.0,ok,263,393,462,738,4.333333333333333,2.3,9.2,0.06193975250658762,0.5164203181489698,0.09912245753977154,0.14272223034834963,,
real,tilted,insert_10degree,43,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_043.npz,40.0,ok,315,439,492,844,4.133333333333334,1.7666666666666666,11.733333333333333,0.07419373119141517,0.5178023024178644,0.10185553686528238,0.14350296017510247,,
real,tilted,insert_10degree,44,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_044.npz,40.0,ok,389,560,717,1042,5.7,5.233333333333333,10.833333333333334,0.0734269071522525,0.5187467042189391,0.10223621334340954,0.1452291614136574,,
real,tilted,insert_10degree,45,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_045.npz,40.0,ok,272,487,598,1009,7.166666666666667,3.7,13.7,0.06771177326986139,0.5220719181233772,0.11105435975548975,0.14727171422117935,,
real,tilted,insert_10degree,46,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_046.npz,40.0,ok,365,476,608,1186,3.7,4.4,19.266666666666666,0.08080020820621545,0.5226172519974254,0.1020831745978519,0.14649190323243053,,
real,tilted,insert_10degree,47,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_047.npz,40.0,ok,312,444,581,886,4.4,4.566666666666666,10.166666666666666,0.12758132452158494,0.5195832420346034,0.11016731876982254,0.14671636696444162,,
real,tilted,insert_10degree,48,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_048.npz,40.0,ok,296,471,528,913,5.833333333333333,1.9,12.833333333333334,0.07330514092881432,0.5173298918008729,0.09513918470781535,0.14377905333526678,,
real,tilted,insert_10degree,49,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_049.npz,40.0,ok,280,419,473,1607,4.633333333333334,1.8,37.8,0.07304605748100715,0.5226181832503339,0.10125267003208428,0.14423546484897384,,
real,tilted,insert_10degree,50,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_050.npz,40.0,ok,291,465,541,983,5.8,2.533333333333333,14.733333333333333,0.07333861897597652,0.517823536331926,0.0978432010715796,0.14482059912995737,,
real,tilted,insert_10degree,51,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_051.npz,40.0,ok,348,490,619,914,4.733333333333333,4.3,9.833333333333334,0.1280521829436404,0.5176734656481378,0.09814308101240023,0.14153071584674642,,
real,tilted,insert_10degree,52,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_052.npz,40.0,ok,329,446,603,1184,3.9,5.233333333333333,19.366666666666667,0.08641188506770053,0.520806572957644,0.10188390881919983,0.14491036176260164,,
real,tilted,insert_10degree,53,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_053.npz,40.0,ok,363,516,633,906,5.1,3.9,9.1,0.09266989919093602,0.5188517368263084,0.11195785626858173,0.1415310795509329,,
real,tilted,insert_10degree,54,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_054.npz,40.0,ok,270,432,567,789,5.4,4.5,7.4,0.07573812090270754,0.5185472259980558,0.09979968826774474,0.13610165710231426,,
real,tilted,insert_10degree,55,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_055.npz,40.0,ok,247,370,426,726,4.1,1.8666666666666667,10.0,0.07593587816226555,0.5221859262646695,0.10511187951398276,0.14704637211529684,,
real,tilted,insert_10degree,56,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_056.npz,40.0,ok,328,445,511,886,3.9,2.2,12.5,0.07645705259305019,0.5195825346911681,0.10099274215013782,0.1434967222529108,,
real,tilted,insert_10degree,57,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_057.npz,40.0,ok,321,434,583,908,3.7666666666666666,4.966666666666667,10.833333333333334,0.07576665432219726,0.5176583528850229,0.09787541223418371,0.14192302817441385,,
real,tilted,insert_10degree,58,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_058.npz,40.0,ok,283,422,469,950,4.633333333333334,1.5666666666666667,16.033333333333335,0.06858073949906662,0.520614161977219,0.10168522320871812,0.14433197343597554,,
real,tilted,insert_10degree,59,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_059.npz,40.0,ok,323,422,499,974,3.3,2.566666666666667,15.833333333333334,0.06369274572747419,0.5217342307801668,0.1035160513912461,0.1446927621582664,,
real,tilted,insert_10degree,60,-1,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/fk_results/trajectories/insert_10degree_060.npz,40.0,ok,318,438,543,999,4.0,3.5,15.2,0.09382394295575583,0.5193238557806499,0.10240426716721275,0.14651950485924617,,
sim,upright,sim_10degree,0,20260910,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/sim_10degree/circular_seed_20260910.h5::episode_0,40.0,ok,184,219,308,432,1.75,4.45,6.2,0.09380748867988586,-0.1531271232025964,0.0005589660889069949,0.17702995666435786,4.0,2.0
sim,pitch_minus,sim_10degree,3,20260910,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/sim_10degree/circular_seed_20260910.h5::episode_3,40.0,ok,183,218,322,450,1.75,5.2,6.4,0.09441116452217102,-0.16930937554155076,0.0008867082984319755,0.1728073912007468,4.0,2.0
sim,pitch_plus,sim_10degree,4,20260910,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/sim_10degree/circular_seed_20260910.h5::episode_4,40.0,ok,183,218,312,429,1.75,4.7,5.85,0.0946907103061676,-0.1367956634078707,0.0006840278926704611,0.17495241122586386,4.0,2.0
sim,upright,sim_10degree,0,20270910,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/sim_10degree/circular_seed_20270910.h5::episode_0,40.0,ok,178,213,310,425,1.75,4.85,5.75,0.093557208776474,-0.15257062514623007,-0.0004595931774626176,0.17588807394107184,4.0,2.0
sim,pitch_minus,sim_10degree,3,20270910,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/sim_10degree/circular_seed_20270910.h5::episode_3,40.0,ok,185,220,327,449,1.75,5.35,6.1,0.09480839967727661,-0.16878736444881984,0.0008749721538541573,0.17315292358398438,4.0,2.0
sim,pitch_plus,sim_10degree,4,20270910,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/sim_10degree/circular_seed_20270910.h5::episode_4,40.0,ok,183,218,311,431,1.75,4.65,6.0,0.09465661644935608,-0.1364557764359883,0.0007214201614260674,0.17508326257978166,4.0,2.0
sim,upright,sim_10degree,0,20280910,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/sim_10degree/circular_seed_20280910.h5::episode_0,40.0,ok,178,213,309,424,1.75,4.8,5.75,0.09357094764709473,-0.1524228279789289,0.0008832289701482902,0.17594301948944727,4.0,2.0
sim,pitch_minus,sim_10degree,3,20280910,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/sim_10degree/circular_seed_20280910.h5::episode_3,40.0,ok,184,219,327,453,1.75,5.4,6.3,0.09401208162307739,-0.17009935714304447,-0.0007997756474651396,0.17464765161275864,4.0,2.0
sim,pitch_plus,sim_10degree,4,20280910,/home/rocos/sia/maniskill_spectrum/real_relation_consistency/sim_10degree/circular_seed_20280910.h5::episode_4,40.0,ok,184,219,311,434,1.75,4.6,6.15,0.09399166703224182,-0.13621216586657933,0.0005906523604478155,0.17605820085321153,4.0,2.0
