seed,subset_id,protocol,sample_size,repeat,model,fit_success,fit_error,fit_seconds,task_error_mean_mm_equiv,task_endpoint_error_mean_mm_equiv,generator_rmse,g_translation_final,g_yaw_preclear,g_yaw_final,switch_detected,switch_absolute_error,n_components,component_candidates
20280818,20,random,5,0,TP-GMM SE(2),True,,1.6082988204434514,4.2370854329514085,0.21486672928695874,0.3961808419390479,0.9977430887491556,0.7408661526652869,0.08010682888798164,True,0.05694589577576703,4,"(4,)"
20280818,21,random,5,1,TP-GMM SE(2),True,,0.6986514208838344,6.757650433370764,1.464818071596171,0.4794775552025188,0.8778090505386261,0.39599415080001676,0.3955374997247293,False,,4,"(4,)"
20280818,22,random,5,2,TP-GMM SE(2),True,,0.4498680690303445,13.81968213522029,0.243836679283176,0.5223832717055783,0.9971222578280974,0.35163771018973744,0.1423764380013289,False,,4,"(4,)"
20280818,23,random,5,3,TP-GMM SE(2),True,,0.5547977271489799,5.800287816873503,0.28509192607146067,0.44280400881140686,0.9954181651401282,0.6209753625916679,0.04973073686603714,True,0.06814350821599535,4,"(4,)"
20280818,24,random,5,4,TP-GMM SE(2),True,,0.5523766721598804,10.24119748428155,0.4527968972843638,0.43428145073157237,0.9921173365009067,0.2841862506810848,0.13463005062426273,False,,4,"(4,)"
20280818,60,random,10,0,TP-GMM SE(2),True,,2.3074602046981454,8.26559389857808,0.29157388455588756,0.44081922183011224,0.9964225037310207,0.4798902578863241,0.48004605765798836,False,,4,"(4, 6, 8)"
20280818,61,random,10,1,TP-GMM SE(2),True,,2.76479400228709,5.024993292525968,0.20184895097023003,0.38960100872997494,0.997591966026901,0.8678620575874347,0.05604379198701758,True,0.0322349887620722,4,"(4, 6, 8)"
20280818,62,random,10,2,TP-GMM SE(2),True,,3.2200226606801152,6.703507847226939,0.20351068607567452,0.4077759444677005,0.9971421307261432,0.8102347117010287,0.08900479963021123,True,0.042681695787296414,4,"(4, 6, 8)"
20280818,63,random,10,3,TP-GMM SE(2),True,,2.381589462980628,4.467085840303904,0.23016533408738463,0.44040843876180114,0.9968689705528,0.6186159765501441,0.08477425487266961,True,0.07485905865768905,4,"(4, 6, 8)"
20280818,64,random,10,4,TP-GMM SE(2),True,,3.101155640091747,4.683336700326132,0.1992285222938737,0.4315741987256155,0.9962287967993797,0.889485998273969,0.06328135368063,True,0.023885566620473364,6,"(4, 6, 8)"
20280818,100,random,20,0,TP-GMM SE(2),True,,14.856178381014615,4.670227969102549,0.2193564242857461,0.4357324787198216,0.9978762984522911,0.8780715631819698,0.056980555824463375,True,0.029482797542682238,6,"(4, 6, 8, 10, 12, 16)"
20280818,101,random,20,1,TP-GMM SE(2),True,,15.940025685820729,3.4286644269332602,0.23580820792643625,0.43540004070771643,0.9969882880470204,0.9666581422994023,0.0031364797187454327,True,0.013906320444942888,8,"(4, 6, 8, 10, 12, 16)"
20280818,102,random,20,2,TP-GMM SE(2),True,,14.114049384836107,5.584571676500273,0.19192547015398814,0.4122062276125698,0.9975968312477328,0.8026370806614521,0.0767100857397925,True,0.04575659424818457,4,"(4, 6, 8, 10, 12, 16)"
20280818,103,random,20,3,TP-GMM SE(2),True,,29.508556701708585,3.649069967573799,0.18169311770377367,0.44715919762656875,0.99744423200152,0.8900224780728659,0.0023774486507553904,True,0.031213698474250817,8,"(4, 6, 8, 10, 12, 16)"
20280818,104,random,20,4,TP-GMM SE(2),True,,14.591548207215965,4.688641270903823,0.18560293931984134,0.4300059254413029,0.9974633180153771,0.8824540229609562,0.057371788338432664,True,0.028188124972594708,6,"(4, 6, 8, 10, 12, 16)"
20280818,120,all,30,0,TP-GMM SE(2),True,,31.473602403886616,4.295704110863938,0.20253094548909173,0.430374646267592,0.9975191444090763,0.8947040798941589,0.05596459011021296,True,0.022749192001843443,6,"(4, 6, 8, 10, 12, 16, 20)"
