episode,generator,scalar_error_mm_equiv,diagonal_error_mm_equiv
episode_0,yaw,8.961663862042416,0.45275634321295244
episode_1,yaw,4.53760239162711,0.6670811667014509
episode_4,yaw,4.479423321471955,0.6488739862606988
episode_5,yaw,8.934444104075656,0.46301167898847345
episode_7,translation,6.422666198644302,1.016368904752253
episode_9,translation,6.4609745253106,0.07884428672767917
episode_11,translation,5.505778747918871,1.120163564215769
episode_12,translation,7.129116882169961,0.6678047747868915
