seed,subset_id,protocol,sample_size,repeat,mixed_indices,rank,augmented_intercept_rank,condition_number,model,fit_success,fit_error,fit_seconds,profile_index,task_error_mean_mm_equiv,task_endpoint_error_mean_mm_equiv,generator_rmse,g_translation_final,g_yaw_preclear,g_yaw_final,switch_detected,switch_absolute_error
20290818,0,random,3,0,"[1, 8, 11]",3,3,5.842135179342804,Pdiag finite,True,,3.8281265031546354,0,2.817577207171038,1.6138977929290659,0.22181928764541578,1.1156251121855063,0.9888941550677258,0.0225378103874029,True,0.0029545306778011593
20290818,0,random,3,0,"[1, 8, 11]",3,3,5.842135179342804,Full operator,True,,0.0017432873137295246,1,10.148617377829726,6.132400967586381,0.5750899149052784,0.5743412839065581,0.8342368533471404,0.0016508961825913156,True,0.009567626580618827
20290818,0,random,3,0,"[1, 8, 11]",3,3,5.842135179342804,Generic RBF,True,,0.9595226473174989,2,32.03882576830627,32.11084379545781,0.7131972655254006,0.6060845256337041,0.22698670565448897,0.0003453079663691741,False,
20290818,1,random,3,1,"[9, 12, 16]",3,3,2.4630107919009743,Pdiag finite,True,,9.85418840777129,3,2.016450033826118,0.7183941059399853,0.14249415060840379,0.984931816780988,1.0041279393587226,0.041805640363714994,True,0.008000475492348724
20290818,1,random,3,1,"[9, 12, 16]",3,3,2.4630107919009743,Full operator,True,,0.0017714579589664936,4,6.820995190676776,4.386929317434749,0.36455505220823115,0.8566910851589131,0.2914342153461605,0.000438050644910673,False,
20290818,1,random,3,1,"[9, 12, 16]",3,3,2.4630107919009743,Generic RBF,True,,0.56472850125283,5,25.18681938310595,25.169420762971743,0.7631731006414393,0.2783492000073279,0.20651596048271856,0.00021718637427657245,False,
20290818,2,random,3,2,"[6, 10, 14]",3,3,26.679983773723798,Pdiag finite,True,,11.02036400930956,6,2.7182735756291456,2.060985836852162,0.22747032712811793,0.8352700399404736,1.0024744401448034,0.0060352049123345705,True,0.003671413087859565
20290818,2,random,3,2,"[6, 10, 14]",3,3,26.679983773723798,Full operator,True,,0.00177087914198637,7,6.814879774802088,5.678707401564294,0.5557016680277503,0.5276492013756215,0.9503063729307932,-0.001246855487082614,True,0.01007594688769764
20290818,2,random,3,2,"[6, 10, 14]",3,3,26.679983773723798,Generic RBF,True,,0.3659046618267894,8,17.03717179494519,18.68053247659008,0.608774338901124,0.6409801839764581,0.5775421692667299,-0.0006388002889940569,True,0.050085726665496155
20290818,3,random,3,3,"[9, 14, 27]",3,3,2.3641634164455234,Pdiag finite,True,,17.613583624362946,9,2.3872945682922495,0.7909239117645244,0.19681676934057218,1.025190978373065,0.9997340326771585,0.015424831585746637,True,0.009982253029265142
20290818,3,random,3,3,"[9, 14, 27]",3,3,2.3641634164455234,Full operator,True,,0.0017731240950524807,10,7.270389372138833,5.228878814372517,0.38577955080646525,0.7809455522109471,0.4473516747229149,-9.45828073381603e-05,False,
20290818,3,random,3,3,"[9, 14, 27]",3,3,2.3641634164455234,Generic RBF,True,,0.38938161404803395,11,18.19440968318066,16.72604691147612,0.5417254904472825,0.8721426119129994,0.38372017985483137,-0.0002804625481176462,False,
20290818,4,random,3,4,"[2, 10, 27]",3,3,8.187990437428704,Pdiag finite,True,,3.6116956062614918,12,2.7861375566020645,1.669429650446657,0.310889598954618,1.0592284303104802,1.0013570338073159,0.008170807981546423,True,0.0011344137891077244
20290818,4,random,3,4,"[2, 10, 27]",3,3,8.187990437428704,Full operator,True,,0.0017587323673069477,13,7.704880191906187,5.3700730634786655,0.466630621205709,0.7619906591362227,0.4836262496423032,-0.0007859613698137526,False,
20290818,4,random,3,4,"[2, 10, 27]",3,3,8.187990437428704,Generic RBF,True,,0.25648791808634996,14,18.852995050849756,19.614496849948424,0.6957378136687132,0.44309031076991623,0.2790745807651744,-0.00035225400164771374,False,
20290818,5,random,3,5,"[1, 17, 21]",3,3,8.659779477170954,Pdiag finite,True,,2.9276664992794394,15,2.3131470346651763,0.7755798513118126,0.1939792345925201,1.030247186552268,1.0012282487888016,0.01631764255545378,True,0.0001874843072886545
20290818,5,random,3,5,"[1, 17, 21]",3,3,8.659779477170954,Full operator,True,,0.0017380299977958202,16,8.574944493257508,5.680648721685432,0.5176833840591514,0.7183730997215568,0.5699353515860281,-0.0016186799113011852,True,0.050253777685421275
20290818,5,random,3,5,"[1, 17, 21]",3,3,8.659779477170954,Generic RBF,True,,0.5858210218138993,17,19.495248052311528,20.268119698549782,0.6281586904158395,0.9026587069152681,0.2075387706016468,-0.0003313263559766328,False,
