seed,subset_id,model,episode,generator,task_error_mm_equiv,task_endpoint_error_mm_equiv
20290818,0,Pdiag finite,episode_0,yaw,1.5433272561499622,0.9167075689098033
20290818,0,Pdiag finite,episode_1,yaw,1.3090460927185221,0.8589352994555257
20290818,0,Pdiag finite,episode_3,yaw,3.4318143547342057,0.7705307055952567
20290818,0,Pdiag finite,episode_4,yaw,3.5036748147370895,0.7448203075446386
20290818,0,Pdiag finite,episode_5,translation,4.120520527593836,4.679070820141051
20290818,0,Pdiag finite,episode_7,translation,2.8480548038526026,2.9103848944800834
20290818,0,Pdiag finite,episode_9,translation,2.3797333715178333,0.9290247343782239
20290818,0,Pdiag finite,episode_10,translation,3.4044464360642532,1.101708012927943
20290818,0,Full operator,episode_0,yaw,8.273638703906453,2.3317167405227748
20290818,0,Full operator,episode_1,yaw,4.237531240386431,0.4757913205028149
20290818,0,Full operator,episode_3,yaw,11.69596329497829,6.103898650488587
20290818,0,Full operator,episode_4,yaw,16.882642488045775,8.917589762563038
20290818,0,Full operator,episode_5,translation,14.228250284112587,15.556791593280398
20290818,0,Full operator,episode_7,translation,9.116459625499331,9.050432766330744
20290818,0,Full operator,episode_9,translation,6.286044740426459,0.2733225719171115
20290818,0,Full operator,episode_10,translation,10.468408645282492,6.349664335085584
20290818,0,Generic RBF,episode_0,yaw,18.185010269717683,19.488692459795455
20290818,0,Generic RBF,episode_1,yaw,23.29433109562106,25.199716945980335
20290818,0,Generic RBF,episode_3,yaw,37.623189240666335,36.903724055897435
20290818,0,Generic RBF,episode_4,yaw,45.448112195836174,42.81663920206415
20290818,0,Generic RBF,episode_5,translation,30.412930812718855,28.826064363561056
20290818,0,Generic RBF,episode_7,translation,29.124763674243333,33.453035752934994
20290818,0,Generic RBF,episode_9,translation,8.54683778611969,5.956779448794134
20290818,0,Generic RBF,episode_10,translation,63.67543107152703,64.24209813463487
20290818,1,Pdiag finite,episode_0,yaw,1.0779533513065314,0.7284296510521869
20290818,1,Pdiag finite,episode_1,yaw,1.697329122346772,0.5240968507797527
20290818,1,Pdiag finite,episode_3,yaw,2.4329995424029884,0.37644082115824035
20290818,1,Pdiag finite,episode_4,yaw,2.3802513717703073,0.26313602269678765
20290818,1,Pdiag finite,episode_5,translation,1.0498686005999747,0.7713819960374795
20290818,1,Pdiag finite,episode_7,translation,2.4359537503226694,1.3662816249214687
20290818,1,Pdiag finite,episode_9,translation,1.5213371275771608,1.243816279859009
20290818,1,Pdiag finite,episode_10,translation,3.535907404282541,0.4735696010149578
20290818,1,Full operator,episode_0,yaw,6.49246284678245,4.5874244397652495
20290818,1,Full operator,episode_1,yaw,2.301400023706231,0.9203385095404812
20290818,1,Full operator,episode_3,yaw,9.493369119879729,6.17629388048587
20290818,1,Full operator,episode_4,yaw,14.24525254731156,9.750489644719902
20290818,1,Full operator,episode_5,translation,2.0648241936267966,1.5357016412829636
20290818,1,Full operator,episode_7,translation,9.784921655320582,6.786034098555332
20290818,1,Full operator,episode_9,translation,5.835098413134561,3.998847052452841
20290818,1,Full operator,episode_10,translation,4.3506327256523,1.3403052726753486
20290818,1,Generic RBF,episode_0,yaw,9.115312143542251,2.154650182924175
20290818,1,Generic RBF,episode_1,yaw,8.988839849334694,11.43780572684287
20290818,1,Generic RBF,episode_3,yaw,37.919726592977455,37.696789155375335
20290818,1,Generic RBF,episode_4,yaw,53.12042100267838,50.83984972306743
20290818,1,Generic RBF,episode_5,translation,5.090103822792104,6.718313154963986
20290818,1,Generic RBF,episode_7,translation,40.61302687194915,42.61454018481656
20290818,1,Generic RBF,episode_9,translation,25.798009398050908,27.08445978679522
20290818,1,Generic RBF,episode_10,translation,20.849115383522626,22.808958188988367
20290818,2,Pdiag finite,episode_0,yaw,1.6908267545254827,1.332486015051617
20290818,2,Pdiag finite,episode_1,yaw,2.387014349935277,1.0709851531126713
20290818,2,Pdiag finite,episode_3,yaw,2.1607497959604998,0.9648845985488765
20290818,2,Pdiag finite,episode_4,yaw,1.974894725138098,0.8443117677752869
20290818,2,Pdiag finite,episode_5,translation,2.1217204752975873,1.2644878016834131
20290818,2,Pdiag finite,episode_7,translation,3.4091228230125865,1.0944450404681243
20290818,2,Pdiag finite,episode_9,translation,2.680515122850436,3.6648367150079415
20290818,2,Pdiag finite,episode_10,translation,5.321344558313197,6.251449603169365
20290818,2,Full operator,episode_0,yaw,3.582020263083281,2.718955790698436
20290818,2,Full operator,episode_1,yaw,2.3790034951458585,1.218765697152332
20290818,2,Full operator,episode_3,yaw,3.5397192075367214,2.1335516030004853
