sample_index,source_progress,phase,phase_index,phase_progress,generator,mean,sd,seed_20260818,seed_20270818,seed_20280818
95,0.9583333333333333,Insert,3,0.8333333333333334,dv,0.9840415905560459,0.01693632772094379,1.0035504059099367,0.9731065943449124,0.9754677714132888
96,0.96875,Insert,3,0.875,dv,0.984627884421688,0.017864309865922655,1.0052231975983459,0.9733260498848659,0.9753344057818524
97,0.9791666666666666,Insert,3,0.9166666666666666,dv,0.9853225642160378,0.01854491175287742,1.0067034764102096,0.9736043935521362,0.9756598226857673
98,0.9895833333333333,Insert,3,0.9583333333333334,dv,0.9859478329693512,0.018378372005624522,1.007112004507413,0.9740155842813562,0.9767159101192844
99,1.0,Insert,3,1.0,dv,0.9862785761383783,0.016746307448746542,1.0054705848367362,0.9746358879446448,0.978729255633754
0,0.0,Align,0,0.0,dw,0.0011057166294660091,0.0010310991570993396,0.0007411357019818887,0.0022695752427815373,0.0003064389436346008
1,0.010416666666666666,Align,0,0.041666666666666664,dw,0.005347875118693388,0.002895101238601725,0.005180954134936572,0.008322825576080838,0.0025398456450627534
2,0.020833333333333332,Align,0,0.08333333333333333,dw,0.020261534098852535,0.006137412381647218,0.023422597389293046,0.024174051688599017,0.013187953218665545
3,0.03125,Align,0,0.125,dw,0.05703896937269539,0.013107074940934396,0.07056906300217163,0.056147408600374926,0.04440043651553959
4,0.041666666666666664,Align,0,0.16666666666666666,dw,0.119996386277753,0.026243729371737835,0.1502173199478345,0.10682362618482179,0.10294821270060275
5,0.05208333333333333,Align,0,0.20833333333333334,dw,0.1996705828786313,0.04080514996212457,0.24663323501616824,0.17288135088798423,0.1794971627317415
6,0.0625,Align,0,0.25,dw,0.2839617261867307,0.05175089207983425,0.3433877279170833,0.248811118327963,0.259686332315146
7,0.07291666666666666,Align,0,0.2916666666666667,dw,0.3694887421175788,0.05903858290689324,0.4375319313076654,0.3318411889891722,0.3390931060558988
8,0.08333333333333333,Align,0,0.3333333333333333,dw,0.460079540791134,0.0646225333323172,0.5346992131219712,0.4227559127687444,0.42278349648268654
9,0.09375,Align,0,0.375,dw,0.559584620621361,0.06869596208137917,0.6388358370151257,0.5228862519718689,0.5170317728770887
10,0.10416666666666666,Align,0,0.4166666666666667,dw,0.666134686591879,0.06928551311906003,0.746002575340308,0.6302408645329991,0.6221606199023298
11,0.11458333333333333,Align,0,0.4583333333333333,dw,0.7710473797321468,0.06449831869182075,0.845387583676074,0.737773900946115,0.7299806545742511
12,0.125,Align,0,0.5,dw,0.863258891067464,0.05474229434242355,0.9263070986095141,0.8356605272487887,0.8278090473440893
13,0.13541666666666666,Align,0,0.5416666666666666,dw,0.9354053223612261,0.04253793024059491,0.9841819216208039,0.9160278143511957,0.9060062311116789
14,0.14583333333333331,Align,0,0.5833333333333334,dw,0.9861345707537871,0.030644853207648377,1.0205783688480667,0.9759358908936504,0.9618894525196441
15,0.15625,Align,0,0.625,dw,1.018259564406337,0.02098392751272535,1.0399544591183356,1.0167568413071464,0.9980673927935293
16,0.16666666666666666,Align,0,0.6666666666666666,dw,1.0360221215238539,0.014918547428203498,1.0471554918556203,1.0418395966765606,1.0190712760393803
17,0.17708333333333331,Align,0,0.7083333333333334,dw,1.0434716386066192,0.012994912600989806,1.0465114640772029,1.0546771865442714,1.0292262651983826
18,0.1875,Align,0,0.75,dw,1.0439044404514917,0.013266004743052603,1.0416210475201964,1.0581639290097011,1.0319283448245775
19,0.19791666666666666,Align,0,0.7916666666666666,dw,1.0397724734788192,0.013105035496891656,1.0351177604448991,1.0545694807648938,1.0296301792266644
20,0.20833333333333331,Align,0,0.8333333333333334,dw,1.032776055691338,0.01147367360290817,1.0284252211474914,1.0457888095837193,1.0241141363428028
21,0.21875,Align,0,0.875,dw,1.024113827172708,0.008588486326964998,1.0218322739271661,1.033612712641341,1.0168964949496162
22,0.22916666666666666,Align,0,0.9166666666666666,dw,1.014835779302082,0.005140905381543561,1.0150015394950815,1.0198917999451176,1.009613998466047
23,0.23958333333333331,Align,0,0.9583333333333334,dw,1.0061164228505477,0.0017851613899337836,1.0076621033087803,1.0065246648069244,1.0041625004359385
24,0.25,Align,0,1.0,dw,0.9992552818982697,0.003647636592215275,1.000117533623699,0.9952537717172549,1.0023945403538552
25,0.25,Enter,1,0.0,dw,0.9992552818982697,0.003647636592215275,1.000117533623699,0.9952537717172549,1.0023945403538552
26,0.2604166666666667,Enter,1,0.041666666666666664,dw,0.9953648675659386,0.009219061202035632,0.9933248034359055,0.9873367123425588,1.005433086919351
27,0.2708333333333333,Enter,1,0.08333333333333333,dw,0.994919733946951,0.015880656508521537,0.9885102511068676,0.9832454919194028,1.0130034588145826
28,0.28125,Enter,1,0.125,dw,0.9974622027620251,0.022465115749993988,0.9865220043702544,0.9825628279828136,1.0233017759330074
29,0.2916666666666667,Enter,1,0.16666666666666666,dw,1.0016811359454316,0.027676388968569353,0.9872978736947597,0.9841579166441348,1.0335876174974008
30,0.3020833333333333,Enter,1,0.20833333333333334,dw,1.0058422530112034,0.030623576386027092,0.9897899799028784,0.9865820041925715,1.0411547749381602
31,0.3125,Enter,1,0.25,dw,1.008351943978904,0.03105012449302958,0.992398163886222,0.9885220379746675,1.044135630075822
32,0.32291666666666663,Enter,1,0.2916666666666667,dw,1.0082311882092123,0.029237443609298117,0.9936521913537035,0.9891499121541766,1.0418914611197572
33,0.3333333333333333,Enter,1,0.3333333333333333,dw,1.0053907550746368,0.02582169355175699,0.9927997046105552,0.9882798934851484,1.035092667128207
34,0.34375,Enter,1,0.375,dw,1.0006697682764523,0.02166846408960573,0.9900892454467314,0.9863243036163787,1.025595755766247
35,0.35416666666666663,Enter,1,0.4166666666666667,dw,0.9955941368700606,0.017734053446866547,0.9866852749633511,0.984080763143319,1.0160163725035116
36,0.3645833333333333,Enter,1,0.4583333333333333,dw,0.991849382647391,0.014797499703519443,0.9842296344272553,0.9824146134903883,1.0089039000245297
37,0.375,Enter,1,0.5,dw,0.9906248624534744,0.013166458904741917,0.9841629686704777,0.9819378151075515,1.0057738035823942
38,0.38541666666666663,Enter,1,0.5416666666666666,dw,0.9921427609322021,0.012657088925520902,0.9870756121495698,0.9828043134873042,1.0065483571597325
39,0.3958333333333333,Enter,1,0.5833333333333334,dw,0.995627178341528,0.01283404860841987,0.9924191756439933,0.9847014413569246,1.0097609180236662
40,0.40625,Enter,1,0.625,dw,0.9997030468618346,0.013187588002622722,0.9987362481368667,0.9870254640232832,1.0133474284253539
41,0.41666666666666663,Enter,1,0.6666666666666666,dw,1.00297399006355,0.013232216506437439,1.0042581703465316,0.9891465021493775,1.0155172976947406
42,0.4270833333333333,Enter,1,0.7083333333333334,dw,1.0044974865868161,0.012608380116060145,1.0075415818079627,0.9906457446424606,1.0153051333100254
43,0.4375,Enter,1,0.75,dw,1.0040144805226292,0.011150253815075005,1.0078865142443412,0.9914443827760531,1.0127125445474934
44,0.44791666666666663,Enter,1,0.7916666666666666,dw,1.001933576877434,0.008909487174493906,1.0054659379214863,0.9917995542916905,1.0085352384191253
45,0.4583333333333333,Enter,1,0.8333333333333334,dw,0.9991279626640427,0.006170666122643927,1.001205960249912,0.9921865436114191,1.003991384130797
46,0.46875,Enter,1,0.875,dw,0.9966142051930303,0.0035770556107400575,0.9964645682964947,0.9931143161789003,1.0002637311036962
47,0.47916666666666663,Enter,1,0.9166666666666666,dw,0.9952049922484281,0.0027735656245431433,0.9925745612506955,0.994938028601852,0.9981023868927369
48,0.4895833333333333,Enter,1,0.9583333333333334,dw,0.9952534515803042,0.004210092312732765,0.9903923841902063,0.9977329255800749,0.9976350449706315
49,0.5,Enter,1,1.0,dw,0.9965839745831531,0.005838899478659556,0.9900432469758116,1.0012709925072114,0.9984376842664364
50,0.5,Unlock label,2,0.0,dw,0.9965839745831531,0.005838899478659556,0.9900432469758116,1.0012709925072114,0.9984376842664364
51,0.5104166666666666,Unlock label,2,0.041666666666666664,dw,0.9986215589955488,0.007133218202623823,0.9909773420692424,1.0051002183454576,0.9997871165719462
52,0.5208333333333334,Unlock label,2,0.08333333333333333,dw,1.0006406374681254,0.008205041021499134,0.9922858628020227,1.0086872628881223,1.0009487867142313
53,0.53125,Unlock label,2,0.125,dw,1.0020170007183815,0.009250000787774538,0.9931006823696896,1.0115679945555076,1.0013823252299476
54,0.5416666666666666,Unlock label,2,0.16666666666666666,dw,1.0023949901588287,0.010369695328269212,0.9928998800587336,1.0134601985977092,1.000824891820043
55,0.5520833333333334,Unlock label,2,0.20833333333333334,dw,1.0017394950982876,0.01154303987655809,0.9916274686296946,1.0143156120629635,0.9992754046022045
56,0.5625,Unlock label,2,0.25,dw,1.0002873032990645,0.012679477054617985,0.989627187127693,1.0143087698314999,0.9969259529380001
57,0.5729166666666666,Unlock label,2,0.2916666666666667,dw,0.9984330534356074,0.013691857682727281,0.9874471322646662,1.013772288383671,0.994079739658485
58,0.5833333333333334,Unlock label,2,0.3333333333333333,dw,0.9965915804716396,0.014553226890994645,0.9856015868308172,1.0130961841320694,0.9910769704520325
59,0.59375,Unlock label,2,0.375,dw,0.9950787109202658,0.01531016877230774,0.9843843696289785,1.0126170491103101,0.988234714021509
60,0.6041666666666666,Unlock label,2,0.4166666666666667,dw,0.9940438196523548,0.016039741267829644,0.9838026004023838,1.0125289858036315,0.9857998727510489
61,0.6145833333333334,Unlock label,2,0.4583333333333333,dw,0.9934673043275056,0.016781992266640018,0.9836412055042014,1.0128448309462177,0.9839158765320974
62,0.625,Unlock label,2,0.5,dw,0.9932117524390183,0.01750775001247806,0.9836070433385343,1.0134197385186958,0.982608475459825
63,0.6354166666666666,Unlock label,2,0.5416666666666666,dw,0.9930987818737474,0.018142477843773982,0.983473581224582,1.0140255417066417,0.9817972226900186
64,0.6458333333333333,Unlock label,2,0.5833333333333334,dw,0.9929805059209054,0.018611725180078285,0.9831627563458599,1.0144455022089496,0.9813332592079065
65,0.65625,Unlock label,2,0.625,dw,0.9927830407466421,0.01887309998909014,0.9827417389906297,1.014554007964399,0.9810533752848977
66,0.6666666666666666,Unlock label,2,0.6666666666666666,dw,0.9925133681391521,0.01893043796328867,0.9823535775221373,1.0143546915624035,0.9808318353329153
67,0.6770833333333333,Unlock label,2,0.7083333333333334,dw,0.9922346906042523,0.018836202039779697,0.9821258008488394,1.0139672729144804,0.980610998049437
68,0.6875,Unlock label,2,0.75,dw,0.9920252112532942,0.018679210976694033,0.982103575949079,1.013571678949324,0.9804003788614795
69,0.6979166666666666,Unlock label,2,0.7916666666666666,dw,0.9919386360601656,0.01855459744512956,0.9822354827441974,1.0133328756883586,0.9802475497479409
70,0.7083333333333333,Unlock label,2,0.8333333333333334,dw,0.9919813487933578,0.018527507213933488,0.9824105043873989,1.0133368562882135,0.9801966857044612
71,0.71875,Unlock label,2,0.875,dw,0.9921130323097378,0.01861103976519284,0.9825200888820199,1.0135634038202221,0.9802556042269711
72,0.7291666666666666,Unlock label,2,0.9166666666666666,dw,0.992267701325478,0.018768523922233677,0.9825111039559826,1.0139050004591375,0.9803869995613139
73,0.7395833333333333,Unlock label,2,0.9583333333333334,dw,0.9923842611196619,0.01893429667025281,0.9824053677044999,1.0142207804232097,0.9805266352312763
74,0.75,Unlock label,2,1.0,dw,0.9924328219365149,0.019042347681592377,0.9822810623390894,1.0144000408779277,0.980617362592528
75,0.75,Insert,3,0.0,dw,0.9924328219365149,0.019042347681592377,0.9822810623390894,1.0144000408779277,0.980617362592528
76,0.7604166666666666,Insert,3,0.041666666666666664,dw,0.992426102193756,0.019053452936939934,0.9822299900344053,1.0144079831198825,0.9806403334269802
77,0.7708333333333334,Insert,3,0.08333333333333333,dw,0.9924125397669288,0.018970574959231434,0.9823142536579128,1.0142962062043295,0.9806271594385442
78,0.78125,Insert,3,0.125,dw,0.9924555935599063,0.018834522985050638,0.9825433745686408,1.0141762547070536,0.9806471514040247
79,0.7916666666666666,Insert,3,0.16666666666666666,dw,0.9926089147114366,0.018701755062204863,0.9828805006432979,1.0141696516902532,0.9807765918007592
80,0.8020833333333334,Insert,3,0.20833333333333334,dw,0.9928980149146986,0.018616625264652093,0.9832711773244212,1.0143569056091948,0.9810659618104799
81,0.8125,Insert,3,0.25,dw,0.9933157601588816,0.018591658536142537,0.9836780403587484,1.014747432431184,0.9815218076867124
82,0.8229166666666666,Insert,3,0.2916666666666667,dw,0.9938327848537613,0.01860236260949365,0.9841040840946554,1.0152821339010838,0.9821121365655447
83,0.8333333333333334,Insert,3,0.3333333333333333,dw,0.9944173288149952,0.0185962678503831,0.9845947734055502,1.0158652093112368,0.9827920037281984
84,0.84375,Insert,3,0.375,dw,0.9950551019261747,0.018512343333132415,0.9852203345837913,1.0164091783661282,0.9835357928286048
85,0.8541666666666666,Insert,3,0.4166666666666667,dw,0.9957603777964823,0.01830344422409585,0.9860485593855844,1.016872870524612,0.9843597034792503
86,0.8645833333333334,Insert,3,0.4583333333333333,dw,0.9965739733409245,0.01795200123781511,0.9871216275944225,1.0172771364926652,0.9853231559356858
87,0.875,Insert,3,0.5,dw,0.9975496295487774,0.017472197085284163,0.988447012875394,1.0176937069872063,0.9865081687837315
88,0.8854166666666666,Insert,3,0.5416666666666666,dw,0.9987349481240663,0.016899402420282393,0.9900047852025052,1.0182138640977987,0.9879861950718948
89,0.8958333333333333,Insert,3,0.5833333333333334,dw,1.0001548144933186,0.0162734713351301,0.9917657400484823,1.0189110632142024,0.9897876402172712
90,0.90625,Insert,3,0.625,dw,1.001803731021071,0.015622937774474328,0.9937105667796404,1.0198128238087838,0.9918878024747888
91,0.9166666666666666,Insert,3,0.6666666666666666,dw,1.0036494781164775,0.014954619414565095,0.9958411494806744,1.020892051064008,0.9942152338047502
92,0.9270833333333333,Insert,3,0.7083333333333334,dw,1.0056458462233515,0.01425143640870627,0.998179770071444,1.0220791488588268,0.9966786197397839
93,0.9375,Insert,3,0.75,dw,1.0077489762395089,0.013479789004963341,1.000757653043921,1.0232881324131913,0.9992011432614141
94,0.9479166666666666,Insert,3,0.7916666666666666,dw,1.0099313560067595,0.012603944320271749,1.0035983489283506,1.0244459509465973,1.0017497681453307
95,0.9583333333333333,Insert,3,0.8333333333333334,dw,1.0121894227245998,0.011600251814059973,1.0067025925304298,1.0255152223811714,1.0043504532621983
96,0.96875,Insert,3,0.875,dw,1.0145435952167585,0.01046346579946222,1.0100396837966301,1.0265048352967567,1.007086266556889
97,0.9791666666666666,Insert,3,0.9166666666666666,dw,1.0170319913002197,0.00920234063312537,1.0135473551647642,1.027467758417702,1.010080860318193
98,0.9895833333333333,Insert,3,0.9583333333333334,dw,1.0197004029037477,0.00782874220325624,1.0171390259304578,1.028489001584686,1.0134731811960997
99,1.0,Insert,3,1.0,dw,1.0225913592350155,0.006350343740165038,1.0207154104702258,1.0296683463875687,1.0173903208472521
0,0.0,Align,0,0.0,roll,0.003396934958317319,0.0003591506778839878,0.0032598846013555025,0.003126488000528877,0.0038044322730675776
1,0.010416666666666666,Align,0,0.041666666666666664,roll,0.007724227390493076,0.000521704922903362,0.007742964960462758,0.007193406110849973,0.0082363111001665
2,0.020833333333333332,Align,0,0.08333333333333333,roll,0.017275852001784598,0.0008798073716462354,0.017684597108151342,0.01626602517322677,0.017876933723975676
3,0.03125,Align,0,0.125,roll,0.036615147470670954,0.001534478097444287,0.037659329929437865,0.03485334446989108,0.037332768012683926
4,0.041666666666666664,Align,0,0.16666666666666666,roll,0.07114610726220476,0.002365233454821037,0.07279664858267056,0.06843639655042315,0.07220527665352058
5,0.05208333333333333,Align,0,0.20833333333333334,roll,0.12394795717135167,0.003152008406955818,0.12565525618164922,0.12031060427600525,0.12587801105640056
6,0.0625,Align,0,0.25,roll,0.19267321941212714,0.004035165155961066,0.19360495114024587,0.18825368881443208,0.19616101828170357
7,0.07291666666666666,Align,0,0.2916666666666667,roll,0.2710882498444767,0.00547836718769264,0.2706916974938485,0.26581893361379566,0.27675411842578596
8,0.08333333333333333,Align,0,0.3333333333333333,roll,0.35493448976862174,0.00773467694423165,0.35306037221878334,0.3483090760650013,0.36343402102208056
9,0.09375,Align,0,0.375,roll,0.44598253358130785,0.011009746292560834,0.4423994631626481,0.43721065465468,0.45833748292659543
10,0.10416666666666666,Align,0,0.4166666666666667,roll,0.5504656349143566,0.015453766567083565,0.5443657784874545,0.5389927288731488,0.5680383973824666
11,0.11458333333333333,Align,0,0.4583333333333333,roll,0.6726059243659662,0.02047355467568501,0.6627871232060343,0.6588911525107727,0.6961394973810916
12,0.125,Align,0,0.5,roll,0.8063979189561991,0.024199989277803233,0.7924156523599375,0.7924364474838221,0.8343416570248372
13,0.13541666666666666,Align,0,0.5416666666666666,roll,0.9335394788630724,0.024568650721322485,0.9168371464140624,0.9220313231873108,0.9617499669878438
14,0.14583333333333331,Align,0,0.5833333333333334,roll,1.0344919038421834,0.021613466720339165,1.0176714811693106,1.026935055978484,1.0588691743787555
15,0.15625,Align,0,0.625,roll,1.1018806783679636,0.017405000362484085,1.0867776761500574,1.0979492124987131,1.1209151464551201
16,0.16666666666666666,Align,0,0.6666666666666666,roll,1.1403615018028415,0.013777912771743216,1.127334618195217,1.1389657016739005,1.1547841855394068
17,0.17708333333333331,Align,0,0.7083333333333334,roll,1.157927619378173,0.011341501992043508,1.1464587403931348,1.1581868165422249,1.1691373011991593
18,0.1875,Align,0,0.75,roll,1.1601454615485587,0.00993502681849366,1.149555200066717,1.1616209680679288,1.16926021651103
19,0.19791666666666666,Align,0,0.7916666666666666,roll,1.149096858443925,0.009115653156902805,1.1389795382628352,1.1516405619261099,1.1566704751428303
20,0.20833333333333331,Align,0,0.8333333333333334,roll,1.124758135680138,0.00830901747443265,1.115278578748622,1.1282160125595648,1.1307798157322269
21,0.21875,Align,0,0.875,roll,1.087901169816736,0.006893350901710194,1.079943100892775,1.0917382856216458,1.0920221229357867
22,0.22916666666666666,Align,0,0.9166666666666666,roll,1.0435682669482202,0.004476178974153136,1.0384376918469012,1.0466758436799861,1.045591265317773
23,0.23958333333333331,Align,0,0.9583333333333334,roll,1.0017294121903328,0.0012346263506950365,1.0003843411426587,1.0028110811072855,1.0019928143210541
24,0.25,Align,0,1.0,roll,0.9726330840559546,0.0021741376810438485,0.9750955469674094,0.970978671831032,0.971825033369422
25,0.25,Enter,1,0.0,roll,0.9726330840559546,0.0021741376810438485,0.9750955469674094,0.970978671831032,0.971825033369422
26,0.2604166666666667,Enter,1,0.041666666666666664,roll,0.9607485561143302,0.004922830389258807,0.9662019994424768,0.9566328686690262,0.9594108002314873
27,0.2708333333333333,Enter,1,0.08333333333333333,roll,0.9631008280655532,0.006600861372251207,0.970384731154752,0.957514670334345,0.9614030827075624
28,0.28125,Enter,1,0.125,roll,0.9723869209275979,0.0072221850968873635,0.9804327574346949,0.9664644385794475,0.9702635667686513
29,0.2916666666666667,Enter,1,0.16666666666666666,roll,0.981354919935154,0.0071016149433693445,0.9893946401788446,0.9759368078309102,0.9787333117957076
30,0.3020833333333333,Enter,1,0.20833333333333334,roll,0.9855480280686594,0.006600527376375083,0.9931257320459254,0.9810515296492626,0.9824668225107903
31,0.3125,Enter,1,0.25,roll,0.9839013798621865,0.0059775915618491444,0.9908034445909021,0.9803981197202024,0.9805025752754551
32,0.32291666666666663,Enter,1,0.2916666666666667,roll,0.9781091956458079,0.005395355190313393,0.9843178670848182,0.9754511298574606,0.974558589995145
33,0.3333333333333333,Enter,1,0.3333333333333333,roll,0.9714507108821026,0.004982253188828865,0.9771344227731451,0.9693798356058017,0.9678378742673609
34,0.34375,Enter,1,0.375,roll,0.9672379354641086,0.004837068614647334,0.9727067803133908,0.9654863837296739,0.9635206423492613
35,0.35416666666666663,Enter,1,0.4166666666666667,roll,0.9672747216782467,0.004960955107509546,0.9728436582399594,0.9656527011413512,0.9633278056534296
36,0.3645833333333333,Enter,1,0.4583333333333333,roll,0.9711197515019535,0.005204310481389795,0.9769242728568894,0.969564894426519,0.9668700872224519
37,0.375,Enter,1,0.5,roll,0.976597959561782,0.005309675749438206,0.9824743741712778,0.9751741729605209,0.9721453315535471
38,0.38541666666666663,Enter,1,0.5416666666666666,roll,0.9811306575370686,0.005027157382667687,0.9866279203828766,0.9799967667289957,0.9767672854993337
39,0.3958333333333333,Enter,1,0.5833333333333334,roll,0.9830076329426549,0.004224840422046366,0.9875102965642532,0.9823822752475196,0.979130327016192
40,0.40625,Enter,1,0.625,roll,0.982021159441171,0.002978807146698546,0.9849361800572948,0.9821448774919815,0.9789824207742367
41,0.41666666666666663,Enter,1,0.6666666666666666,roll,0.9793702603840854,0.0017742030500755444,0.9803459960098295,0.9804424411135311,0.9773223440288956
42,0.4270833333333333,Enter,1,0.7083333333333334,roll,0.9769713386691596,0.0018089657960154888,0.9760917841380737,0.9790518917028344,0.9757703401665706
43,0.4375,Enter,1,0.75,roll,0.9764386726692456,0.002615043373806237,0.9742845808345358,0.9793483036794721,0.9756831334937287
44,0.44791666666666663,Enter,1,0.7916666666666666,roll,0.9782101106287291,0.0029706972364916505,0.9757086119700904,0.9814935725340219,0.977428147382075
45,0.4583333333333333,Enter,1,0.8333333333333334,roll,0.9813284320920527,0.0026193015087693197,0.9794469589245215,0.9843199696007586,0.9802183677508778
46,0.46875,Enter,1,0.875,roll,0.9840041018980329,0.0017575369908651244,0.9834544612141588,0.9859707725918723,0.9825870718880676
47,0.47916666666666663,Enter,1,0.9166666666666666,roll,0.9845762111483017,0.001267570228046098,0.9856650306634255,0.9848789072463701,0.9831846955351096
48,0.4895833333333333,Enter,1,0.9583333333333334,roll,0.9823317742901341,0.002330604798281954,0.9849734448235563,0.980566078010958,0.981455800035888
49,0.5,Enter,1,1.0,roll,0.9778541947460396,0.003862547856079877,0.9816869151738642,0.9739624949329421,0.9779131741313128
50,0.5,Unlock label,2,0.0,roll,0.9778541947460396,0.003862547856079877,0.9816869151738642,0.9739624949329421,0.9779131741313128
51,0.5104166666666666,Unlock label,2,0.041666666666666664,roll,0.9728069642986404,0.005204646023077984,0.977360253771968,0.9671334082510054,0.973927230872948
52,0.5208333333333334,Unlock label,2,0.08333333333333333,roll,0.9692045565473549,0.006053434343721823,0.9740827089896883,0.9624299539549424,0.9711010066974342
53,0.53125,Unlock label,2,0.125,roll,0.9684406122913153,0.00630168749262324,0.9734652697395065,0.9613702271392083,0.9704863399952313
54,0.5416666666666666,Unlock label,2,0.16666666666666666,roll,0.9705830216561327,0.006115626816796764,0.9758293902530556,0.9638662321286293,0.9720534425867133
55,0.5520833333333334,Unlock label,2,0.20833333333333334,roll,0.9743753441025187,0.005901289431788134,0.9800893184627529,0.9683030669330424,0.9747336469117608
56,0.5625,Unlock label,2,0.25,roll,0.9779298517100511,0.006043813570886597,0.9843855091551628,0.9724061467510304,0.9769978992239603
57,0.5729166666666666,Unlock label,2,0.2916666666666667,roll,0.9796604792896684,0.0065949452442977344,0.9870363273784989,0.9743321432533568,0.9776129672371496
58,0.5833333333333334,Unlock label,2,0.3333333333333333,roll,0.9789607682460667,0.007332494456955843,0.9872753515538187,0.9734191885892349,0.9761877645951467
59,0.59375,Unlock label,2,0.375,roll,0.9763863778724925,0.008024726242642199,0.985494876240553,0.9703581292384523,0.9733061281384721
60,0.6041666666666666,Unlock label,2,0.4166666666666667,roll,0.9733352824741313,0.008524956686260384,0.9829781535511548,0.9668003229216231,0.9702273709496158
61,0.6145833333333334,Unlock label,2,0.4583333333333333,roll,0.9713590865243745,0.008765378868545374,0.9812492748012229,0.9645511991619153,0.9682767856099856
62,0.625,Unlock label,2,0.5,roll,0.9713963240160663,0.008766765050232479,0.9813136302586306,0.9646794197425383,0.9681959220470299
63,0.6354166666666666,Unlock label,2,0.5416666666666666,roll,0.9733257772019948,0.008643021221537784,0.9831753994806496,0.9670079400177486,0.969793992107586
64,0.6458333333333333,Unlock label,2,0.5833333333333334,roll,0.9760941222748206,0.0085445444620777,0.9859048454725234,0.9702823817166125,0.9720951396353259
65,0.65625,Unlock label,2,0.625,roll,0.9783138617470065,0.008564695851817145,0.9881869222778176,0.9728813255841163,0.9738733373790857
66,0.6666666666666666,Unlock label,2,0.6666666666666666,roll,0.9789609901333421,0.008701517910278752,0.9890020203554283,0.9736247251176806,0.9742562249269175
67,0.6770833333333333,Unlock label,2,0.7083333333333334,roll,0.9778229488390346,0.008898269082972086,0.9880868063929643,0.9722797856308064,0.973102254493333
68,0.6875,Unlock label,2,0.75,roll,0.975540878579043,0.00909120660809065,0.986006546524473,0.9695992544871872,0.971016834725469
69,0.6979166666666666,Unlock label,2,0.7916666666666666,roll,0.9732671547377162,0.00922406437666403,0.9838485107842961,0.966923128820105,0.9690298246087472
70,0.7083333333333333,Unlock label,2,0.8333333333333334,roll,0.9720925048975335,0.009257003856112778,0.9826784696083282,0.965516894868786,0.9680821502154862
71,0.71875,Unlock label,2,0.875,roll,0.9725123723431999,0.00918988921085888,0.9830162230518485,0.9659543444179893,0.9685665495597616
72,0.7291666666666666,Unlock label,2,0.9166666666666666,roll,0.974214513315793,0.009072504973269736,0.9846069096533366,0.9678742346155198,0.9701623956785224
73,0.7395833333333333,Unlock label,2,0.9583333333333334,roll,0.9762958855378381,0.008974668822496387,0.9866062737642078,0.970237031400285,0.9720443514490215
74,0.75,Unlock label,2,1.0,roll,0.9777596448633844,0.008938846098422696,0.9880485899103217,0.9719037112115929,0.9733266334682386
75,0.75,Insert,3,0.0,roll,0.9777596448633844,0.008938846098422696,0.9880485899103217,0.9719037112115929,0.9733266334682386
76,0.7604166666666666,Insert,3,0.041666666666666664,roll,0.9780070533286224,0.008958736023140802,0.9883247635660325,0.9722019840620129,0.9734944123578216
77,0.7708333333333334,Insert,3,0.08333333333333333,roll,0.9770943840072385,0.008990335186096312,0.9874437295146676,0.9712165665783306,0.9726228559287171
78,0.78125,Insert,3,0.125,roll,0.9756699003408515,0.008972458776669653,0.9859891566674748,0.9697104421030103,0.9713101022520698
79,0.7916666666666666,Insert,3,0.16666666666666666,roll,0.9746392462944701,0.008848716924112888,0.9848130505779129,0.9687337655036672,0.9703709228018301
80,0.8020833333333334,Insert,3,0.20833333333333334,roll,0.9747142890618049,0.00859604350394621,0.9846101311703988,0.9690983892330903,0.9704343467819259
81,0.8125,Insert,3,0.25,roll,0.9760649606062218,0.0082469374872026,0.9855799281617637,0.9709742768426062,0.9716406768142956
82,0.8229166666666666,Insert,3,0.2916666666666667,roll,0.9782532631740327,0.007878917057612242,0.9873501033822927,0.9738186748307202,0.9735910113090851
83,0.8333333333333334,Insert,3,0.3333333333333333,roll,0.9804717333791677,0.007569884624258867,0.9891896657867589,0.9766617609158575,0.9755637734348863
84,0.84375,Insert,3,0.375,roll,0.9819397381437621,0.007358126408315291,0.9903790281861542,0.9785720390868349,0.9768681471582974
85,0.8541666666666666,Insert,3,0.4166666666666667,roll,0.9822512191748719,0.007242517061337274,0.990541414410266,0.9790593007654295,0.9771529423489204
86,0.8645833333333334,Insert,3,0.4583333333333333,roll,0.9815286046111608,0.007208365771851132,0.9897933126109476,0.9782515215388037,0.9765409796837309
87,0.875,Insert,3,0.5,roll,0.9803416388899228,0.007239887284124158,0.9886702058379103,0.976803612017881,0.9755510988139767
88,0.8854166666666666,Insert,3,0.5416666666666666,roll,0.979438993442382,0.007312368933926346,0.9878717909705098,0.9755923024183683,0.9748528869382681
89,0.8958333333333333,Insert,3,0.5833333333333334,roll,0.9794083922176706,0.0073895991340320625,0.98793859123499,0.9753248248146594,0.9749617606033626
90,0.90625,Insert,3,0.625,roll,0.9804160898590691,0.0074397282347707545,0.9890057888773309,0.9762324126891218,0.9760100680107547
91,0.9166666666666666,Insert,3,0.6666666666666666,roll,0.9821445327803735,0.007452193952455154,0.9907479357414251,0.9779887347690858,0.9776969278306096
