sample_index,source_progress,phase,phase_index,phase_progress,generator,mean,sd,seed_20260818,seed_20270818,seed_20280818
42,0.4270833333333333,Enter,1,0.7083333333333334,du,0.9737692023359367,0.001588712992295894,0.9736515201441119,0.9722426027523579,0.9754134841113401
43,0.4375,Enter,1,0.75,du,0.974440730186824,0.002315344738124178,0.9761168702883237,0.9717988483314594,0.975406471940689
44,0.44791666666666663,Enter,1,0.7916666666666666,du,0.9743871321526364,0.002780558495114033,0.9773578173050115,0.971846906720941,0.9739566724319566
45,0.4583333333333333,Enter,1,0.8333333333333334,du,0.973482788573099,0.0029661204953567275,0.9768510284005568,0.9723363406239737,0.9712609966947666
46,0.46875,Enter,1,0.875,du,0.9718651253536928,0.0034537242027879262,0.9747094973403339,0.9728637598556036,0.968022118865141
47,0.47916666666666663,Enter,1,0.9166666666666666,du,0.9698812540935927,0.004135418085084371,0.9715928014652117,0.9728861328053026,0.965164828010264
48,0.4895833333333333,Enter,1,0.9583333333333334,du,0.9679644746377201,0.004307311764505006,0.9684233791331975,0.9720239604444031,0.9634460843355598
49,0.5,Enter,1,1.0,du,0.9664838678973293,0.0035962197200926247,0.9660232241668935,0.9702882143554105,0.9631401651696841
50,0.5,Unlock label,2,0.0,du,0.9664838678973293,0.0035962197200926247,0.9660232241668935,0.9702882143554105,0.9631401651696841
51,0.5104166666666666,Unlock label,2,0.041666666666666664,du,0.9656319307583353,0.0021932681359101472,0.9648228108182269,0.9681148118796767,0.9639581695771022
52,0.5208333333333334,Unlock label,2,0.08333333333333333,du,0.9653953659934907,0.0007225343966041748,0.9647666666566526,0.9661846986217838,0.9652347327020362
53,0.53125,Unlock label,2,0.125,du,0.965604676843523,0.0005962182055405668,0.9654377786559444,0.9651096927995555,0.9662665590750692
54,0.5416666666666666,Unlock label,2,0.16666666666666666,du,0.9660239122687814,0.0007810478234762792,0.9663090768813912,0.9651403532014756,0.9666223067234774
55,0.5520833333333334,Unlock label,2,0.20833333333333334,du,0.9664404535974631,0.0004836705578762424,0.9669823682755879,0.9660525194667667,0.9662864730500347
