seed,subset_id,protocol,sample_size,repeat,rank,augmented_intercept_rank,condition_number,optimization_success,optimization_nfev,lambda_min_post,lambda_max_post,lambda_ratio_post,log_det_post,trace_inv_post,ridge_post,lambda_min_design,lambda_max_design,lambda_ratio_design,log_det_design,trace_inv_design,ridge_design,fit_seconds
20270818,0,random,3,0,3,3,5.842135179342804,True,10,0.0,6.209882138639641e-05,0.0,-760.5445934344589,1880244149.1920671,1e-08,8.907951726406014e-15,0.0011496404210431833,7.748467749875167e-12,-727.7747931276615,1109457549.0715966,1e-08,4.569823242723942
20270818,1,random,3,1,3,3,2.4630107919009743,True,17,1.762934416874009e-14,4.9131210546803056e-05,3.5882169343143174e-10,-557.0635883611394,653865256.6725391,1e-08,1.796553748049351e-13,0.0016922290318719434,1.0616492887265996e-10,-674.1440515707418,916862619.4535265,1e-08,4.335723109077662
20270818,2,random,3,2,3,3,26.679983773723798,True,18,5.412333720091709e-19,0.0002359197535555094,2.294141816665744e-15,-731.4402916640669,1374883169.0496895,1e-08,2.3227041641990036e-14,0.0029482431692816526,7.87826522723679e-12,-748.0263653384559,1175623785.40757,1e-08,3.6600490021519363
20270818,3,random,3,3,3,3,2.3641634164455234,True,12,1.091989774180285e-14,0.00019797274413492147,5.515859160067394e-11,-663.9541581526518,963131017.5201035,1e-08,1.5463363001450493e-13,0.0019261096692467226,8.028287925836549e-11,-692.4506851244262,975549284.5808328,1e-08,3.9986886624246836
20270818,4,random,3,4,3,3,8.187990437428704,True,37,1.8378679898848926e-15,0.00015192500398693797,1.2097205474109494e-11,-653.4244068932319,960876954.7734442,1e-08,1.6174285894332967e-13,0.002306582247232415,7.012230287361273e-11,-689.7710038319925,967140492.2456636,1e-08,15.957007156219333
20270818,5,random,3,5,3,3,8.659779477170954,True,8,1.2368233033040853e-14,0.00014646248348924916,8.444642435650576e-11,-628.6579702230886,826135772.540431,1e-08,9.597191588276404e-14,0.0009127771542043076,1.0514276725782576e-10,-680.3647266107803,936591375.2801547,1e-08,0.7272828291170299
20270818,6,random,3,6,3,3,5.343911493942582,True,8,3.656450118259511e-15,0.00015375763805586677,2.3780608004208317e-11,-690.058870599302,1025737598.4077282,1e-08,4.0475874597001255e-14,0.0014835416704890266,2.728327447901009e-11,-720.3107568482833,1070830989.6952305,1e-08,0.7552304500713944
20270818,7,random,3,7,3,3,2.930181440921983,True,14,2.2668487556902276e-30,1.6627618210704446e-05,1.3633033468563087e-25,-676.9345572421407,1403171628.546608,1e-08,3.8090782740812817e-14,0.00029601606470167644,1.2867809312714337e-10,-640.7045137282244,814541466.2027216,1e-08,2.300333322957158
20270818,8,random,3,8,3,3,5.970420695789112,True,8,5.995879235838756e-16,0.0004182236982201767,1.433653631144112e-12,-729.6265623417332,1242333434.7892294,1e-08,1.779726651786822e-14,0.0037947674896477287,4.689949138233066e-12,-749.5497232799835,1188047668.791133,1e-08,15.768846376333386
20270818,9,random,3,9,3,3,4.071466494423975,True,23,3.0655518589509885e-15,0.00028834822372800824,1.0631422726718954e-11,-726.0067547296605,1209734184.8446057,1e-08,7.146131927482961e-14,0.0024998283532601897,2.8586490421085204e-11,-731.6137109617406,1110083753.1396296,1e-08,5.6270250510424376
20270818,10,qualified,3,0,3,3,6.736311708665926,True,12,3.773943221696432e-15,0.0001466309826678739,2.5737693037525306e-11,-655.9168911213429,989167906.091129,1e-08,1.2848599586262262e-13,0.002886713743812944,4.4509434348315616e-11,-714.7664126573757,1050642050.1184928,1e-08,1.3639271049760282
20270818,11,qualified,3,1,3,3,4.169871687984874,True,7,6.012652642198697e-31,0.00012472720150775892,4.820642626079177e-27,-743.2153157700991,1704896101.419662,1e-08,6.39997633605418e-14,0.0012253405166611627,5.223018621381254e-11,-696.7572412313082,990613954.8150247,1e-08,2.5834961500950158
20270818,12,qualified,3,2,3,3,5.153658116036859,True,10,1.337226266390016e-16,7.378878168400613e-05,1.8122351878861043e-12,-604.9344718863051,897122331.1373775,1e-08,1.6807685985572833e-13,0.0035801051165573116,4.6947465055817644e-11,-709.0473518052793,1031221350.1775632,1e-08,1.9791228440590203
20270818,13,qualified,3,3,3,3,3.5783659660661766,True,7,2.1300946032702506e-16,9.778954499999952e-05,2.1782437000502055e-12,-622.292287168372,896162988.8347615,1e-08,1.2166192607986877e-13,0.0044035734136748,2.762799995614048e-11,-736.8141760514466,1128339811.1133678,1e-08,1.2196143469773233
20270818,14,qualified,3,4,3,3,5.545363694438096,True,23,5.8386584627978226e-15,0.00011514535549922965,5.0706851678762545e-11,-648.9310907738534,939016664.112318,1e-08,3.902215967246109e-14,0.0020725049104181083,1.882850046641807e-11,-709.0130207425216,1037648284.7510921,1e-08,1.476108446251601
20270818,15,qualified,3,5,3,3,4.881403000837172,True,18,3.612500245465007e-14,0.00030973402269700843,1.166323355119069e-10,-643.8064447142332,883561558.4432902,1e-08,2.0546309752978766e-13,0.004024357300729808,5.105488458803779e-11,-702.5436321807974,1009435091.0376513,1e-08,1.225914514157921
20270818,16,qualified,3,6,3,3,6.347940661960726,True,12,3.4245408587229723e-15,0.0006206536919271814,5.517635524070577e-12,-702.8669517696304,1139786104.5670638,1e-08,2.0540015776834894e-13,0.005344180854708427,3.843435754749647e-11,-718.4102468155606,1063250305.7747296,1e-08,1.040985924191773
20270818,17,qualified,3,7,3,3,2.2516568891924833,True,10,8.839764974326459e-17,0.0002033592630650525,4.3468710699933595e-13,-687.4314523717483,1215252416.3728533,1e-08,1.971605496594034e-13,0.0023819825314394015,8.277161862319024e-11,-677.4654494755882,927873696.4688108,1e-08,2.0631836843676865
20270818,18,qualified,3,8,3,3,3.00232122154559,True,10,2.6163162530203928e-15,8.388089815706173e-05,3.1190846909167616e-11,-603.7344915160583,799534855.3441356,1e-08,1.497176981574151e-13,0.0016757090853329816,8.934587719781e-11,-678.0608735556209,929567039.5179743,1e-08,0.9251761878840625
