seed,subset_id,protocol,sample_size,repeat,rank,augmented_intercept_rank,condition_number,optimization_success,optimization_nfev,lambda_min_post,lambda_max_post,lambda_ratio_post,log_det_post,trace_inv_post,ridge_post,lambda_min_design,lambda_max_design,lambda_ratio_design,log_det_design,trace_inv_design,ridge_design,fit_seconds
20290818,0,random,3,0,3,3,5.842135179342804,True,13,0.0,5.844412205753575e-05,0.0,-731.5421434519619,1696513992.9924262,1e-08,8.907977617967424e-15,0.0011459305253320126,7.773575640972213e-12,-727.5611709207158,1108771945.183713,1e-08,0.5500622089020908
20290818,1,random,3,1,3,3,2.4630107919009743,True,15,1.976450305896685e-14,0.00014466903748000238,1.3661874996368106e-10,-622.9841926111293,828449483.7262615,1e-08,1.7952460347272732e-13,0.001686192617396934,1.0646743534547618e-10,-673.8710519486015,916038448.5518279,1e-08,1.3756797816604376
20290818,2,random,3,2,3,3,26.679983773723798,True,23,3.4827222785642336e-16,0.00021635288831905146,1.6097415225759917e-12,-727.4882587225704,1309696178.0034142,1e-08,2.3210777621152893e-14,0.002937819868145646,7.900681002543411e-12,-747.7808840715553,1174834277.9712815,1e-08,1.8112002252601087
20290818,3,random,3,3,3,3,2.3641634164455234,True,8,8.083877707149998e-16,9.254310219190763e-05,8.735256886446677e-12,-643.6361999906846,987990381.3171748,1e-08,1.54641200543405e-13,0.0019197357540729027,8.055337835705717e-11,-692.2098742822973,974806718.7741313,1e-08,3.2589522027410567
20290818,4,random,3,4,3,3,8.187990437428704,True,9,3.9908504262773324e-16,0.00014536263103287787,2.745444546456158e-12,-654.3404323396835,994882350.9765375,1e-08,1.6174227831690252e-13,0.0022983744444294877,7.037246637897198e-11,-689.4801232321439,966258013.4473323,1e-08,0.7817342733033001
20290818,5,random,3,5,3,3,8.659779477170954,True,10,1.2467413740288186e-16,0.00014008187723667465,8.90009042299164e-13,-689.5555700893137,1109650488.1004076,1e-08,9.596613479564346e-14,0.0009098613817865636,1.0547335749892869e-10,-680.1671062306337,936012895.3784407,1e-08,0.5503414236009121
20290818,6,random,3,6,3,3,5.343911493942582,True,10,6.230662134200633e-31,8.709192834733347e-05,7.154121228493157e-27,-721.0061547238881,1546500033.0491333,1e-08,4.046653199698379e-14,0.0014784235324152466,2.7371406846369046e-11,-720.0582944481639,1070029363.0454221,1e-08,1.0314566208980978
20290818,7,random,3,7,3,3,2.930181440921983,True,15,4.865034831759025e-27,1.867193628850167e-05,2.605533114824815e-22,-630.3176431869404,1194952893.7506428,1e-08,3.815365125487496e-14,0.00029502902437468547,1.2932168736869769e-10,-640.4521632316414,813801674.2783633,1e-08,0.6087650912813842
20290818,8,random,3,8,3,3,5.970420695789112,True,9,5.703315909149632e-17,0.0003428097776582618,1.6636969774050961e-13,-717.0180563763315,1182867471.7582154,1e-08,1.7797265625005686e-14,0.00378100837866233,4.707015653665946e-12,-749.2740635172993,1187128201.2387254,1e-08,1.8779922141693532
20290818,9,random,3,9,3,3,4.071466494423975,True,136,7.1807985539009335e-22,3.915307078079089e-05,1.8340320211675312e-17,-707.8950359500224,1626810401.3969474,1e-08,7.136933932902988e-14,0.0024911765621034414,2.8648848265001623e-11,-731.3837655719244,1109364124.746282,1e-08,12.771876515820622
