seed,subset_id,protocol,sample_size,repeat,rank,augmented_intercept_rank,condition_number,optimization_success,optimization_nfev,lambda_min_post,lambda_max_post,lambda_ratio_post,log_det_post,trace_inv_post,ridge_post,lambda_min_design,lambda_max_design,lambda_ratio_design,log_det_design,trace_inv_design,ridge_design,fit_seconds,task_error_mean_mm_equiv,generator_rmse,switch_absolute_error
20260818,17,qualified,3,7,3,3,2.2516568891924837,True,5,1.137843462490039e-15,0.0002012065004072,5.655102892733177e-12,-662.3696153282924,1012747472.3515608,1e-08,1.9615591836400247e-13,0.0026850755452765,7.305415250199101e-11,-681.4063806806168,941641605.1894976,1e-08,0.786545863840729,2.388863254514764,0.1545070599092428,8.85658132032674e-06
20260818,18,qualified,3,8,3,3,3.00232122154559,True,12,1.8562434239310708e-14,7.198198074611018e-05,2.578761246482342e-10,-590.7977353814488,729409478.6899031,1e-08,1.4951404365784118e-13,0.0018948748912527,7.89044407881685e-11,-681.8298105358023,942765823.9090424,1e-08,0.913281001150608,2.4655891357019986,0.1605798561709457,0.0061131077954451
20260818,19,qualified,3,9,3,3,3.538045169612036,True,17,9.162429796316904e-20,0.0001125024471722,8.144204883194879e-16,-747.6552774994152,1624743374.774048,1e-08,2.5718370619730402e-14,0.0021762298037908,1.1817856080700208e-11,-741.3374662241558,1149523198.381779,1e-08,1.5661308388225734,2.6828100651753197,0.2430226821361243,0.0002709140822682
20260818,20,random,5,0,3,4,2.5743447853171446,True,9,1.987573838355527e-15,0.0006053569869073,3.283308661406184e-12,-691.8184447933018,1108179176.861148,1e-08,3.1008790319090257e-13,0.0062118765141622,4.991855560617532e-11,-709.0391430130946,1032394160.7877628,1e-08,0.5639818073250353,2.044490770550607,0.1426618677492132,0.0145120846832546
20260818,21,random,5,1,3,4,3.470522048009643,True,35,0.0,0.0003021606901551,0.0,-702.4608692868874,1280073993.172891,1e-08,1.670464755541536e-13,0.0039009462356629,4.282203995199784e-11,-701.4549109814368,1007710660.7173524,1e-08,1.3322142497636378,4.066635261547375,0.2679360585302908,0.0105119263804401
20260818,22,random,5,2,3,4,1.5464395501085406,True,3,2.7346839318078448e-14,0.0004572985184244,5.980084827805613e-11,-675.3289769807892,979858691.2890116,1e-08,1.834104207631694e-13,0.0053915554891373,3.401809016575957e-11,-717.3177244022843,1061172254.500138,1e-08,0.332613293081522,1.6134118662359018,0.0710619524598597,0.0027183569516963
20260818,23,random,5,3,3,4,2.2815563688607705,True,10,1.6315184497257124e-14,0.0003041433131442,5.3643081376959437e-11,-655.5716883079991,976200572.7951272,1e-08,1.8528801420865674e-13,0.0050930675114628,3.63804355217427e-11,-712.1058844690767,1043374592.2972368,1e-08,0.6046273582614958,1.9777350059461771,0.1252947193390353,0.0094485074612348
20260818,24,random,5,4,3,4,1.8995754397095688,True,15,3.0817152593824415e-14,0.0006002682063668,5.133897192447607e-11,-673.5690439156665,956030059.4465238,1e-08,1.599369810376989e-13,0.0058954731059074,2.7128777990257664e-11,-716.0476138077504,1058132082.2779835,1e-08,1.6782961380667984,1.7607571829383843,0.1086357472624932,0.0074563227011714
20260818,25,random,5,5,3,4,3.1275660596457637,True,11,2.4087654823274616e-14,0.0005797252894567,4.1550119101835626e-11,-698.8697970697513,1075595904.3431773,1e-08,1.1452634368110993e-13,0.00609698934407,1.8784081325728215e-11,-726.3265157737069,1095089768.3617854,1e-08,0.8842104938812554,2.145801910607169,0.1414993780294838,0.0131449881420298
20260818,26,random,5,6,3,4,1.2501674383096084,True,14,1.1124418684238457e-15,0.0002595428941684,4.286158062573373e-12,-638.9506730481185,953823029.25163,1e-08,2.7489869315842654e-13,0.0059538620538497,4.6171491827002725e-11,-714.0615407585419,1049498655.1595656,1e-08,1.0546194780617952,2.233792257076165,0.1322303939265101,0.020130853286819
20260818,27,random,5,7,3,4,3.0540953283991725,True,11,3.0919060472850006e-14,0.0003343994096338,9.246146847778732e-11,-654.2996135016924,918997317.698214,1e-08,2.398619029298668e-13,0.0047445746691089,5.055498535865929e-11,-705.3714206769043,1020359303.9877912,1e-08,0.7767548295669258,2.062491270044362,0.1274703902001212,0.0144042747635887
20260818,28,random,5,8,3,4,2.6948302751462485,True,9,1.5086120906374516e-14,0.0004503300598116,3.3500141901883014e-11,-676.7929221341092,973928318.0851908,1e-08,1.1048660617010992e-13,0.0055713559593551,1.983118777118986e-11,-727.3614206453263,1097798398.7254949,1e-08,2.030904120299965,1.923268137129193,0.1507992624928224,0.0102948918381738
20260818,29,random,5,9,3,4,1.864163143227984,True,7,2.590338226836944e-14,0.0003438703706954,7.532891599814229e-11,-657.0815935764579,917407128.2935528,1e-08,1.7548545761780837e-13,0.0039077480024315,4.490705580518817e-11,-702.744546602544,1011760323.4661936,1e-08,1.0011349241249263,1.4982747812302204,0.0619715962821551,0.0025149299808522
20260818,30,qualified,5,0,3,4,2.821003666170266,True,16,5.681822895176693e-16,0.0001474952495483,3.852207384694422e-12,-664.4738216877961,1124849416.30184,1e-08,2.0910439577305477e-13,0.0039985871034763,5.229457064753242e-11,-706.8235674946061,1025000161.8562102,1e-08,12.99046421609819,3.819515573862121,0.2366688141549872,0.0118625123080392
20260818,31,qualified,5,1,3,4,2.3679730655787505,True,18,9.007172600903583e-22,2.7202217878083927e-05,3.3111905217700686e-17,-629.1691330757758,1233387269.4801788,1e-08,1.486906273546406e-13,0.0017489763809606,8.501580065533604e-11,-688.9253192561239,965314193.3233936,1e-08,4.578828633762896,3.4407446528154675,0.2748655288619699,0.0014515513419641
20260818,32,qualified,5,2,3,4,1.5877511004269225,True,8,2.4626239192022363e-14,0.0005996437151672,4.1068118566297127e-11,-669.6798435099581,956402410.6267622,1e-08,2.550545990287164e-13,0.0071368252488067,3.5737823210868424e-11,-716.8055295703494,1059283458.6906358,1e-08,1.4305290738120675,1.7306502355229465,0.1366425272606306,0.0094854384076406
20260818,33,qualified,5,3,3,4,3.011386955943474,True,9,1.636027952057121e-14,0.0005797956436143,2.8217320534840377e-11,-698.2532285516309,1095617066.4846354,1e-08,1.90767399778057e-13,0.0044414440851586,4.295166079328066e-11,-696.7798391134106,992899558.955432,1e-08,1.9222504869103432,3.945539687922682,0.2314794597728399,0.0026794713540587
20260818,34,qualified,5,4,3,4,2.903084555007893,True,8,1.006792797518196e-14,0.0003874120122753,2.5987650501726972e-11,-677.5203193263111,999772002.999129,1e-08,1.549031006613833e-13,0.0043494741222493,3.561421365148258e-11,-709.7045322307854,1035752535.2621973,1e-08,19.191882162354887,2.2421875981197146,0.1511910753211815,0.0116858283464645
20260818,35,qualified,5,5,3,4,1.7758903523986986,True,4,1.02371970158025e-14,0.0002560666438959,3.997864329397195e-11,-672.6602900005253,988888519.2301826,1e-08,1.1290018318147997e-13,0.0036273123188419,3.112502405569692e-11,-718.8310500648573,1066619785.0480742,1e-08,1.233721723780036,1.6808828472302593,0.1135427009515878,0.002281688832126
20260818,36,qualified,5,6,3,4,2.28063676411755,True,18,2.2060480776990213e-14,0.0006950672340455,3.17386285763883e-11,-691.4158594369198,1056915966.2861326,1e-08,2.827672004682874e-13,0.0075253318263131,3.757537966359998e-11,-722.3046229532463,1078308918.0557451,1e-08,14.312780305743216,2.630948661942117,0.1863318672741687,0.0131049472420252
20260818,37,qualified,5,7,3,4,2.835327546840529,True,30,0.0,7.495738782614241e-05,0.0,-606.5067266273295,973301862.121852,1e-08,1.782818497063243e-13,0.0034619907401503,5.1496916972857536e-11,-701.2699023516464,1006490959.6285608,1e-08,15.260478451382369,3.5250165728549234,0.2217675817340732,0.0186555068961887
20260818,38,qualified,5,8,3,4,5.635774444600258,True,17,1.2116370423282334e-19,0.0004077580168541,2.971460994625938e-16,-689.7297578537989,1188521491.376022,1e-08,1.785524058276074e-13,0.0045561446031267,3.9189363240374476e-11,-700.1560514521545,1004614429.996568,1e-08,3.739902141038328,3.0979487993381403,0.2149909712166199,0.009729198099415
20260818,39,qualified,5,9,3,4,3.6069425458913615,True,25,5.814633049014605e-19,0.0004458730306541,1.304100640597897e-15,-751.3996288066556,1621999646.810284,1e-08,2.474435137731235e-13,0.0042038388766267,5.886132200472794e-11,-704.7189641562661,1017770536.4734412,1e-08,1.2847664928995073,3.8626643704666304,0.2706175210227689,0.0132425631455308
20260818,40,random,8,0,3,4,2.018383084447004,True,6,3.75680638020167e-14,0.0007206518586746,5.213066940687241e-11,-678.0858104884117,1009255929.5860534,1e-08,3.2861407421067586e-13,0.0065738627889368,4.998797278879942e-11,-696.6264222776135,991446033.4843738,1e-08,1.084794039838016,2.94759654455385,0.2072186889906997,0.0054180251868378
20260818,41,random,8,1,3,4,2.689778365874824,True,9,3.2138151170976533e-14,0.0005200898157463,6.179346374021427e-11,-676.740646902854,977089081.8670232,1e-08,2.621947195106194e-13,0.0058046737579349,4.5169587550411975e-11,-708.883156554801,1032062692.072835,1e-08,5.9153540609404445,1.896029395260363,0.1254084577570662,0.0115314291496944
20260818,42,random,8,2,3,4,2.211380189589595,True,10,2.387495734271672e-14,0.0002619805239696,9.113256581426575e-11,-635.8462302908074,861960824.2397099,1e-08,3.494997541609604e-13,0.0027279356772254,1.281187665379362e-10,-667.3063487157483,896195905.4322497,1e-08,0.8222022820264101,1.8452179088984624,0.1048619352756963,0.0078578602781325
20260818,43,random,8,3,3,4,1.934308572325561,True,9,5.563287356306662e-16,0.0005530753387687,1.0058823755714765e-12,-675.169565911958,1057188271.7529302,1e-08,2.984773425938723e-13,0.0080224457523029,3.720528026109623e-11,-716.119246884214,1056984879.857926,1e-08,0.8957385090179741,1.8613784354343548,0.1119409260345654,0.0117195081572302
20260818,44,random,8,4,3,4,1.839784594083301,True,14,1.1932217253581724e-14,0.0006054169409455,1.9709090457471627e-11,-687.6012961665303,1050046347.9593848,1e-08,2.2928317547215173e-13,0.0075330296334722,3.0437046796332134e-11,-717.9953792692511,1063851655.7624632,1e-08,5.564248212613165,2.1447741914310887,0.1631241230619539,0.0075748335466737
20260818,45,random,8,5,3,4,1.4805803659010683,True,30,2.003410092228187e-20,0.0008798952102895,2.2768735058450748e-17,-714.3928695946989,1274160752.6511438,1e-08,3.034574198087551e-13,0.007988571183613,3.7986444989216394e-11,-715.3132661777033,1054063758.7009692,1e-08,7.361579060088843,2.757979002348113,0.1962591559730882,0.008395460346528
20260818,46,random,8,6,3,4,2.4684901205756584,True,14,6.010270595078772e-14,0.0005685285815523,1.0571624347658804e-10,-652.4285960264734,911927771.717351,1e-08,5.344134183890288e-13,0.0063102832975817,8.468929098537146e-11,-690.652823783972,970980718.5631602,1e-08,1.7017806507647038,2.0069391842071136,0.1296019534781961,0.0107809019324059
20260818,47,random,8,7,3,4,4.520941248190425,True,20,3.00046704332764e-20,0.0006710992923309,4.470973338246629e-17,-717.7333547266198,1306684111.191845,1e-08,2.34433965874056e-13,0.0096644895414722,2.425725278795677e-11,-726.9086372079481,1095236764.9834886,1e-08,8.86811683466658,3.281741068955196,0.2188241420733347,0.0079448387458681
20260818,48,random,8,8,3,4,2.182768531649588,True,18,1.853820686787296e-19,0.0005718573837214,3.241753520298056e-16,-699.5087774718525,1249491992.5929096,1e-08,2.8296603742447074e-13,0.0076503241786715,3.6987457108465317e-11,-709.9816969648139,1036370641.0929914,1e-08,2.520957705099136,2.628444192302349,0.1963510604000219,0.0103297940859139
20260818,49,random,8,9,3,4,1.5903868104007004,True,27,1.0603219463910623e-20,0.0004176196184812,2.5389658422825934e-17,-681.7461305048508,1213133646.67242,1e-08,4.425817405339789e-13,0.0074349891409269,5.95268845918989e-11,-702.8251764752376,1011294314.9921628,1e-08,14.451678949873894,3.884638186193834,0.2172717633564452,0.0142973588190811
20260818,50,qualified,8,0,3,4,3.606642665056933,True,25,1.929601293543082e-21,0.0003885238527758,4.966493768031855e-18,-687.0102665894733,1261705216.601253,1e-08,3.464007502842116e-13,0.0089612487625909,3.865541058633197e-11,-716.754664371,1059351344.3656204,1e-08,10.870766129344702,4.374461250257228,0.2240799973502218,0.0096794140902615
20260818,51,qualified,8,1,3,4,2.2678600672484217,True,11,1.75847347259518e-14,0.0007272481123735,2.4179828626243448e-11,-681.0193740346267,1010144875.7986748,1e-08,3.60785694910416e-13,0.0090003181250273,4.0085882509772e-11,-717.4775078772,1061389824.3110042,1e-08,1.821819673758,3.0040071866028564,0.1921373738119968,0.0075783078462514
20260818,52,qualified,8,2,3,4,1.7747223233261542,True,49,1.4224856234114473e-19,0.0004230426911775,3.362510812920692e-16,-697.1036004505354,1268599831.645019,1e-08,3.517169922252794e-13,0.004983812599107,7.057187348663495e-11,-689.9079981756245,968666504.8154718,1e-08,4.141151049174368,2.46418105367926,0.2052804748795019,0.0017718351030623
20260818,53,qualified,8,3,3,4,2.335803622806999,True,12,1.5775206491010774e-14,0.0002560312910847,6.161436918188147e-11,-636.17209741992,887574565.5738776,1e-08,3.668344038806525e-13,0.0049090658488033,7.472590818272946e-11,-689.0212671262423,965739637.841841,1e-08,2.419166781939566,2.668401116874237,0.2306045741574454,0.0004782513306977
20260818,54,qualified,8,4,3,4,1.6401241697426197,True,9,2.3794838310637176e-14,0.0006958036129645,3.419763546391527e-11,-684.1740298277157,1021160902.7794724,1e-08,2.9190779694864377e-13,0.0082508227854341,3.5379234839944806e-11,-721.162791322067,1074270395.4706335,1e-08,0.8736442769877613,2.00837534373146,0.1350201379736465,0.0113191959112077
20260818,55,qualified,8,5,3,4,1.764166444355032,True,15,9.158863838204334e-17,0.0006703117356494,1.3663588672411184e-13,-678.2646636204731,1056076687.516324,1e-08,2.909316155034861e-13,0.0081332033429094,3.577085229980407e-11,-709.51784463291,1034881628.1093584,1e-08,1.3746208320371809,2.853441137175912,0.198932791894494,0.0144816505566173
20260818,56,qualified,8,6,3,4,2.770661818265927,True,13,5.447637216458629e-14,0.000589292022482,9.244376317047924e-11,-663.835522153657,959011582.4134804,1e-08,2.61673009994002e-13,0.0082536353342733,3.1703970359267057e-11,-708.0026155689634,1030902526.6859672,1e-08,9.007612647954376,4.258232255649849,0.2585859322983307,0.008803324031821
20260818,57,qualified,8,7,3,4,1.7953094262574063,True,190,1.3669576934891098e-19,0.0005666419541157,2.412383487597881e-16,-686.365125512874,1189233895.648782,1e-08,3.162038854339572e-13,0.0086593595511887,3.6515851266454265e-11,-712.2793890970414,1043963091.5413376,1e-08,7.785876387730241,2.5246191909441715,0.200038219355238,0.0120813153248799
20260818,58,qualified,8,8,3,4,3.181371352849687,True,35,4.217653780248777e-20,0.0006790055898369,6.211515550647457e-17,-727.2693660411862,1337880252.4573166,1e-08,1.1364630605196385e-13,0.0072514704583453,1.5672173899732934e-11,-732.0113025882017,1115428368.7056289,1e-08,3.20434342790395,2.9668845954924628,0.2511549072189731,0.0039564032309952
20260818,59,qualified,8,9,3,4,4.185562551546679,True,146,5.412016259302857e-20,0.0002583287006627,2.0950116055314955e-16,-660.4861751244715,1189131713.7487926,1e-08,4.069500486212591e-13,0.0052564465531316,7.741923074986974e-11,-689.2862415125905,966749757.4031664,1e-08,4.564782461151481,2.787160655976222,0.2340317928679494,0.0090828499814205
20260818,60,random,10,0,3,4,1.2124412735230874,True,3,1.0170204267934055e-13,0.0010508971078146,9.677640362988094e-11,-668.6684054149799,938874525.482965,1e-08,5.40188857549232e-13,0.0121131170774211,4.4595363364904897e-11,-712.0337465038605,1042618375.8754172,1e-08,0.7116713807918131,1.5593054572722216,0.1011175802816229,0.0065377920355395
20260818,61,random,10,1,3,4,1.7972955710162914,True,6,7.598138047761635e-14,0.000977152338548,7.775796821048456e-11,-664.9948438454824,937628984.5444896,1e-08,4.975819578542805e-13,0.0110869697259835,4.4879887846012585e-11,-709.7307713990122,1034924974.1070029,1e-08,0.6995085370726883,1.9507839396980864,0.0939257049921086,0.010384596827394
20260818,62,random,10,2,3,4,1.5995492532664022,True,11,8.495580182318185e-14,0.0010521091316095,8.07480890249614e-11,-681.8544112954487,999352354.3740366,1e-08,3.855016102070366e-13,0.0130301439625175,2.9585368459164294e-11,-726.0421704573736,1091493425.6457376,1e-08,0.8504358949139714,1.9496897738815864,0.0886636680830988,0.0130920731553449
20260818,63,random,10,3,3,4,1.829975541967928,True,14,1.3303960332165632e-14,0.0010232832473314,1.3001249035260487e-11,-690.486855324825,1046962222.406845,1e-08,4.1207754919450294e-13,0.0104094228782609,3.9586973650103816e-11,-720.7396601748728,1072732376.2414428,1e-08,3.7007813900709152,2.7151638269221143,0.2036795117607708,0.0100777756467762
20260818,64,random,10,4,3,4,2.28137197075098,True,14,3.365732042984026e-14,0.0005527891147998,6.088636611816676e-11,-664.5440942269494,961570364.0842276,1e-08,4.475936489546785e-13,0.0072566579541467,6.168041153144108e-11,-703.375326926433,1013137263.6143984,1e-08,24.615338435862213,2.146643464072778,0.1695524462697126,0.0086297524113685
20260818,65,random,10,5,3,4,2.682391869810021,True,6,6.098262515235717e-14,0.0007858248521439,7.760332978268703e-11,-671.2767401296994,994379126.7043344,1e-08,4.24887259931013e-13,0.0114082331463695,3.7243914502766376e-11,-721.5586152587917,1075576254.8782024,1e-08,1.4584612403996289,1.665227814609302,0.0945456706792031,0.0062699617398379
20260818,66,random,10,6,3,4,1.597451274665975,True,9,5.77214868170446e-14,0.0007022471126171,8.219540640320019e-11,-650.9270418139615,901626284.5991312,1e-08,4.288591478503746e-13,0.0097861402627188,4.38231147661098e-11,-708.4137985782152,1030495709.1637124,1e-08,2.366220265161246,2.033524540348942,0.0919050436053412,0.0100061189279819
20260818,67,random,10,7,3,4,2.7162235182051355,True,18,3.248334069063764e-14,0.0003639271731864,8.925780508837142e-11,-635.4697894229232,887016270.7997608,1e-08,3.78249761552593e-13,0.0089285664593041,4.236399687190923e-11,-708.8436891003196,1032216767.6702796,1e-08,12.84740686789155,2.522328625441306,0.2023786169297838,0.0123492895038129
20260818,68,random,10,8,3,4,1.7679508120265095,True,5,4.732315863161089e-14,0.0007446914285764,6.354733895900599e-11,-663.7564467698123,926097466.5916308,1e-08,3.912632597253022e-13,0.0089775458916482,4.3582429368508594e-11,-710.930869939322,1038963064.034306,1e-08,0.5859399843029678,1.8110204144426545,0.0897521471037932,0.0086798074861492
20260818,69,random,10,9,3,4,1.9556253995913797,True,11,5.190278459809389e-14,0.0007066255872514,7.345160652896781e-11,-675.2665157026285,961169229.7904432,1e-08,2.947536543447449e-13,0.0100719003628902,2.926494938638995e-11,-722.5708464084184,1079586232.4068174,1e-08,1.7181552927941084,2.1637564320097016,0.1452745879315512,0.0090244709016694
20260818,70,qualified,10,0,3,4,2.507823102108305,True,31,1.1462732366249019e-17,0.0003453279323328,3.3193759591973385e-14,-647.6291306880967,1026285371.9183834,1e-08,3.6766863164005676e-13,0.0071317089387934,5.155407137272466e-11,-693.6954874101741,981971672.321294,1e-08,2.117980487179011,2.2924172795457043,0.1786199276482568,0.0016250922640944
20260818,71,qualified,10,1,3,4,1.9048927595686345,True,11,4.85122821923226e-14,0.0005905544006502,8.214701666587081e-11,-658.7816343451223,947161350.3287483,1e-08,4.650388026448096e-13,0.008465461476797,5.4933662378528594e-11,-704.6851548440882,1017666184.030204,1e-08,1.934616249985993,2.42246094049267,0.1881795784551134,0.0109228845342383
20260818,72,qualified,10,2,3,4,1.7046585749260068,True,7,6.618803351645296e-14,0.0008489462285819,7.79649302724538e-11,-673.719388432015,975096571.0834152,1e-08,4.184731885837529e-13,0.0099865861593732,4.1903527582444144e-11,-712.8001520899804,1045333803.6767572,1e-08,2.855314697138965,1.6545331700378578,0.1266402781801805,0.011089011443738
20260818,73,qualified,10,3,3,4,1.4863058733284884,True,10,3.9216510318022685e-14,0.0005039566593821,7.781722810469401e-11,-664.5050783046364,946363917.5126172,1e-08,3.512814212861919e-13,0.0077878514676202,4.5106332952897424e-11,-714.8630375572786,1052248309.1002296,1e-08,0.7113324496895075,1.7213775711417534,0.1030736743010775,0.007048363942167
20260818,74,qualified,10,4,3,4,1.2693344623582434,True,11,3.336676617825945e-14,0.0007583508492887,4.3999114934138674e-11,-668.5302333296818,968313159.7097374,1e-08,4.612623543063747e-13,0.0121585437408131,3.793730270164123e-11,-719.1977144248177,1067354278.8545998,1e-08,6.240791780408472,2.570011405755216,0.189898995009342,0.0145496631778799
20260818,75,qualified,10,5,3,4,1.4724970320072517,True,12,6.734341178049695e-14,0.0008500462614806,7.922323152529754e-11,-670.9947643034268,960353753.6866008,1e-08,3.875533828889638e-13,0.0110075604858325,3.52079267143497e-11,-716.5517089846486,1058469319.8381088,1e-08,1.271659057121724,2.016890037165034,0.1124295737172497,0.0113986425163242
20260818,76,qualified,10,6,3,4,1.5038464513302212,True,19,8.451117374201181e-19,0.0006666152254845,1.267765429158627e-15,-671.119938152876,1105930801.1807518,1e-08,3.8743459532517173e-13,0.009898111312098,3.9142275037018886e-11,-708.3056841806779,1030481580.3073463,1e-08,3.276772100012749,2.485934433253433,0.1962213141169847,0.0060741259862445
20260818,77,qualified,10,7,3,4,1.1781228512081776,True,6,9.8434352868686e-14,0.0009183887592895,1.0718157411337208e-10,-667.104179445583,954342643.8815566,1e-08,5.325894389320074e-13,0.0120606628151592,4.41592180375515e-11,-713.1796593674006,1046526844.6357056,1e-08,0.8095881012268364,1.6941848051703587,0.1159062649841547,0.0123322308265474
20260818,78,qualified,10,8,3,4,3.7490664647890672,True,9,2.8109223551589835e-14,0.0009296261686484,3.0237125954033256e-11,-699.2347677405187,1096020800.3239262,1e-08,2.864105361743373e-13,0.0111524567963698,2.568138495435054e-11,-721.4130308769732,1076169021.716879,1e-08,2.538847826886922,2.9742875730494167,0.2166327301098868,0.0070149903690713
