sample_size,protocol,metric,recovery,spearman_rho,pvalue_descriptive,subset_count,expected_sign
20,random,log_det_design,switch_absolute_error,-0.33333333333333326,0.34659350708733405,10,-1
20,random,trace_inv_design,task_error_mean_mm_equiv,0.17575757575757575,0.6271883447764844,10,1
20,random,trace_inv_design,generator_rmse,-0.01818181818181818,0.9602404181286243,10,1
20,random,trace_inv_design,switch_absolute_error,0.33333333333333326,0.34659350708733405,10,1
20,random,condition_number,task_error_mean_mm_equiv,0.406060606060606,0.24428229408662638,10,1
20,random,condition_number,generator_rmse,0.0303030303030303,0.9337729580941466,10,1
20,random,condition_number,switch_absolute_error,-0.1515151515151515,0.6760651759978538,10,1
20,qualified,lambda_min_post,task_error_mean_mm_equiv,-0.6606060606060605,0.03758837757140939,10,-1
20,qualified,lambda_min_post,generator_rmse,-0.8545454545454544,0.0016368033159867143,10,-1
20,qualified,lambda_min_post,switch_absolute_error,0.09090909090909088,0.8027717312071619,10,-1
20,qualified,lambda_ratio_post,task_error_mean_mm_equiv,-0.0303030303030303,0.9337729580941466,10,-1
20,qualified,lambda_ratio_post,generator_rmse,-0.07878787878787878,0.8287173946974606,10,-1
20,qualified,lambda_ratio_post,switch_absolute_error,-0.06666666666666665,0.8548130882487426,10,-1
20,qualified,log_det_post,task_error_mean_mm_equiv,0.32121212121212117,0.3654683104386702,10,-1
20,qualified,log_det_post,generator_rmse,0.19999999999999998,0.5795840000000001,10,-1
20,qualified,log_det_post,switch_absolute_error,0.2727272727272727,0.44583834154275137,10,-1
20,qualified,trace_inv_post,task_error_mean_mm_equiv,0.09090909090909088,0.8027717312071619,10,1
20,qualified,trace_inv_post,generator_rmse,0.12727272727272726,0.7260570147627894,10,1
20,qualified,trace_inv_post,switch_absolute_error,-0.07878787878787878,0.8287173946974606,10,1
20,qualified,lambda_min_design,task_error_mean_mm_equiv,0.13939393939393938,0.7009318849100584,10,-1
20,qualified,lambda_min_design,generator_rmse,0.43030303030303024,0.21449233253280775,10,-1
20,qualified,lambda_min_design,switch_absolute_error,-0.07878787878787878,0.8287173946974606,10,-1
20,qualified,lambda_ratio_design,task_error_mean_mm_equiv,0.28484848484848485,0.42503815489214547,10,-1
20,qualified,lambda_ratio_design,generator_rmse,0.5757575757575757,0.08155281477260236,10,-1
20,qualified,lambda_ratio_design,switch_absolute_error,-0.17575757575757575,0.6271883447764844,10,-1
20,qualified,log_det_design,task_error_mean_mm_equiv,0.24848484848484845,0.48877630451924314,10,-1
20,qualified,log_det_design,generator_rmse,0.4787878787878787,0.1615229280174558,10,-1
20,qualified,log_det_design,switch_absolute_error,-0.41818181818181815,0.22911284098281892,10,-1
20,qualified,trace_inv_design,task_error_mean_mm_equiv,-0.24848484848484845,0.48877630451924314,10,1
20,qualified,trace_inv_design,generator_rmse,-0.4787878787878787,0.1615229280174558,10,1
20,qualified,trace_inv_design,switch_absolute_error,0.41818181818181815,0.22911284098281892,10,1
20,qualified,condition_number,task_error_mean_mm_equiv,0.12727272727272726,0.7260570147627894,10,1
20,qualified,condition_number,generator_rmse,-0.01818181818181818,0.9602404181286243,10,1
20,qualified,condition_number,switch_absolute_error,-0.6,0.06668799999999996,10,1
30,all,lambda_min_post,task_error_mean_mm_equiv,,,1,-1
30,all,lambda_min_post,generator_rmse,,,1,-1
30,all,lambda_min_post,switch_absolute_error,,,1,-1
30,all,lambda_ratio_post,task_error_mean_mm_equiv,,,1,-1
30,all,lambda_ratio_post,generator_rmse,,,1,-1
30,all,lambda_ratio_post,switch_absolute_error,,,1,-1
30,all,log_det_post,task_error_mean_mm_equiv,,,1,-1
30,all,log_det_post,generator_rmse,,,1,-1
30,all,log_det_post,switch_absolute_error,,,1,-1
30,all,trace_inv_post,task_error_mean_mm_equiv,,,1,1
30,all,trace_inv_post,generator_rmse,,,1,1
30,all,trace_inv_post,switch_absolute_error,,,1,1
30,all,lambda_min_design,task_error_mean_mm_equiv,,,1,-1
30,all,lambda_min_design,generator_rmse,,,1,-1
30,all,lambda_min_design,switch_absolute_error,,,1,-1
30,all,lambda_ratio_design,task_error_mean_mm_equiv,,,1,-1
30,all,lambda_ratio_design,generator_rmse,,,1,-1
30,all,lambda_ratio_design,switch_absolute_error,,,1,-1
30,all,log_det_design,task_error_mean_mm_equiv,,,1,-1
30,all,log_det_design,generator_rmse,,,1,-1
30,all,log_det_design,switch_absolute_error,,,1,-1
30,all,trace_inv_design,task_error_mean_mm_equiv,,,1,1
30,all,trace_inv_design,generator_rmse,,,1,1
30,all,trace_inv_design,switch_absolute_error,,,1,1
30,all,condition_number,task_error_mean_mm_equiv,,,1,1
30,all,condition_number,generator_rmse,,,1,1
30,all,condition_number,switch_absolute_error,,,1,1
