seed,subset_id,protocol,sample_size,repeat,rank,augmented_intercept_rank,condition_number,optimization_success,optimization_nfev,lambda_min_post,lambda_max_post,lambda_ratio_post,log_det_post,trace_inv_post,ridge_post,lambda_min_design,lambda_max_design,lambda_ratio_design,log_det_design,trace_inv_design,ridge_design,fit_seconds
20280818,0,random,3,0,3,3,5.842135179342804,True,10,0.0,7.424616350061605e-05,0.0,-801.5533229388767,2176945887.209845,1e-08,8.907895965649699e-15,0.0010896195088259464,8.175235385834697e-12,-725.0398671088271,1099717253.602761,1e-08,1.129675849340856
20280818,1,random,3,1,3,3,2.4630107919009743,True,17,1.9299254961211272e-16,4.100309183427152e-05,4.706780415295517e-12,-566.4204321088471,741183395.8399752,1e-08,1.796424466784331e-13,0.0016035380076673687,1.1202880494223832e-10,-671.3703622459755,907876256.1853765,1e-08,0.8741379091516137
20280818,2,random,3,2,3,3,26.679983773723798,True,21,1.3845063896846033e-21,4.591534566106329e-05,3.0153456752884246e-17,-682.7896069396387,1452874510.602551,1e-08,2.3275493948971422e-14,0.00279347403137047,8.332096052295333e-12,-745.3150714777117,1165611507.8585868,1e-08,8.68286558194086
20280818,3,random,3,3,3,3,2.3641634164455234,True,39,8.06594070817364e-15,0.0001843753738270466,4.3747386327958845e-11,-667.3491161049875,998078208.2841636,1e-08,1.5471083991176413e-13,0.0018252042983501662,8.476357416625084e-11,-689.6817903665262,966303056.2287358,1e-08,2.3946547540836036
20280818,4,random,3,4,3,3,8.187990437428704,True,290,1.789969368381555e-20,4.102082265434049e-05,4.363562826286115e-16,-632.5398104161727,1168035693.0594292,1e-08,1.6175948631368557e-13,0.0021857447885711254,7.400657531450947e-11,-686.9627925204447,957840175.1086469,1e-08,17.56369885383174
20280818,5,random,3,5,3,3,8.659779477170954,True,10,6.028947753744634e-15,7.162047189037608e-05,8.417911240479787e-11,-635.2661729446274,835740389.5986547,1e-08,9.59783743051594e-14,0.0008651642027691564,1.1093659908484262e-10,-677.4787304924828,927143987.7086893,1e-08,0.901904315687716
20280818,6,random,3,6,3,3,5.343911493942582,True,12,2.1309620352203827e-17,0.00017713882543164472,1.2029898188766582e-13,-740.909815065374,1394291318.9720345,1e-08,4.0498372585030065e-14,0.001405795238967458,2.8808158871540708e-11,-717.6075678482246,1061361296.2187473,1e-08,0.7329837838187814
20280818,7,random,3,7,3,3,2.930181440921983,True,10,1.3592044538951675e-16,2.1751757691269815e-05,6.248710900456065e-12,-619.0294800679765,923798215.189636,1e-08,3.7397694452945064e-14,0.00028050960577172317,1.3332054832866956e-10,-637.8780584645815,805860524.2653072,1e-08,0.7347168638370931
20280818,8,random,3,8,3,3,5.970420695789112,True,7,1.2275233932525598e-16,0.00035318211617789614,3.4756102787329756e-13,-715.785292462527,1187863198.2002895,1e-08,1.7797344715733823e-14,0.0035954950187252113,4.949901090961295e-12,-746.9000417041907,1178199202.7065535,1e-08,0.5972264846786857
20280818,9,random,3,9,3,3,4.071466494423975,True,31,3.2304335912268334e-16,0.00026350965182116225,1.2259260975454714e-12,-741.3290573483671,1381182695.961659,1e-08,7.187679391874878e-14,0.002368875012965509,3.0342163907064395e-11,-728.7802634847371,1100009952.7614012,1e-08,1.2830386538989842
