seed,subset_id,protocol,sample_size,repeat,rank,augmented_intercept_rank,condition_number,optimization_success,optimization_nfev,lambda_min_post,lambda_max_post,lambda_ratio_post,log_det_post,trace_inv_post,ridge_post,lambda_min_design,lambda_max_design,lambda_ratio_design,log_det_design,trace_inv_design,ridge_design,fit_seconds
20300818,0,random,3,0,3,3,5.842135179342804,True,14,0.0,8.687234697200746e-05,0.0,-756.4878083387259,1813933562.44892,1e-08,8.907934668887673e-15,0.0011348594921008794,7.849372306343482e-12,-727.0201060722169,1106867668.0572424,1e-08,0.726972518954426
20300818,1,random,3,1,3,3,2.4630107919009743,True,8,7.343667537666136e-16,6.721617730554204e-05,1.0925446569632046e-11,-582.6882617040947,757637057.9774885,1e-08,1.7950877179740629e-13,0.0016698585567074388,1.0749938734413207e-10,-673.2611948299485,914058364.4078474,1e-08,0.4864587583579123
20300818,2,random,3,2,3,3,26.679983773723798,True,5,2.3157309643311214e-15,0.00030393748969454164,7.619102752537833e-12,-716.893815778167,1181980076.9362118,1e-08,2.3167610991265238e-14,0.002909284906533624,7.963335230329557e-12,-747.2265445265543,1172843114.4964554,1e-08,0.7787606180645525
20300818,3,random,3,3,3,3,2.3641634164455234,True,18,1.1776882829081688e-14,0.00024211192044041138,4.8642308927454135e-11,-681.0330531156187,1033007730.2022812,1e-08,1.5464346986987155e-13,0.001901107315672798,8.134389289599022e-11,-691.6753818072643,973028539.5346656,1e-08,3.6855120728723705
20300818,4,random,3,4,3,3,8.187990437428704,True,24,1.0038413773759303e-14,0.0002718031253254327,3.693266500059632e-11,-684.6142668830136,1065437971.3377652,1e-08,1.6171829826648048e-13,0.0022761258651299307,7.104980473355718e-11,-688.8855442716497,964278387.8954997,1e-08,2.144000766798854
20300818,5,random,3,5,3,3,8.659779477170954,True,15,1.052514706157952e-15,0.00012340296712827042,8.529087514272832e-12,-680.3556301706901,1054447202.6532866,1e-08,9.597781215624434e-14,0.0009010801566107911,1.065141779586437e-10,-679.6118458563027,934207773.9501652,1e-08,6.8480297001078725
20300818,6,random,3,6,3,3,5.343911493942582,True,10,7.791936260866222e-31,8.923863653751893e-05,8.731572515219044e-27,-718.027847190909,1536117005.5067039,1e-08,4.044170379442214e-14,0.0014640894602271186,2.7622426697989188e-11,-719.5029574525716,1068104392.9102979,1e-08,0.9255489585921168
20300818,7,random,3,7,3,3,2.930181440921983,True,17,2.8797301457772098e-15,2.560646818961645e-05,1.1246104400078706e-10,-596.2094347160496,765717964.8986216,1e-08,3.8215634144747523e-14,0.00029216717246590156,1.308005749660586e-10,-639.8688539941775,811996953.271598,1e-08,1.410843672696501
20300818,8,random,3,8,3,3,5.970420695789112,True,24,2.5155733688123473e-18,0.0003444693934717977,7.302748564854142e-15,-714.8651192612333,1230698959.1502986,1e-08,1.7797306284949067e-14,0.003744295558922535,4.753178803563907e-12,-748.6552206160802,1184888384.384936,1e-08,0.9708416103385389
20300818,9,random,3,9,3,3,4.071466494423975,True,13,3.5046559602692386e-15,0.00031731103940959345,1.1044859853568902e-11,-722.3782335265234,1155180148.5898886,1e-08,7.123194390257822e-14,0.002467040507187191,2.887343912475669e-11,-730.8533337477368,1107509943.7860813,1e-08,0.705677171703428
