episode,generator,steps,states,success,max_contact_force_N,contact_frames,final_dist_m,final_yaw_err_rad,socket_drift_m,solver_error,dx,dy,dyaw
episode_60,mixed,425,426,True,76.90566397522315,16,0.0014546748716384172,0.004215121269226074,0.0,,0.002461242362338875,-0.008124865940601918,-0.4257242881807253
episode_61,mixed,442,443,False,0.30161074499558876,1,0.3915741741657257,0.25729191303253174,0.0,RuntimeError('motion planning failed'),-0.010432994312044735,-0.003549466292049972,-0.3443644626223409
episode_62,mixed,266,267,False,82.62022293475282,17,0.04049716517329216,0.025257229804992676,0.0,,-0.0110962982439141,-0.008041731012587455,-0.439178839134294
episode_63,mixed,226,227,False,79.29110470894364,1,0.38964909315109253,1.1217399835586548,0.0,,-0.011026368627144885,-0.006403628406083545,-0.3779765461672288
episode_64,mixed,220,221,False,0.0,0,0.38064488768577576,0.9623865485191345,0.0,,-0.00678690478119035,0.003657471548694509,-0.17534666005614447
episode_65,mixed,227,228,False,0.0,0,0.3492526710033417,0.9651715159416199,0.0,,-0.00824667732786272,-0.005999169519581233,-0.17757946767850252
episode_66,mixed,425,426,True,4.193693889699604,4,0.001662802416831255,0.002875596284866333,0.0,,0.00860779083699962,0.0016206807701239691,-0.3684225664778381
episode_67,mixed,229,230,False,0.0,0,0.359639048576355,0.9768788814544678,0.0,,-0.0011503168704057442,0.003847860142117694,-0.17280483741267144
episode_68,mixed,274,275,False,86.129184770151,18,0.038923487067222595,0.001322045922279358,0.0,,-0.0018038638103352132,-0.007081080258026856,-0.14263528726879382
episode_69,mixed,422,423,True,86.09729886652501,15,0.001503425999544561,0.006933808326721191,0.0,,0.005192338536792945,0.007517247355179637,-0.46916311637170394
episode_70,mixed,269,270,False,83.82356138370696,18,0.039207153022289276,0.00019343197345733643,0.0,,-0.002162774406801647,-0.0036590238431259223,-0.23408437466867582
episode_71,mixed,238,239,False,81.46321331454394,1,0.3766479194164276,0.8102867603302002,0.0,,0.011294827465166184,0.00313210983395003,-0.3186459937510446
episode_72,mixed,287,288,False,79.91269284775476,19,0.04048988223075867,0.0012994110584259033,0.0,,0.008137596933616487,-0.008148403674050043,-0.25469499347926305
episode_73,mixed,287,288,False,79.1342901779876,20,0.040088310837745667,0.002056792378425598,0.0,,-0.007656149473318897,-0.005360730581247258,-0.23882165857773163
episode_74,mixed,274,275,False,76.72495395178028,19,0.04146919399499893,0.009664773941040039,0.0,,0.003624425285776823,0.0070427551960494175,-0.5174973916574462
episode_75,mixed,309,310,False,72.42747783976506,21,0.04141698777675629,0.0018756985664367676,0.0,,0.008814750355407016,-0.008909816300425453,-0.28765139942270246
episode_76,mixed,287,288,False,83.63269389588756,20,0.041094668209552765,0.001033395528793335,0.0,,-0.0018025693175414935,-0.006647338753112518,-0.36060743890631397
episode_77,mixed,282,283,False,84.3700648751829,20,0.04072127863764763,0.0013991892337799072,0.0,,-0.007781380927200892,-0.00021396129400308612,-0.25395020535276897
episode_78,mixed,259,260,False,92.56854014779056,18,0.038659922778606415,0.0007340684533119202,0.0,,-0.008601969941303505,-0.009757143526678795,-0.050184060595570845
episode_79,mixed,274,275,False,89.87604853991556,19,0.04046759009361267,0.00043776631355285645,0.0,,-0.007749183420139771,-0.0016048995588692251,-0.46935712071371594
episode_80,mixed,4412,4413,False,68.34776840118249,1,0.22368469834327698,0.3495676517486572,0.0,RuntimeError('motion planning failed'),0.00741041121787021,0.0011600400790976358,-0.3894849382192763
episode_81,mixed,298,299,False,78.03108059712405,20,0.0403883159160614,0.04407616704702377,0.0,,0.0017475460623891676,0.011173049401849721,-0.106549884342927
episode_82,mixed,270,271,False,79.94203487105978,19,0.03919851779937744,0.002506643533706665,0.0,,0.005644151082892131,0.0012134303721056255,-0.1535342190948637
episode_83,mixed,281,282,False,88.92708058485321,20,0.03974117338657379,0.0024643614888191223,0.0,,-0.009435982327773755,0.010788862866660618,-0.1273399669500448
episode_84,mixed,426,427,True,86.70924422219542,4,0.0016509577399119735,0.002774864435195923,0.0,,0.010480999569477314,0.011304879516070863,-0.35401752984112345
episode_85,mixed,283,284,False,78.69230180161746,19,0.04064786061644554,0.0005325376987457275,0.0,,-0.006883249554373552,0.00563000094407505,-0.3691211385993697
episode_86,mixed,306,307,False,81.07740697102068,21,0.042722515761852264,0.0012176036834716797,0.0,,0.0005047357231733798,0.010190892671112985,-0.5005363950309553
episode_87,mixed,441,442,True,67.91328336626475,15,0.0015083421021699905,0.00022443383932113647,0.0,,-0.010252363168574797,0.0057644780840490455,-0.04940016006703013
episode_88,mixed,263,264,False,81.06379031303474,19,0.039012204855680466,0.0010013282299041748,0.0,,0.0005086812589830611,0.009784263212343092,-0.11534581186391335
episode_89,mixed,298,299,False,79.84796367651862,20,0.04090501740574837,0.026385292410850525,0.0,,-0.011177699728011649,-0.0011970393286606408,-0.20158567621800644
episode_90,mixed,287,288,False,88.33124240776179,20,0.04087529703974724,0.0026644766330718994,0.0,,-0.0030055467980600343,-0.008210073650370596,-0.2566510179971344
episode_91,mixed,292,293,False,86.9020936647481,20,0.04082431271672249,0.0018691718578338623,0.0,,0.0007309503763969182,-0.010672133143869122,-0.30035722601105713
episode_92,mixed,220,221,False,71.3926160386934,1,0.3754289746284485,0.9640108346939087,0.0,,-0.004212076483971852,0.006600077266073503,-0.1614783170348138
episode_93,mixed,431,432,True,2.7917064016734416,10,0.0017241030000150204,0.0025568008422851562,0.0,,0.010280418862468596,0.006022740388454188,-0.2640089679622061
episode_94,mixed,285,286,False,75.32212290068736,20,0.04001003876328468,0.0021517127752304077,0.0,,0.010503813622294939,0.005540911577225107,-0.15588083532331143
episode_95,mixed,284,285,False,89.728733359321,20,0.03994528576731682,0.0025001242756843567,0.0,,-0.011280320519343166,0.008354233732907963,-0.08580407745206631
episode_96,mixed,301,302,False,89.7128471553551,21,0.04124893248081207,0.0013023614883422852,0.0,,-0.0010190461796699656,-0.009022148332818256,-0.33834970749733867
episode_97,mixed,281,282,False,72.44571850817384,20,0.0401795320212841,0.0017563998699188232,0.0,,0.0071218337902049615,0.009735212018198394,-0.2824436987421183
episode_98,mixed,304,305,False,74.46988442980182,21,0.04149293899536133,0.0055307745933532715,0.0,,0.00988858496737681,0.006416052191605768,-0.2758374310893952
episode_99,mixed,298,299,False,70.14550135911561,20,0.04073825106024742,0.0027510225772857666,0.0,,0.003741546229917885,-0.00835805051718692,-0.3100321273132654
episode_100,mixed,441,442,False,69.11147032930519,1,0.37165287137031555,2.9794962406158447,0.0,RuntimeError('motion planning failed'),-0.006930039907392006,0.0001312353854432298,-0.35775859454047265
episode_101,mixed,303,304,False,76.40841420404305,19,0.041366565972566605,0.002163320779800415,0.0,,-0.007006703611470041,0.008465505271749139,-0.3226258386165989
episode_102,mixed,298,299,False,76.92266949065026,20,0.040848009288311005,0.01676367223262787,0.0,,-0.008889904860597691,-0.004338791569200444,-0.23378635955788818
episode_103,mixed,274,275,False,80.4266987265657,20,0.03998260945081711,0.0007706880569458008,0.0,,0.0017880979118648187,-0.006355621713943615,-0.29222745016342466
episode_104,mixed,470,471,False,72.40919753874245,1,0.41059237718582153,0.40105992555618286,0.0,,0.011483304637290949,-0.005980540304871459,-0.14718091770370978
episode_105,mixed,175,176,False,0.0,0,0.3109916150569916,0.029619861394166946,0.0,RuntimeError('motion planning failed'),0.003920152666331077,-0.0025774626913411536,-0.0764101581506878
episode_106,mixed,278,279,False,82.29557883566075,19,0.03924425691366196,0.0024646222591400146,0.0,,0.008544231557039768,0.002914922425711921,-0.0995600719724144
episode_107,mixed,286,287,False,82.889230599554,19,0.042069826275110245,0.0001735091209411621,0.0,,-0.011598519462319814,0.00892141964261213,-0.5224158059047728
episode_108,mixed,304,305,False,74.92698479393017,20,0.04015038162469864,0.005317941308021545,0.0,,0.008745361657054161,-0.00470624747119842,-0.1186462125509608
episode_109,mixed,296,297,False,78.45387217939012,20,0.040610987693071365,0.00499609112739563,0.0,,-0.00898498794033777,-0.00291221658903372,-0.19947684374691216
episode_110,mixed,175,176,False,73.7821660412571,1,0.3121408522129059,0.01695507951080799,0.0,RuntimeError('motion planning failed'),-0.00016111490576448464,0.0027845685145023308,-0.042488248445227084
episode_111,mixed,230,231,False,0.0,0,0.402821809053421,1.4003247022628784,0.0,,-0.010247300258656772,-0.0006276931682113965,-0.06512447761787377
episode_112,mixed,306,307,False,79.65095404389417,19,0.04148981720209122,0.00636899471282959,0.0,,-0.007487232551460326,0.011539430212875748,-0.31173296865731426
episode_113,mixed,262,263,False,87.32166058026368,18,0.039176397025585175,0.0018965564668178558,0.0,,-0.0009644583217359205,-0.011460100329816114,-0.05216673935956778
episode_114,mixed,283,284,False,81.07485797567523,20,0.04111123085021973,0.01845318078994751,0.0,,-0.0029311818440219475,0.00862652797173824,-0.24796037194754922
episode_115,mixed,149,150,False,74.92409365886016,1,0.4108680188655853,0.0903380811214447,0.0,RuntimeError('motion planning failed'),-0.007631197022465708,0.011444583079415531,-0.07137241738178729
episode_116,mixed,231,232,False,0.0,0,0.34601038694381714,0.7645137310028076,0.0,,-0.0066743898591027665,-0.00630363721026567,-0.3789725611060981
episode_117,mixed,290,291,False,87.46276387867269,19,0.04090704396367073,0.00029924511909484863,0.0,,-0.007586474186746781,-0.0022714847748597517,-0.2845966466852361
episode_118,mixed,175,176,False,79.47598914665903,1,0.31132128834724426,0.4151345491409302,0.0,RuntimeError('motion planning failed'),-0.0031075093315854913,0.004185403951851317,-0.3931280417781543
episode_119,mixed,287,288,False,82.24505303610242,19,0.040315382182598114,0.001551985740661621,0.0,,0.006055363446734591,0.010187689756606826,-0.17382008841906166
