frame_index,time_s,stage,contact_state,tcp_x_m,tcp_y_m,tcp_z_m,speed_m_s,angular_speed_deg_s,gripper_state,aux_action_tail_norm,aux_action_tail_robust_z,reference_distance_m,reference_axis_error_deg,axial_distance_proxy_m,lateral_distance_proxy_m,axial_velocity_m_s,lateral_speed_m_s
0,0.0,approach,unknown_no_ground_truth,0.5154905962199563,-0.1209805192853236,0.3875335351588139,0.0037421936025837316,0.8505255441725831,0.8733076,2.1364148,-2.144741,0.329493745201841,8.039319867016344,0.269750177951391,0.1892114415735175,0.0018896833815127525,0.003230032457554125
1,0.033333335,approach,unknown_no_ground_truth,0.5155877489413251,-0.12104677336642115,0.38757514959730255,0.0033986992834414433,0.4614229265693845,0.8733076,1.9753733,-3.6009266,0.32956776278061756,8.065720110539488,0.2698131674007266,0.18925053490389113,0.0017130131042716458,0.0029354289165058997
2,0.06666667,approach,unknown_no_ground_truth,0.5156658427659517,-0.12110285844195427,0.3876087698592644,0.0027129567466084464,0.20875478474757758,0.8733076,1.9536053,-3.7977593,0.32962932162234426,8.102229747986545,0.26986437883226977,0.18928472392319473,0.0013594444209581076,0.002347774515428209
3,0.1,approach,unknown_no_ground_truth,0.5157248776938365,-0.121148774511923,0.3876343959446995,0.0020315781102398013,0.20875478474757758,0.8733076,1.9252056,-4.054558,0.3296784075265239,8.11620725885228,0.2699038122460207,0.18931398396391527,0.001006345925175489,0.0017648165618239793
4,0.13333334,approach,unknown_no_ground_truth,0.5157648537249786,-0.12118452157632714,0.3876520278536075,0.001212305684769044,0.20875478474757758,0.8733076,1.931574,-3.9969728,0.32971500971407103,8.121440853646739,0.26993146764197884,0.18933829619862236,0.0005547639469682833,0.0010779248751501716
5,0.16666667,approach,unknown_no_ground_truth,0.5157726847253181,-0.12120999616389432,0.38765672294435694,0.0005629486053871334,0.0833452735340049,0.8733076,1.924841,-4.057854,0.3297356004069551,8.12177316520543,0.26994079743922506,0.18936085142819364,0.00010274930201459816,0.0005534922883318532
6,0.2,approach,unknown_no_ground_truth,0.5157646101833266,-0.12122202314719556,0.3876534654875076,0.0003639937406076583,0.07042065627142799,0.8733076,1.8857247,-4.4115562,0.3297414622808333,8.121817585545438,0.2699383175954465,0.18937459344073074,-6.975603132144235e-05,0.00035724716835244076
7,0.23333333,approach,unknown_no_ground_truth,0.51575696707533,-0.12122770448534917,0.3876514105354139,0.0001545584793371286,0.05656019798530717,0.8733076,1.9080025,-4.2101135,0.3297439064973163,8.122126912602612,0.269936147037137,0.18938194315946816,-2.621720767708485e-06,0.00015453624207680788
8,0.26666668,approach,unknown_no_ground_truth,0.5157583661148205,-0.1212302004617526,0.3876528885023929,0.0003226952721504985,0.05656019798530717,0.8733076,1.8443717,-4.7854824,0.32974666394768715,8.123025709390577,0.2699381409710114,0.18938390225608756,0.00018176241484365395,0.0002666358250844918
9,0.3,approach,unknown_no_ground_truth,0.5157749436825444,-0.12123556861087265,0.3876602375042898,0.0006551232181879959,0.05656019798530717,0.8733076,1.9117801,-4.175955,0.32975546908964726,8.125227970577367,0.2699482663750308,0.18938480106821864,0.0003427542780817241,0.0005583063100715167
10,0.33333334,approach,unknown_no_ground_truth,0.5157970577072999,-0.12124200959384665,0.38766935058973084,0.0007629748163062636,0.07042065627142799,0.8733076,1.8872697,-4.3975854,0.32976622085212265,8.12694638082488,0.26996099125621675,0.18938538384746528,0.00037354388526935635,0.0006652785402336759
11,0.36666667,approach,unknown_no_ground_truth,0.5158206773485238,-0.12124957829815486,0.38767754089810524,0.0009480657028410784,0.09601412990979524,0.8733076,1.9029552,-4.255753,0.32977703754082727,8.142620156997548,0.26997316930071535,0.18938685896051882,0.00045447997490853637,0.0008320315674965006
12,0.4,approach,unknown_no_ground_truth,0.5158543333725042,-0.12125867370182343,0.3876902455497899,0.0012829032887743158,0.3888288020145061,0.8733076,1.8647991,-4.600771,0.3297920703573557,8.15473561907181,0.2699912899212107,0.18938720399560208,0.0006081734343634486,0.0011295866155733804
13,0.43333334,approach,unknown_no_ground_truth,0.5158992898025403,-0.12126785260060695,0.38770584249096274,0.0017218904571255488,0.44241869178035226,0.8733076,1.7985969,-5.199392,0.3298091342739156,8.157676389218729,0.2700137141963396,0.1893849497621369,0.0008023447849409264,0.0015235319466352288
14,0.46666667,approach,unknown_no_ground_truth,0.5159609720787355,-0.12127848042553108,0.387727838678768,0.0028056993638231483,0.5027189726236259,0.8733076,1.7242165,-5.871962,0.3298316645745744,8.171531653215165,0.2700447795735401,0.1893798932862533,0.0013761977834169862,0.002445000732326228
15,0.5,approach,unknown_no_ground_truth,0.5160694560046422,-0.1213105602714401,0.3877706958498532,0.004854599554602305,0.9904820934784438,0.8733076,1.7988559,-5.1970496,0.32988345240279776,8.202402189029096,0.2701054607152341,0.1893835585815202,0.0025243735716193386,0.004146646223932629
16,0.53333336,approach,unknown_no_ground_truth,0.5162444091449652,-0.12137910795637497,0.38784721700254765,0.007193947998577586,1.1498802685688314,0.8733076,1.8220099,-4.9876842,0.32998387915806915,8.238211303815342,0.2702130380223795,0.18940505428029972,0.003928509611535614,0.006026582782830645
17,0.56666666,approach,unknown_no_ground_truth,0.5164732837753837,-0.12148885139361057,0.38795819975136214,0.008783596516975129,1.3900567073109409,0.8733076,1.8470144,-4.7615857,0.33013699221146503,8.296051830850178,0.2703673686406796,0.18945162865688903,0.004996618542357764,0.007223944276860404
18,0.6,approach,unknown_no_ground_truth,0.5167173988418671,-0.12162652563657506,0.38808794387544754,0.00893698008533502,1.3900567073109409,0.8733076,1.8416791,-4.8098297,0.3303228098625095,8.385872169647932,0.270546138560521,0.18952030399261968,0.005243810480235519,0.007236854613231281
19,0.6333333,approach,unknown_no_ground_truth,0.5169341459706387,-0.1217678825310781,0.3882126314866868,0.007719666580882327,1.3900567073109409,0.8733076,1.9300627,-4.0106387,0.3305078771428449,8.452532053293963,0.2707169633877985,0.18959900471141522,0.004613137570160021,0.006189686088871513
20,0.6666667,approach,unknown_no_ground_truth,0.5170982909219931,-0.12189003016211386,0.38831229916383847,0.005423329408626755,1.3900567073109409,0.8733076,1.9350888,-3.9651914,0.33066220689233056,8.494953473091398,0.27085367359234735,0.18967283033802332,0.0032394523642318976,0.004349534487085738
21,0.7,approach,unknown_no_ground_truth,0.5171894585042176,-0.12197046016590743,0.3883691787974286,0.0026448265560056255,0.6502022331349874,0.8733076,2.0101912,-3.2860925,0.3307576058344149,8.509107768244467,0.27093293436202803,0.18972595735769832,0.0015155521560994366,0.0021675352761823573
22,0.73333335,approach,unknown_no_ground_truth,0.5172145380554675,-0.12200190920820941,0.38838340306730096,0.0006240197035219016,0.13708028408088666,0.8733076,1.949184,-3.8377385,0.33078912214245365,8.509113640440509,0.2709547028979828,0.189749815033483,7.643641764024456e-05,0.000619320647517817
23,0.76666665,approach,unknown_no_ground_truth,0.5172127756987557,-0.12200479210629767,0.3883662155886805,0.0008558539894576489,0.13708028408088666,0.8733076,1.7301587,-5.8182306,0.3307784488752624,8.509361236568763,0.27093803758764584,0.1897550052791231,-0.000854980549711182,3.8656317544984425e-05
24,0.8,approach,unknown_no_ground_truth,0.5172046929660201,-0.12199311359745858,0.38832788648658834,0.0014671434029668768,0.13708028408088666,0.8733076,1.5436804,-7.5044227,0.33074242392474174,8.50949303278257,0.2708976967600644,0.18974980599122038,-0.001446452402676771,0.00024553046992140234
25,0.8333333,approach,unknown_no_ground_truth,0.5171913891482778,-0.12197741216415517,0.3882747931025835,0.0019203983411003038,0.13708028408088666,0.8733076,1.4375972,-8.463659,0.33069286722172136,8.506128889714763,0.27084161485706043,0.18974349025182066,-0.0019013063393105178,0.00027011847881704907
26,0.8666667,approach,unknown_no_ground_truth,0.5171739014952326,-0.12196445576176432,0.388206958709908,0.002270652360345367,0.2541616992439841,0.8733076,1.4162909,-8.656318,0.33063437314556954,8.499789355123385,0.27077093559163434,0.18974242842388925,-0.0022671610309064364,0.00012586898538262216
27,0.9,approach,unknown_no_ground_truth,0.5171637910834113,-0.12195718147678498,0.38812734260570547,0.0026469096532955047,0.2864505396691547,0.8733076,1.3872876,-8.918573,0.33057099672525037,8.50081464787433,0.270690478208775,0.18974680203637215,-0.00233143999033189,0.0012532032094557397
28,0.93333334,approach,unknown_no_ground_truth,0.5172298818582759,-0.12197324877602617,0.3880398408932073,0.004955431351252369,0.3698078780991917,0.8733076,1.3132782,-9.587789,0.3305168934622997,8.502114988664992,0.2706154988864331,0.18975950207148023,-0.0016626389046623352,0.004668182917332836
29,0.96666664,approach,unknown_no_ground_truth,0.5174431654561097,-0.1220301783694076,0.3879668332350571,0.010271361076830894,0.5868907598549009,0.8733076,1.439443,-8.446969,0.3304997927826066,8.508574424810426,0.2705796429434856,0.18978084691011837,-0.0004587471862476151,0.010261111508493929
30,1.0,approach,unknown_no_ground_truth,0.5178773808036471,-0.12214513840742788,0.3878981274949802,0.01729698614528571,2.1740417081659795,0.8733076,1.3118398,-9.600796,0.33052356515021847,8.574947511319461,0.270584908425447,0.1898147371833999,-0.0006197742517186891,0.017285878906989727
31,1.0333333,approach,unknown_no_ground_truth,0.518537203137663,-0.12231451207284838,0.38773887407535446,0.023780030917271284,2.1740417081659795,0.8733076,1.3425908,-9.322736,0.3305169954802846,8.721907918699403,0.2705383321454212,0.18986967936268342,-0.004222833402802958,0.023402084276374822
32,1.0666667,approach,unknown_no_ground_truth,0.5193262680509778,-0.12250839241889114,0.3873669922697256,0.02929643966899498,3.987961848477027,0.873315,1.1386663,-11.166682,0.33037209142827617,8.896601052879245,0.2703034000652356,0.18995207476589054,-0.012276185460848814,0.02660031292691699
33,1.1,approach,unknown_no_ground_truth,0.5201106749859473,-0.1226853840332495,0.38664288126385105,0.03584783785152275,4.455672075471643,0.873315,0.9301942,-13.05175,0.32996006376960446,8.939090203462257,0.2697199055536019,0.19006529465159466,-0.02404901308794426,0.02658406380004669
34,1.1333333,approach,unknown_no_ground_truth,0.5207817487923538,-0.12281331075661875,0.3854961631841234,0.04368589025541652,4.532842067139984,0.873315,0.9254338,-13.094794,0.32920867208708604,8.975620147274192,0.26870013395310016,0.19020669754487768,-0.036547858615410614,0.023931381866416575
35,1.1666666,approach,unknown_no_ground_truth,0.5212720017408676,-0.12287282031502787,0.3839786358072551,0.05115896641306099,5.385773815306523,0.873315,1.0173935,-12.2632675,0.3281435392567508,9.001227240035053,0.26728338381464617,0.1903622207596332,-0.046958719346342055,0.020300702495337036
36,1.2,approach,unknown_no_ground_truth,0.5216077461679898,-0.12287124656270931,0.3821876104148557,0.05558473123495447,4.891810827091914,0.873315,1.2455788,-10.199947,0.3268416480667057,8.87507636657215,0.2655695635905846,0.1905210481948563,-0.05288937271338948,0.017099023376973766
37,1.2333333,approach,unknown_no_ground_truth,0.5218257578095354,-0.12285038025536328,0.38031465217462024,0.0544210554832019,4.891810827091914,0.873315,1.0316718,-12.134159,0.3254716810140843,8.74042378117004,0.26375740833376476,0.19069306408778877,-0.05237940269945233,0.014766497646847258
38,1.2666667,approach,unknown_no_ground_truth,0.5219934011313744,-0.12285018559224327,0.37858016009230805,0.04776863523499825,4.891810827091914,0.87330014,1.06859,-11.800333,0.3242207197567358,8.618863757340998,0.2620776065187982,0.19087798008401538,-0.0460008384905706,0.012874990111792484
39,1.3,approach,unknown_no_ground_truth,0.5221417895563346,-0.122856567832061,0.377145805401489,0.037088719297709793,4.891810827091914,0.87330014,1.3009986,-9.698825,0.3231942687236567,8.514753718473832,0.2606906884974019,0.19103638466682152,-0.035723634236052494,0.009969706922124108
40,1.3333334,approach,unknown_no_ground_truth,0.522263099109812,-0.12281094464986343,0.37612265439253867,0.02505726044635222,4.026151917845045,0.87330014,1.3920778,-8.875259,0.322429118187159,8.441219473678018,0.2596960447397694,0.19109814389854404,-0.024165625778952312,0.006624864661860125
41,1.3666667,approach,unknown_no_ground_truth,0.5223708648150277,-0.12264978726223175,0.37550406062596375,0.016003955024444412,4.026151917845045,0.87330014,1.2948091,-9.754792,0.3218741715086864,8.412965925571418,0.2590796295972886,0.1909992874649929,-0.013951324467644409,0.007841372457863866
42,1.4,approach,unknown_no_ground_truth,0.5224918341986501,-0.12228574991099594,0.37522254936610977,0.01567542376983809,4.026151917845045,0.87330014,1.2323046,-10.319977,0.3214192257942223,8.417725951518117,0.2587659572697936,0.19065806583620998,-0.006225766881317115,0.01438606051368824
43,1.4333333,approach,unknown_no_ground_truth,0.5226398570599242,-0.1216906137082206,0.37518828955791506,0.02197142289667198,4.026151917845045,0.87330014,1.4421709,-8.422303,0.3209805364570135,8.42710021969025,0.2586645788413025,0.19005562458681352,-0.0018479450692408495,0.021893572644168198
44,1.4666667,approach,unknown_no_ground_truth,0.5228399834761276,-0.12086353166537,0.3752628161286654,0.028460629510956386,4.136709207227096,0.87330014,1.4976836,-7.9203396,0.3204595234198166,8.430968014385954,0.258642775519233,0.18920417760230257,-0.0007263373823196335,0.028451359654100304
45,1.5,approach,unknown_no_ground_truth,0.5230813036215969,-0.11985279218085976,0.3753543289722389,0.033977237834101386,5.270639399163716,0.87330014,1.5688878,-7.27649,0.3198250506694697,8.432291658712131,0.25861614191834975,0.1881641681484465,-0.0014558047052776546,0.03394603546064227
46,1.5333333,approach,unknown_no_ground_truth,0.5233583683474154,-0.11866432112323749,0.3754229467964724,0.038450798276294613,5.380058063791216,0.87330014,1.5764612,-7.2080092,0.31905354640783323,8.431859975821157,0.25854572195860137,0.18694725227272255,-0.0028748860549842777,0.038343173033216195
47,1.5666667,approach,unknown_no_ground_truth,0.5236426077191286,-0.11735371952886754,0.3754569932480958,0.04124042611817313,5.380058063791216,0.87330014,1.5912435,-7.074343,0.31817567919904605,8.4317284677026,0.25842449690451563,0.18561396023312,-0.004956654282340155,0.040941474383977126
48,1.6,approach,unknown_no_ground_truth,0.5238955753126445,-0.11596795831486476,0.3754165994739507,0.042065544205538374,5.380058063791216,0.87330014,1.4722632,-8.150199,0.3171949933770949,8.425485026662379,0.25821526397264993,0.1842214462950229,-0.008662660868812238,0.041163920075474494
49,1.6333333,approach,unknown_no_ground_truth,0.524086727925053,-0.11459487867705538,0.37522028810020447,0.04176143634593896,5.380058063791216,0.87330014,1.3463221,-9.288997,0.316111974098742,8.403619840677525,0.2578469866939677,0.18287075113709297,-0.017776108977842632,0.037789251319439686
50,1.6666666,approach,unknown_no_ground_truth,0.5241822642085467,-0.1133336213259947,0.3745626360741306,0.044599683809460264,5.510219820550047,0.87330014,1.2449092,-10.206002,0.3147701891776009,8.352855528944373,0.25703019109562236,0.18170237439354087,-0.03323263828258959,0.02974430279368458
51,1.7,approach,unknown_no_ground_truth,0.5241556346439916,-0.11233557157549143,0.3732886234206887,0.05488177196183005,5.510219820550047,0.87330014,1.2138394,-10.486944,0.31315804318858786,8.251876604015434,0.2556314878385307,0.1808880936910017,-0.051791854577148175,0.018155238724121774
52,1.7333333,approach,unknown_no_ground_truth,0.5240224727274272,-0.11166141687142275,0.3713122499537751,0.07438185697955839,6.983723650052188,0.87330014,1.2789611,-9.898095,0.3112557143312715,8.097438623182772,0.25357738587040557,0.18049550985828305,-0.07401455842917874,0.0073828035502216515
53,1.7666667,approach,unknown_no_ground_truth,0.5239001220525051,-0.11130239061579136,0.3684454003693791,0.09785459377165914,11.306979438785001,0.8733076,1.2947897,-9.754968,0.30892850200282346,7.862281324786643,0.2506971883352525,0.18052074426643444,-0.09686353455113739,0.013891623248456025
54,1.8,approach,unknown_no_ground_truth,0.523974651584046,-0.11118258277600745,0.36480638884871763,0.11674506267416669,11.306979438785001,0.8733076,1.2211035,-10.42126,0.3062246995583123,7.631576895235095,0.24711982264818114,0.1808462326782345,-0.11350509102939622,0.027313073228832908
55,1.8333334,approach,unknown_no_ground_truth,0.5243721792197836,-0.11124961556063806,0.360676906412698,0.1294203691016978,11.306979438785001,0.8733076,1.2990416,-9.71652,0.30332682158034363,7.414200524541687,0.2431301883310085,0.18136943571661124,-0.12307430472736655,0.04002933242379916
56,1.8666667,approach,unknown_no_ground_truth,0.5251215517956135,-0.1114061749787239,0.3562578393648089,0.13614559517991492,11.306979438785001,0.873315,1.3767303,-9.014036,0.3003233790535168,7.269403591694363,0.238914848854821,0.18197205005934394,-0.12682394216156095,0.04951071380513831
57,1.9,approach,unknown_no_ground_truth,0.5261207148936031,-0.11159085396334563,0.35177709856366235,0.1372598079741933,9.920448605260512,0.873315,1.3885074,-8.907544,0.29733920159608074,7.253266581413519,0.23467526637926361,0.18258729461716777,-0.12618623546966531,0.05401193259925618
58,1.9333333,approach,unknown_no_ground_truth,0.5271991420579636,-0.11177653917021074,0.34735386462538637,0.13098027322674902,9.771176263606039,0.873315,1.4252437,-8.575363,0.29443852248921826,7.265819741001793,0.23050244064469447,0.18320116916240742,-0.11984472157813664,0.05284954762732355
59,1.9666667,approach,unknown_no_ground_truth,0.5281968197279696,-0.11196514237428057,0.34330373848241025,0.11665698723356809,9.377206464650477,0.873315,1.4597065,-8.26374,0.2918335313684377,7.246767337035465,0.22668562620702265,0.18379455079545456,-0.10661259600315313,0.04735617218358476
