frame_index,time_s,stage,contact_state,tcp_x_m,tcp_y_m,tcp_z_m,speed_m_s,angular_speed_deg_s,gripper_state,aux_action_tail_norm,aux_action_tail_robust_z,reference_distance_m,reference_axis_error_deg,axial_distance_proxy_m,lateral_distance_proxy_m,axial_velocity_m_s,lateral_speed_m_s
0,0.0,approach,unknown_no_ground_truth,0.5237690784688737,-0.06953113384854197,0.38391644537449904,0.015292743672354439,0.71292466744168,0.87332976,2.1883771,-0.19576363,0.29412383375711904,7.670770080997865,0.25976171235118084,0.1379589880376331,0.007851565141234381,0.01312329736999394
1,0.033333335,approach,unknown_no_ground_truth,0.5233815826652952,-0.06947373614431193,0.38424264451034684,0.014876770573433083,0.71292466744168,0.87332976,2.3391387,0.4854222,0.29435128324136267,7.647408307347687,0.2600234312028717,0.13795105353465906,0.00823568466277434,0.012389180797369455
2,0.06666667,approach,unknown_no_ground_truth,0.5230453749305523,-0.06942726451532258,0.38458659563837894,0.014154770628530154,0.71292466744168,0.87332976,2.2490888,0.07854956,0.2946006762007831,7.600030957979162,0.26031075803027315,0.13794153715129917,0.009003701193615226,0.010922037189205673
3,0.1,approach,unknown_no_ground_truth,0.5227604552646447,-0.06939171896157392,0.3849482987585953,0.013598231436716809,0.7652877376045824,0.87332976,2.2346387,0.0132598225,0.2948718384791422,7.596435661023467,0.26062369283338527,0.13793002523728687,0.009772176271227126,0.00945602819002666
4,0.13333334,approach,unknown_no_ground_truth,0.5225268236675717,-0.06936709948306588,0.3853277538709955,0.01469234886357047,0.8164198814678545,0.87332976,2.2074132,-0.10975307,0.29516462286960715,7.596435661023467,0.2609622356122073,0.13791615633433307,0.011933373334177624,0.00857086436691183
5,0.16666667,approach,unknown_no_ground_truth,0.5223206153148349,-0.06935406288607748,0.385822669337346,0.01479150268114459,0.8164198814678545,0.87332976,2.1623914,-0.31317484,0.29555873250003617,7.596435661023467,0.26141925200981936,0.13789466645107964,0.013100880241422181,0.0068669853987191115
6,0.2,approach,unknown_no_ground_truth,0.5222095305454227,-0.0693566052880311,0.38626135362947045,0.011976202364499118,0.7652877376045824,0.87332976,2.201809,-0.13507482,0.2959170155229242,7.636400867802717,0.2618356276283022,0.13787307271721927,0.011137457859966525,0.004403005279681617
7,0.23333333,approach,unknown_no_ground_truth,0.5221447188591163,-0.06936275382027005,0.38660141769662903,0.008572603116813467,0.5880505746947506,0.87332976,2.1802287,-0.23258068,0.29619746777329875,7.6620041892842154,0.2621617492004838,0.1378555663419399,0.008105881962069659,0.0027900182464266577
8,0.26666668,approach,unknown_no_ground_truth,0.5221102040498118,-0.06936467118829154,0.3868241040519196,0.005229027839449839,0.5880505746947506,0.87332976,2.2140572,-0.07973345,0.2963800174599221,7.680615812094867,0.26237601799841825,0.1378402696197211,0.0049589447258141595,0.001658794547875469
9,0.3,approach,unknown_no_ground_truth,0.5220876614740921,-0.06936712906677492,0.38694529189858806,0.0024566016932462257,0.1973732281346062,0.87332976,2.1770208,-0.24707502,0.29648018461393566,7.686847659369952,0.2624923474370137,0.1378342025976117,0.002320350015434612,0.0008067637108427824
10,0.33333334,approach,unknown_no_ground_truth,0.5220772909877153,-0.06938087939080423,0.38698371534913983,0.0009696424603432568,0.1973732281346062,0.87332976,2.1605117,-0.32166785,0.29651942830106154,7.689596570546242,0.2625307079994472,0.13784556110842805,0.0008272861878477003,0.0005057707625960044
11,0.36666667,approach,unknown_no_ground_truth,0.5220728230575288,-0.06940076468565862,0.38699846296304763,0.0008831582693114395,0.1973732281346062,0.87332976,2.1441357,-0.3956596,0.2965429335695031,7.691336575704709,0.2625474998495369,0.13786414244742592,0.0006213454378479837,0.0006276132372079753
12,0.4,approach,unknown_no_ground_truth,0.5220696382256628,-0.0694264776805131,0.38702016748217216,0.001607586928960564,0.1973732281346062,0.87332976,2.2004178,-0.14136055,0.29657549154600876,7.693735744503027,0.2625721310286371,0.13788726624615108,0.001376705998357901,0.0008300700743010992
13,0.43333334,approach,unknown_no_ground_truth,0.5220598781999262,-0.06946347646651851,0.3870844024754928,0.0027894432670694394,0.23384444979196903,0.87332976,2.2191093,-0.056906607,0.2966492400546719,7.699362360750084,0.2626392802494274,0.13791801947199323,0.0025972762192879193,0.0010174232063996185
14,0.46666667,approach,unknown_no_ground_truth,0.522045034317147,-0.06950073607472315,0.3871888759080909,0.0036343356233286403,0.35294730298839855,0.87332976,2.2438202,0.05474457,0.29675594516930953,7.710598442851356,0.26274528277658965,0.13794566818853057,0.003434969361789626,0.0011871734947185046
15,0.5,approach,unknown_no_ground_truth,0.5220158925756971,-0.06952585444799805,0.387314355148766,0.0039314970529610895,0.35294730298839855,0.87332976,2.227507,-0.018962763,0.2968727040143203,7.726633707656555,0.2628682782068801,0.1379625699286749,0.003648052038158372,0.0014657371539025291
16,0.53333336,approach,unknown_no_ground_truth,0.5219794271967868,-0.06954051343712336,0.387439476065903,0.0037034020065447267,0.382459557395572,0.87332976,2.1922164,-0.17841674,0.2969831020690586,7.743330327579996,0.2629884536243559,0.13797114254376128,0.0035199389282279166,0.0011511804218389114
17,0.56666666,approach,unknown_no_ground_truth,0.5219702544904787,-0.06956778213928702,0.38755334866585905,0.0035940133617750713,0.5188993624138557,0.87332976,2.2041957,-0.1242905,0.2970917550355125,7.755445791604783,0.26310294806701323,0.13798677338255116,0.003513845678298619,0.0007548646194648898
18,0.6,approach,unknown_no_ground_truth,0.5220404651198975,-0.06961318949320766,0.38765946987091193,0.004918982794161434,0.5332031743953652,0.87332976,2.1940854,-0.16997221,0.2972049708173027,7.7619090093990035,0.26322270272583576,0.13800218638927444,0.003764314843050548,0.00316643735002693
19,0.6333333,approach,unknown_no_ground_truth,0.5221997033695559,-0.06967086687528229,0.38776375970929333,0.007395387410163389,1.2611548276824103,0.87332976,2.252143,0.09234908,0.2973242995191967,7.802365495760145,0.26335390962698835,0.1380089032228032,0.004352907031275932,0.005978624868936979
20,0.6666667,approach,unknown_no_ground_truth,0.5224562238839072,-0.06976215861820523,0.3878785988797041,0.009941863589714483,2.749042596176817,0.87332976,2.2069247,-0.111960344,0.2974723709886469,7.891901176731449,0.2635128892833786,0.13802452203551732,0.005206663679989811,0.008469433567834717
21,0.7,approach,unknown_no_ground_truth,0.5227781543434795,-0.06988004613079599,0.3880106264435741,0.01262505538830939,3.0929765895198895,0.87332976,2.1019907,-0.5860833,0.2976505536678059,8.00736625933968,0.26370102774307064,0.1380493392450674,0.006462987251181016,0.010845359346234297
