frame_index,time_s,stage,contact_state,tcp_x_m,tcp_y_m,tcp_z_m,speed_m_s,angular_speed_deg_s,gripper_state,aux_action_tail_norm,aux_action_tail_robust_z,reference_distance_m,reference_axis_error_deg,axial_distance_proxy_m,lateral_distance_proxy_m,axial_velocity_m_s,lateral_speed_m_s
0,0.0,approach,unknown_no_ground_truth,0.5187532275267563,-0.08127472478682217,0.321795398816173,0.04147138752910062,1.5712492735581494,0.8714757,1.507539,-2.3891375,0.2646328233907972,2.801784470353494,0.1811067824589962,0.19295301128288897,0.007624535294265225,0.04076447528345417
1,0.033333335,approach,unknown_no_ground_truth,0.5189873064957873,-0.07993888410796422,0.3220631864771929,0.03782997793173631,1.5712492735581494,0.8714757,1.827712,-1.0900484,0.26383115274319496,2.7979339739867086,0.18136093364872674,0.19161181827816678,0.007024047765659765,0.03717216678243799
2,0.06666667,approach,unknown_no_ground_truth,0.5191802090405645,-0.07883854361466258,0.3222885372057133,0.03054765519051197,1.5712492735581494,0.8714757,1.8249686,-1.10118,0.263177680505833,2.781748334812244,0.18157505233981197,0.19050719641059455,0.005822910934002928,0.029987546513395892
3,0.1,approach,unknown_no_ground_truth,0.5193319351610881,-0.07797370330691722,0.32247145100173424,0.02326666571035937,1.5712492735581494,0.8714757,1.8747363,-0.89924943,0.2626703532413591,2.7646027784945786,0.18174913853225194,0.1896390390049598,0.00462210783648178,0.022802935171278852
4,0.13333334,approach,unknown_no_ground_truth,0.5194424848573576,-0.07734436318472807,0.3226119278652553,0.016330192845476692,1.5712492735581494,0.8714757,1.8732362,-0.90533614,0.26230752933337287,2.7534484427516994,0.1818831922260462,0.18900725999453402,0.0036379240821136733,0.01591982119068036
5,0.16666667,approach,unknown_no_ground_truth,0.5195149009568305,-0.07693079997541304,0.32272463073379065,0.007289064768370879,0.3971586647702423,0.8714757,1.8591328,-0.9625602,0.26208369140524074,2.7487926383259316,0.18199166749015663,0.18859187221285467,0.0021886416702625294,0.006952719815776848
6,0.2,approach,unknown_no_ground_truth,0.5195216923735145,-0.07688918291665148,0.3227625017468409,0.0008634602066140726,0.07083607122962764,0.8714757,1.9009677,-0.7928165,0.2620793772405323,2.747844343952535,0.18202910167073036,0.18854974441704275,0.0006571520048835999,0.0005601024646290017
7,0.23333333,approach,unknown_no_ground_truth,0.5195099613165411,-0.07696827576282549,0.3227680447982564,0.0019191630764437823,0.03620466366615465,0.8714757,1.81213,-1.1532722,0.26214070928228433,2.747741042207284,0.18203547762381556,0.18862883223221327,-1.9196833733637258e-05,0.0019190670638515389
8,0.26666668,approach,unknown_no_ground_truth,0.5194908632580817,-0.07701333399053147,0.3227600817534755,0.0012361821486567357,0.03620466366615465,0.8714757,1.8523293,-0.9901651,0.2621679710216997,2.7475302059755258,0.18202782056089511,0.18867410413590238,-0.00039638380090032635,0.0011709082743927444
9,0.3,approach,unknown_no_ground_truth,0.5194502626600638,-0.07701866279698877,0.32274180173027245,0.0006445680399958495,0.03620466366615465,0.8714757,1.7917967,-1.2357736,0.26215912612040687,2.7472690213854754,0.18200905335139297,0.18867991919212065,-0.00022336707594861592,0.0006046280737496865
10,0.33333334,approach,unknown_no_ground_truth,0.5194509401071985,-0.07702000166850881,0.3227456523268568,0.0018923777433263159,0.03620466366615465,0.8714757,1.8424208,-1.0303682,0.2621627429040324,2.746899148164544,0.18201292942249853,0.18868120544984432,0.0008040969110386376,0.0017130445648303847
11,0.36666667,approach,unknown_no_ground_truth,0.5195618263287782,-0.07704683337741845,0.32279353119418336,0.006350623834210291,0.05727138942511016,0.87146837,1.7974383,-1.2128831,0.26221565582462986,2.7460460784624057,0.1820626598121289,0.18870675149997615,0.0024748973066296945,0.005848530277366861
12,0.4,approach,unknown_no_ground_truth,0.5198364776938629,-0.07709340628802303,0.32290445678497803,0.010706307208865031,1.0788445614750095,0.87146837,1.8514313,-0.99380875,0.26232718617611855,2.7244503380583245,0.1821779225762738,0.1887505155830658,0.004074688057230549,0.009900602571907332
13,0.43333334,approach,unknown_no_ground_truth,0.52021762280461,-0.07715201827235535,0.3230548961249894,0.012267395666175391,3.447963856822779,0.87146837,1.8643267,-0.94148594,0.26247567136176414,2.642219068232141,0.18233430568261094,0.18880592953625422,0.004618084838517918,0.011364958814476614
14,0.46666667,approach,unknown_no_ground_truth,0.5205905639593544,-0.07720511854469536,0.32320062271826827,0.011153574002344093,4.251929942744558,0.87146837,1.8551891,-0.97856146,0.26261740625084706,2.5543952857726833,0.18248579489884167,0.18885665655745448,0.004316793982254662,0.010284332877758089
15,0.5,approach,unknown_no_ground_truth,0.5209007409693847,-0.0772489087369527,0.32333213345181244,0.011790122464585362,4.590394190178212,0.87146837,1.8640509,-0.9426052,0.2627425015826076,2.4884933133061797,0.18262209194809456,0.18889889801263596,0.005011466879940529,0.010672028272131756
