episode,nominal_episode,radius_mm,method,segment,axis_rmse_deg,position_rmse_mm
23,40,30.0,Frozen law,Near to end,1.727309364124988,8.61091349470328
24,0,30.0,No adaptation,Whole,11.7580083783136,23.57277564057455
24,0,30.0,No adaptation,Apex to end,13.51926471153672,20.839495501238243
24,0,30.0,No adaptation,Near to end,14.685010779046356,18.341601620157494
24,0,30.0,Identity,Whole,5.426666220526116,33.593759495550906
24,0,30.0,Identity,Apex to end,4.880926826747921,16.52180619681989
24,0,30.0,Identity,Near to end,4.752846329268796,10.970449885399743
24,0,30.0,Event ramp,Whole,5.246567771674421,23.831638826864516
24,0,30.0,Event ramp,Apex to end,5.434724269060422,14.992252022185463
24,0,30.0,Event ramp,Near to end,4.752846329268796,10.970449885399743
24,0,30.0,Frozen law,Whole,6.13712063522291,20.014234323529696
24,0,30.0,Frozen law,Apex to end,5.691107481605237,14.226495047488847
24,0,30.0,Frozen law,Near to end,4.657053619698823,10.948027877185437
26,15,30.0,No adaptation,Whole,13.013759867566737,25.853527931539197
26,15,30.0,No adaptation,Apex to end,15.324753957521496,25.767102094315494
26,15,30.0,No adaptation,Near to end,16.174983683222056,21.157367657051733
26,15,30.0,Identity,Whole,6.147599715897314,32.52250648094781
26,15,30.0,Identity,Apex to end,6.023584026588192,15.663880928806245
26,15,30.0,Identity,Near to end,6.2633902763329505,9.157017590342711
26,15,30.0,Event ramp,Whole,6.025722499253362,22.70055808521568
26,15,30.0,Event ramp,Apex to end,6.775803925860747,15.598365557196585
26,15,30.0,Event ramp,Near to end,6.2633902763329505,9.157017590342711
26,15,30.0,Frozen law,Whole,6.349571704135186,19.918918830528074
26,15,30.0,Frozen law,Apex to end,6.474995947810536,16.05695929922699
26,15,30.0,Frozen law,Near to end,6.166954676525933,9.09729832505277
27,21,30.0,No adaptation,Whole,10.437984737456176,48.11542768800003
27,21,30.0,No adaptation,Apex to end,12.477463862686463,53.14536098108895
27,21,30.0,No adaptation,Near to end,14.06288064462372,23.71488757576227
27,21,30.0,Identity,Whole,5.990002035881288,40.49275116057542
27,21,30.0,Identity,Apex to end,4.2405011012766165,41.316455885406384
27,21,30.0,Identity,Near to end,4.253934381172127,13.937381972793624
27,21,30.0,Event ramp,Whole,4.051109373493459,40.46811017075961
27,21,30.0,Event ramp,Apex to end,4.187405768172592,44.27340859128229
27,21,30.0,Event ramp,Near to end,4.253934381172127,13.937381972793624
27,21,30.0,Frozen law,Whole,3.995811604658271,42.177954500497165
27,21,30.0,Frozen law,Apex to end,4.082879351867985,44.97678982025882
27,21,30.0,Frozen law,Near to end,4.164871110332233,13.876612476462956
28,33,30.0,No adaptation,Whole,10.454517310788866,47.79461393651548
28,33,30.0,No adaptation,Apex to end,11.542121014176153,28.901287798325956
28,33,30.0,No adaptation,Near to end,11.508031286756468,21.65774918179326
28,33,30.0,Identity,Whole,5.406115570866001,55.394288326395895
28,33,30.0,Identity,Apex to end,3.7046569824172173,27.51546218857388
28,33,30.0,Identity,Near to end,3.531446292318901,10.556567698339316
28,33,30.0,Event ramp,Whole,4.972653081411831,48.64403503742298
28,33,30.0,Event ramp,Apex to end,4.511040441343973,25.176407174501385
28,33,30.0,Event ramp,Near to end,3.531446292318901,10.556567698339316
28,33,30.0,Frozen law,Whole,6.135879434545551,45.72607403334912
28,33,30.0,Frozen law,Apex to end,5.109146358124578,23.368038080339883
28,33,30.0,Frozen law,Near to end,3.4999715008516934,10.486998982891219
29,10,30.0,No adaptation,Whole,7.874720649385298,64.685181747244
29,10,30.0,No adaptation,Apex to end,9.120179589817432,56.78904767083802
29,10,30.0,No adaptation,Near to end,9.836361856251754,24.854835155426308
29,10,30.0,Identity,Whole,8.572454670379273,59.176785155608876
29,10,30.0,Identity,Apex to end,6.578534360565491,53.34454274989386
29,10,30.0,Identity,Near to end,6.0842146833267305,24.507062520336245
29,10,30.0,Event ramp,Whole,6.0259444254055445,61.60993924365441
29,10,30.0,Event ramp,Apex to end,6.0636972119061765,54.523438772709035
29,10,30.0,Event ramp,Near to end,6.0842146833267305,24.507062520336245
29,10,30.0,Frozen law,Whole,5.780437277836762,64.07128109098046
29,10,30.0,Frozen law,Apex to end,6.357876500527832,55.73887086352515
29,10,30.0,Frozen law,Near to end,6.112902998751676,24.527097692782338
31,0,30.0,No adaptation,Whole,13.442724209440575,39.229287097096595
31,0,30.0,No adaptation,Apex to end,15.517204861424686,27.66892073354336
31,0,30.0,No adaptation,Near to end,16.28879130801248,27.272339731459972
31,0,30.0,Identity,Whole,6.239721819719266,48.056858820987735
31,0,30.0,Identity,Apex to end,5.847867701861614,25.011207815827817
31,0,30.0,Identity,Near to end,6.327388025198362,17.929088231672758
31,0,30.0,Event ramp,Whole,6.518571205623726,39.80986838363766
31,0,30.0,Event ramp,Apex to end,7.028598067334573,22.82354758618491
31,0,30.0,Event ramp,Near to end,6.327388025198362,17.929088231672758
31,0,30.0,Frozen law,Whole,7.455307330406906,36.39750576215047
31,0,30.0,Frozen law,Apex to end,7.329068041488942,21.10430180537579
31,0,30.0,Frozen law,Near to end,6.230563990866341,17.861050042133453
32,6,30.0,No adaptation,Whole,9.37413982729857,29.001862873720153
32,6,30.0,No adaptation,Apex to end,10.920025241788041,26.989913263466235
32,6,30.0,No adaptation,Near to end,10.521660545350377,26.384235364585564
32,6,30.0,Identity,Whole,6.31394154744964,27.767349282004034
32,6,30.0,Identity,Apex to end,2.7818095278219293,25.101538762485667
32,6,30.0,Identity,Near to end,1.788231005175078,16.896595771003625
32,6,30.0,Event ramp,Whole,4.3581312244245,24.843700924574488
32,6,30.0,Event ramp,Apex to end,3.5670184814911385,23.262819987582628
32,6,30.0,Event ramp,Near to end,1.788231005175078,16.896595771003625
32,6,30.0,Frozen law,Whole,4.000227547878139,27.465612135979054
32,6,30.0,Frozen law,Apex to end,3.434201655827644,24.46962534024062
32,6,30.0,Frozen law,Near to end,1.7790241413375951,16.822583116726925
33,21,30.0,No adaptation,Whole,9.789930323900888,23.808793979353144
33,21,30.0,No adaptation,Apex to end,11.695408108421883,26.052343197348122
33,21,30.0,No adaptation,Near to end,11.886660547056223,22.146270731821218
33,21,30.0,Identity,Whole,6.079289248435902,29.191528819624512
33,21,30.0,Identity,Apex to end,4.626135429734159,17.21905757090866
33,21,30.0,Identity,Near to end,3.3439970377667882,12.893274341618818
33,21,30.0,Event ramp,Whole,4.374693783700827,19.7303095652894
33,21,30.0,Event ramp,Apex to end,5.031225085480622,17.287101232606798
33,21,30.0,Event ramp,Near to end,3.3439970377667882,12.893274341618818
33,21,30.0,Frozen law,Whole,4.807098814150407,18.348976485530994
33,21,30.0,Frozen law,Apex to end,5.29536001418668,18.292169389373225
33,21,30.0,Frozen law,Near to end,3.303590635726945,12.847293049076914
34,48,30.0,No adaptation,Whole,10.88816328778635,26.39068966122779
34,48,30.0,No adaptation,Apex to end,12.561001657206944,16.732922065364814
34,48,30.0,No adaptation,Near to end,13.8156047923978,13.33210530736626
34,48,30.0,Identity,Whole,8.325098874254007,32.48903236544057
34,48,30.0,Identity,Apex to end,5.369510526636265,21.04393509441927
34,48,30.0,Identity,Near to end,6.142856300464774,9.7554045817563
34,48,30.0,Event ramp,Whole,5.973348581205258,27.450930466578086
34,48,30.0,Event ramp,Apex to end,5.5837349683430615,17.809136925210133
34,48,30.0,Event ramp,Near to end,6.142856300464774,9.7554045817563
34,48,30.0,Frozen law,Whole,5.944267910201228,26.400118672612535
34,48,30.0,Frozen law,Apex to end,5.776163401811523,16.755144414803812
34,48,30.0,Frozen law,Near to end,6.102553561960913,9.809213945134058
36,0,30.0,No adaptation,Whole,13.832844137492305,29.899519182848465
36,0,30.0,No adaptation,Apex to end,16.180289488212434,22.57840458461052
36,0,30.0,No adaptation,Near to end,16.50533942541072,19.59338809939618
36,0,30.0,Identity,Whole,6.493623456865664,41.06449531356259
36,0,30.0,Identity,Apex to end,6.353058855195888,24.974315211644694
36,0,30.0,Identity,Near to end,6.590038326972984,14.75957547278579
36,0,30.0,Event ramp,Whole,6.8494143977519135,32.35617298748406
36,0,30.0,Event ramp,Apex to end,7.675478481386244,22.2297324486244
36,0,30.0,Event ramp,Near to end,6.590038326972984,14.75957547278579
36,0,30.0,Frozen law,Whole,7.548390755371581,29.333768286366347
36,0,30.0,Frozen law,Apex to end,7.804671802085648,21.440226743398313
36,0,30.0,Frozen law,Near to end,6.4931670494632,14.75487251258434
37,40,30.0,No adaptation,Whole,10.127475501613947,22.513531295401428
37,40,30.0,No adaptation,Apex to end,11.741271549298794,23.268051029527122
37,40,30.0,No adaptation,Near to end,12.674265349957366,20.465538837162367
37,40,30.0,Identity,Whole,5.85444290173633,25.34833537652146
37,40,30.0,Identity,Apex to end,3.215786218175779,17.396424097322903
37,40,30.0,Identity,Near to end,3.0210789282906645,12.604817539521706
37,40,30.0,Event ramp,Whole,4.196684625964365,18.754311867386
37,40,30.0,Event ramp,Apex to end,3.717248746201528,16.773542395153516
37,40,30.0,Event ramp,Near to end,3.0210789282906645,12.604817539521706
37,40,30.0,Frozen law,Whole,4.761518593593315,18.601575534798478
37,40,30.0,Frozen law,Apex to end,4.29096957415033,17.34755660574361
37,40,30.0,Frozen law,Near to end,2.929748690986717,12.57081411757025
38,40,30.0,No adaptation,Whole,6.487466932496253,30.006016698782094
38,40,30.0,No adaptation,Apex to end,7.317451432393049,33.69729383845002
38,40,30.0,No adaptation,Near to end,8.76109463030663,17.302251351609552
38,40,30.0,Identity,Whole,7.714126167443092,33.14228028467753
38,40,30.0,Identity,Apex to end,4.947074549535828,30.369843306936318
38,40,30.0,Identity,Near to end,4.4170274271317105,13.07514878037614
38,40,30.0,Event ramp,Whole,4.427222112075539,28.235465233218175
38,40,30.0,Event ramp,Apex to end,3.781741952916504,29.626293473399535
38,40,30.0,Event ramp,Near to end,4.4170274271317105,13.07514878037614
38,40,30.0,Frozen law,Whole,4.4507830663579195,26.272687238214157
38,40,30.0,Frozen law,Apex to end,4.498749320417879,28.65985572717018
38,40,30.0,Frozen law,Near to end,4.45697999481294,13.075937021565819
39,40,30.0,No adaptation,Whole,6.8366973704265055,28.20010275333668
39,40,30.0,No adaptation,Apex to end,7.295687676638141,21.63671513480027
39,40,30.0,No adaptation,Near to end,8.226036290535628,10.84913208324988
39,40,30.0,Identity,Whole,6.651487283137099,36.84286569830207
39,40,30.0,Identity,Apex to end,4.029832050857985,24.434310133427356
39,40,30.0,Identity,Near to end,3.7108407255544913,11.353796813569199
39,40,30.0,Event ramp,Whole,4.134052631514705,30.377738580489996
39,40,30.0,Event ramp,Apex to end,3.0651474823551403,22.184145608852262
39,40,30.0,Event ramp,Near to end,3.7108407255544913,11.353796813569199
39,40,30.0,Frozen law,Whole,4.665898721201728,28.094749963624132
39,40,30.0,Frozen law,Apex to end,3.986971476974478,21.430832290141527
39,40,30.0,Frozen law,Near to end,3.7703450480062353,11.424684900204307
41,40,30.0,No adaptation,Whole,6.6044748642245,24.03294726333081
41,40,30.0,No adaptation,Apex to end,7.609515311715139,24.931321522992352
41,40,30.0,No adaptation,Near to end,7.987719241117919,11.114319704437168
41,40,30.0,Identity,Whole,6.8492188249185295,35.01256202777088
41,40,30.0,Identity,Apex to end,4.98103682591598,31.259345952425775
41,40,30.0,Identity,Near to end,2.325716130735491,12.298772562280872
41,40,30.0,Event ramp,Whole,4.049549397647189,28.064865894197332
41,40,30.0,Event ramp,Apex to end,4.083980302000699,28.35491937504598
41,40,30.0,Event ramp,Near to end,2.325716130735491,12.298772562280872
41,40,30.0,Frozen law,Whole,4.6667885489453065,25.912407173346264
41,40,30.0,Frozen law,Apex to end,5.025194885723249,27.60274489073582
41,40,30.0,Frozen law,Near to end,2.406101276688583,12.371247224790158
42,40,30.0,No adaptation,Whole,9.299891511384386,36.812930578665025
42,40,30.0,No adaptation,Apex to end,10.648546293982692,30.513746339821342
42,40,30.0,No adaptation,Near to end,10.581301730441776,16.665080311591787
42,40,30.0,Identity,Whole,6.45357832639497,42.89373025151735
42,40,30.0,Identity,Apex to end,3.5610008375066093,31.7105325182084
42,40,30.0,Identity,Near to end,2.0896293530405834,13.674638555968098
42,40,30.0,Event ramp,Whole,4.35802898388656,37.68312302236142
42,40,30.0,Event ramp,Apex to end,3.8968926365619154,29.836901077227584
42,40,30.0,Event ramp,Near to end,2.0896293530405834,13.674638555968098
42,40,30.0,Frozen law,Whole,4.931946634310269,35.94314051478297
42,40,30.0,Frozen law,Apex to end,4.522549435651697,28.921933438930107
42,40,30.0,Frozen law,Near to end,2.0586626798627563,13.695391601705133
43,10,30.0,No adaptation,Whole,6.910138096157211,36.235676139766746
43,10,30.0,No adaptation,Apex to end,7.8066438226728705,32.2529806614506
43,10,30.0,No adaptation,Near to end,7.992162514312522,27.011771196730137
43,10,30.0,Identity,Whole,8.142671540013442,31.44965890402497
43,10,30.0,Identity,Apex to end,6.009155548816318,30.725900649317538
43,10,30.0,Identity,Near to end,5.58485042461151,26.07657747426349
43,10,30.0,Event ramp,Whole,5.443075244932013,33.201445914857466
43,10,30.0,Event ramp,Apex to end,5.366922780149982,30.754580189262146
43,10,30.0,Event ramp,Near to end,5.58485042461151,26.07657747426349
43,10,30.0,Frozen law,Whole,5.348489374869856,35.95230371841692
43,10,30.0,Frozen law,Apex to end,5.685327918855535,31.77533485766315
43,10,30.0,Frozen law,Near to end,5.63896334446652,26.09051587439942
44,3,30.0,No adaptation,Whole,9.382795874033798,39.50269709228342
44,3,30.0,No adaptation,Apex to end,10.5538151707045,32.06617886490442
44,3,30.0,No adaptation,Near to end,10.2132787842595,17.712626561436558
44,3,30.0,Identity,Whole,4.256087684497565,51.09586285333622
44,3,30.0,Identity,Apex to end,2.9238202907594513,38.87712799703746
44,3,30.0,Identity,Near to end,2.466076166253831,9.199847056491642
44,3,30.0,Event ramp,Whole,3.968567075105252,43.206873846011455
44,3,30.0,Event ramp,Apex to end,3.9781035302045473,35.01938993495168
44,3,30.0,Event ramp,Near to end,2.466076166253831,9.199847056491642
44,3,30.0,Frozen law,Whole,5.3524715557053595,40.50803632176305
44,3,30.0,Frozen law,Apex to end,4.753436042126042,33.88950446741888
44,3,30.0,Frozen law,Near to end,2.4779622628974427,9.174273000598593
46,21,30.0,No adaptation,Whole,7.191461348606376,29.667049996288355
46,21,30.0,No adaptation,Apex to end,8.272183315388961,33.86286331840714
46,21,30.0,No adaptation,Near to end,9.64543672174217,22.105430709943228
46,21,30.0,Identity,Whole,5.682604688041541,31.101815449215547
46,21,30.0,Identity,Apex to end,4.060893586746726,28.61539999398962
46,21,30.0,Identity,Near to end,4.358672141192514,13.537409219416332
46,21,30.0,Event ramp,Whole,3.395523567682995,25.831455036660028
46,21,30.0,Event ramp,Apex to end,3.4323298258683104,28.63650677330535
46,21,30.0,Event ramp,Near to end,4.358672141192514,13.537409219416332
46,21,30.0,Frozen law,Whole,4.2795124225855865,26.47915445167212
46,21,30.0,Frozen law,Apex to end,4.3000050015797004,29.649574026995683
46,21,30.0,Frozen law,Near to end,4.384579029448161,13.493296980134627
47,45,30.0,No adaptation,Whole,8.257191406542562,27.340909764942896
47,45,30.0,No adaptation,Apex to end,9.267083834252439,27.741458114271172
47,45,30.0,No adaptation,Near to end,10.013312319627211,11.095769284216347
47,45,30.0,Identity,Whole,4.640057742731341,40.095563418369316
47,45,30.0,Identity,Apex to end,3.071608621184343,35.983136378672576
47,45,30.0,Identity,Near to end,3.2179749095342522,13.468950064693438
47,45,30.0,Event ramp,Whole,3.3743424434613147,32.45799743643557
47,45,30.0,Event ramp,Apex to end,3.2871428534718246,32.779982032377006
47,45,30.0,Event ramp,Near to end,3.2179749095342522,13.468950064693438
47,45,30.0,Frozen law,Whole,4.950019104227952,30.802580208229493
47,45,30.0,Frozen law,Apex to end,4.536220001711306,32.718534432435156
47,45,30.0,Frozen law,Near to end,3.2375197476075264,13.566937326185718
48,45,30.0,No adaptation,Whole,7.52470992846039,24.270211938264264
48,45,30.0,No adaptation,Apex to end,8.251265701499683,23.77727551883198
48,45,30.0,No adaptation,Near to end,9.62059619023798,21.534351727632107
48,45,30.0,Identity,Whole,6.219232397733054,36.61009889633922
48,45,30.0,Identity,Apex to end,3.2569263146893443,31.476296429238424
48,45,30.0,Identity,Near to end,2.1968535915512364,19.711275486967576
48,45,30.0,Event ramp,Whole,3.893267135164902,28.59442046620448
48,45,30.0,Event ramp,Apex to end,2.098370661459306,27.84696692573293
48,45,30.0,Event ramp,Near to end,2.1968535915512364,19.711275486967576
48,45,30.0,Frozen law,Whole,4.167636561306809,26.350284840509246
48,45,30.0,Frozen law,Apex to end,3.0658775790494857,26.884550536359125
48,45,30.0,Frozen law,Near to end,2.2232041171531365,19.74546005125186
49,6,30.0,No adaptation,Whole,8.815697448599929,25.190951495853362
49,6,30.0,No adaptation,Apex to end,9.986869701972143,27.243082979002526
49,6,30.0,No adaptation,Near to end,9.861386861896547,24.120748627138894
49,6,30.0,Identity,Whole,5.850626500767078,27.873605278362966
49,6,30.0,Identity,Apex to end,3.4502489940563965,27.306983971061108
49,6,30.0,Identity,Near to end,3.4275202957410382,16.485210896685917
49,6,30.0,Event ramp,Whole,4.29314858119351,23.097965687341894
49,6,30.0,Event ramp,Apex to end,4.0154274221503155,25.384678912453396
49,6,30.0,Event ramp,Near to end,3.4275202957410382,16.485210896685917
49,6,30.0,Frozen law,Whole,5.046897308548168,24.151449650700407
49,6,30.0,Frozen law,Apex to end,4.650611055843143,25.79732957202753
49,6,30.0,Frozen law,Near to end,3.4475035290003686,16.439841263124183
51,40,30.0,No adaptation,Whole,8.630886476702045,32.14640093027675
51,40,30.0,No adaptation,Apex to end,9.368432505833171,30.2865253302621
51,40,30.0,No adaptation,Near to end,9.941081932219689,15.432849478001852
51,40,30.0,Identity,Whole,6.300247900342803,48.161356261934586
51,40,30.0,Identity,Apex to end,5.9318452513941375,40.38760912454272
51,40,30.0,Identity,Near to end,3.580145472115873,14.592553092038363
51,40,30.0,Event ramp,Whole,5.193218949781754,38.718480853114315
51,40,30.0,Event ramp,Apex to end,5.303186554852419,35.833079995514574
51,40,30.0,Event ramp,Near to end,3.580145472115873,14.592553092038363
51,40,30.0,Frozen law,Whole,6.366402505564065,34.213685814620334
51,40,30.0,Frozen law,Apex to end,6.082266946543659,33.50182514853896
51,40,30.0,Frozen law,Near to end,3.5946945678195648,14.64000805440776
52,0,30.0,No adaptation,Whole,10.069279637323673,21.92096233394603
52,0,30.0,No adaptation,Apex to end,11.785621152768769,26.20772055358691
52,0,30.0,No adaptation,Near to end,12.93490261509503,24.320020687505203
52,0,30.0,Identity,Whole,5.080678890368053,28.483754883030304
52,0,30.0,Identity,Apex to end,3.278340599500344,26.452544402854013
52,0,30.0,Identity,Near to end,3.0377167637394398,19.660059200697
52,0,30.0,Event ramp,Whole,3.6952214020839924,21.3370289202522
52,0,30.0,Event ramp,Apex to end,3.640955136837744,24.59467664882229
52,0,30.0,Event ramp,Near to end,3.0377167637394398,19.660059200697
52,0,30.0,Frozen law,Whole,4.398031109438649,20.492523284001983
52,0,30.0,Frozen law,Apex to end,4.029326320845848,24.418577438042718
52,0,30.0,Frozen law,Near to end,2.943694915969563,19.649770111693552
53,45,30.0,No adaptation,Whole,8.362145990371106,24.194337753330064
53,45,30.0,No adaptation,Apex to end,9.603882140199488,22.369386694892686
53,45,30.0,No adaptation,Near to end,9.963431367717662,13.995587710860015
53,45,30.0,Identity,Whole,5.4268536071086775,27.498478526892058
53,45,30.0,Identity,Apex to end,2.59018093008377,24.754140617482467
53,45,30.0,Identity,Near to end,1.1188101181623848,17.404434260410248
53,45,30.0,Event ramp,Whole,3.4664956418666684,24.02451860501796
53,45,30.0,Event ramp,Apex to end,2.616356077437117,23.736711543995906
53,45,30.0,Event ramp,Near to end,1.1188101181623848,17.404434260410248
53,45,30.0,Frozen law,Whole,3.931733045946107,25.89124294390006
53,45,30.0,Frozen law,Apex to end,3.286905741453472,25.04904067889054
53,45,30.0,Frozen law,Near to end,1.142713739977757,17.4932753792907
54,21,30.0,No adaptation,Whole,7.0288489699120245,29.528817888580694
54,21,30.0,No adaptation,Apex to end,7.8779113255684825,26.774720489030898
54,21,30.0,No adaptation,Near to end,8.784399330929087,19.076103679019926
54,21,30.0,Identity,Whole,4.746837844025432,40.47019781373948
54,21,30.0,Identity,Apex to end,3.080555207887982,27.38833547452901
54,21,30.0,Identity,Near to end,2.6959983538301064,14.752475539267696
54,21,30.0,Event ramp,Whole,2.533965399234309,31.402269505983895
54,21,30.0,Event ramp,Apex to end,2.305436138230416,25.41100076899753
54,21,30.0,Event ramp,Near to end,2.6959983538301064,14.752475539267696
54,21,30.0,Frozen law,Whole,3.9918594123628357,28.573522565205906
54,21,30.0,Frozen law,Apex to end,3.4673497666987902,25.177432212207634
54,21,30.0,Frozen law,Near to end,2.752809559353355,14.764801870179987
56,45,30.0,No adaptation,Whole,11.268211968983241,30.19850285207415
56,45,30.0,No adaptation,Apex to end,13.29169359255877,21.956604123192697
56,45,30.0,No adaptation,Near to end,13.598441025139648,20.049786720800856
56,45,30.0,Identity,Whole,6.3237243377825605,27.214480304070808
56,45,30.0,Identity,Apex to end,5.1209564779262555,24.290183414601827
56,45,30.0,Identity,Near to end,4.4844273106408306,17.806373203179984
56,45,30.0,Event ramp,Whole,5.530850054690385,27.49853606614826
56,45,30.0,Event ramp,Apex to end,5.857171290821875,22.252921245465558
56,45,30.0,Event ramp,Near to end,4.4844273106408306,17.806373203179984
56,45,30.0,Frozen law,Whole,5.75802743792924,30.696386647702827
56,45,30.0,Frozen law,Apex to end,6.033819786740179,22.965631729315767
56,45,30.0,Frozen law,Near to end,4.410644129676439,17.84015894175425
57,40,30.0,No adaptation,Whole,9.80870520519994,26.05925620144273
57,40,30.0,No adaptation,Apex to end,10.839315842673033,26.44289776142842
57,40,30.0,No adaptation,Near to end,11.46545459651664,16.561378454938303
57,40,30.0,Identity,Whole,5.772731769780484,31.112492427244465
57,40,30.0,Identity,Apex to end,4.1385651875910066,21.530831909369592
57,40,30.0,Identity,Near to end,2.1113332662634927,12.87099796129193
57,40,30.0,Event ramp,Whole,4.751313400564403,24.620682031184447
57,40,30.0,Event ramp,Apex to end,4.135573962788604,21.35588538707763
57,40,30.0,Event ramp,Near to end,2.1113332662634927,12.87099796129193
57,40,30.0,Frozen law,Whole,5.872614910333387,22.40984216118649
57,40,30.0,Frozen law,Apex to end,5.021124368309399,20.851301933282237
57,40,30.0,Frozen law,Near to end,2.0280228907212487,12.889033293111877
58,6,30.0,No adaptation,Whole,11.580066444718097,23.108387856926353
58,6,30.0,No adaptation,Apex to end,13.345291248557386,24.278811698656696
58,6,30.0,No adaptation,Near to end,11.840002487614221,21.389941762824193
58,6,30.0,Identity,Whole,6.292215067106972,29.950999307448047
58,6,30.0,Identity,Apex to end,5.194478575466293,26.591887746973278
58,6,30.0,Identity,Near to end,3.354612190166337,12.34544260222427
58,6,30.0,Event ramp,Whole,6.071320517971413,23.115122092832753
58,6,30.0,Event ramp,Apex to end,6.419723456995917,24.322170996206754
58,6,30.0,Event ramp,Near to end,3.354612190166337,12.34544260222427
58,6,30.0,Frozen law,Whole,6.605884469169335,23.93512112766214
58,6,30.0,Frozen law,Apex to end,6.546317862719627,25.448120004652186
58,6,30.0,Frozen law,Near to end,3.318591160368516,12.290533187035594
59,40,30.0,No adaptation,Whole,8.660057460081157,30.156728321590744
59,40,30.0,No adaptation,Apex to end,9.974813190407916,34.49403179686436
59,40,30.0,No adaptation,Near to end,10.278750993387533,17.218363622434346
59,40,30.0,Identity,Whole,7.078388497177956,25.022193134122432
59,40,30.0,Identity,Apex to end,5.264015784729736,26.09366568019186
59,40,30.0,Identity,Near to end,1.8905170846258026,12.013857548227785
59,40,30.0,Event ramp,Whole,4.695028253035696,24.20709283190392
59,40,30.0,Event ramp,Apex to end,4.589494237138515,27.99408207778774
59,40,30.0,Event ramp,Near to end,1.8905170846258026,12.013857548227785
59,40,30.0,Frozen law,Whole,4.929322828832987,25.950381144458646
59,40,30.0,Frozen law,Apex to end,4.868297724038853,28.930910869983315
59,40,30.0,Frozen law,Near to end,1.868565127146305,12.018923258900555
1,40,40.0,No adaptation,Whole,10.06231248581296,35.13172637766801
1,40,40.0,No adaptation,Apex to end,11.541483618453976,40.13430537372462
1,40,40.0,No adaptation,Near to end,9.513729827946717,20.324866399087504
1,40,40.0,Identity,Whole,9.283626464538552,33.23467553819201
1,40,40.0,Identity,Apex to end,8.204729643248356,34.613589428901946
1,40,40.0,Identity,Near to end,6.279800882654946,19.565789442348855
1,40,40.0,Event ramp,Whole,7.744766559205613,31.23971248603627
1,40,40.0,Event ramp,Apex to end,8.398764019895454,35.35114561645301
1,40,40.0,Event ramp,Near to end,6.279800882654946,19.565789442348855
1,40,40.0,Frozen law,Whole,7.987964388033013,31.949671013612374
1,40,40.0,Frozen law,Apex to end,8.787910278563318,35.93931139675723
1,40,40.0,Frozen law,Near to end,6.319373021592282,19.61267587860477
2,21,40.0,No adaptation,Whole,10.921131678443727,45.58394384035712
2,21,40.0,No adaptation,Apex to end,12.486744897650311,33.15328508686638
2,21,40.0,No adaptation,Near to end,12.50536268785555,23.537251906384455
2,21,40.0,Identity,Whole,7.252012296375258,55.0796375889399
2,21,40.0,Identity,Apex to end,7.075901353203478,33.51279752411214
2,21,40.0,Identity,Near to end,6.326878422102684,15.25328199131173
2,21,40.0,Event ramp,Whole,6.5750142875171775,47.1333858264796
2,21,40.0,Event ramp,Apex to end,7.3967743245680735,31.130603166601535
2,21,40.0,Event ramp,Near to end,6.326878422102684,15.25328199131173
2,21,40.0,Frozen law,Whole,7.566481526152098,44.08613545264996
2,21,40.0,Frozen law,Apex to end,7.949629775139594,29.972359112320564
2,21,40.0,Frozen law,Near to end,6.313828964774475,15.19787915438382
3,45,40.0,No adaptation,Whole,8.883535128275089,22.77086901033521
3,45,40.0,No adaptation,Apex to end,10.394545373924792,24.13603877219782
3,45,40.0,No adaptation,Near to end,10.14048456747537,18.65788926080181
3,45,40.0,Identity,Whole,8.04145722286381,23.61050430964417
3,45,40.0,Identity,Apex to end,5.9286789053939835,22.468867912231204
3,45,40.0,Identity,Near to end,5.1280472521540075,16.276232812496136
3,45,40.0,Event ramp,Whole,5.824624309239347,20.102924422916683
3,45,40.0,Event ramp,Apex to end,5.932598951889718,21.59418883440393
3,45,40.0,Event ramp,Near to end,5.1280472521540075,16.276232812496136
3,45,40.0,Frozen law,Whole,5.831668552169989,21.521226127872367
3,45,40.0,Frozen law,Apex to end,6.39575148850679,22.356171897209073
3,45,40.0,Frozen law,Near to end,5.15639987604734,16.32269706497443
4,45,40.0,No adaptation,Whole,7.28919241217546,45.0137002997998
4,45,40.0,No adaptation,Apex to end,8.023316194140975,41.578266898819166
4,45,40.0,No adaptation,Near to end,8.198378356793938,21.77231488747396
4,45,40.0,Identity,Whole,8.629291062826187,36.99868424671883
4,45,40.0,Identity,Apex to end,4.769491397720536,36.75085691746367
4,45,40.0,Identity,Near to end,3.836025756797055,21.556011228379646
4,45,40.0,Event ramp,Whole,5.478934815778179,40.20686606926397
4,45,40.0,Event ramp,Apex to end,4.0022895877715134,37.767899598229455
4,45,40.0,Event ramp,Near to end,3.836025756797055,21.556011228379646
4,45,40.0,Frozen law,Whole,4.665100230796152,43.358366815620094
4,45,40.0,Frozen law,Apex to end,4.180328559328879,38.85934379310985
4,45,40.0,Frozen law,Near to end,3.901853511232861,21.604501939988005
6,6,40.0,No adaptation,Whole,12.413782951089757,46.37708175919008
6,6,40.0,No adaptation,Apex to end,14.618658929302626,46.84700915792849
6,6,40.0,No adaptation,Near to end,15.07143427579208,30.984223120326487
6,6,40.0,Identity,Whole,9.11418753558422,36.359583341308195
6,6,40.0,Identity,Apex to end,7.082522311649941,34.81908963458657
