episode,method,progress,axis_error_deg,position_error_mm
1,No adaptation,2.22,10.45292542051298,16.571373318482934
1,No adaptation,2.24,10.482154666064528,19.4561180741093
1,No adaptation,2.2600000000000002,10.373573692223474,19.29062390833599
1,No adaptation,2.2800000000000002,10.381363572271997,17.726333552238188
1,No adaptation,2.3000000000000003,10.404540604314718,16.12013192252074
1,No adaptation,2.32,10.42157359950211,16.09318968463381
1,No adaptation,2.34,10.382445251028603,15.542722702832199
1,No adaptation,2.36,10.310779580782954,15.717285433395734
1,No adaptation,2.38,9.49576704579767,16.15765907820197
1,No adaptation,2.4,9.312495576304121,16.31429448096256
1,No adaptation,2.42,9.288970350829269,16.52467374370423
1,No adaptation,2.44,9.192170516052347,16.633701241375245
1,No adaptation,2.46,8.979213098062418,16.638177888797706
1,No adaptation,2.48,8.893378618905924,16.644044686668416
1,No adaptation,2.5,8.807505993919147,17.815488531562725
1,No adaptation,2.52,8.802104132624338,17.983896249005713
1,No adaptation,2.54,8.780708721037714,18.22859723546289
1,No adaptation,2.56,8.76835638404836,18.096567506016978
1,No adaptation,2.58,8.811684623744295,17.440073606954357
1,No adaptation,2.6,8.844585850176047,17.303037628532227
1,No adaptation,2.62,9.03251625949113,17.314345372378796
1,No adaptation,2.64,9.038567222645188,17.059581389626594
1,No adaptation,2.66,9.00623955923686,17.34197014550635
1,No adaptation,2.68,8.967189041528046,17.615324095148168
1,No adaptation,2.7,8.943806016218767,16.528520234953614
1,No adaptation,2.72,8.909008532972535,16.193833388453026
1,No adaptation,2.74,8.839302459726808,16.07192224825149
1,No adaptation,2.7600000000000002,8.714582916109999,15.331442176658195
1,No adaptation,2.7800000000000002,8.556933456402703,11.606765291385235
1,No adaptation,2.8000000000000003,8.500907786081678,11.68233436054474
1,No adaptation,2.82,8.417362359759288,11.825112506322167
1,No adaptation,2.84,8.345419037198333,11.625086796730303
1,No adaptation,2.86,8.341377351263894,11.601127240037375
1,No adaptation,2.88,8.340644736488887,11.622788374774203
1,No adaptation,2.9,8.3405805748365,11.631796431076234
1,No adaptation,2.92,8.340691186615262,11.623889162207107
1,No adaptation,2.94,8.340917821984814,11.614169656498529
1,No adaptation,2.96,8.347920037524137,11.83278990339973
1,No adaptation,2.98,8.336895395780616,12.28513046857593
1,No adaptation,3.0,8.328328232444278,12.622504143796744
1,Identity,0.0,10.678673567084251,20.97302659926851
1,Identity,0.02,10.698767680676616,20.920260814847627
1,Identity,0.04,10.709280770351128,20.873465557876244
1,Identity,0.06,10.710468033067306,20.856492496521977
1,Identity,0.08,10.71044550595281,20.850832395681785
1,Identity,0.1,10.710870026950387,20.851810956159436
1,Identity,0.12,10.702133117835698,20.86101003650519
1,Identity,0.14,10.663669700339703,20.882137182513095
1,Identity,0.16,10.623786186956071,20.897553100367087
1,Identity,0.18,10.600264301938811,20.907662998770736
1,Identity,0.2,10.587129071392177,20.91212850811516
1,Identity,0.22,10.581859141619548,20.916909370271796
1,Identity,0.24,10.576587752071852,20.922969335930517
1,Identity,0.26,10.569004069713413,20.929477850274555
1,Identity,0.28,10.564670136729498,20.938871428682624
1,Identity,0.3,10.559406145276554,20.947266971939886
1,Identity,0.32,10.52926687532277,21.006195697846294
1,Identity,0.34,10.41933849566565,21.194747125399154
1,Identity,0.36,10.268647980865085,21.64362253338943
1,Identity,0.38,10.190944864172133,22.499677803160925
1,Identity,0.4,10.203073007114543,23.733535814715694
1,Identity,0.42,10.333579494644745,25.565108491403667
1,Identity,0.44,10.502145690361761,27.445456024892366
1,Identity,0.46,10.773001072777186,29.008855855224493
1,Identity,0.48,11.11269350441142,30.222706494909247
1,Identity,0.5,11.42338145997758,30.800415381807973
1,Identity,0.52,11.871752939526054,29.93204617847869
1,Identity,0.54,12.378808686898273,29.345556384465436
1,Identity,0.56,13.085170166968647,29.78732688162009
1,Identity,0.58,13.410060968351237,31.82248109342438
1,Identity,0.6,13.195126220482583,34.400242741733024
1,Identity,0.62,12.754805122448573,36.70219548227944
1,Identity,0.64,12.254723596435259,38.22866327841935
1,Identity,0.66,11.718010329692508,39.77049934820996
1,Identity,0.68,11.257623308800627,42.045415257487754
1,Identity,0.7000000000000001,10.978804348393542,43.58459057501992
1,Identity,0.72,10.961692455157962,44.65073016110545
1,Identity,0.74,11.2898898285515,44.32016071546295
1,Identity,0.76,11.547100800613805,44.94850975480497
1,Identity,0.78,11.67894084568517,42.21443232172922
1,Identity,0.8,11.791187875116197,39.46861041016121
1,Identity,0.8200000000000001,11.946135135758329,36.53961533145536
1,Identity,0.84,11.897708531916535,34.99414982075817
1,Identity,0.86,11.617549960531752,34.637257284715666
1,Identity,0.88,11.278603549315813,35.02944183150657
1,Identity,0.9,11.055616159271628,34.23003138140836
1,Identity,0.92,10.858514699482262,32.36328444664258
1,Identity,0.9400000000000001,10.573191337473704,31.4018732033624
1,Identity,0.96,10.279623115242483,30.645078651695478
1,Identity,0.98,10.307842912806407,30.022356131112524
1,Identity,1.0,10.626727355168955,29.247369348948382
1,Identity,1.02,10.90761480596991,29.461013088585204
1,Identity,1.04,10.9379503754136,29.65749738528115
1,Identity,1.06,11.019450721517856,30.08877602481128
1,Identity,1.08,10.981502646917003,31.44625045311403
1,Identity,1.1,10.53492857840776,34.01697449199452
1,Identity,1.12,9.773864118418173,37.05292912394563
1,Identity,1.1400000000000001,9.02406420393944,39.76351961554153
1,Identity,1.16,8.474751582891441,41.70759743195971
1,Identity,1.18,8.013897768850955,42.771265180512316
1,Identity,1.2,7.8991765409563675,44.57055691260843
1,Identity,1.22,8.092589008846298,46.41669534242147
1,Identity,1.24,8.357561697875584,47.85627774646206
1,Identity,1.26,8.420382706649615,49.897525470920954
1,Identity,1.28,8.373077297511127,50.69855093625205
1,Identity,1.3,8.21255027274376,51.251340874040146
1,Identity,1.32,8.145027254048836,52.48708574860968
1,Identity,1.34,8.19723206092516,52.40334142044782
1,Identity,1.36,8.414223346284713,51.053504064294586
1,Identity,1.3800000000000001,8.49062226839052,50.17451485063314
1,Identity,1.4000000000000001,8.409528373817055,49.97375842976604
1,Identity,1.42,8.23082647882502,50.943036962343186
1,Identity,1.44,8.141045525000768,51.75408013013419
1,Identity,1.46,8.194874230875175,52.69109589418527
1,Identity,1.48,8.47177527686389,54.62232277392103
1,Identity,1.5,8.584716287125568,57.29915808080765
1,Identity,1.52,8.592655412781419,59.26237100144378
1,Identity,1.54,8.786045762386822,59.55262049769683
1,Identity,1.56,9.098869803414956,59.38666224540091
1,Identity,1.58,9.298363580600036,57.73521240265769
1,Identity,1.6,9.376523893507509,54.19448233777438
1,Identity,1.62,9.357717489913805,50.474396268153676
1,Identity,1.6400000000000001,9.545875207141751,46.98195264082083
1,Identity,1.6600000000000001,9.700816960878852,45.70145139760644
1,Identity,1.68,9.733421806713594,44.51075216770386
1,Identity,1.7,9.59957923371939,43.540641144311834
1,Identity,1.72,9.40597441636696,43.86730344252317
1,Identity,1.74,9.08514066931404,43.53962727176353
1,Identity,1.76,8.879061954429371,42.5995298371975
1,Identity,1.78,8.754562097213912,40.73037992633511
1,Identity,1.8,8.612069563632941,37.54015151296131
1,Identity,1.82,8.35220466096499,35.81476923283829
1,Identity,1.84,7.936252218666485,36.44988077535336
1,Identity,1.86,7.513488703579188,37.44958300729399
1,Identity,1.8800000000000001,7.256776031890374,37.668280250830755
1,Identity,1.9000000000000001,7.034214976916836,38.05241388425359
1,Identity,1.92,6.884239068019981,37.54711999259496
1,Identity,1.94,6.683851059996913,36.41356885607381
1,Identity,1.96,6.543988049098042,35.06738585280592
1,Identity,1.98,6.356607040800706,34.605700332533026
1,Identity,2.0,6.205660081447855,34.4957715526057
1,Identity,2.02,6.467558141223423,31.578749444119985
1,Identity,2.04,7.086358026676177,26.310135022951492
1,Identity,2.06,7.1382176699548845,22.35162499065377
1,Identity,2.08,7.5617028981157395,20.87376134176324
1,Identity,2.1,7.897730018577782,19.68300867216573
1,Identity,2.12,7.971935357426986,19.219426262947636
1,Identity,2.14,7.917702010452043,18.473623551375415
1,Identity,2.16,8.026773364004784,15.935488506540086
1,Identity,2.18,7.856231403805953,14.14445729131183
1,Identity,2.2,7.934650236152864,12.644226434070076
1,Identity,2.22,7.881503138889183,12.90118754601048
1,Identity,2.24,7.65600623763825,14.526896651408677
1,Identity,2.2600000000000002,7.88227245718909,12.5655474038886
1,Identity,2.2800000000000002,7.610981508222561,12.545795735250348
1,Identity,2.3000000000000003,7.2326428062672425,18.23963332064197
1,Identity,2.32,7.010258841162574,17.93570413600454
1,Identity,2.34,6.595666039297904,17.950534364731855
1,Identity,2.36,5.483778530563524,19.31094846624308
1,Identity,2.38,5.061508479472663,17.249579583684113
1,Identity,2.4,4.948050750631202,17.001754084636552
1,Identity,2.42,4.945736131924742,16.787840976615108
1,Identity,2.44,4.863004737870473,16.475449389701996
1,Identity,2.46,4.711084197681684,16.45312107543961
1,Identity,2.48,4.616474283313265,16.497453449620064
1,Identity,2.5,4.542067760697699,16.331738201864994
1,Identity,2.52,4.323104099815121,16.731336517217198
1,Identity,2.54,4.402431026591158,16.792432446582364
1,Identity,2.56,4.405922258399757,16.75669307814183
1,Identity,2.58,4.287001569314679,16.74521580453538
1,Identity,2.6,4.320767478132681,16.650554120624488
1,Identity,2.62,4.1205018808256435,17.13683315228678
1,Identity,2.64,4.1481037600449255,17.138922199739476
1,Identity,2.66,4.214450814989276,16.9913228409809
1,Identity,2.68,4.300762953856853,16.82764402250867
1,Identity,2.7,4.269383531654415,15.700968552810533
1,Identity,2.72,4.3177662887022645,15.105046799604278
1,Identity,2.74,4.486077840375158,14.527746621620354
1,Identity,2.7600000000000002,4.780376351238332,13.305841658214154
1,Identity,2.7800000000000002,4.520759275075257,11.930702913269695
1,Identity,2.8000000000000003,4.686173652104788,11.798804730901308
1,Identity,2.82,4.897432562830899,11.976293770530056
1,Identity,2.84,5.120963857358934,11.69196173569808
1,Identity,2.86,5.13215347333917,11.747160550696888
1,Identity,2.88,5.136721232124055,11.754736872837384
1,Identity,2.9,5.13625601125885,11.767575075812436
1,Identity,2.92,5.136551437886869,11.759898475124032
1,Identity,2.94,5.1366519156106385,11.758387768655462
1,Identity,2.96,5.072124845831209,12.127819058412916
1,Identity,2.98,5.061693274731916,12.166804498571587
1,Identity,3.0,5.066390703315486,12.185721489925836
1,Event ramp,0.0,4.21476421882159,10.43696864557398
1,Event ramp,0.02,4.204904952033719,10.105373476703628
1,Event ramp,0.04,4.20255527558757,9.807388547915364
1,Event ramp,0.06,4.20448905898805,9.536394736967175
1,Event ramp,0.08,4.209391319846643,9.251659396442397
1,Event ramp,0.1,4.216029294173989,8.955169686478374
1,Event ramp,0.12,4.214537157040514,8.65410220585116
1,Event ramp,0.14,4.186496864660669,8.355030713261042
1,Event ramp,0.16,4.159481164821613,8.061907447404241
1,Event ramp,0.18,4.150866892279854,7.769403309816969
1,Event ramp,0.2,4.155159977374984,7.478653393360922
1,Event ramp,0.22,4.168315162341886,7.185128845781857
1,Event ramp,0.24,4.177839920535102,6.88468745384489
1,Event ramp,0.26,4.185778346828138,6.588297377834141
1,Event ramp,0.28,4.192562871820711,6.282071918029906
1,Event ramp,0.3,4.1889507581316066,5.968238504089045
1,Event ramp,0.32,4.132824109476093,5.610872293880552
1,Event ramp,0.34,3.9488975872883953,5.235036513404309
1,Event ramp,0.36,3.61744647775853,4.874848297385284
1,Event ramp,0.38,3.3179435055055055,4.736919376360615
1,Event ramp,0.4,3.043730362758122,5.43884823369485
1,Event ramp,0.42,2.892265177581256,7.240177683365309
1,Event ramp,0.44,2.9098868086015774,9.317336668172368
1,Event ramp,0.46,3.140356168385227,11.261220909305974
1,Event ramp,0.48,3.524384558187241,12.835092276850977
1,Event ramp,0.5,3.926798229754006,13.726626928243617
1,Event ramp,0.52,4.495571946668406,13.398329000368822
1,Event ramp,0.54,5.153350795897148,13.469072243906265
1,Event ramp,0.56,6.093485856003883,15.157992984832399
1,Event ramp,0.58,6.700275018184321,17.76983087286652
1,Event ramp,0.6,6.854847581649098,20.379984722457603
1,Event ramp,0.62,6.960284247945076,22.77988059539968
1,Event ramp,0.64,7.089198674049713,24.52006823047002
1,Event ramp,0.66,7.036045850336093,25.942897623250225
1,Event ramp,0.68,6.948029590486051,27.98675689167737
1,Event ramp,0.7000000000000001,6.9636863346581235,29.6617568869539
1,Event ramp,0.72,7.178101897197541,31.05594864870104
1,Event ramp,0.74,7.638298518194114,31.67710784406434
1,Event ramp,0.76,8.057464305475872,33.0432762707026
1,Event ramp,0.78,8.322895346823087,31.91121156374648
1,Event ramp,0.8,8.635693927350662,31.083782137901796
1,Event ramp,0.8200000000000001,9.036415124841064,30.51104389463895
1,Event ramp,0.84,9.319234774245325,31.26443679928533
1,Event ramp,0.86,9.33505049404951,32.48160411614765
1,Event ramp,0.88,9.320874646645512,34.18269230063254
1,Event ramp,0.9,9.391706559428213,34.01669906308034
1,Event ramp,0.92,9.4478655534431,32.76609106497329
1,Event ramp,0.9400000000000001,9.46892846801308,31.860532782835758
1,Event ramp,0.96,9.462370577505167,31.890396816040724
1,Event ramp,0.98,9.630078848806896,32.63969595665626
1,Event ramp,1.0,9.991157148462024,32.859286944749165
1,Event ramp,1.02,10.428640509439802,32.88230131149256
1,Event ramp,1.04,10.612018733841811,33.53653582903961
1,Event ramp,1.06,10.828328212708014,35.12196537077024
1,Event ramp,1.08,10.98203174134953,37.16128819310244
1,Event ramp,1.1,10.93186275497202,38.949183069197076
1,Event ramp,1.12,10.476143844530668,41.02840166241071
1,Event ramp,1.1400000000000001,9.83027609417649,43.444569308791955
1,Event ramp,1.16,9.182865875896143,45.66385458645946
1,Event ramp,1.18,8.749507670414841,46.60602774156804
1,Event ramp,1.2,8.709157102523813,48.30982334570524
1,Event ramp,1.22,9.009217447001014,50.10573304643864
1,Event ramp,1.24,9.28394392375961,51.87072744208991
1,Event ramp,1.26,9.36112615827244,53.9533552783459
1,Event ramp,1.28,9.388096577754109,54.29337378181515
1,Event ramp,1.3,9.332891651154041,54.160344260892195
1,Event ramp,1.32,9.30246779273287,55.08182733164901
1,Event ramp,1.34,9.334801490653408,54.818315242146
1,Event ramp,1.36,9.550809703882605,53.25336396992762
1,Event ramp,1.3800000000000001,9.69348634236299,52.123060059841194
1,Event ramp,1.4000000000000001,9.665920613671856,51.724435613055284
1,Event ramp,1.42,9.549475989617436,52.60762958091675
1,Event ramp,1.44,9.44805816763652,53.45665687457288
1,Event ramp,1.46,9.359597595456986,54.49518719153814
1,Event ramp,1.48,9.310421848904141,56.72473518121927
1,Event ramp,1.5,9.221083524602061,59.46307896884714
1,Event ramp,1.52,9.12018864790506,61.403745646279965
1,Event ramp,1.54,9.187345055980419,61.73142886032708
1,Event ramp,1.56,9.34410591162958,61.596624412735444
1,Event ramp,1.58,9.447211546322603,59.87432545857231
1,Event ramp,1.6,9.464289000779809,56.202113807046636
1,Event ramp,1.62,9.399941746979556,52.31736869207518
1,Event ramp,1.6400000000000001,9.492045076753246,48.730466032576935
1,Event ramp,1.6600000000000001,9.56436725507194,47.33775254128055
1,Event ramp,1.68,9.550140209391445,45.97469787016351
1,Event ramp,1.7,9.3581025124673,44.83292322577683
1,Event ramp,1.72,9.114779011367883,45.03438505255263
1,Event ramp,1.74,8.81333835254261,44.56482533638836
1,Event ramp,1.76,8.631893450878808,43.512687753577005
1,Event ramp,1.78,8.525779194010141,41.53218457740974
1,Event ramp,1.8,8.403324690421446,38.185854818998955
1,Event ramp,1.82,8.16952318060589,36.297293659902806
1,Event ramp,1.84,7.7874213299973505,36.774928967409224
1,Event ramp,1.86,7.397642505366357,37.64137870835217
1,Event ramp,1.8800000000000001,7.163838219949472,37.7767465577933
1,Event ramp,1.9000000000000001,6.958343201934268,38.0977242407942
1,Event ramp,1.92,6.820436919010858,37.53045939859259
1,Event ramp,1.94,6.6375920794472805,36.369674645938055
1,Event ramp,1.96,6.514322592546083,35.03117581130805
1,Event ramp,1.98,6.342943511523866,34.5837076951047
1,Event ramp,2.0,6.205660081447855,34.4957715526057
1,Event ramp,2.02,6.467558141223423,31.578749444119985
1,Event ramp,2.04,7.086358026676177,26.310135022951492
1,Event ramp,2.06,7.1382176699548845,22.35162499065377
1,Event ramp,2.08,7.5617028981157395,20.87376134176324
1,Event ramp,2.1,7.897730018577782,19.68300867216573
1,Event ramp,2.12,7.971935357426986,19.219426262947636
1,Event ramp,2.14,7.917702010452043,18.473623551375415
1,Event ramp,2.16,8.026773364004784,15.935488506540086
1,Event ramp,2.18,7.856231403805953,14.14445729131183
1,Event ramp,2.2,7.934650236152864,12.644226434070076
1,Event ramp,2.22,7.881503138889183,12.90118754601048
1,Event ramp,2.24,7.65600623763825,14.526896651408677
1,Event ramp,2.2600000000000002,7.88227245718909,12.5655474038886
1,Event ramp,2.2800000000000002,7.610981508222561,12.545795735250348
1,Event ramp,2.3000000000000003,7.2326428062672425,18.23963332064197
1,Event ramp,2.32,7.010258841162574,17.93570413600454
1,Event ramp,2.34,6.595666039297904,17.950534364731855
1,Event ramp,2.36,5.483778530563524,19.31094846624308
1,Event ramp,2.38,5.061508479472663,17.249579583684113
1,Event ramp,2.4,4.948050750631202,17.001754084636552
1,Event ramp,2.42,4.945736131924742,16.787840976615108
1,Event ramp,2.44,4.863004737870473,16.475449389701996
1,Event ramp,2.46,4.711084197681684,16.45312107543961
1,Event ramp,2.48,4.616474283313265,16.497453449620064
1,Event ramp,2.5,4.542067760697699,16.331738201864994
1,Event ramp,2.52,4.323104099815121,16.731336517217198
1,Event ramp,2.54,4.402431026591158,16.792432446582364
1,Event ramp,2.56,4.405922258399757,16.75669307814183
1,Event ramp,2.58,4.287001569314679,16.74521580453538
1,Event ramp,2.6,4.320767478132681,16.650554120624488
1,Event ramp,2.62,4.1205018808256435,17.13683315228678
1,Event ramp,2.64,4.1481037600449255,17.138922199739476
1,Event ramp,2.66,4.214450814989276,16.9913228409809
1,Event ramp,2.68,4.300762953856853,16.82764402250867
1,Event ramp,2.7,4.269383531654415,15.700968552810533
1,Event ramp,2.72,4.3177662887022645,15.105046799604278
1,Event ramp,2.74,4.486077840375158,14.527746621620354
1,Event ramp,2.7600000000000002,4.780376351238332,13.305841658214154
1,Event ramp,2.7800000000000002,4.520759275075257,11.930702913269695
1,Event ramp,2.8000000000000003,4.686173652104788,11.798804730901308
1,Event ramp,2.82,4.897432562830899,11.976293770530056
1,Event ramp,2.84,5.120963857358934,11.69196173569808
1,Event ramp,2.86,5.13215347333917,11.747160550696888
1,Event ramp,2.88,5.136721232124055,11.754736872837384
1,Event ramp,2.9,5.13625601125885,11.767575075812436
1,Event ramp,2.92,5.136551437886869,11.759898475124032
1,Event ramp,2.94,5.1366519156106385,11.758387768655462
1,Event ramp,2.96,5.072124845831209,12.127819058412916
1,Event ramp,2.98,5.061693274731916,12.166804498571587
1,Event ramp,3.0,5.066390703315486,12.185721489925836
1,Frozen law,0.0,4.21476421882159,10.43696864557398
1,Frozen law,0.02,4.207362629265849,10.406454009295153
1,Frozen law,0.04,4.2045090605126525,10.410741718334023
1,Frozen law,0.06,4.203745982255688,10.440435495098818
1,Frozen law,0.08,4.2036545172198565,10.45549236022425
1,Frozen law,0.1,4.202840214043724,10.458095657994562
1,Frozen law,0.12,4.192270587448081,10.454562145952812
1,Frozen law,0.14,4.156346077269543,10.44917954449434
1,Frozen law,0.16,4.120476809922698,10.448009480121206
1,Frozen law,0.18,4.0995234176550435,10.446783921939636
1,Frozen law,0.2,4.088216401607858,10.446925451995803
1,Frozen law,0.22,4.082284905598186,10.443369805193907
1,Frozen law,0.24,4.069560645883601,10.432835513289893
1,Frozen law,0.26,4.053034901397332,10.423667052136413
1,Frozen law,0.28,4.030874023571069,10.405193048136915
1,Frozen law,0.3,3.9930277487969725,10.379284508466096
1,Frozen law,0.32,3.8977678303622914,10.302236953113066
1,Frozen law,0.34,3.67815054305898,10.156313424512764
1,Frozen law,0.36,3.2849298070454798,9.876370085886876
1,Frozen law,0.38,2.865452591576384,9.46985664814634
1,Frozen law,0.4,2.353280113567182,9.280882989598025
1,Frozen law,0.42,1.7857891258658056,9.583913969156859
1,Frozen law,0.44,1.3168098096101903,10.359028425455254
1,Frozen law,0.46,1.0621431818291378,11.424859588826779
1,Frozen law,0.48,1.1540669186278192,12.413895720475624
1,Frozen law,0.5,1.4300398561853158,13.025295526898788
1,Frozen law,0.52,1.9420043077362936,13.11534905169193
1,Frozen law,0.54,2.5837829599777153,13.53967881979271
1,Frozen law,0.56,3.596933521781356,15.309847356697503
1,Frozen law,0.58,4.325187449984816,17.22954025861646
1,Frozen law,0.6,4.7334823755583955,18.920249915562344
1,Frozen law,0.62,5.289882015693974,20.632292891687598
1,Frozen law,0.64,5.9216341854638275,21.98094503631198
1,Frozen law,0.66,6.2512602306187635,22.80937321159153
1,Frozen law,0.68,6.455870842051983,24.062728328729555
1,Frozen law,0.7000000000000001,6.6729975686808425,25.373263961463252
1,Frozen law,0.72,6.981856507778608,26.621589265908167
1,Frozen law,0.74,7.3869177847119385,27.783066209582888
1,Frozen law,0.76,7.79718556241552,29.386751951804253
1,Frozen law,0.78,8.07153445085429,29.70935981953376
1,Frozen law,0.8,8.44964830848172,30.588819486909234
1,Frozen law,0.8200000000000001,8.945357654863889,31.984230599745505
1,Frozen law,0.84,9.435155736945514,34.34148827136228
1,Frozen law,0.86,9.687884433774027,36.53986869400188
