episode,factor,value,segment,axis_rmse_deg,position_rmse_mm
28,Source seed,20270910,Apex to end,5.084056267874179,23.423025997764285
28,Source seed,20270910,Near to end,3.4988200685987016,10.483572536465106
28,Source seed,20280910,Apex to end,5.092795819509013,23.404399768525256
28,Source seed,20280910,Near to end,3.5015455943770037,10.50043536221887
29,Axis azimuth,-15,Apex to end,4.388338044668778,53.57362409579015
29,Axis azimuth,-15,Near to end,3.6917457054878575,21.560689463875555
29,Axis azimuth,0,Apex to end,6.357876500527832,55.73887086352515
29,Axis azimuth,0,Near to end,6.112902998751676,24.527097692782338
29,Axis azimuth,15,Apex to end,8.383535294986386,58.01830344069627
29,Axis azimuth,15,Near to end,8.471915092918683,27.378270326924593
29,Pivot lever arm,0,Apex to end,6.357876500527832,56.757810254701376
29,Pivot lever arm,0,Near to end,6.112902998751676,24.98953832469692
29,Pivot lever arm,50,Apex to end,6.357876500527832,56.42021051513601
29,Pivot lever arm,50,Near to end,6.112902998751676,24.717654954848662
29,Pivot lever arm,100,Apex to end,6.357876500527832,57.275658090308305
29,Pivot lever arm,100,Near to end,6.112902998751676,27.42877039926952
29,Source seed,20260910,Apex to end,6.369716016123962,55.8049638938717
29,Source seed,20260910,Near to end,6.116321690050868,24.534021327950956
29,Source seed,20270910,Apex to end,6.359903294163428,55.701968392075145
29,Source seed,20270910,Near to end,6.114041272065123,24.527040975578345
29,Source seed,20280910,Apex to end,6.345829337698181,55.710833401993746
29,Source seed,20280910,Near to end,6.1084792067606335,24.520285432869247
31,Axis azimuth,-15,Apex to end,7.729781178343356,19.267575561713773
31,Axis azimuth,-15,Near to end,7.232487311317324,16.59894119313288
31,Axis azimuth,0,Apex to end,7.329068041488942,21.10430180537579
31,Axis azimuth,0,Near to end,6.230563990866341,17.861050042133453
31,Axis azimuth,15,Apex to end,8.130249244157211,23.575727673976523
31,Axis azimuth,15,Near to end,6.87707228982903,20.074990506556016
31,Pivot lever arm,0,Apex to end,7.329068041488942,25.841247055622738
31,Pivot lever arm,0,Near to end,6.230563990866341,26.342979070646713
31,Pivot lever arm,50,Apex to end,7.329068041488942,22.48064594424384
31,Pivot lever arm,50,Near to end,6.230563990866341,20.954695344848698
31,Pivot lever arm,100,Apex to end,7.329068041488942,21.87369562267014
31,Pivot lever arm,100,Near to end,6.230563990866341,18.4156321107299
31,Source seed,20260910,Apex to end,7.372370050381024,21.04514530164684
31,Source seed,20260910,Near to end,6.230290320117557,17.859689101485277
31,Source seed,20270910,Apex to end,7.296818347300164,21.141405314386528
31,Source seed,20270910,Near to end,6.225723540228231,17.857750898534665
31,Source seed,20280910,Apex to end,7.319405165031819,21.128636355588302
31,Source seed,20280910,Near to end,6.235807588184821,17.865794438943002
32,Axis azimuth,-15,Apex to end,3.349527544666935,21.93495804254248
32,Axis azimuth,-15,Near to end,1.9078523979392026,14.95088109150262
32,Axis azimuth,0,Apex to end,3.434201655827644,24.46962534024062
32,Axis azimuth,0,Near to end,1.7790241413375951,16.822583116726925
32,Axis azimuth,15,Apex to end,5.053827694406032,27.225158662336312
32,Axis azimuth,15,Near to end,4.089308593051379,19.547186066289974
32,Pivot lever arm,0,Apex to end,3.434201655827644,27.309365502253048
32,Pivot lever arm,0,Near to end,1.7790241413375951,25.277218907946217
32,Pivot lever arm,50,Apex to end,3.434201655827644,25.442571205630728
32,Pivot lever arm,50,Near to end,1.7790241413375951,18.96594441947519
32,Pivot lever arm,100,Apex to end,3.434201655827644,26.15945604200489
32,Pivot lever arm,100,Near to end,1.7790241413375951,15.341637399197005
32,Source seed,20260910,Apex to end,3.5039969556551096,24.420552331243158
32,Source seed,20260910,Near to end,1.7869579735663261,16.82244979146507
32,Source seed,20270910,Apex to end,3.386585914117807,24.523618494131465
32,Source seed,20270910,Near to end,1.7737443415651917,16.820809046294723
32,Source seed,20280910,Apex to end,3.4143318313151982,24.46737122734042
32,Source seed,20280910,Near to end,1.7768107512991145,16.824578644945632
33,Axis azimuth,-15,Apex to end,3.941253564140853,16.39252809175515
33,Axis azimuth,-15,Near to end,1.9195986887093819,11.484697189684859
33,Axis azimuth,0,Apex to end,5.29536001418668,18.292169389373225
33,Axis azimuth,0,Near to end,3.303590635726945,12.847293049076914
33,Axis azimuth,15,Apex to end,7.332754548297284,20.988391613287504
33,Axis azimuth,15,Near to end,5.809011405978079,15.266012711065438
33,Pivot lever arm,0,Apex to end,5.29536001418668,22.552414945311757
33,Pivot lever arm,0,Near to end,3.303590635726945,20.292344798980977
33,Pivot lever arm,50,Apex to end,5.29536001418668,18.987086608198208
33,Pivot lever arm,50,Near to end,3.303590635726945,14.859721150730012
33,Pivot lever arm,100,Apex to end,5.29536001418668,18.65146700157855
33,Pivot lever arm,100,Near to end,3.303590635726945,13.591648401779864
33,Source seed,20260910,Apex to end,5.342191954142996,18.33128906207291
33,Source seed,20260910,Near to end,3.3058567128258214,12.843372114054882
33,Source seed,20270910,Apex to end,5.267010795105152,18.276136040877258
33,Source seed,20270910,Near to end,3.2997063282581522,12.845249621582612
33,Source seed,20280910,Apex to end,5.278784166114194,18.27286555375471
33,Source seed,20280910,Near to end,3.3054571083161433,12.853383795050986
34,Axis azimuth,-15,Apex to end,7.950720229973569,15.779551916394789
34,Axis azimuth,-15,Near to end,8.620686800275799,8.900816731871865
34,Axis azimuth,0,Apex to end,5.776163401811523,16.755144414803812
34,Axis azimuth,0,Near to end,6.102553561960913,9.809213945134058
34,Axis azimuth,15,Apex to end,4.221275461871865,18.137373360868942
34,Axis azimuth,15,Near to end,4.1617565676257895,11.501482340996523
34,Pivot lever arm,0,Apex to end,5.776163401811523,15.703246217082196
34,Pivot lever arm,0,Near to end,6.102553561960913,12.17790455402328
34,Pivot lever arm,50,Apex to end,5.776163401811523,16.61348901519107
34,Pivot lever arm,50,Near to end,6.102553561960913,11.288375320323768
34,Pivot lever arm,100,Apex to end,5.776163401811523,20.997471709791583
34,Pivot lever arm,100,Near to end,6.102553561960913,16.16919954053133
34,Source seed,20260910,Apex to end,5.796967934668831,16.657420051775052
34,Source seed,20260910,Near to end,6.102207189536005,9.811862933923768
34,Source seed,20270910,Apex to end,5.764094867595154,16.833931432903498
34,Source seed,20270910,Near to end,6.100635821953064,9.813487178459656
34,Source seed,20280910,Apex to end,5.76939209045621,16.776817959974878
34,Source seed,20280910,Near to end,6.104952960155501,9.802470273225092
36,Axis azimuth,-15,Apex to end,8.476973907160012,18.770337731962915
36,Axis azimuth,-15,Near to end,7.673107684785478,12.847023041609388
36,Axis azimuth,0,Apex to end,7.804671802085648,21.440226743398313
36,Axis azimuth,0,Near to end,6.4931670494632,14.75487251258434
36,Axis azimuth,15,Apex to end,8.324349370467095,24.186044269526082
36,Axis azimuth,15,Near to end,6.9033381735120045,17.10228039246465
36,Pivot lever arm,0,Apex to end,7.804671802085648,22.304316229620326
36,Pivot lever arm,0,Near to end,6.4931670494632,18.825005010801217
36,Pivot lever arm,50,Apex to end,7.804671802085648,22.077736695325605
36,Pivot lever arm,50,Near to end,6.4931670494632,16.54842419909363
36,Pivot lever arm,100,Apex to end,7.804671802085648,24.75560781211814
36,Pivot lever arm,100,Near to end,6.4931670494632,18.660370083496055
36,Source seed,20260910,Apex to end,7.85600898431288,21.348309467940936
36,Source seed,20260910,Near to end,6.492398102848687,14.757695615254072
36,Source seed,20270910,Apex to end,7.764849422010878,21.511843291140543
36,Source seed,20270910,Near to end,6.488749121670244,14.754542948228252
36,Source seed,20280910,Apex to end,7.794374732340332,21.462815779255415
36,Source seed,20280910,Near to end,6.49847833747873,14.752480372383094
37,Axis azimuth,-15,Apex to end,4.773803452486496,15.271932709909423
37,Axis azimuth,-15,Near to end,4.739531921491229,12.04330596651106
37,Axis azimuth,0,Apex to end,4.29096957415033,17.34755660574361
37,Axis azimuth,0,Near to end,2.929748690986717,12.57081411757025
37,Axis azimuth,15,Apex to end,5.2811018226200535,20.024465890279323
37,Axis azimuth,15,Near to end,3.415418380202679,14.20426314976284
37,Pivot lever arm,0,Apex to end,4.29096957415033,20.36473084925196
37,Pivot lever arm,0,Near to end,2.929748690986717,19.30543919914169
37,Pivot lever arm,50,Apex to end,4.29096957415033,17.702525500344695
37,Pivot lever arm,50,Near to end,2.929748690986717,14.930012539888864
37,Pivot lever arm,100,Apex to end,4.29096957415033,18.641520352704323
37,Pivot lever arm,100,Near to end,2.929748690986717,15.099672333337256
37,Source seed,20260910,Apex to end,4.3304564800911365,17.364351471257756
37,Source seed,20260910,Near to end,2.930810988671316,12.568294122671922
37,Source seed,20270910,Apex to end,4.269865527170217,17.345531145758695
37,Source seed,20270910,Near to end,2.9264602942573905,12.571899129177519
37,Source seed,20280910,Apex to end,4.275043753123079,17.33656704212899
37,Source seed,20280910,Near to end,2.932255508583952,12.572379763205209
38,Axis azimuth,-15,Apex to end,5.902447049357896,25.90367394954282
38,Axis azimuth,-15,Near to end,6.66671417218122,11.257762434294456
38,Axis azimuth,0,Apex to end,4.498749320417879,28.65985572717018
38,Axis azimuth,0,Near to end,4.45697999481294,13.075937021565819
38,Axis azimuth,15,Apex to end,3.715232559144529,31.777311556804985
38,Axis azimuth,15,Near to end,2.4383379584772764,15.370950697871988
38,Pivot lever arm,0,Apex to end,4.498749320417879,31.406660361548443
38,Pivot lever arm,0,Near to end,4.45697999481294,16.34493659701412
38,Pivot lever arm,50,Apex to end,4.498749320417879,29.311513633419896
38,Pivot lever arm,50,Near to end,4.45697999481294,13.805609043047593
38,Pivot lever arm,100,Apex to end,4.498749320417879,29.45201306092196
38,Pivot lever arm,100,Near to end,4.45697999481294,16.39884959690689
38,Source seed,20260910,Apex to end,4.4906658261199555,28.665294931620515
38,Source seed,20260910,Near to end,4.458502993589496,13.079835277360656
38,Source seed,20270910,Apex to end,4.521823028856907,28.652211609883043
38,Source seed,20270910,Near to end,4.460119873618756,13.077435448566202
38,Source seed,20280910,Apex to end,4.486259088257331,28.66489732438839
38,Source seed,20280910,Near to end,4.452499658554215,13.070659424840136
39,Axis azimuth,-15,Apex to end,5.455727059821567,19.158040436683496
39,Axis azimuth,-15,Near to end,5.851726808256668,9.78959212814259
39,Axis azimuth,0,Apex to end,3.986971476974478,21.430832290141527
39,Axis azimuth,0,Near to end,3.7703450480062353,11.424684900204307
39,Axis azimuth,15,Apex to end,3.233724572021022,23.81369661007202
39,Axis azimuth,15,Near to end,2.148424727811726,13.246210518684602
39,Pivot lever arm,0,Apex to end,3.986971476974478,19.853827187785512
39,Pivot lever arm,0,Near to end,3.7703450480062353,9.536747383183775
39,Pivot lever arm,50,Apex to end,3.986971476974478,20.14032498334804
39,Pivot lever arm,50,Near to end,3.7703450480062353,9.290399688059084
39,Pivot lever arm,100,Apex to end,3.986971476974478,23.50660869435128
39,Pivot lever arm,100,Near to end,3.7703450480062353,15.380605984178377
39,Source seed,20260910,Apex to end,3.986791814409037,21.38779372913785
39,Source seed,20260910,Near to end,3.773356053014815,11.428329569059871
39,Source seed,20270910,Apex to end,4.004117265692068,21.46846871999996
39,Source seed,20270910,Near to end,3.771997813278837,11.427068403605448
39,Source seed,20280910,Apex to end,3.9728543854796827,21.43908507491238
39,Source seed,20280910,Near to end,3.7658972739818495,11.418785212248443
41,Axis azimuth,-15,Apex to end,4.452493261514438,25.439620297628405
41,Axis azimuth,-15,Near to end,2.916218592616856,12.141274463149776
41,Axis azimuth,0,Apex to end,5.025194885723249,27.60274489073582
41,Axis azimuth,0,Near to end,2.406101276688583,12.371247224790158
41,Axis azimuth,15,Apex to end,6.227983832181224,29.67830963577741
41,Axis azimuth,15,Near to end,3.714563965392535,12.942376524940501
41,Pivot lever arm,0,Apex to end,5.025194885723249,24.51404117344626
41,Pivot lever arm,0,Near to end,2.406101276688583,9.931570965458901
41,Pivot lever arm,50,Apex to end,5.025194885723249,25.76016767217213
41,Pivot lever arm,50,Near to end,2.406101276688583,9.980645284925552
41,Pivot lever arm,100,Apex to end,5.025194885723249,29.35479497093246
41,Pivot lever arm,100,Near to end,2.406101276688583,15.983741649829575
41,Source seed,20260910,Apex to end,5.026932830456091,27.514706561699796
41,Source seed,20260910,Near to end,2.4104411064119087,12.375877798992635
41,Source seed,20270910,Apex to end,5.041096097670479,27.671278110110567
41,Source seed,20270910,Near to end,2.409837793554165,12.373521121738248
41,Source seed,20280910,Apex to end,5.009833119932011,27.624363697606366
41,Source seed,20280910,Near to end,2.3983514426040684,12.364457433791465
42,Axis azimuth,-15,Apex to end,3.896706686219242,26.61827855439243
42,Axis azimuth,-15,Near to end,2.205351265086606,11.201285108247983
42,Axis azimuth,0,Apex to end,4.522549435651697,28.921933438930107
42,Axis azimuth,0,Near to end,2.0586626798627563,13.695391601705133
42,Axis azimuth,15,Apex to end,6.149749335166822,31.398199853691583
42,Axis azimuth,15,Near to end,4.199440762145962,16.358083328362053
42,Pivot lever arm,0,Apex to end,4.522549435651697,28.807546766340508
42,Pivot lever arm,0,Near to end,2.0586626798627563,15.558027873586095
42,Pivot lever arm,50,Apex to end,4.522549435651697,28.217930178260385
42,Pivot lever arm,50,Near to end,2.0586626798627563,13.455245256436044
42,Pivot lever arm,100,Apex to end,4.522549435651697,29.96828560057309
42,Pivot lever arm,100,Near to end,2.0586626798627563,16.580849099784885
42,Source seed,20260910,Apex to end,4.550191121826468,28.86478853728136
42,Source seed,20260910,Near to end,2.0596752765564297,13.697286282999805
42,Source seed,20270910,Apex to end,4.51035326251088,28.963460318423117
42,Source seed,20270910,Near to end,2.057591021407916,13.69724737966201
42,Source seed,20280910,Apex to end,4.5095674660072165,28.939386756339516
42,Source seed,20280910,Near to end,2.0591253678418,13.691752622632995
43,Axis azimuth,-15,Apex to end,3.9159852179062464,28.53268031257358
43,Axis azimuth,-15,Near to end,3.7237310957562397,23.14473937408036
43,Axis azimuth,0,Apex to end,5.685327918855535,31.77533485766315
43,Axis azimuth,0,Near to end,5.63896334446652,26.09051587439942
43,Axis azimuth,15,Apex to end,7.554492837390936,34.93289955908429
43,Axis azimuth,15,Near to end,7.654283482965721,28.97451098827645
43,Pivot lever arm,0,Apex to end,5.685327918855535,31.897004966707176
43,Pivot lever arm,0,Near to end,5.63896334446652,26.981781144963467
43,Pivot lever arm,50,Apex to end,5.685327918855535,31.933831700667422
43,Pivot lever arm,50,Near to end,5.63896334446652,26.59097418959597
43,Pivot lever arm,100,Apex to end,5.685327918855535,34.023374520600036
43,Pivot lever arm,100,Near to end,5.63896334446652,29.00056622399367
43,Source seed,20260910,Apex to end,5.69003125206383,31.799882640528576
43,Source seed,20260910,Near to end,5.639741919748948,26.093269830345612
43,Source seed,20270910,Apex to end,5.693348059486705,31.770989644444107
43,Source seed,20270910,Near to end,5.642871805475956,26.091585131103066
43,Source seed,20280910,Apex to end,5.674644397683616,31.756572186530907
43,Source seed,20280910,Near to end,5.634420278009211,26.086746807596928
44,Axis azimuth,-15,Apex to end,5.03322799574396,33.83980570505463
44,Axis azimuth,-15,Near to end,4.342068227341379,10.118839123904293
44,Axis azimuth,0,Apex to end,4.753436042126042,33.88950446741888
44,Axis azimuth,0,Near to end,2.4779622628974427,9.174273000598593
44,Axis azimuth,15,Apex to end,5.638186109152052,34.0258142445466
44,Axis azimuth,15,Near to end,2.625355999045821,9.624140060287734
44,Pivot lever arm,0,Apex to end,4.753436042126042,33.36071265290143
44,Pivot lever arm,0,Near to end,2.4779622628974427,16.56030044726777
44,Pivot lever arm,50,Apex to end,4.753436042126042,34.068636454427676
44,Pivot lever arm,50,Near to end,2.4779622628974427,11.682422923946183
44,Pivot lever arm,100,Apex to end,4.753436042126042,36.65892192168933
44,Pivot lever arm,100,Near to end,2.4779622628974427,12.39370800880589
44,Source seed,20260910,Apex to end,4.8161924461206675,33.73000393230279
44,Source seed,20260910,Near to end,2.4842276277736577,9.167234555147747
44,Source seed,20270910,Apex to end,4.717616753314213,34.00544065012979
44,Source seed,20270910,Near to end,2.474814949223728,9.173236383118995
44,Source seed,20280910,Apex to end,4.7283406836579625,33.93385699645829
44,Source seed,20280910,Near to end,2.4751677914636447,9.18249807487896
46,Axis azimuth,-15,Apex to end,5.8550154694954415,27.278261869938476
46,Axis azimuth,-15,Near to end,6.73246355271187,12.20168371658296
46,Axis azimuth,0,Apex to end,4.3000050015797004,29.649574026995683
46,Axis azimuth,0,Near to end,4.384579029448161,13.493296980134627
46,Axis azimuth,15,Apex to end,3.468547882712156,32.3912236879008
46,Axis azimuth,15,Near to end,2.2289076532807948,15.796250823371695
46,Pivot lever arm,0,Apex to end,4.3000050015797004,31.788481895203688
46,Pivot lever arm,0,Near to end,4.384579029448161,20.471094978922054
46,Pivot lever arm,50,Apex to end,4.3000050015797004,30.143646306407913
46,Pivot lever arm,50,Near to end,4.384579029448161,16.090689670944638
46,Pivot lever arm,100,Apex to end,4.3000050015797004,30.695943861233538
46,Pivot lever arm,100,Near to end,4.384579029448161,15.926217281598007
46,Source seed,20260910,Apex to end,4.322125032625832,29.669753208487077
46,Source seed,20260910,Near to end,4.388890317630937,13.493460908330459
46,Source seed,20270910,Apex to end,4.300963788743574,29.646519663871473
46,Source seed,20270910,Near to end,4.384883259236676,13.492960391806811
46,Source seed,20280910,Apex to end,4.279536828606261,29.634727474857346
46,Source seed,20280910,Near to end,4.380148388194413,13.493595299721436
47,Axis azimuth,-15,Apex to end,5.706182632700095,31.082158004554014
47,Axis azimuth,-15,Near to end,5.719125052362609,11.019369693320666
47,Axis azimuth,0,Apex to end,4.536220001711306,32.718534432435156
47,Axis azimuth,0,Near to end,3.2375197476075264,13.566937326185718
47,Axis azimuth,15,Apex to end,4.353919518698106,34.234586701060046
47,Axis azimuth,15,Near to end,1.0759134348870008,15.99986448717382
47,Pivot lever arm,0,Apex to end,4.536220001711306,29.91819516462971
47,Pivot lever arm,0,Near to end,3.2375197476075264,10.352226053453853
47,Pivot lever arm,50,Apex to end,4.536220001711306,32.29365811646661
47,Pivot lever arm,50,Near to end,3.2375197476075264,12.316503034253872
47,Pivot lever arm,100,Apex to end,4.536220001711306,36.416095790455664
47,Pivot lever arm,100,Near to end,3.2375197476075264,18.73802145604467
47,Source seed,20260910,Apex to end,4.577852454778889,32.635443365677446
47,Source seed,20260910,Near to end,3.2419569419725205,13.570379285389114
47,Source seed,20270910,Apex to end,4.5218874190496,32.79478049406732
47,Source seed,20270910,Near to end,3.2361995321965025,13.571379242451107
47,Source seed,20280910,Apex to end,4.5112228518076645,32.72727385826311
47,Source seed,20280910,Near to end,3.234654995542782,13.559180355002546
48,Axis azimuth,-15,Apex to end,4.609573727090447,25.009818532397112
48,Axis azimuth,-15,Near to end,4.637597708222558,16.3868409744408
48,Axis azimuth,0,Apex to end,3.0658775790494857,26.884550536359125
48,Axis azimuth,0,Near to end,2.2232041171531365,19.74546005125186
48,Axis azimuth,15,Apex to end,2.7334120404979037,28.734628184513458
48,Axis azimuth,15,Near to end,1.0647272097911946,23.008196072023345
48,Pivot lever arm,0,Apex to end,3.0658775790494857,24.498228908540636
48,Pivot lever arm,0,Near to end,2.2232041171531365,20.54789634471111
48,Pivot lever arm,50,Apex to end,3.0658775790494857,26.00116229976457
48,Pivot lever arm,50,Near to end,2.2232041171531365,19.336918204816666
48,Pivot lever arm,100,Apex to end,3.0658775790494857,29.789719496232184
48,Pivot lever arm,100,Near to end,2.2232041171531365,21.920454043882803
48,Source seed,20260910,Apex to end,3.077053679127531,26.761040461016094
48,Source seed,20260910,Near to end,2.228372626077631,19.749306621671725
48,Source seed,20270910,Apex to end,3.0778505791739392,26.98122937660708
48,Source seed,20270910,Near to end,2.2234889844264143,19.745864923224293
48,Source seed,20280910,Apex to end,3.0464376407739056,26.912808528227636
48,Source seed,20280910,Near to end,2.2181130095672663,19.741295360562482
49,Axis azimuth,-15,Apex to end,5.215598342334514,23.32868047469003
49,Axis azimuth,-15,Near to end,5.427974576479686,14.654550417122389
49,Axis azimuth,0,Apex to end,4.650611055843143,25.79732957202753
49,Axis azimuth,0,Near to end,3.4475035290003686,16.439841263124183
49,Axis azimuth,15,Apex to end,5.223207188726046,28.406471890639615
49,Axis azimuth,15,Near to end,2.621828060625973,18.95052286051414
49,Pivot lever arm,0,Apex to end,4.650611055843143,26.600079341443582
49,Pivot lever arm,0,Near to end,3.4475035290003686,22.972335841556102
49,Pivot lever arm,50,Apex to end,4.650611055843143,25.99601714682743
49,Pivot lever arm,50,Near to end,3.4475035290003686,18.81723007441347
49,Pivot lever arm,100,Apex to end,4.650611055843143,27.91937175989554
49,Pivot lever arm,100,Near to end,3.4475035290003686,18.312225962263803
49,Source seed,20260910,Apex to end,4.702988964678524,25.747734617010092
49,Source seed,20260910,Near to end,3.452635202074815,16.44240683509784
49,Source seed,20270910,Apex to end,4.623637797159873,25.846998441807543
49,Source seed,20270910,Near to end,3.447837511924325,16.438971680178675
49,Source seed,20280910,Apex to end,4.627294919996102,25.79935401163058
49,Source seed,20280910,Near to end,3.4422709883481053,16.438241845234895
51,Axis azimuth,-15,Apex to end,4.5078363071111704,31.98376712896481
51,Axis azimuth,-15,Near to end,1.1632880758968551,12.603994944089258
51,Axis azimuth,0,Apex to end,6.082266946543659,33.50182514853896
51,Axis azimuth,0,Near to end,3.5946945678195648,14.64000805440776
51,Axis azimuth,15,Apex to end,7.936017718673865,34.979864597721935
51,Axis azimuth,15,Near to end,6.088903107799656,16.839179468431436
51,Pivot lever arm,0,Apex to end,6.082266946543659,31.336253252069607
51,Pivot lever arm,0,Near to end,3.5946945678195648,14.900274174191729
51,Pivot lever arm,50,Apex to end,6.082266946543659,32.77393414058687
51,Pivot lever arm,50,Near to end,3.5946945678195648,14.526174585048874
51,Pivot lever arm,100,Apex to end,6.082266946543659,36.080056480932264
51,Pivot lever arm,100,Near to end,3.5946945678195648,18.838547291338166
51,Source seed,20260910,Apex to end,6.072690504619469,33.32919078064965
51,Source seed,20260910,Near to end,3.598012143771111,14.646308615773933
51,Source seed,20270910,Apex to end,6.100648957296855,33.622072911909456
51,Source seed,20270910,Near to end,3.5948816480085113,14.64062544214384
51,Source seed,20280910,Apex to end,6.075344852625167,33.55553302000809
51,Source seed,20280910,Near to end,3.5914183243239393,14.633195054943677
52,Axis azimuth,-15,Apex to end,4.202611746494481,21.281801884846804
52,Axis azimuth,-15,Near to end,4.11112157353033,17.102801303632365
52,Axis azimuth,0,Apex to end,4.029326320845848,24.418577438042718
52,Axis azimuth,0,Near to end,2.943694915969563,19.649770111693552
52,Axis azimuth,15,Apex to end,5.3834442829849785,27.569674582201873
52,Axis azimuth,15,Near to end,4.232633685420773,22.455267612924608
52,Pivot lever arm,0,Apex to end,4.029326320845848,25.857012052346388
52,Pivot lever arm,0,Near to end,2.943694915969563,23.76396265298148
52,Pivot lever arm,50,Apex to end,4.029326320845848,25.08278995779548
52,Pivot lever arm,50,Near to end,2.943694915969563,21.137452490494276
52,Pivot lever arm,100,Apex to end,4.029326320845848,26.929117276669906
52,Pivot lever arm,100,Near to end,2.943694915969563,21.99425863644731
52,Source seed,20260910,Apex to end,4.067677455155853,24.36686490473528
52,Source seed,20260910,Near to end,2.9452537027072023,19.650999366253377
52,Source seed,20270910,Apex to end,4.007742431237368,24.463035576122774
52,Source seed,20270910,Near to end,2.9388985951823745,19.649313892839128
52,Source seed,20280910,Apex to end,4.015196042262526,24.428108951181724
52,Source seed,20280910,Near to end,2.9472087385660006,19.64907170019726
53,Axis azimuth,-15,Apex to end,2.8450855467392206,23.16723570463615
53,Axis azimuth,-15,Near to end,1.7403593341434165,15.226629444219478
53,Axis azimuth,0,Apex to end,3.286905741453472,25.04904067889054
53,Axis azimuth,0,Near to end,1.142713739977757,17.4932753792907
53,Axis azimuth,15,Apex to end,4.994369557256796,26.93569183627679
53,Axis azimuth,15,Near to end,3.609344425097352,19.615026853819057
53,Pivot lever arm,0,Apex to end,3.286905741453472,22.37010409372251
53,Pivot lever arm,0,Near to end,1.142713739977757,13.223145141154934
53,Pivot lever arm,50,Apex to end,3.286905741453472,23.88471882436905
53,Pivot lever arm,50,Near to end,1.142713739977757,14.945171948581851
53,Pivot lever arm,100,Apex to end,3.286905741453472,27.856915746658192
53,Pivot lever arm,100,Near to end,1.142713739977757,20.658032338166567
53,Source seed,20260910,Apex to end,3.331936612917349,25.046176832575135
53,Source seed,20260910,Near to end,1.146367716475316,17.49376433381708
53,Source seed,20270910,Apex to end,3.2667702482142844,25.071057554104346
53,Source seed,20270910,Near to end,1.138897686471234,17.49683549725297
53,Source seed,20280910,Apex to end,3.2651378606901935,25.03228481763801
53,Source seed,20280910,Near to end,1.1435915938100274,17.48931888458507
54,Axis azimuth,-15,Apex to end,4.543372824330572,22.951474079902763
54,Axis azimuth,-15,Near to end,4.91851145765137,12.812161313268234
54,Axis azimuth,0,Apex to end,3.4673497666987902,25.177432212207634
54,Axis azimuth,0,Near to end,2.752809559353355,14.764801870179987
54,Axis azimuth,15,Apex to end,3.5682258474069033,27.597886396570008
54,Axis azimuth,15,Near to end,1.586734538035417,17.104037381088744
54,Pivot lever arm,0,Apex to end,3.4673497666987902,25.12546295515622
54,Pivot lever arm,0,Near to end,2.752809559353355,17.82173652053102
54,Pivot lever arm,50,Apex to end,3.4673497666987902,24.065617308216925
54,Pivot lever arm,50,Near to end,2.752809559353355,13.609896543986649
54,Pivot lever arm,100,Apex to end,3.4673497666987902,25.73885602706981
54,Pivot lever arm,100,Near to end,2.752809559353355,14.41297379558569
54,Source seed,20260910,Apex to end,3.493153056298398,25.11697926423069
54,Source seed,20260910,Near to end,2.757352953615579,14.762692019009467
54,Source seed,20270910,Apex to end,3.467907162320928,25.2276634408704
54,Source seed,20270910,Near to end,2.752514481656521,14.765796796217005
54,Source seed,20280910,Apex to end,3.444190291725433,25.190000489006692
54,Source seed,20280910,Near to end,2.7488564695906135,14.766013225385853
56,Axis azimuth,-15,Apex to end,5.052449474992426,20.056608799226964
56,Axis azimuth,-15,Near to end,3.573598173002347,14.51417582921471
56,Axis azimuth,0,Apex to end,6.033819786740179,22.965631729315767
56,Axis azimuth,0,Near to end,4.410644129676439,17.84015894175425
56,Axis azimuth,15,Apex to end,7.913393268416657,25.79439138623143
56,Axis azimuth,15,Near to end,6.638479536071656,21.0878291316762
56,Pivot lever arm,0,Apex to end,6.033819786740179,21.368325997721264
56,Pivot lever arm,0,Near to end,4.410644129676439,18.770964200220885
56,Pivot lever arm,50,Apex to end,6.033819786740179,22.003625546062086
56,Pivot lever arm,50,Near to end,4.410644129676439,17.376612684849277
56,Pivot lever arm,100,Apex to end,6.033819786740179,25.439800389150008
56,Pivot lever arm,100,Near to end,4.410644129676439,20.16020283022929
56,Source seed,20260910,Apex to end,6.076838516093407,22.900545132149855
56,Source seed,20260910,Near to end,4.410255236329815,17.842948281515184
56,Source seed,20270910,Apex to end,6.004620861713126,23.027300739087142
56,Source seed,20270910,Near to end,4.408062686894865,17.84076408440075
56,Source seed,20280910,Apex to end,6.0217087787376915,22.971172358185047
56,Source seed,20280910,Near to end,4.413801118214563,17.836860858770457
57,Axis azimuth,-15,Apex to end,4.78037692395165,18.181107520366776
57,Axis azimuth,-15,Near to end,2.9311164840798147,10.834177365925848
57,Axis azimuth,0,Apex to end,5.021124368309399,20.851301933282237
57,Axis azimuth,0,Near to end,2.0280228907212487,12.889033293111877
57,Axis azimuth,15,Apex to end,6.2953849597908045,23.930418886716406
57,Axis azimuth,15,Near to end,3.8675544476115578,15.308314215570904
57,Pivot lever arm,0,Apex to end,5.021124368309399,23.058385594099647
57,Pivot lever arm,0,Near to end,2.0280228907212487,15.54024255780559
57,Pivot lever arm,50,Apex to end,5.021124368309399,20.84090361933446
57,Pivot lever arm,50,Near to end,2.0280228907212487,13.192604849151529
57,Pivot lever arm,100,Apex to end,5.021124368309399,21.736308485496092
57,Pivot lever arm,100,Near to end,2.0280228907212487,16.17034461660328
