episode,factor,value,segment,axis_rmse_deg,position_rmse_mm
7,Axis azimuth,0,Near to end,1.6042387345835094,11.324583337049328
7,Axis azimuth,15,Apex to end,6.878383752790991,34.305473040621706
7,Axis azimuth,15,Near to end,3.3581975044555747,12.333338621831377
7,Pivot lever arm,0,Apex to end,5.522830919866881,35.88501390654917
7,Pivot lever arm,0,Near to end,1.6042387345835094,17.853388397943903
7,Pivot lever arm,50,Apex to end,5.522830919866881,32.75586374151927
7,Pivot lever arm,50,Near to end,1.6042387345835094,13.895309831269863
7,Pivot lever arm,100,Apex to end,5.522830919866881,31.521876867895756
7,Pivot lever arm,100,Near to end,1.6042387345835094,14.90990716569227
7,Source seed,20260910,Apex to end,5.558084195840885,32.439539468134434
7,Source seed,20260910,Near to end,1.6093579048167186,11.32824781135763
7,Source seed,20270910,Apex to end,5.503292496121868,32.26592487842634
7,Source seed,20270910,Near to end,1.6001925070072747,11.323159134242164
7,Source seed,20280910,Apex to end,5.5090717596719525,32.31210494355664
7,Source seed,20280910,Near to end,1.6036710023211502,11.32249072594577
8,Axis azimuth,-15,Apex to end,5.054168873095532,24.54925495988163
8,Axis azimuth,-15,Near to end,1.9572217332139694,11.460258382049055
8,Axis azimuth,0,Apex to end,6.327637590947141,26.418484921963064
8,Axis azimuth,0,Near to end,2.893774556093143,13.520789114415814
8,Axis azimuth,15,Apex to end,8.032103464873515,28.815948856795398
8,Axis azimuth,15,Near to end,4.952010085406916,16.318190993060448
8,Pivot lever arm,0,Apex to end,6.327637590947141,28.575282166799745
8,Pivot lever arm,0,Near to end,2.893774556093143,20.057620102652127
8,Pivot lever arm,50,Apex to end,6.327637590947141,25.905618514945278
8,Pivot lever arm,50,Near to end,2.893774556093143,14.692473848346133
8,Pivot lever arm,100,Apex to end,6.327637590947141,25.712353369802273
8,Pivot lever arm,100,Near to end,2.893774556093143,13.576412992752722
8,Source seed,20260910,Apex to end,6.366459580905791,26.45416828860052
8,Source seed,20260910,Near to end,2.90200047634997,13.515432822426298
8,Source seed,20270910,Apex to end,6.309313918229202,26.398179324299868
8,Source seed,20270910,Near to end,2.892655438981356,13.520367652534857
8,Source seed,20280910,Apex to end,6.308817858505184,26.405316124941734
8,Source seed,20280910,Near to end,2.886935327921562,13.526679628426479
9,Axis azimuth,-15,Apex to end,8.706131072241512,32.76336895883591
9,Axis azimuth,-15,Near to end,4.535953752326804,13.48997859963421
9,Axis azimuth,0,Apex to end,9.568211599156964,35.25326602283017
9,Axis azimuth,0,Near to end,6.068780789131837,15.599160768139424
9,Axis azimuth,15,Apex to end,11.184633857559726,37.92015776411859
9,Axis azimuth,15,Near to end,8.438917221626092,18.489499995466673
9,Pivot lever arm,0,Apex to end,9.568211599156964,36.42417135755196
9,Pivot lever arm,0,Near to end,6.068780789131837,23.710812993182053
9,Pivot lever arm,50,Apex to end,9.568211599156964,35.17278449632376
9,Pivot lever arm,50,Near to end,6.068780789131837,17.703227259444827
9,Pivot lever arm,100,Apex to end,9.568211599156964,35.81897548517282
9,Pivot lever arm,100,Near to end,6.068780789131837,14.815377024054433
9,Source seed,20260910,Apex to end,9.627454623927013,35.25621772743457
9,Source seed,20260910,Near to end,6.069526311586964,15.598708256555446
9,Source seed,20270910,Apex to end,9.523533568379637,35.262256921932675
9,Source seed,20270910,Near to end,6.0652505259763725,15.596835948939614
9,Source seed,20280910,Apex to end,9.554574795626351,35.24276156873311
9,Source seed,20280910,Near to end,6.071700743564221,15.602033847723689
11,Axis azimuth,-15,Apex to end,3.40265485786837,27.579018134780725
11,Axis azimuth,-15,Near to end,3.1111198613556628,11.557388920001115
11,Axis azimuth,0,Apex to end,2.853072273685227,29.458618207493355
11,Axis azimuth,0,Near to end,1.5882164348421879,14.606883350430081
11,Axis azimuth,15,Apex to end,4.253208950931026,31.97276345642461
11,Axis azimuth,15,Near to end,3.2984592616813084,17.767813504735
11,Pivot lever arm,0,Apex to end,2.853072273685227,32.63667530670491
11,Pivot lever arm,0,Near to end,1.5882164348421879,16.898593136996045
11,Pivot lever arm,50,Apex to end,2.853072273685227,29.416922663390967
11,Pivot lever arm,50,Near to end,1.5882164348421879,13.755669070203691
11,Pivot lever arm,100,Apex to end,2.853072273685227,28.302435024828224
11,Pivot lever arm,100,Near to end,1.5882164348421879,15.740519416195147
11,Source seed,20260910,Apex to end,2.882230139521537,29.577216836324748
11,Source seed,20260910,Near to end,1.584300984265016,14.60907543603508
11,Source seed,20270910,Apex to end,2.836668561992846,29.374320880543674
11,Source seed,20270910,Near to end,1.586500440305381,14.607777223617958
11,Source seed,20280910,Apex to end,2.8442211733371487,29.4258149112991
11,Source seed,20280910,Near to end,1.5943542622486238,14.60391109666204
12,Axis azimuth,-15,Apex to end,4.506007397003201,19.612845321496057
12,Axis azimuth,-15,Near to end,5.42538093341627,11.965274145923395
12,Axis azimuth,0,Apex to end,2.7106226818684043,21.495323179707643
12,Axis azimuth,0,Near to end,2.872790098699308,15.176191016121157
12,Axis azimuth,15,Apex to end,2.5303418586381916,24.053019032313085
12,Axis azimuth,15,Near to end,1.3423114142207837,18.544830355067763
12,Pivot lever arm,0,Apex to end,2.7106226818684043,24.65228822713402
12,Pivot lever arm,0,Near to end,2.872790098699308,18.572528189452946
12,Pivot lever arm,50,Apex to end,2.7106226818684043,21.685341622090363
12,Pivot lever arm,50,Near to end,2.872790098699308,15.538505613471875
12,Pivot lever arm,100,Apex to end,2.7106226818684043,21.638911551690725
12,Pivot lever arm,100,Near to end,2.872790098699308,17.112599113378394
12,Source seed,20260910,Apex to end,2.7177329148454974,21.590570102330123
12,Source seed,20260910,Near to end,2.870809125770775,15.174005654487843
12,Source seed,20270910,Apex to end,2.7162587838138754,21.434367101384684
12,Source seed,20270910,Near to end,2.8733721540411086,15.177177451073968
12,Source seed,20280910,Apex to end,2.702174613596277,21.46329307193001
12,Source seed,20280910,Near to end,2.8744772339924927,15.177505541858919
13,Axis azimuth,-15,Apex to end,5.3131925250716385,15.25436455701637
13,Axis azimuth,-15,Near to end,2.2667259798339923,9.14821754220884
13,Axis azimuth,0,Apex to end,6.049033169006444,16.821935439188486
13,Axis azimuth,0,Near to end,1.3187606017807953,10.183292528453194
13,Axis azimuth,15,Apex to end,7.487547317191093,19.24212572524458
13,Axis azimuth,15,Near to end,3.400115328559748,12.189705659447865
13,Pivot lever arm,0,Apex to end,6.049033169006444,20.323641778199274
13,Pivot lever arm,0,Near to end,1.3187606017807953,15.62503441779558
13,Pivot lever arm,50,Apex to end,6.049033169006444,16.973381451916563
13,Pivot lever arm,50,Near to end,1.3187606017807953,11.78237951477859
13,Pivot lever arm,100,Apex to end,6.049033169006444,17.28035491933018
13,Pivot lever arm,100,Near to end,1.3187606017807953,13.725770356037641
13,Source seed,20260910,Apex to end,6.061507631453434,16.947477147296013
13,Source seed,20260910,Near to end,1.3286584227820202,10.184948063409328
13,Source seed,20270910,Apex to end,6.0465758900330036,16.743453808933985
13,Source seed,20270910,Near to end,1.315219105494264,10.18259569651645
13,Source seed,20280910,Apex to end,6.040932722971485,16.778162656655663
13,Source seed,20280910,Near to end,1.312980681330092,10.182493366228716
14,Axis azimuth,-15,Apex to end,3.6852528808236866,27.905611840429806
14,Axis azimuth,-15,Near to end,1.4719994450829506,11.769755799975874
14,Axis azimuth,0,Apex to end,4.191502780702488,29.393397689015476
14,Axis azimuth,0,Near to end,1.73881814455344,13.079017614532555
14,Axis azimuth,15,Apex to end,5.845202245542164,31.203344384261815
14,Axis azimuth,15,Near to end,4.130717467102151,15.278016774542433
14,Pivot lever arm,0,Apex to end,4.191502780702488,30.93158282419702
14,Pivot lever arm,0,Near to end,1.73881814455344,19.516416002890512
14,Pivot lever arm,50,Apex to end,4.191502780702488,30.195598814053813
14,Pivot lever arm,50,Near to end,1.73881814455344,15.772648109661056
14,Pivot lever arm,100,Apex to end,4.191502780702488,31.658415704366377
14,Pivot lever arm,100,Near to end,1.73881814455344,16.478831923044122
14,Source seed,20260910,Apex to end,4.238314732272234,29.44723920380382
14,Source seed,20260910,Near to end,1.7411305262762737,13.08396942576326
14,Source seed,20270910,Apex to end,4.161337129426754,29.37971874654186
14,Source seed,20270910,Near to end,1.7399642632266898,13.07875894735935
14,Source seed,20280910,Apex to end,4.177259603387999,29.35545539982358
14,Source seed,20280910,Near to end,1.73583353499853,13.074445125166301
16,Axis azimuth,-15,Apex to end,8.44149874651765,22.655230798154406
16,Axis azimuth,-15,Near to end,9.349762905828303,15.405542304687195
16,Axis azimuth,0,Apex to end,6.7159786780274695,20.87958582368648
16,Axis azimuth,0,Near to end,6.825519063529644,13.204157781869501
16,Axis azimuth,15,Apex to end,5.748562973290881,20.061156433284427
16,Axis azimuth,15,Near to end,4.5976660112370284,12.148534388397122
16,Pivot lever arm,0,Apex to end,6.7159786780274695,26.43883714760045
16,Pivot lever arm,0,Near to end,6.825519063529644,21.129316169965346
16,Pivot lever arm,50,Apex to end,6.7159786780274695,21.978898525853992
16,Pivot lever arm,50,Near to end,6.825519063529644,15.670347103839147
16,Pivot lever arm,100,Apex to end,6.7159786780274695,20.06493400298868
16,Pivot lever arm,100,Near to end,6.825519063529644,14.126609404335877
16,Source seed,20260910,Apex to end,6.747406294439971,20.84263766283435
16,Source seed,20260910,Near to end,6.824000571906677,13.192895743775049
16,Source seed,20270910,Apex to end,6.695078093650194,20.891391729433202
16,Source seed,20270910,Near to end,6.824864533617691,13.203527050357145
16,Source seed,20280910,Apex to end,6.707072845935528,20.90669647258386
16,Source seed,20280910,Near to end,6.827813290646724,13.21615907628308
17,Axis azimuth,-15,Apex to end,5.4713065047480125,22.231675095468034
17,Axis azimuth,-15,Near to end,3.4388431046699712,9.48498723636704
17,Axis azimuth,0,Apex to end,5.351626040113844,23.891373227365843
17,Axis azimuth,0,Near to end,1.1113364816614304,11.182717397157733
17,Axis azimuth,15,Apex to end,6.114087820923117,26.236264998288323
17,Axis azimuth,15,Near to end,2.110130797856738,13.45156170524483
17,Pivot lever arm,0,Apex to end,5.351626040113844,26.630741934918007
17,Pivot lever arm,0,Near to end,1.1113364816614304,14.680905204163984
17,Pivot lever arm,50,Apex to end,5.351626040113844,23.809795220942693
17,Pivot lever arm,50,Near to end,1.1113364816614304,11.900600889208429
17,Pivot lever arm,100,Apex to end,5.351626040113844,23.66613627874871
17,Pivot lever arm,100,Near to end,1.1113364816614304,14.920092620296883
17,Source seed,20260910,Apex to end,5.351781132940386,24.013557722759458
17,Source seed,20260910,Near to end,1.1235322594649,11.18334759801239
17,Source seed,20270910,Apex to end,5.3654228560282595,23.80515522762047
17,Source seed,20270910,Near to end,1.1061599296142954,11.18414003584376
17,Source seed,20280910,Apex to end,5.339829068315299,23.857353821854552
17,Source seed,20280910,Near to end,1.1049682066024906,11.180806130808184
18,Axis azimuth,-15,Apex to end,4.578056903509628,20.014047981318203
18,Axis azimuth,-15,Near to end,1.5277041736364336,10.885460857181286
18,Axis azimuth,0,Apex to end,6.186197272594202,21.686640078803148
18,Axis azimuth,0,Near to end,3.5771379299250268,13.149839242504877
18,Axis azimuth,15,Apex to end,8.225101491930577,24.385542408231526
18,Axis azimuth,15,Near to end,6.145543480111337,16.1839117521017
18,Pivot lever arm,0,Apex to end,6.186197272594202,27.24995322444993
18,Pivot lever arm,0,Near to end,3.5771379299250268,20.422086917147624
18,Pivot lever arm,50,Apex to end,6.186197272594202,22.32554838019744
18,Pivot lever arm,50,Near to end,3.5771379299250268,14.778024586649096
18,Pivot lever arm,100,Apex to end,6.186197272594202,19.7425934380572
18,Pivot lever arm,100,Near to end,3.5771379299250268,13.213929229381701
18,Source seed,20260910,Apex to end,6.208987615401969,21.802596370896744
18,Source seed,20260910,Near to end,3.577817331925996,13.141904931913043
18,Source seed,20270910,Apex to end,6.175904605814022,21.60153962347278
18,Source seed,20270910,Near to end,3.5764022196109426,13.14934601644933
18,Source seed,20280910,Apex to end,6.175535512410447,21.65850934493375
18,Source seed,20280910,Near to end,3.5774266171107425,13.158381317821567
19,Axis azimuth,-15,Apex to end,4.644794746329728,16.101039873393976
19,Axis azimuth,-15,Near to end,1.9927564814700784,12.335316427073273
19,Axis azimuth,0,Apex to end,5.702221666439221,18.554450432302055
19,Axis azimuth,0,Near to end,2.9646563727116897,14.686372975790363
19,Axis azimuth,15,Apex to end,7.2032337719441255,21.382801080771756
19,Axis azimuth,15,Near to end,4.934109338320475,17.070571050422966
19,Pivot lever arm,0,Apex to end,5.702221666439221,19.5216835298944
19,Pivot lever arm,0,Near to end,2.9646563727116897,14.316703267145048
19,Pivot lever arm,50,Apex to end,5.702221666439221,18.126130895681904
19,Pivot lever arm,50,Near to end,2.9646563727116897,13.960450233038348
19,Pivot lever arm,100,Apex to end,5.702221666439221,20.285138404642286
19,Pivot lever arm,100,Near to end,2.9646563727116897,18.431220451783137
19,Source seed,20260910,Apex to end,5.7157189902616325,18.61933518431851
19,Source seed,20260910,Near to end,2.9676204121605565,14.692967845044127
19,Source seed,20270910,Apex to end,5.706760600095987,18.514058086649776
19,Source seed,20270910,Near to end,2.967182539165007,14.68662855839281
19,Source seed,20280910,Apex to end,5.686195635572887,18.533327309038775
19,Source seed,20280910,Near to end,2.959439705932229,14.679622880273243
21,Axis azimuth,-15,Apex to end,6.669426744148881,19.315010358127317
21,Axis azimuth,-15,Near to end,5.354138406082181,15.275015826846916
21,Axis azimuth,0,Apex to end,5.927331921561828,21.472554681051747
21,Axis azimuth,0,Near to end,3.0534647666464574,16.659428628365912
21,Axis azimuth,15,Apex to end,6.338112803196147,24.245502591963838
21,Axis azimuth,15,Near to end,2.52566932004535,18.964069881501985
21,Pivot lever arm,0,Apex to end,5.927331921561828,26.28855067390521
21,Pivot lever arm,0,Near to end,3.0534647666464574,24.80775150299312
21,Pivot lever arm,50,Apex to end,5.927331921561828,22.571296359135648
21,Pivot lever arm,50,Near to end,3.0534647666464574,19.603226712428825
21,Pivot lever arm,100,Apex to end,5.927331921561828,21.524606095616107
21,Pivot lever arm,100,Near to end,3.0534647666464574,17.55101133288161
21,Source seed,20260910,Apex to end,5.985248572977153,21.468808789160228
21,Source seed,20260910,Near to end,3.0540372292205635,16.654825796732272
21,Source seed,20270910,Apex to end,5.890799020816758,21.473836686107052
21,Source seed,20270910,Near to end,3.0499409731207208,16.657481283048906
21,Source seed,20280910,Apex to end,5.9074925374006435,21.477286785764683
21,Source seed,20280910,Near to end,3.0566847017360588,16.66606709318437
22,Axis azimuth,-15,Apex to end,6.353767302131543,20.558242671375737
22,Axis azimuth,-15,Near to end,4.113004097770295,13.96795722894764
22,Axis azimuth,0,Apex to end,6.449029832415896,22.715596094635348
22,Axis azimuth,0,Near to end,3.48324185289564,14.900719382990175
22,Axis azimuth,15,Apex to end,7.648624286526404,25.597221907727153
22,Axis azimuth,15,Near to end,5.03185110074423,16.815097590427893
22,Pivot lever arm,0,Apex to end,6.449029832415896,28.166438296791657
22,Pivot lever arm,0,Near to end,3.48324185289564,22.375852723363614
22,Pivot lever arm,50,Apex to end,6.449029832415896,24.010831987128956
22,Pivot lever arm,50,Near to end,3.48324185289564,17.84274097353266
22,Pivot lever arm,100,Apex to end,6.449029832415896,22.25222650755097
22,Pivot lever arm,100,Near to end,3.48324185289564,17.05689198426647
22,Source seed,20260910,Apex to end,6.487439273154768,22.778299062820384
22,Source seed,20260910,Near to end,3.4803594334478474,14.897944298493247
22,Source seed,20270910,Apex to end,6.422854218400891,22.666120841582952
22,Source seed,20270910,Near to end,3.4808485476104964,14.89821272635119
22,Source seed,20280910,Apex to end,6.4384360651522,22.704492263432194
22,Source seed,20280910,Near to end,3.488750104910553,14.906099986088432
23,Axis azimuth,-15,Apex to end,4.2605113170438305,32.02094030655802
23,Axis azimuth,-15,Near to end,2.9310352631473537,9.967282510781788
23,Axis azimuth,0,Apex to end,4.40300552194519,31.946499151278186
23,Axis azimuth,0,Near to end,1.727309364124988,8.61091349470328
23,Axis azimuth,15,Apex to end,5.455711807615739,32.16104539886398
23,Axis azimuth,15,Near to end,3.001421415287354,8.126416662765386
23,Pivot lever arm,0,Apex to end,4.40300552194519,31.270258926513502
23,Pivot lever arm,0,Near to end,1.727309364124988,11.09586403201077
23,Pivot lever arm,50,Apex to end,4.40300552194519,31.089338163979843
23,Pivot lever arm,50,Near to end,1.727309364124988,8.686908933179046
23,Pivot lever arm,100,Apex to end,4.40300552194519,33.026270256561595
23,Pivot lever arm,100,Near to end,1.727309364124988,13.516512618765658
23,Source seed,20260910,Apex to end,4.412895589995067,31.889069822165574
23,Source seed,20260910,Near to end,1.733728097266319,8.61914803970734
23,Source seed,20270910,Apex to end,4.412648935104885,31.988677296415823
23,Source seed,20270910,Near to end,1.7294630150083945,8.611304503093324
23,Source seed,20280910,Apex to end,4.386068332515915,31.963156133982633
23,Source seed,20280910,Near to end,1.7191861921368965,8.6024632155566
24,Axis azimuth,-15,Apex to end,5.978085719510441,13.061722444048021
24,Axis azimuth,-15,Near to end,5.87232138413516,9.535170550350864
24,Axis azimuth,0,Apex to end,5.691107481605237,14.226495047488847
24,Axis azimuth,0,Near to end,4.657053619698823,10.948027877185437
24,Axis azimuth,15,Apex to end,6.711372073597667,16.28230777502075
24,Axis azimuth,15,Near to end,5.358337969596861,13.20327389912859
24,Pivot lever arm,0,Apex to end,5.691107481605237,19.11572460999009
24,Pivot lever arm,0,Near to end,4.657053619698823,17.53962828876809
24,Pivot lever arm,50,Apex to end,5.691107481605237,16.13870110443232
24,Pivot lever arm,50,Near to end,4.657053619698823,13.411986557083395
24,Pivot lever arm,100,Apex to end,5.691107481605237,17.057964261701485
24,Pivot lever arm,100,Near to end,4.657053619698823,14.387972222312898
24,Source seed,20260910,Apex to end,5.718717246359025,14.233293859548278
24,Source seed,20260910,Near to end,4.657318839074076,10.95056562642429
24,Source seed,20270910,Apex to end,5.672432090623879,14.228850003759764
24,Source seed,20270910,Near to end,4.652273538633669,10.946025952508997
24,Source seed,20280910,Apex to end,5.684128509560972,14.221763601941221
24,Source seed,20280910,Near to end,4.6617423555927875,10.947625497274762
26,Axis azimuth,-15,Apex to end,7.109465302963549,15.034441504753682
26,Axis azimuth,-15,Near to end,7.27110569671401,10.672008704093207
26,Axis azimuth,0,Apex to end,6.474995947810536,16.05695929922699
26,Axis azimuth,0,Near to end,6.166954676525933,9.09729832505277
26,Axis azimuth,15,Apex to end,7.218297572116069,18.30723678887528
26,Axis azimuth,15,Near to end,6.705945683683656,9.55317306707905
26,Pivot lever arm,0,Apex to end,6.474995947810536,21.204591209098037
26,Pivot lever arm,0,Near to end,6.166954676525933,18.313248420089607
26,Pivot lever arm,50,Apex to end,6.474995947810536,17.02243049540907
26,Pivot lever arm,50,Near to end,6.166954676525933,11.954156617547662
26,Pivot lever arm,100,Apex to end,6.474995947810536,16.289914580474726
26,Pivot lever arm,100,Near to end,6.166954676525933,10.262465178563716
26,Source seed,20260910,Apex to end,6.507733656071782,16.089546312268652
26,Source seed,20260910,Near to end,6.166447978910884,9.088880250404085
26,Source seed,20270910,Apex to end,6.445519611016148,16.03986336802616
26,Source seed,20270910,Near to end,6.162107164549711,9.093984987888255
26,Source seed,20280910,Apex to end,6.473391184461562,16.04555951843763
26,Source seed,20280910,Near to end,6.172439457126044,9.109225387545921
27,Axis azimuth,-15,Apex to end,3.8007781180022366,43.27707966289941
27,Axis azimuth,-15,Near to end,4.44674290632969,12.314207738523253
27,Axis azimuth,0,Apex to end,4.082879351867985,44.97678982025882
27,Axis azimuth,0,Near to end,4.164871110332233,13.876612476462956
27,Axis azimuth,15,Apex to end,5.840647025090471,47.357601607543764
27,Axis azimuth,15,Near to end,5.816381030099224,16.461127069051944
27,Pivot lever arm,0,Apex to end,4.082879351867985,49.02380794887395
27,Pivot lever arm,0,Near to end,4.164871110332233,21.823493420113465
27,Pivot lever arm,50,Apex to end,4.082879351867985,45.486969824799154
27,Pivot lever arm,50,Near to end,4.164871110332233,15.538746752179964
27,Pivot lever arm,100,Apex to end,4.082879351867985,43.24655856040289
27,Pivot lever arm,100,Near to end,4.164871110332233,12.709444305808994
27,Source seed,20260910,Apex to end,4.105053442908263,45.105545691079655
27,Source seed,20260910,Near to end,4.165382666790746,13.871824732167338
27,Source seed,20270910,Apex to end,4.068035727729671,44.8836960237853
27,Source seed,20270910,Near to end,4.159305869931249,13.874388221239835
27,Source seed,20280910,Apex to end,4.078329740277644,44.94231641308966
27,Source seed,20280910,Near to end,4.1701175039014595,13.88373512853032
28,Axis azimuth,-15,Apex to end,6.279873967205282,24.260065338615433
28,Axis azimuth,-15,Near to end,5.992847924795863,11.16557915424935
28,Axis azimuth,0,Apex to end,5.109146358124578,23.368038080339883
28,Axis azimuth,0,Near to end,3.4999715008516934,10.486998982891219
28,Axis azimuth,15,Apex to end,5.1005961358987015,23.180752220914304
28,Axis azimuth,15,Near to end,1.8958996838768953,11.486945029566241
28,Pivot lever arm,0,Apex to end,5.109146358124578,26.891706086969975
28,Pivot lever arm,0,Near to end,3.4999715008516934,19.901467571503712
28,Pivot lever arm,50,Apex to end,5.109146358124578,23.781103519891442
28,Pivot lever arm,50,Near to end,3.4999715008516934,12.80546119536619
28,Pivot lever arm,100,Apex to end,5.109146358124578,23.31067649000482
28,Pivot lever arm,100,Near to end,3.4999715008516934,9.3156212737463
28,Source seed,20260910,Apex to end,5.152594761463114,23.278113123207763
28,Source seed,20260910,Near to end,3.4997860178132565,10.477118858653789
