task,seed,subset_id,protocol,sample_size,repeat,model,fit_success,fit_error,fit_seconds,e_alpha,m_multi_correct,du_switch_detected,du_switch_location,yaw_switch_detected,yaw_switch_location,alpha_pre_du,alpha_pre_dv,alpha_pre_dw,alpha_pre_roll,alpha_pre_pitch,alpha_pre_yaw,delta_du,delta_dv,delta_dw,delta_roll,delta_pitch,delta_yaw
multigen,20260818,4,qualified,8,1,Pdiag pointwise (SE(3)),True,,0.11466274099075235,0.18808095980467077,True,False,,True,0.5774007139146861,0.27785167443445635,1.2577366728547503,0.5428639028710672,0.837214813921501,0.8125928048598078,0.8124169468594655,0.42144516217985606,-0.15125524553690095,-0.39412956223978723,-0.16574442568210856,-0.18889013299553137,0.6538444444544765
multigen,20260818,4,qualified,8,1,Pdiag finite (SE(3)),True,,96.62873678898904,0.12603435248195416,True,True,0.6774017160826756,True,0.5830183243481236,0.8624644984902673,0.7445713571854806,0.7558205277360629,0.804497826759608,0.8210838147990738,0.7186746088657623,0.5367880462611566,-0.21863509207781173,-0.2541025695693334,-0.2263574645860872,-0.1753225779500044,0.48502473004310087
multigen,20260818,8,random,15,2,Frame-weighted (SE(3)),True,,0.07962333899922669,0.1865586598581541,False,False,,False,,0.8481236913825435,0.8481236913825435,0.8481236913825435,0.8481236913825435,0.8481236913825435,0.8481236913825435,0.1163966775673051,0.1163966775673051,0.1163966775673051,0.1163966775673051,0.1163966775673051,0.1163966775673051
multigen,20260818,8,random,15,2,Full operator (SE(3)),True,,0.014354871003888547,0.13494381993814059,True,True,0.6945679331509713,True,0.5759088884144055,0.7525608451830366,0.7110794212790224,0.8116524750516239,0.7448592275387581,0.8481337245602647,0.8159159463876083,0.37035987368722373,-0.2719437338889379,-0.23082321109557125,-0.2545235622193245,-0.15132327053439465,0.6582598013055407
multigen,20260818,8,random,15,2,Pdiag pointwise (SE(3)),True,,0.12987755000358447,0.1868674638196876,True,True,0.7183354304635763,True,0.5737626793775926,1.384896744530171,0.6440608129544994,0.8171169063955235,0.7395155812788897,0.8549767349343653,0.8225893566180192,0.569144105336913,-0.19006385040529283,-0.20709900529476388,-0.25823280776754987,-0.14419363614626535,0.6674938662180747
multigen,20260818,8,random,15,2,Pdiag finite (SE(3)),True,,137.18280173800304,0.12791766475914684,True,True,0.7007419470327849,True,0.5780524148470523,0.731894690040295,0.8105075536093678,0.8719651503129652,0.8760827949357548,0.8095731600997454,0.793390309217727,0.28136504725342315,-0.17257043074738765,-0.11851011355467445,-0.11499354454300759,-0.18395239536470065,0.5846752087347212
multigen,20260818,6,random,15,0,Frame-weighted (SE(3)),True,,0.08246260799933225,0.20693253157129973,False,False,,False,,0.8118503369506257,0.8118503369506257,0.8118503369506257,0.8118503369506257,0.8118503369506257,0.8118503369506257,0.19618877874701546,0.19618877874701546,0.19618877874701546,0.19618877874701546,0.19618877874701546,0.19618877874701546
multigen,20260818,6,random,15,0,Full operator (SE(3)),True,,0.011340141005348414,0.1587240186016446,True,True,0.6687037758368297,True,0.5777552578169662,0.8770000745972881,0.4849329374809235,0.8995970799586914,0.8033290229216941,0.8228354292853968,0.807943906015912,0.48324224198138227,-0.486844348675344,-0.11368738013511348,-0.1986193568309076,-0.15752351778665052,0.6487024227927822
multigen,20260818,6,random,15,0,Pdiag pointwise (SE(3)),True,,0.12920955699519254,0.36603936834100803,True,False,,True,0.5775879337584533,-0.20295596311952438,1.679992331105239,0.8977228943268812,0.7997279883316658,0.8260294409526253,0.8087640853289162,0.2759550480105981,-0.14246478892065984,-0.1268720505608224,-0.20094554207881943,-0.17814849164990643,0.6501237671226424
multigen,20260818,6,random,15,0,Pdiag finite (SE(3)),True,,151.91552311299893,0.12597513808342695,True,True,0.6690701798635686,True,0.5809174481142069,0.7825176261885949,0.6744815976695446,0.9495993025936467,0.8510174839832793,0.7905752944623149,0.7797482628026862,0.46476161694667,-0.33462721123761363,-0.05257983301318214,-0.15961732196083112,-0.09762045771233863,0.5674480978930977
multigen,20270818,0,random,8,0,Frame-weighted (SE(3)),True,,0.007543495987192728,0.3406803154333513,False,True,0.5934811175633959,True,0.5934811175633959,0.4737908688106948,0.4737908688106948,0.4737908688106948,0.4737908688106948,0.4737908688106948,0.4737908688106948,0.14473126043111273,0.14473126043111273,0.14473126043111273,0.14473126043111273,0.14473126043111273,0.14473126043111273
multigen,20270818,0,random,8,0,Full operator (SE(3)),True,,0.0006640000065090135,0.1122934814137732,True,True,0.671846194786302,True,0.5762878432125652,0.8651238496004247,0.8624241922997649,1.2253012397780116,0.8118644443990002,0.8144589638094624,0.8160881173693759,0.47994955342424767,-0.13801867414655078,-0.01589886613230518,-0.17999092337644895,-0.18040482502666533,0.6581573302158655
multigen,20270818,0,random,8,0,Pdiag pointwise (SE(3)),True,,0.019040636005229317,0.25129680086375383,True,False,,True,0.5745323012655892,0.12040377717634598,0.06411531024494001,0.8050598574521254,0.7961143459555028,0.8224241491417575,0.8214919532886575,0.3048935078364111,-0.3072907713266338,-0.04691219540993863,-0.19286584310960064,-0.17772266040108808,0.6667477139250935
