method,metric,source,target,mean,std,n
rigid,seg2__pos_rmse_mm,diagonal_late,lift_late,1.711992472369083,0.8668374415073892,20
rigid,seg2__pos_rmse_mm,lift_early,diagonal_early,1.905766918132548,0.9213938850251171,20
rigid,seg2__pos_rmse_mm,lift_early,diagonal_late,1.9249273409588283,0.9083586230239593,20
rigid,seg2__pos_rmse_mm,lift_early,lift_early,2.0309197553192324,1.1519844094797922,20
rigid,seg2__pos_rmse_mm,lift_early,lift_late,1.711992472369083,0.8668374415073892,20
rigid,seg2__pos_rmse_mm,lift_late,diagonal_early,1.905766918132548,0.9213938850251171,20
rigid,seg2__pos_rmse_mm,lift_late,diagonal_late,1.9249273409588283,0.9083586230239593,20
rigid,seg2__pos_rmse_mm,lift_late,lift_early,2.0309197553192324,1.1519844094797922,20
rigid,seg2__pos_rmse_mm,lift_late,lift_late,1.711992472369083,0.8668374415073892,20
source,overall__pos_rmse_mm,diagonal_early,diagonal_early,9.676397214170212,3.222550708133352,20
source,overall__pos_rmse_mm,diagonal_early,diagonal_late,7.573663447893322,2.909185741409542,20
source,overall__pos_rmse_mm,diagonal_early,lift_early,11.09848189662819,2.957788183872351,20
source,overall__pos_rmse_mm,diagonal_early,lift_late,8.04702969105104,2.8896266158810042,20
source,overall__pos_rmse_mm,diagonal_late,diagonal_early,9.679403385626658,3.220912278780427,20
source,overall__pos_rmse_mm,diagonal_late,diagonal_late,7.577018214579416,2.9143596803953944,20
source,overall__pos_rmse_mm,diagonal_late,lift_early,11.100526178663891,2.9553747455295096,20
source,overall__pos_rmse_mm,diagonal_late,lift_late,8.044951527597181,2.8939099228620475,20
source,overall__pos_rmse_mm,lift_early,diagonal_early,10.733232641955954,3.3251919085538546,20
source,overall__pos_rmse_mm,lift_early,diagonal_late,8.84736273870484,3.1315655043627406,20
source,overall__pos_rmse_mm,lift_early,lift_early,10.325933097618703,2.875363693318154,20
source,overall__pos_rmse_mm,lift_early,lift_late,6.8888774984489185,2.9146205058148187,20
source,overall__pos_rmse_mm,lift_late,diagonal_early,10.733316734087758,3.3245036060770494,20
source,overall__pos_rmse_mm,lift_late,diagonal_late,8.84800538837784,3.1347822511615977,20
source,overall__pos_rmse_mm,lift_late,lift_early,10.32811298496777,2.8753186710910583,20
source,overall__pos_rmse_mm,lift_late,lift_late,6.89052793307806,2.916093350561912,20
source,overall__axis_rmse_deg,diagonal_early,diagonal_early,3.1847081240368533,0.9905219584825767,20
source,overall__axis_rmse_deg,diagonal_early,diagonal_late,4.093158793549595,1.2869163538084796,20
source,overall__axis_rmse_deg,diagonal_early,lift_early,3.366278456602834,0.9637424416190217,20
source,overall__axis_rmse_deg,diagonal_early,lift_late,4.111780049344082,1.3230606902588646,20
source,overall__axis_rmse_deg,diagonal_late,diagonal_early,3.1771754513860744,0.9851555074134648,20
source,overall__axis_rmse_deg,diagonal_late,diagonal_late,4.049734504952629,1.2748398853293779,20
source,overall__axis_rmse_deg,diagonal_late,lift_early,3.366517889139076,0.9673232995227121,20
source,overall__axis_rmse_deg,diagonal_late,lift_late,4.067128207993865,1.313493242892158,20
source,overall__axis_rmse_deg,lift_early,diagonal_early,2.9214055606806717,0.907908264373682,20
source,overall__axis_rmse_deg,lift_early,diagonal_late,3.895199681344257,1.2196712060071013,20
source,overall__axis_rmse_deg,lift_early,lift_early,3.1257571487714904,0.8763464323538849,20
source,overall__axis_rmse_deg,lift_early,lift_late,3.918643615223973,1.2536726672081044,20
source,overall__axis_rmse_deg,lift_late,diagonal_early,2.916236682303505,0.9048529373787776,20
source,overall__axis_rmse_deg,lift_late,diagonal_late,3.865917074012791,1.210725889128769,20
source,overall__axis_rmse_deg,lift_late,lift_early,3.1230489302556452,0.8818593094968319,20
source,overall__axis_rmse_deg,lift_late,lift_late,3.8896135072199685,1.2467555177900989,20
source,terminal__pos_rmse_mm,diagonal_early,diagonal_early,1.4992498513189876,0.6448988033625473,20
source,terminal__pos_rmse_mm,diagonal_early,diagonal_late,1.3807814525850874,0.7329431168080145,20
source,terminal__pos_rmse_mm,diagonal_early,lift_early,1.866205434698021,1.0404271569462646,20
source,terminal__pos_rmse_mm,diagonal_early,lift_late,1.2374083269215619,0.43053347726241925,20
source,terminal__pos_rmse_mm,diagonal_late,diagonal_early,1.4636369124359738,0.6066906780482038,20
source,terminal__pos_rmse_mm,diagonal_late,diagonal_late,1.341833807736937,0.7499047309543647,20
source,terminal__pos_rmse_mm,diagonal_late,lift_early,1.8752233035654366,1.0894530953383894,20
source,terminal__pos_rmse_mm,diagonal_late,lift_late,1.1908815107801014,0.46340235222707044,20
source,terminal__pos_rmse_mm,lift_early,diagonal_early,1.4920582279598391,0.6164475074458001,20
source,terminal__pos_rmse_mm,lift_early,diagonal_late,1.3747978996797028,0.7396834133083791,20
source,terminal__pos_rmse_mm,lift_early,lift_early,1.8537227927444573,1.0322441844393366,20
source,terminal__pos_rmse_mm,lift_early,lift_late,1.219205823566478,0.44090135471598174,20
source,terminal__pos_rmse_mm,lift_late,diagonal_early,1.4623666981855483,0.5973520637272887,20
source,terminal__pos_rmse_mm,lift_late,diagonal_late,1.349054826510359,0.750407950644105,20
source,terminal__pos_rmse_mm,lift_late,lift_early,1.8611853664713074,1.0760592445903066,20
source,terminal__pos_rmse_mm,lift_late,lift_late,1.1874093007064623,0.46497616476713094,20
source,terminal__axis_rmse_deg,diagonal_early,diagonal_early,1.7076828161634112,0.8573736205728136,20
source,terminal__axis_rmse_deg,diagonal_early,diagonal_late,0.48908350849160487,0.5128619801745082,20
source,terminal__axis_rmse_deg,diagonal_early,lift_early,2.2452066127533676,1.484934792459621,20
source,terminal__axis_rmse_deg,diagonal_early,lift_late,0.5838935748884856,0.7807793569060243,20
source,terminal__axis_rmse_deg,diagonal_late,diagonal_early,1.6714758821281865,0.8927706538100849,20
source,terminal__axis_rmse_deg,diagonal_late,diagonal_late,0.42211370652403746,0.5419325208294173,20
source,terminal__axis_rmse_deg,diagonal_late,lift_early,2.2493827126161734,1.5243644684930968,20
source,terminal__axis_rmse_deg,diagonal_late,lift_late,0.500528754980132,0.7884598167000111,20
source,terminal__axis_rmse_deg,lift_early,diagonal_early,1.6987054550601588,0.8843971169627544,20
source,terminal__axis_rmse_deg,lift_early,diagonal_late,0.4649975473693913,0.5085221953151723,20
source,terminal__axis_rmse_deg,lift_early,lift_early,2.240138167120302,1.4577503360185262,20
source,terminal__axis_rmse_deg,lift_early,lift_late,0.5540936454481356,0.8079551463183267,20
source,terminal__axis_rmse_deg,lift_late,diagonal_early,1.6909729382804435,0.8941424059140902,20
source,terminal__axis_rmse_deg,lift_late,diagonal_late,0.42883948116121395,0.5330545185322386,20
source,terminal__axis_rmse_deg,lift_late,lift_early,2.2415527391654733,1.4989441880882224,20
source,terminal__axis_rmse_deg,lift_late,lift_late,0.5151352667559583,0.800185746000271,20
source,seg0__pos_rmse_mm,diagonal_early,diagonal_early,5.3547297249136,2.8965679719895747,20
source,seg0__pos_rmse_mm,diagonal_early,diagonal_late,5.3547297249136,2.8965679719895747,20
source,seg0__pos_rmse_mm,diagonal_early,lift_early,7.674419935186823,2.303624607948687,20
source,seg0__pos_rmse_mm,diagonal_early,lift_late,7.577492741548149,2.331782866924868,20
source,seg0__pos_rmse_mm,diagonal_late,diagonal_early,5.359636749076478,2.906495096788637,20
source,seg0__pos_rmse_mm,diagonal_late,diagonal_late,5.359636749076478,2.906495096788637,20
source,seg0__pos_rmse_mm,diagonal_late,lift_early,7.660459727711157,2.300551737721548,20
source,seg0__pos_rmse_mm,diagonal_late,lift_late,7.563070845536027,2.3283522461722432,20
source,seg0__pos_rmse_mm,lift_early,diagonal_early,9.436464089548597,3.897214936290591,20
source,seg0__pos_rmse_mm,lift_early,diagonal_late,9.436464089548597,3.897214936290591,20
source,seg0__pos_rmse_mm,lift_early,lift_early,3.4697240254662987,1.2225797470274642,20
source,seg0__pos_rmse_mm,lift_early,lift_late,3.217602379732507,1.1945604504016807,20
source,seg0__pos_rmse_mm,lift_late,diagonal_early,9.437267615300673,3.900156711128375,20
source,seg0__pos_rmse_mm,lift_late,diagonal_late,9.437267615300673,3.900156711128375,20
source,seg0__pos_rmse_mm,lift_late,lift_early,3.46925730996994,1.2233970692657432,20
source,seg0__pos_rmse_mm,lift_late,lift_late,3.2162771718085352,1.1958968243686576,20
source,seg2__pos_rmse_mm,diagonal_early,diagonal_early,1.914522717353821,0.9456689753780632,20
source,seg2__pos_rmse_mm,diagonal_early,diagonal_late,1.9297321709934423,0.9005995577888113,20
source,seg2__pos_rmse_mm,diagonal_early,lift_early,2.0288979286230804,1.1416412471500543,20
source,seg2__pos_rmse_mm,diagonal_early,lift_late,1.7137223229179106,0.8566830558939608,20
source,seg2__pos_rmse_mm,diagonal_late,diagonal_early,1.8995135143052202,0.9439048778147966,20
source,seg2__pos_rmse_mm,diagonal_late,diagonal_late,1.9150793004880537,0.9061156634795731,20
source,seg2__pos_rmse_mm,diagonal_late,lift_early,2.0530746545927565,1.1758242749676455,20
source,seg2__pos_rmse_mm,diagonal_late,lift_late,1.704807809266694,0.8425565981398456,20
source,seg2__pos_rmse_mm,lift_early,diagonal_early,1.9178817247388746,0.9330479480819148,20
source,seg2__pos_rmse_mm,lift_early,diagonal_late,1.9323706964783032,0.9099110440936947,20
source,seg2__pos_rmse_mm,lift_early,lift_early,2.023191452266272,1.1390406483650104,20
source,seg2__pos_rmse_mm,lift_early,lift_late,1.7145915233372324,0.8622678013178491,20
source,seg2__pos_rmse_mm,lift_late,diagonal_early,1.8996311718425107,0.9299878708443702,20
source,seg2__pos_rmse_mm,lift_late,diagonal_late,1.9217299558333498,0.9077320299875655,20
source,seg2__pos_rmse_mm,lift_late,lift_early,2.0331137593744297,1.1596992091830551,20
source,seg2__pos_rmse_mm,lift_late,lift_late,1.7043787129049837,0.8619931073885435,20
target,overall__pos_rmse_mm,diagonal_early,diagonal_early,9.676397214170212,3.222550708133352,20
target,overall__pos_rmse_mm,diagonal_early,diagonal_late,7.577018214579416,2.9143596803953944,20
target,overall__pos_rmse_mm,diagonal_early,lift_early,10.325933097618703,2.875363693318154,20
target,overall__pos_rmse_mm,diagonal_early,lift_late,6.89052793307806,2.916093350561912,20
target,overall__pos_rmse_mm,diagonal_late,diagonal_early,9.676397214170212,3.222550708133352,20
target,overall__pos_rmse_mm,diagonal_late,diagonal_late,7.577018214579416,2.9143596803953944,20
target,overall__pos_rmse_mm,diagonal_late,lift_early,10.325933097618703,2.875363693318154,20
target,overall__pos_rmse_mm,diagonal_late,lift_late,6.89052793307806,2.916093350561912,20
target,overall__pos_rmse_mm,lift_early,diagonal_early,9.676397214170212,3.222550708133352,20
target,overall__pos_rmse_mm,lift_early,diagonal_late,7.577018214579416,2.9143596803953944,20
target,overall__pos_rmse_mm,lift_early,lift_early,10.325933097618703,2.875363693318154,20
target,overall__pos_rmse_mm,lift_early,lift_late,6.89052793307806,2.916093350561912,20
target,overall__pos_rmse_mm,lift_late,diagonal_early,9.676397214170212,3.222550708133352,20
target,overall__pos_rmse_mm,lift_late,diagonal_late,7.577018214579416,2.9143596803953944,20
target,overall__pos_rmse_mm,lift_late,lift_early,10.325933097618703,2.875363693318154,20
target,overall__pos_rmse_mm,lift_late,lift_late,6.89052793307806,2.916093350561912,20
target,overall__axis_rmse_deg,diagonal_early,diagonal_early,3.1847081240368533,0.9905219584825767,20
target,overall__axis_rmse_deg,diagonal_early,diagonal_late,4.049734504952629,1.2748398853293779,20
target,overall__axis_rmse_deg,diagonal_early,lift_early,3.1257571487714904,0.8763464323538849,20
target,overall__axis_rmse_deg,diagonal_early,lift_late,3.8896135072199685,1.2467555177900989,20
target,overall__axis_rmse_deg,diagonal_late,diagonal_early,3.1847081240368533,0.9905219584825767,20
target,overall__axis_rmse_deg,diagonal_late,diagonal_late,4.049734504952629,1.2748398853293779,20
target,overall__axis_rmse_deg,diagonal_late,lift_early,3.1257571487714904,0.8763464323538849,20
target,overall__axis_rmse_deg,diagonal_late,lift_late,3.8896135072199685,1.2467555177900989,20
target,overall__axis_rmse_deg,lift_early,diagonal_early,3.1847081240368533,0.9905219584825767,20
target,overall__axis_rmse_deg,lift_early,diagonal_late,4.049734504952629,1.2748398853293779,20
target,overall__axis_rmse_deg,lift_early,lift_early,3.1257571487714904,0.8763464323538849,20
target,overall__axis_rmse_deg,lift_early,lift_late,3.8896135072199685,1.2467555177900989,20
target,overall__axis_rmse_deg,lift_late,diagonal_early,3.1847081240368533,0.9905219584825767,20
target,overall__axis_rmse_deg,lift_late,diagonal_late,4.049734504952629,1.2748398853293779,20
target,overall__axis_rmse_deg,lift_late,lift_early,3.1257571487714904,0.8763464323538849,20
target,overall__axis_rmse_deg,lift_late,lift_late,3.8896135072199685,1.2467555177900989,20
target,terminal__pos_rmse_mm,diagonal_early,diagonal_early,1.4992498513189876,0.6448988033625473,20
target,terminal__pos_rmse_mm,diagonal_early,diagonal_late,1.341833807736937,0.7499047309543647,20
target,terminal__pos_rmse_mm,diagonal_early,lift_early,1.8537227927444573,1.0322441844393366,20
target,terminal__pos_rmse_mm,diagonal_early,lift_late,1.1874093007064623,0.46497616476713094,20
target,terminal__pos_rmse_mm,diagonal_late,diagonal_early,1.4992498513189876,0.6448988033625473,20
target,terminal__pos_rmse_mm,diagonal_late,diagonal_late,1.341833807736937,0.7499047309543647,20
target,terminal__pos_rmse_mm,diagonal_late,lift_early,1.8537227927444573,1.0322441844393366,20
target,terminal__pos_rmse_mm,diagonal_late,lift_late,1.1874093007064623,0.46497616476713094,20
target,terminal__pos_rmse_mm,lift_early,diagonal_early,1.4992498513189876,0.6448988033625473,20
target,terminal__pos_rmse_mm,lift_early,diagonal_late,1.341833807736937,0.7499047309543647,20
target,terminal__pos_rmse_mm,lift_early,lift_early,1.8537227927444573,1.0322441844393366,20
target,terminal__pos_rmse_mm,lift_early,lift_late,1.1874093007064623,0.46497616476713094,20
target,terminal__pos_rmse_mm,lift_late,diagonal_early,1.4992498513189876,0.6448988033625473,20
target,terminal__pos_rmse_mm,lift_late,diagonal_late,1.341833807736937,0.7499047309543647,20
target,terminal__pos_rmse_mm,lift_late,lift_early,1.8537227927444573,1.0322441844393366,20
target,terminal__pos_rmse_mm,lift_late,lift_late,1.1874093007064623,0.46497616476713094,20
target,terminal__axis_rmse_deg,diagonal_early,diagonal_early,1.7076828161634112,0.8573736205728136,20
target,terminal__axis_rmse_deg,diagonal_early,diagonal_late,0.42211370652403746,0.5419325208294173,20
target,terminal__axis_rmse_deg,diagonal_early,lift_early,2.240138167120302,1.4577503360185262,20
target,terminal__axis_rmse_deg,diagonal_early,lift_late,0.5151352667559583,0.800185746000271,20
target,terminal__axis_rmse_deg,diagonal_late,diagonal_early,1.7076828161634112,0.8573736205728136,20
target,terminal__axis_rmse_deg,diagonal_late,diagonal_late,0.42211370652403746,0.5419325208294173,20
target,terminal__axis_rmse_deg,diagonal_late,lift_early,2.240138167120302,1.4577503360185262,20
target,terminal__axis_rmse_deg,diagonal_late,lift_late,0.5151352667559583,0.800185746000271,20
target,terminal__axis_rmse_deg,lift_early,diagonal_early,1.7076828161634112,0.8573736205728136,20
target,terminal__axis_rmse_deg,lift_early,diagonal_late,0.42211370652403746,0.5419325208294173,20
target,terminal__axis_rmse_deg,lift_early,lift_early,2.240138167120302,1.4577503360185262,20
target,terminal__axis_rmse_deg,lift_early,lift_late,0.5151352667559583,0.800185746000271,20
target,terminal__axis_rmse_deg,lift_late,diagonal_early,1.7076828161634112,0.8573736205728136,20
target,terminal__axis_rmse_deg,lift_late,diagonal_late,0.42211370652403746,0.5419325208294173,20
target,terminal__axis_rmse_deg,lift_late,lift_early,2.240138167120302,1.4577503360185262,20
target,terminal__axis_rmse_deg,lift_late,lift_late,0.5151352667559583,0.800185746000271,20
target,seg0__pos_rmse_mm,diagonal_early,diagonal_early,5.3547297249136,2.8965679719895747,20
target,seg0__pos_rmse_mm,diagonal_early,diagonal_late,5.359636749076478,2.906495096788637,20
target,seg0__pos_rmse_mm,diagonal_early,lift_early,3.4697240254662987,1.2225797470274642,20
target,seg0__pos_rmse_mm,diagonal_early,lift_late,3.2162771718085352,1.1958968243686576,20
target,seg0__pos_rmse_mm,diagonal_late,diagonal_early,5.3547297249136,2.8965679719895747,20
target,seg0__pos_rmse_mm,diagonal_late,diagonal_late,5.359636749076478,2.906495096788637,20
target,seg0__pos_rmse_mm,diagonal_late,lift_early,3.4697240254662987,1.2225797470274642,20
target,seg0__pos_rmse_mm,diagonal_late,lift_late,3.2162771718085352,1.1958968243686576,20
target,seg0__pos_rmse_mm,lift_early,diagonal_early,5.3547297249136,2.8965679719895747,20
target,seg0__pos_rmse_mm,lift_early,diagonal_late,5.359636749076478,2.906495096788637,20
target,seg0__pos_rmse_mm,lift_early,lift_early,3.4697240254662987,1.2225797470274642,20
target,seg0__pos_rmse_mm,lift_early,lift_late,3.2162771718085352,1.1958968243686576,20
target,seg0__pos_rmse_mm,lift_late,diagonal_early,5.3547297249136,2.8965679719895747,20
target,seg0__pos_rmse_mm,lift_late,diagonal_late,5.359636749076478,2.906495096788637,20
target,seg0__pos_rmse_mm,lift_late,lift_early,3.4697240254662987,1.2225797470274642,20
target,seg0__pos_rmse_mm,lift_late,lift_late,3.2162771718085352,1.1958968243686576,20
target,seg2__pos_rmse_mm,diagonal_early,diagonal_early,1.914522717353821,0.9456689753780632,20
target,seg2__pos_rmse_mm,diagonal_early,diagonal_late,1.9150793004880537,0.9061156634795731,20
target,seg2__pos_rmse_mm,diagonal_early,lift_early,2.023191452266272,1.1390406483650104,20
target,seg2__pos_rmse_mm,diagonal_early,lift_late,1.7043787129049837,0.8619931073885435,20
target,seg2__pos_rmse_mm,diagonal_late,diagonal_early,1.914522717353821,0.9456689753780632,20
target,seg2__pos_rmse_mm,diagonal_late,diagonal_late,1.9150793004880537,0.9061156634795731,20
target,seg2__pos_rmse_mm,diagonal_late,lift_early,2.023191452266272,1.1390406483650104,20
target,seg2__pos_rmse_mm,diagonal_late,lift_late,1.7043787129049837,0.8619931073885435,20
target,seg2__pos_rmse_mm,lift_early,diagonal_early,1.914522717353821,0.9456689753780632,20
target,seg2__pos_rmse_mm,lift_early,diagonal_late,1.9150793004880537,0.9061156634795731,20
target,seg2__pos_rmse_mm,lift_early,lift_early,2.023191452266272,1.1390406483650104,20
target,seg2__pos_rmse_mm,lift_early,lift_late,1.7043787129049837,0.8619931073885435,20
target,seg2__pos_rmse_mm,lift_late,diagonal_early,1.914522717353821,0.9456689753780632,20
target,seg2__pos_rmse_mm,lift_late,diagonal_late,1.9150793004880537,0.9061156634795731,20
target,seg2__pos_rmse_mm,lift_late,lift_early,2.023191452266272,1.1390406483650104,20
target,seg2__pos_rmse_mm,lift_late,lift_late,1.7043787129049837,0.8619931073885435,20
