generator,align,enter,unlock,insert
du,0.5971401114479588,0.9964596209372678,0.7639207245760968,0.021180371300737095
dv,0.6692162285347457,0.9997464905550145,0.9869403664973537,0.9796267033145557
dw,0.7501365883858453,1.0013374672217856,0.9934380284596221,0.9686744246985701
roll,0.6669474879995723,1.0000799745214668,0.978838682190109,0.9737594719927447
pitch,0.6267969332141454,1.0059314550908407,1.0125043307013286,1.0024759888722063
yaw,0.5424910727371204,0.9992759742639239,0.3812146021952697,0.07987673574529944
