condition,progress,mean,sd
circular_honest,0.9479166666666666,0.09431123914752136,0.013483171560893566
circular_honest,0.9583333333333333,0.09340020124732051,0.01343528530988005
circular_honest,0.96875,0.09237958263277994,0.013376254584218745
circular_honest,0.9791666666666666,0.09143614924901168,0.013316049808450284
circular_honest,0.9895833333333333,0.09080180987077414,0.013263451702565725
circular_honest,1.0,0.09072265140267088,0.013245253930478583
heading_push,0.0,9.824447533665981e-08,2.173735957364863e-07
heading_push,0.010416666666666666,9.610851346405463e-08,2.0546447319181166e-07
heading_push,0.020833333333333332,8.320806696220783e-08,1.829591187832949e-07
heading_push,0.03125,6.119691984026642e-08,1.4617695503585315e-07
heading_push,0.041666666666666664,3.59087476486575e-08,9.377771314335291e-08
heading_push,0.05208333333333333,1.5320619199749433e-08,4.086047540494662e-08
heading_push,0.0625,4.567984144673711e-09,1.0458917032171045e-08
heading_push,0.07291666666666666,1.5308268640806818e-09,3.2891625683811988e-09
heading_push,0.08333333333333333,1.721746921630654e-09,4.778585711500462e-09
heading_push,0.09375,5.697938768223109e-09,1.9083245030251972e-08
heading_push,0.10416666666666666,6.91437627409862e-08,2.0399231767056271e-07
heading_push,0.11458333333333333,8.046156024629119e-07,2.9987594684267622e-06
heading_push,0.125,6.605222995061608e-07,2.104330206533928e-06
heading_push,0.13541666666666666,1.7994021304843304e-07,6.489941345860133e-07
heading_push,0.14583333333333331,4.006118264847215e-08,1.6790184935664902e-07
heading_push,0.15625,2.782071501930011e-09,1.1732361601213757e-08
heading_push,0.16666666666666666,4.889113513838345e-11,1.8702264877383115e-10
heading_push,0.17708333333333331,3.642041879705688e-12,1.4235430268677634e-11
heading_push,0.1875,5.1600341121910696e-12,2.1312440878077402e-11
heading_push,0.19791666666666666,1.5496358333554264e-11,6.458106566021799e-11
heading_push,0.20833333333333331,8.521987149931115e-11,3.440225100262463e-10
heading_push,0.21875,7.725295356224083e-10,2.4886465403791237e-09
heading_push,0.22916666666666666,8.337924127016439e-07,2.3939758289084893e-06
heading_push,0.23958333333333331,0.00022157867524941102,0.00037644630706366595
heading_push,0.25,0.002124543401333775,0.00339910604362258
heading_push,0.25,0.002124543401333775,0.00339910604362258
heading_push,0.2604166666666667,0.002341101934903975,0.003578030326909332
heading_push,0.2708333333333333,0.0015892587471525296,0.0019727279244914956
heading_push,0.28125,0.0017817656303384878,0.0026957135003874686
heading_push,0.2916666666666667,0.001925903901190084,0.0033756010494115094
heading_push,0.3020833333333333,0.0019075421207258789,0.0034574357270054463
heading_push,0.3125,0.00194106191976945,0.0035034067400225655
heading_push,0.32291666666666663,0.0020730122691914156,0.0037028444512025704
heading_push,0.3333333333333333,0.002265808811352181,0.0040567557878415424
heading_push,0.34375,0.002470483534605882,0.004509368028334381
heading_push,0.35416666666666663,0.0026771653394165496,0.0050239996572042705
