seed,subset_id,model,episode,generator,task_error_mm_equiv,task_endpoint_error_mm_equiv
20260818,2,Pdiag finite,episode_1,yaw,1.4027019787611765,0.9850909503540629
20260818,2,Pdiag finite,episode_3,yaw,1.927338724229558,0.9212608000360184
20260818,2,Pdiag finite,episode_4,yaw,1.427165593707662,0.7261600090924806
20260818,2,Pdiag finite,episode_5,translation,1.4354375231274472,0.9785288949147213
20260818,2,Pdiag finite,episode_7,translation,2.06881829187584,1.0003030385810938
20260818,2,Pdiag finite,episode_8,translation,3.778704029330997,3.22410356333525
20260818,2,Pdiag finite,episode_9,translation,4.541374467146638,5.943866932631018
20260818,2,Full operator,episode_0,yaw,3.5826005902850295,3.272255191130609
20260818,2,Full operator,episode_1,yaw,1.3376753808927102,1.3144435240632293
20260818,2,Full operator,episode_3,yaw,2.792764382582764,2.1428054787884094
20260818,2,Full operator,episode_4,yaw,4.264931128257664,3.717879859951097
20260818,2,Full operator,episode_5,translation,3.836167479527214,3.8122115953543965
20260818,2,Full operator,episode_7,translation,4.688803165740594,4.689999105233722
20260818,2,Full operator,episode_8,translation,12.240250532495224,12.399489027733072
20260818,2,Full operator,episode_9,translation,13.576479116687706,14.021076387618013
20260818,2,Generic RBF,episode_0,yaw,17.03188088958874,18.510458182559073
20260818,2,Generic RBF,episode_1,yaw,15.642805714353829,17.83532063290839
20260818,2,Generic RBF,episode_3,yaw,14.515675780472534,16.629508461590476
20260818,2,Generic RBF,episode_4,yaw,14.50929680825201,16.073552505226516
20260818,2,Generic RBF,episode_5,translation,19.153220929862872,20.23078012064539
20260818,2,Generic RBF,episode_7,translation,10.704907982939124,14.397866480783911
20260818,2,Generic RBF,episode_8,translation,13.713355316987029,14.178806642170196
20260818,2,Generic RBF,episode_9,translation,28.44193240674168,30.721253755241758
20260818,3,Pdiag finite,episode_0,yaw,5.611555086924446,0.6243940314513895
20260818,3,Pdiag finite,episode_1,yaw,5.3669382333510605,0.7155104316593488
20260818,3,Pdiag finite,episode_3,yaw,5.055241232699349,0.6871003050844094
20260818,3,Pdiag finite,episode_4,yaw,4.0114444992904055,0.6209462178708245
20260818,3,Pdiag finite,episode_5,translation,4.369173672779906,0.3584094779497914
20260818,3,Pdiag finite,episode_7,translation,6.287496118833651,1.3288689435679821
20260818,3,Pdiag finite,episode_8,translation,5.491509455018878,1.312423633732584
20260818,3,Pdiag finite,episode_9,translation,6.9431824003027085,0.7454231701204975
20260818,3,Full operator,episode_0,yaw,22.44871093333947,11.074639663465993
20260818,3,Full operator,episode_1,yaw,20.884396190758224,6.913795716247742
20260818,3,Full operator,episode_3,yaw,5.288183102465754,0.9189947995575355
20260818,3,Full operator,episode_4,yaw,8.536668422193598,4.6704970554182985
20260818,3,Full operator,episode_5,translation,9.306842031407275,3.0658887839874143
20260818,3,Full operator,episode_7,translation,17.72875196401186,2.8718379565591055
20260818,3,Full operator,episode_8,translation,12.414788263635485,8.787088763013584
20260818,3,Full operator,episode_9,translation,18.603382025015474,3.653411350294671
20260818,3,Generic RBF,episode_0,yaw,44.452937795480324,33.807825239986194
20260818,3,Generic RBF,episode_1,yaw,32.8011270986049,21.574539607517746
20260818,3,Generic RBF,episode_3,yaw,7.531634441689273,2.764770175578365
20260818,3,Generic RBF,episode_4,yaw,14.651360859866724,14.88717682690551
20260818,3,Generic RBF,episode_5,translation,12.704221563909462,9.791855791085432
20260818,3,Generic RBF,episode_7,translation,21.654050608024313,8.980878253485447
20260818,3,Generic RBF,episode_8,translation,38.420160783202235,30.063202359505716
20260818,3,Generic RBF,episode_9,translation,25.374071375309303,11.508452108120668
20260818,4,Pdiag finite,episode_0,yaw,3.5093766811833063,1.3119909456433883
20260818,4,Pdiag finite,episode_1,yaw,4.388499956759913,1.5244239945405071
20260818,4,Pdiag finite,episode_3,yaw,5.638845243488525,1.4592660367763741
20260818,4,Pdiag finite,episode_4,yaw,4.666241959989799,1.2611114812040136
20260818,4,Pdiag finite,episode_5,translation,4.258937536716426,1.5310809630971316
20260818,4,Pdiag finite,episode_7,translation,5.9848463103765015,1.5127908212621581
20260818,4,Pdiag finite,episode_8,translation,5.843149958072629,4.08342012260141
20260818,4,Pdiag finite,episode_9,translation,6.004803147216824,0.27088327488214925
20260818,4,Full operator,episode_0,yaw,10.71411046204662,6.61548382100814
20260818,4,Full operator,episode_1,yaw,3.274426189336137,2.7759606308942177
20260818,4,Full operator,episode_3,yaw,11.206587759117514,5.1308477774917
20260818,4,Full operator,episode_4,yaw,16.95450021089937,9.167760661768725
20260818,4,Full operator,episode_5,translation,7.271934604742552,5.4121003539128
20260818,4,Full operator,episode_7,translation,15.478245546665278,7.717990276795568
20260818,4,Full operator,episode_8,translation,18.800685540292204,3.863937524893607
20260818,4,Full operator,episode_9,translation,18.920537903087226,1.866249768881969
20260818,4,Generic RBF,episode_0,yaw,9.373659879826267,7.440974862832127
20260818,4,Generic RBF,episode_1,yaw,13.123573450257922,13.283590646560768
20260818,4,Generic RBF,episode_3,yaw,25.735484024870846,25.030330505643487
20260818,4,Generic RBF,episode_4,yaw,32.47721751450647,30.93495911813697
20260818,4,Generic RBF,episode_5,translation,8.641685677230463,8.726766871695897
20260818,4,Generic RBF,episode_7,translation,30.211171586367573,29.61297321680144
20260818,4,Generic RBF,episode_8,translation,42.75059250122678,33.44725707080968
20260818,4,Generic RBF,episode_9,translation,19.81389415299215,7.35652983264117
20260818,5,Pdiag finite,episode_0,yaw,4.2486604018094445,0.6772257999576946
20260818,5,Pdiag finite,episode_1,yaw,2.141474217392693,0.6317545802051527
20260818,5,Pdiag finite,episode_3,yaw,1.650092316197151,0.6321258762868565
20260818,5,Pdiag finite,episode_4,yaw,2.3436763859976053,0.6880876657324839
20260818,5,Pdiag finite,episode_5,translation,2.729373126741558,1.5031536080382075
20260818,5,Pdiag finite,episode_7,translation,2.1912417807196567,0.26748280953525816
20260818,5,Pdiag finite,episode_8,translation,2.127657135192928,0.8397704671106356
20260818,5,Pdiag finite,episode_9,translation,2.7306938218728862,0.6483240267537377
20260818,5,Full operator,episode_0,yaw,10.866752191777252,8.74362740330912
20260818,5,Full operator,episode_1,yaw,6.209886339342693,5.041962227768984
20260818,5,Full operator,episode_3,yaw,3.9213249633701164,2.837191078951406
20260818,5,Full operator,episode_4,yaw,10.339343045248865,6.9385283831194
20260818,5,Full operator,episode_5,translation,4.403289557115251,3.690057857209355
20260818,5,Full operator,episode_7,translation,3.3798236695707713,1.4329154753710902
20260818,5,Full operator,episode_8,translation,8.583856643767415,6.220861971936956
20260818,5,Full operator,episode_9,translation,11.61775076200795,9.27435428139108
20260818,5,Generic RBF,episode_0,yaw,17.593678669454306,17.676987634571997
20260818,5,Generic RBF,episode_1,yaw,16.530795685360193,18.496484312087873
20260818,5,Generic RBF,episode_3,yaw,19.28617679363171,20.52188628886863
20260818,5,Generic RBF,episode_4,yaw,22.86874964064538,21.761111983743923
20260818,5,Generic RBF,episode_5,translation,26.009493419666516,25.906488399710042
20260818,5,Generic RBF,episode_7,translation,7.750941455855327,13.156388420512346
20260818,5,Generic RBF,episode_8,translation,8.9618434070968,8.726309190477009
20260818,5,Generic RBF,episode_9,translation,33.026821876705995,34.92386114579963
20260818,6,Pdiag finite,episode_0,yaw,4.094616038956519,0.5704008800299293
