success,depth,lateral_mm,axis_err_deg,steps,solver_error,source,target,block,theta_deg,method,endpoint_pass
True,0.07063641792349191,1.6262947980049829,0.318760072726882,654,EpisodeFinished,lift_early,lift_late,2,5.0,target,True
False,0.09416335340049013,20.77867950827413,0.7029342011562985,714,,lift_early,lift_late,2,-10.0,no_adapt,False
False,0.06689071739989506,0.7032202891703752,10.133898737581852,754,,lift_early,lift_late,2,-10.0,rigid,False
True,0.07160462135782454,2.36763427820926,3.2592945549437995,673,EpisodeFinished,lift_early,lift_late,2,-10.0,source,False
True,0.07181853197345084,1.7490907772798499,2.195490030393375,659,EpisodeFinished,lift_early,lift_late,2,-10.0,target,True
True,0.07095583404955431,0.3766348017556629,5.353349445973315,672,EpisodeFinished,lift_early,lift_late,2,10.0,no_adapt,False
True,0.07160243660302343,1.8215236562683814,0.9131534966266864,665,EpisodeFinished,lift_early,lift_late,2,10.0,rigid,True
True,0.07131599459296079,1.8090944000115792,0.20855083500262728,665,EpisodeFinished,lift_early,lift_late,2,10.0,source,True
True,0.0717664895755582,1.8143009758678996,0.34800619570093616,666,EpisodeFinished,lift_early,lift_late,2,10.0,target,True
False,0.09420343837344897,17.295336420183162,1.060659115715928,698,,lift_early,lift_late,3,-5.0,no_adapt,False
True,0.07137014732362662,1.161685857740764,2.4480659435888037,685,EpisodeFinished,lift_early,lift_late,3,-5.0,rigid,True
True,0.0706839043031477,1.5673343134812012,2.237323871842645,651,EpisodeFinished,lift_early,lift_late,3,-5.0,source,True
True,0.07089120184679051,1.5208198373292159,2.3865686278493015,651,EpisodeFinished,lift_early,lift_late,3,-5.0,target,True
True,0.0676611070166719,0.8511543370117082,8.23958760618748,657,EpisodeFinished,lift_early,lift_late,3,5.0,no_adapt,False
True,0.07120999444748258,1.5155670841008082,3.0467548627854586,665,EpisodeFinished,lift_early,lift_late,3,5.0,rigid,False
True,0.07164054035573393,1.6726439556853487,0.2036101669736883,635,EpisodeFinished,lift_early,lift_late,3,5.0,source,True
True,0.07145373936511465,1.3386716547914579,1.1553628902093283,635,EpisodeFinished,lift_early,lift_late,3,5.0,target,True
False,0.09411359591620738,19.65827740281474,0.5227620284227072,707,,lift_early,lift_late,3,-10.0,no_adapt,False
