target_episode,nominal_episode,split,position_error_mm,orientation_error_deg,axis_error_deg,delta_00,delta_01,delta_02,delta_03,delta_10,delta_11,delta_12,delta_13,delta_20,delta_21,delta_22,delta_23,delta_30,delta_31,delta_32,delta_33
33,21,Evaluation,11.935989560375049,4.9019773004478795,2.7556998605825704,0.978303979786451,-0.17469821129116478,0.11136363008476985,0.02476710726090353,0.19256230671525407,0.9650591242857738,-0.17770943887501975,-0.07930753075353134,-0.07642696622587036,0.19529828879035654,0.9777614725632561,0.032273622826975004,0.0,0.0,0.0,1.0
34,48,Evaluation,6.9485342505609875,13.256711672974951,5.930146040981246,0.9244347925125944,-0.31433385793081847,0.215904006795905,0.04688521900413545,0.339076680730123,0.9366141856147504,-0.08820925059347026,-0.1639455961475964,-0.17449160145187614,0.1547517142507554,0.9724220215313994,0.08381716457136054,0.0,0.0,0.0,1.0
35,0,Calibration,4.849600985305665,6.13470650669069,5.616116747366563,0.9650273208317457,-0.1602296385580355,0.20748188589817756,0.012470975402862017,0.17946142727855596,0.98072097907859,-0.0773301837206879,-0.09486867889210644,-0.19109125089194073,0.11186073539313555,0.9751775785516504,0.09530928981702075,0.0,0.0,0.0,1.0
36,0,Evaluation,4.492685807441743,5.438429005279294,5.280020405202348,0.9723017458114495,-0.1227820295839588,0.19888159367636396,0.002533682970684459,0.16068038502770746,0.9690778715674145,-0.18726957229009802,-0.06231410661617044,-0.16973841332872816,0.21403890312186813,0.9619647701402751,0.07376796154407167,0.0,0.0,0.0,1.0
37,40,Evaluation,6.294298429832143,6.616726515840346,1.9313520559704571,0.9866463286841142,-0.0011863342998518992,0.16287300176851613,-0.012526337449616842,0.023140437600356906,0.9908509384119076,-0.13296216753612777,-0.0027264825450610958,-0.16122512906436776,0.13495558698760987,0.9776468929521571,0.06700312781770786,0.0,0.0,0.0,1.0
38,40,Evaluation,10.342195149357,10.517647815831388,4.591718915810978,0.9912297963804353,0.04091540910528251,0.12565595913185915,-0.01778175461110909,-0.034947498514952144,0.9981705665921754,-0.04933753476413583,0.019187540470670866,-0.12744474534145184,0.0445134730930115,0.9908462986750516,0.05668425417116664,0.0,0.0,0.0,1.0
39,40,Evaluation,11.543778624791283,5.146844227346502,4.029752116569551,0.9898040473609286,-0.06573915251438293,0.12635787135994367,-0.005977040355766627,0.07398322280862002,0.9953493786580215,-0.061693574608227345,-0.03323673501026217,-0.12171454543634244,0.07041291239383246,0.9900644379016164,0.05127407295162957,0.0,0.0,0.0,1.0
40,15,Calibration,11.953672824917588,2.9114289869777115,2.8679994017240777,0.9795213239736337,-0.10462970900881717,0.17201918460935764,0.004506340501637451,0.12461707133665637,0.9861102040870707,-0.10980551410028805,-0.04946549283153359,-0.15814095425414862,0.12899336955085752,0.9789546206027636,0.07750150515168502,0.0,0.0,0.0,1.0
41,40,Evaluation,22.152883665498837,8.066743479297726,3.616340462019719,0.9972951439594913,0.012104062666609468,0.07249749996917179,0.007241952641135252,-0.004408400500629683,0.994421843910829,-0.1053838809211936,0.023273698677227547,-0.07336867069698975,0.10477923467915318,0.9917854355354323,0.02984111078968882,0.0,0.0,0.0,1.0
42,40,Evaluation,10.366274084346394,6.271900536743327,2.846421438333428,0.9966653703004199,-0.01380584344358855,0.0804210067752073,-0.009292960494129865,0.02385211673030781,0.9918277240985179,-0.12533492026182405,-0.0024180822396460827,-0.07803342983241596,0.12683518595549556,0.9888496445022491,0.0211091580661196,0.0,0.0,0.0,1.0
43,10,Evaluation,11.68608050847646,6.225960443934332,5.6403206754312105,0.9974609968665044,-0.06460775635492844,0.029956594413568835,-0.003955585574976439,0.06803086208358534,0.9888343029932657,-0.13258402252150955,-0.028600670384385837,-0.021056151933367323,0.13428536421591958,0.990718970961571,-7.657044130568447e-05,0.0,0.0,0.0,1.0
44,3,Evaluation,6.532408509577897,8.262293353392387,3.726080605994903,0.9835996432436611,0.012623083943327005,0.17992331578397439,-0.013545648444033498,0.004996620879943226,0.9952581032035314,-0.09714083480951122,0.002610899665718175,-0.18029635490137388,0.09644669905946161,0.9788724424815569,0.09247667210239485,0.0,0.0,0.0,1.0
45,0,Calibration,5.693029402930336,6.1095995410738215,3.1481270766911527,0.9831311157904438,-0.02212777036135105,0.1815587258808331,-0.011996848258059023,0.04429428091896307,0.9919104869397661,-0.11896050847565826,-0.013406826405830408,-0.1774576733830019,0.1249957906401272,0.976158197465831,0.08751597125545887,0.0,0.0,0.0,1.0
46,21,Evaluation,10.641280629412716,5.718695214039517,4.941861377975214,0.9830892074559096,-0.07093098439265566,0.16883247802717918,0.0043078406458135765,0.08164918481123495,0.9950066382243427,-0.05740383705946804,-0.0416810856256066,-0.1639177257143653,0.07021812688030062,0.9839717444388583,0.08638328334209261,0.0,0.0,0.0,1.0
47,45,Evaluation,7.533574471757387,6.032415011451664,4.14095396337779,0.965340313848664,-0.19158132580567216,0.1772418518891696,0.011815949381935198,0.20824886806539578,0.9747484111333519,-0.08060982534707553,-0.1033141577566321,-0.15732287630234465,0.1147263291295661,0.9808605313684561,0.07065946928790676,0.0,0.0,0.0,1.0
48,45,Evaluation,15.902637992024761,5.865033817550704,1.8437814332178262,0.9676900769245456,-0.20851346246698374,0.141767594998981,0.015587056036648894,0.22399866511431335,0.9690579503097663,-0.10368841289381682,-0.12249230057629518,-0.11576058503986174,0.1320940002856401,0.9844544997305686,0.04339340015603346,0.0,0.0,0.0,1.0
49,6,Evaluation,7.62757469848796,7.92203159783638,4.753775945041843,0.9811184861976495,-0.008644185394021738,0.19321437343041004,-0.007162948429100924,0.024953354333739165,0.9963086633362688,-0.08213633464302737,-0.016113588363899922,-0.1917911524255669,0.08540682302937101,0.9777125489791474,0.09772165863788232,0.0,0.0,0.0,1.0
50,0,Calibration,10.767094666304587,4.0970163177740835,1.5907042640482778,0.9925043293101489,-0.041943913456072304,0.11478616826342757,-0.009377914714027158,0.059845108244667385,0.9857432206595005,-0.15725414443828947,-0.02858949647240877,-0.1065538329662262,0.16294480982168136,0.9808645521336677,0.04301595331726028,0.0,0.0,0.0,1.0
51,40,Evaluation,10.532463671761647,7.745031739252257,3.929576120392255,0.9978448875614205,0.008747814270154163,0.06503119338464236,-0.008799554652438535,0.00125487512943143,0.9883481859725527,-0.15220475870738573,0.012687064900659573,-0.06560492097354742,0.1519583463659001,0.9862072070887514,0.011153953668071703,0.0,0.0,0.0,1.0
52,0,Evaluation,6.0664118475904,5.088806373862116,2.7247854126847595,0.9872598094357528,-0.030703170336418558,0.15612617975270732,-0.010814586898055145,0.05761275757073288,0.9836059066310403,-0.1708806326229673,-0.021219085848626987,-0.14832005541388452,0.17769844054414893,0.9728434742496864,0.06419247031496951,0.0,0.0,0.0,1.0
53,45,Evaluation,11.659687541834135,5.419733331080913,0.9773098382106127,0.9732316505011182,-0.20186806195215734,0.10986100321109228,0.01812088239567311,0.2152828081822901,0.9680885358375756,-0.1282883442913059,-0.0973765305867628,-0.08045785831113658,0.148505462335691,0.9856331268237923,0.02055859551849945,0.0,0.0,0.0,1.0
54,21,Evaluation,6.117094999666415,3.6914079374531297,3.06876634015236,0.9881705712811804,-0.0812434691560892,0.13007082983247215,0.004143226685660029,0.09213304809011921,0.9925271189400029,-0.08000887212228204,-0.04592380004885335,-0.12259862765727894,0.09104623489271527,0.9882712985857737,0.05196459604935676,0.0,0.0,0.0,1.0
55,40,Calibration,10.196974284807471,10.54502712020932,1.7522666293814853,0.9903182224174358,0.06481471957122688,0.12275532768427284,-0.015148636967630469,-0.05270790210175662,0.993647729369307,-0.0994287029748025,0.039065484581048776,-0.12841999612210564,0.0919958805932259,0.9874437009520467,0.05548157111288088,0.0,0.0,0.0,1.0
56,45,Evaluation,10.733590285349912,4.806473770233745,3.290299750087813,0.978828838256132,-0.16387597280200045,0.12263266667715139,0.009502348964304352,0.18512247878487012,0.9643941434578032,-0.18887457190642523,-0.08320661561402157,-0.08731422133133089,0.20757794103056348,0.9743139253602071,0.020714733671383295,0.0,0.0,0.0,1.0
57,40,Evaluation,10.128847370120887,10.328165221793064,1.6677481930464066,0.9925309993283639,0.06656639575867068,0.10223076996647602,-0.01793593544301031,-0.052870871661264564,0.989935014684302,-0.1312758074885388,0.037088464952364474,-0.10994037612277217,0.12489027847550757,0.9860606127618587,0.037431989033057694,0.0,0.0,0.0,1.0
58,6,Evaluation,5.956213938024075,7.235953179174162,2.187912947200067,0.9871040256046447,0.011788868896588756,0.1596454359048284,-0.009979977845331889,0.01369044458918989,0.9874138614682542,-0.1575640755607067,0.0015643806715322783,-0.15949361856216676,0.15771775027082022,0.9745188027367432,0.0732538759848633,0.0,0.0,0.0,1.0
59,40,Evaluation,10.005402192651031,4.38387811413194,1.8463848997268724,0.9943974642849797,-0.04174295922819032,0.09711440870682901,-0.002265877437313657,0.05410094104992342,0.9902562030007854,-0.12831890194348033,-0.013041742122754385,-0.09081173493065803,0.1328539716129761,0.9869665906329064,0.029311484346341968,0.0,0.0,0.0,1.0
60,0,Calibration,6.882515152389129,1.5719825905528069,1.0323745471249237,0.9883130405348052,-0.0874443099380512,0.12486323145067242,-0.0016946213291895162,0.10600445400769062,0.9828777287809567,-0.15071305848172872,-0.048607492722004805,-0.10954628993890007,0.16218773975194187,0.9806603629365145,0.0463897001677282,0.0,0.0,0.0,1.0
