reachable,success,final_dist,phases,error,align_yaw,enter_yaw,unlock_yaw,insert_yaw,label,d_axial,d_du,d_dv
True,True,0.010225072503089905,"[-1, 0, 1, 2, 3, 4, 5, 6]",,-0.013995866062225177,-0.0015583334133547756,-0.0018603083098134225,-0.0015770498336959752,zero,0.0,0.0,0.0
True,True,0.011004895903170109,"[-1, 0, 1, 2, 3, 4, 5, 6]",,-0.013995866062225177,-0.00035963309534903714,-0.0015164845175685026,-0.0012822119572100852,yaw-30,-0.5235987755982988,0.0,0.0
False,False,1.6981756687164307,"[-1, 0, 1, 2, 3, 4, 5]",RuntimeError('motion planning failed'),-0.013995866062225177,-0.7571141539913996,-4.050852193354601,,yaw-15,-0.2617993877991494,0.0,0.0
True,True,0.010340233333408833,"[-1, 0, 1, 2, 3, 4, 5, 6]",,-0.013995866062225177,0.004870359860195167,0.0003247443430296815,0.00040194941863834683,yaw+15,0.2617993877991494,0.0,0.0
False,False,0.027597106993198395,"[-1, 0, 1, 2, 3, 4, 5]",RuntimeError('motion planning failed'),-0.013995866062225177,0.0150492461231903,-0.43183540300508355,,yaw+30,0.5235987755982988,0.0,0.0
True,True,0.011790251359343529,"[-1, 0, 1, 2, 3, 4, 5, 6]",,0.012170541584284048,-0.002910425198768996,0.0013073357473017274,0.0015162007467360548,trans-x,0.0,-0.015,0.0
True,True,0.011948552913963795,"[-1, 0, 1, 2, 3, 4, 5, 6]",,-0.014358479620220278,-0.0006079721142103152,-0.0015684191772639025,-0.001512125172966978,trans+y,0.0,0.0,0.015
