seed,subset_id,protocol,sample_size,optimization_success,optimization_nfev,optimization_cost,optimization_optimality,profile_max_absolute_reproduction_error,audit_fit_seconds
20270818,0,random,3,True,8,0.0003601618379041494,6.133723447988495e-10,0.0,26.918451343197376
20270818,1,random,3,True,17,0.002685810454641259,6.08051092924068e-10,0.0,10.238825314678252
20270818,2,random,3,True,17,0.0006775955716047501,7.017660127115658e-10,0.0,6.477532846853137
20270818,3,random,3,True,12,0.0001619148887226902,7.28892479208941e-10,0.0,7.490040319040418
20270818,4,random,3,True,14,0.001755073615452225,8.266829893111386e-10,0.0,35.65507570980117
20270818,5,random,3,True,7,0.001369382943744936,4.627425925138926e-10,0.0,1.7275360920466483
20270818,6,random,3,True,7,0.000111284685107053,7.069021049023268e-10,0.0,1.962535441853106
20270818,7,random,3,True,13,0.00023128549109090255,9.266166060086722e-10,0.0,4.519332621246576
20270818,8,random,3,True,11,0.0029215497730927446,6.664685072876792e-10,0.0,23.651309204287827
20270818,9,random,3,True,14,0.0007556216980613101,2.792545579426342e-10,0.0,4.465754706878215
20270818,10,qualified,3,True,14,0.0005608496261680577,5.66117720335434e-10,0.0,2.042475165333599
20270818,11,qualified,3,True,9,0.0008762388371241299,6.488378286660096e-10,0.0,4.288013994228095
20270818,12,qualified,3,True,10,0.0015700714564600262,2.501485794636299e-10,0.0,3.2684132526628673
20270818,13,qualified,3,True,5,0.0004155898296729898,4.0810250754499296e-10,0.0,2.115375134162605
20270818,14,qualified,3,True,22,0.0009271436608592292,7.49170682328989e-10,0.0,2.7297067712061107
20270818,15,qualified,3,True,11,0.0033585336571543755,8.458393748909307e-10,0.0,2.1698110811412334
20270818,16,qualified,3,True,12,0.0005265102715454493,4.02017937027142e-10,0.0,1.9894597181119025
20270818,17,qualified,3,True,7,0.001620514780989455,4.765828860620043e-10,0.0,2.943129376973957
20270818,18,qualified,3,True,10,0.0008970236762129375,8.329728557272467e-10,0.0,1.5555109018459916
20270818,19,qualified,3,True,10,0.0008662108728527453,7.472904924281822e-10,0.0,9.123956291005015
20270818,20,random,5,True,12,0.005585045392362155,5.082843815022116e-10,0.0,4.325913220178336
20270818,21,random,5,True,10,0.005607045587343796,6.104583443687792e-10,0.0,17.751974564045668
20270818,22,random,5,True,5,0.0009828542153790818,8.699093583524237e-10,0.0,1.3569649462588131
20270818,23,random,5,True,10,0.002695708352841909,1.740471900325255e-10,0.0,2.508494298905134
20270818,24,random,5,True,16,0.0012512899664902308,4.4706256280252486e-10,0.0,7.618907790631056
20270818,25,random,5,True,5,0.0018835995526726092,4.45940675533601e-10,0.0,1.1901193750090897
20270818,26,random,5,True,6,0.002695418001748941,3.283644094316904e-10,0.0,2.955496849026531
20270818,27,random,5,True,13,0.0034743674608411716,9.263295246361604e-11,0.0,5.891999902203679
20270818,28,random,5,True,9,0.0036089448450415643,8.666518582689899e-10,0.0,14.056832283735275
20270818,29,random,5,True,4,0.0008687512461843605,5.816085873764058e-10,0.0,1.839591602794826
20270818,30,qualified,5,True,10,0.0027908886964690058,5.929072108295488e-10,0.0,22.88469561189413
20270818,31,qualified,5,True,7,0.0019499258385282734,5.327430300978497e-10,0.0,1.262880124617368
20270818,32,qualified,5,True,16,0.005525310498575909,8.844145895420147e-10,0.0,3.23773926589638
20270818,33,qualified,5,True,4,0.0024069739868285323,8.237107095384976e-10,0.0,2.241629549767822
20270818,34,qualified,5,True,6,0.002581402109865681,3.302000570394778e-10,0.0,2.7716790647245944
20270818,35,qualified,5,True,4,0.0012261806618566276,4.6224589661733925e-10,0.0,2.1783957215957344
20270818,36,qualified,5,True,15,0.003976973188187265,9.716025280677778e-10,0.0,21.35647841822356
20270818,37,qualified,5,True,29,0.0071126737091508204,8.375447565380689e-10,0.0,26.936814347282052
20270818,38,qualified,5,True,10,0.004711250378233615,6.864049490929861e-10,0.0,1.8047310765832663
20270818,39,qualified,5,True,17,0.002907844593792189,6.64321296917035e-10,0.0,13.554048243910074
20270818,40,random,8,True,5,0.005511813876553379,7.722680899158983e-10,0.0,2.9620025511831045
20270818,41,random,8,True,10,0.005339880634719955,2.3261756087918448e-10,0.0,44.63909104093909
20270818,42,random,8,True,9,0.0019692780408341014,6.329114211600424e-10,0.0,3.1947640529833734
20270818,43,random,8,True,12,0.009513139018017019,5.67590749592716e-10,0.0,4.0282446090132
20270818,44,random,8,True,6,0.0025294406281654094,4.5083772793990264e-10,0.0,2.0450660376809537
20270818,45,random,8,True,13,0.004994973340397389,3.296124373852674e-10,0.0,2.4057518360204995
20270818,46,random,8,True,12,0.0055610902915434,7.880867121518785e-10,0.0,3.4790907530114055
20270818,47,random,8,True,12,0.006880317578808125,7.619283232273432e-10,0.0,4.198508528061211
20270818,48,random,8,True,12,0.004294112832893715,5.45034439856464e-10,0.0,4.070875993929803
20270818,49,random,8,True,16,0.007957248350241388,3.2687594567453647e-10,0.0,6.8169600940309465
20270818,50,qualified,8,True,11,0.010055395354688579,6.312695276715331e-10,0.0,5.041271731257439
20270818,51,qualified,8,True,14,0.008568500580295891,3.855711772215469e-10,0.0,34.32619636319578
20270818,52,qualified,8,True,5,0.0036840414251542025,3.498859081488952e-10,0.0,2.0500756967812777
20270818,53,qualified,8,True,7,0.0064692823946131935,5.760428402434867e-10,0.0,4.467131910845637
20270818,54,qualified,8,True,6,0.005760280957816983,9.18164379434968e-10,0.0,1.9447256289422512
20270818,55,qualified,8,True,12,0.010034765634236057,9.180915982754059e-10,0.0,4.921153981704265
20270818,56,qualified,8,True,7,0.0052276338805992695,9.596788857979659e-10,0.0,3.576657467056066
20270818,57,qualified,8,True,12,0.0058435829204689805,9.53046492308152e-11,0.0,2.728485000319779
20270818,58,qualified,8,True,10,0.004241639138164902,1.5919121433326294e-10,0.0,5.55575435096398
20270818,59,qualified,8,True,7,0.009603386477545786,8.051171266267939e-10,0.0,5.370471944101155
20270818,60,random,10,True,6,0.007365787328109987,7.683607708514322e-10,0.0,7.302885322831571
20270818,61,random,10,True,12,0.007052608841450953,3.392330760405684e-10,0.0,4.341829675715417
20270818,62,random,10,True,9,0.007194524677688689,3.2517339272970143e-10,0.0,2.7351086819544435
20270818,63,random,10,True,22,0.008272278906473817,4.759916051123743e-10,0.0,5.502842030953616
20270818,64,random,10,True,6,0.005979397908060478,6.570474137513375e-10,0.0,7.6042464771308005
20270818,65,random,10,True,5,0.007405897235312105,7.855572699145915e-10,0.0,4.205128664150834
20270818,66,random,10,True,8,0.00943150342121664,6.138116562748516e-10,0.0,3.693868429865688
20270818,67,random,10,True,15,0.0026149090210660824,8.720051403395035e-10,0.0,6.613722275942564
20270818,68,random,10,True,13,0.006378876514867174,6.530108751656999e-10,0.0,5.953960414044559
20270818,69,random,10,True,17,0.008357285383636155,3.7512171875386777e-10,0.0,4.114737067837268
20270818,70,qualified,10,True,12,0.004888735390592533,2.8921539502754865e-10,0.0,3.352070199791342
20270818,71,qualified,10,True,12,0.004259850648181948,3.95635406782251e-10,0.0,3.2643239200115204
20270818,72,qualified,10,True,11,0.008399241772112202,3.666238691931041e-10,0.0,3.5462057520635426
20270818,73,qualified,10,True,12,0.004631845009492897,2.5435211196756794e-10,0.0,2.6969247180968523
20270818,74,qualified,10,True,12,0.008150112649064272,9.820960085711058e-11,0.0,3.0092203058302402
20270818,75,qualified,10,True,13,0.006129050850333925,4.428823885295079e-10,0.0,2.6017827768810093
20270818,76,qualified,10,True,12,0.009408089884045685,2.0218405220452967e-10,0.0,2.106255667284131
20270818,77,qualified,10,True,8,0.009315805891786311,2.704454716116013e-10,0.0,3.369980975985527
20270818,78,qualified,10,True,8,0.005753882813099985,2.468658772492351e-10,0.0,5.7619947753846645
20270818,79,qualified,10,True,8,0.006099275048085644,1.1853633594646233e-10,0.0,2.5767392283305526
20270818,80,random,15,True,8,0.012054563427787806,1.0679267132472593e-10,0.0,3.6747534219175577
20270818,81,random,15,True,9,0.01122934996862517,7.85184618219592e-11,0.0,3.586734333075583
20270818,82,random,15,True,14,0.014091233239858787,4.129696632045219e-10,0.0,3.5594865679740906
20270818,83,random,15,True,9,0.014082764840441537,3.535033371897623e-10,0.0,4.980371948797256
20270818,84,random,15,True,11,0.013566892302969855,5.445475189318305e-10,0.0,4.729590743314475
20270818,85,random,15,True,4,0.014139893279038935,6.607135508932878e-10,0.0,5.021931522060186
20270818,86,random,15,True,13,0.00921420750268657,6.162641926691997e-10,0.0,5.664862327743322
20270818,87,random,15,True,7,0.008113754295209916,4.697776267324513e-10,0.0,2.9949470618739724
20270818,88,random,15,True,7,0.015898975656791107,2.1919809655740213e-10,0.0,3.787331980187446
20270818,89,random,15,True,9,0.013190828977515064,3.3081057659150397e-10,0.0,2.9778117379173636
20270818,90,qualified,15,True,9,0.013150457976935617,6.307184392885285e-10,0.0,3.05274999095127
20270818,91,qualified,15,True,5,0.00903188633566517,1.5051470070929908e-10,0.0,2.3303498928435147
20270818,92,qualified,15,True,8,0.01277231232872773,1.470060365159641e-10,0.0,3.210327923297882
20270818,93,qualified,15,True,13,0.013795081589367823,5.173697457955089e-10,0.0,5.017551169265062
20270818,94,qualified,15,True,12,0.011847792689650655,8.315058991475442e-10,0.0,6.230144962202758
20270818,95,qualified,15,True,13,0.009467036576835296,5.101516227067146e-10,0.0,4.917881547939032
20270818,96,qualified,15,True,14,0.008131403728557383,4.692693845699505e-10,0.0,4.281418212689459
20270818,97,qualified,15,True,10,0.016034301288455705,8.219672570231995e-11,0.0,3.7931254017166793
20270818,98,qualified,15,True,11,0.012070037765870402,3.1281847700473724e-10,0.0,5.137080775108188
20270818,99,qualified,15,True,8,0.01261130441163022,1.3962912148440753e-10,0.0,5.842416476923972
20270818,100,random,20,True,9,0.014219191192690675,6.16117040622904e-10,0.0,3.9100426309742033
20270818,101,random,20,True,12,0.015986803064234355,1.8483344160650437e-10,0.0,4.5036151660606265
20270818,102,random,20,True,7,0.016421806370733656,4.5352215103910197e-10,0.0,4.113218601793051
20270818,103,random,20,True,5,0.019375271581762117,5.670253420585516e-10,0.0,4.27824896806851
20270818,104,random,20,True,13,0.01640353410719494,5.879196680224227e-10,0.0,5.052441826090217
20270818,105,random,20,True,7,0.01639109473509264,3.648090780988322e-10,0.0,4.013559354934841
20270818,106,random,20,True,5,0.01663426594272533,4.741382407458011e-10,0.0,4.805103029124439
20270818,107,random,20,True,9,0.013352569833007397,1.538649457202784e-10,0.0,3.5504569662734866
20270818,108,random,20,True,7,0.012656387838609326,6.001653776420246e-10,0.0,4.983104177284986
20270818,109,random,20,True,8,0.016078259982171102,4.172389930949243e-09,0.0,4.404992843978107
20270818,110,qualified,20,True,6,0.017309918322191,8.038014477782447e-10,0.0,8.862786899786443
20270818,111,qualified,20,True,8,0.019440729138018455,3.145043618993933e-10,0.0,4.371069239918143
20270818,112,qualified,20,True,8,0.016267674207498653,3.7291826400629264e-10,0.0,5.787163757253438
20270818,113,qualified,20,True,7,0.01618508760698055,7.869976025197426e-10,0.0,5.313044161070138
20270818,114,qualified,20,True,7,0.017136033184731794,1.0230629089176858e-10,0.0,3.7949380637146533
20270818,115,qualified,20,True,10,0.016592708369947466,3.8800106873314385e-10,0.0,4.800783542916179
20270818,116,qualified,20,True,10,0.013459229968782186,6.019770839098535e-10,0.0,3.891399617306888
20270818,117,qualified,20,True,8,0.01735156791226782,6.662239099934645e-10,0.0,3.5196026428602636
20270818,118,qualified,20,True,12,0.02022612109634868,1.2773437394982688e-10,0.0,4.933737460989505
20270818,119,qualified,20,True,5,0.017936669558297508,9.152960723242989e-10,0.0,7.808050816878676
20270818,120,all,30,True,6,0.0255592212365935,1.0694381089772584e-08,0.0,5.062021200079471
