seed,subset_id,model,episode,generator,task_error_mm_equiv,task_endpoint_error_mm_equiv
20270818,0,Pdiag finite,episode_0,yaw,3.083428251923526,1.0077599500484633
20270818,0,Pdiag finite,episode_1,yaw,1.989296154870753,1.1053992787035425
20270818,0,Pdiag finite,episode_3,yaw,3.1004191929861498,1.096748604051264
20270818,0,Pdiag finite,episode_4,yaw,4.034809888204335,0.9468892018601984
20270818,0,Pdiag finite,episode_5,translation,4.889876545723615,4.565561244049268
20270818,0,Pdiag finite,episode_6,translation,3.399786893036246,3.0942457097713456
20270818,0,Pdiag finite,episode_7,translation,1.7718246647087335,1.248923387824471
20270818,0,Pdiag finite,episode_8,translation,1.3778811770739774,1.016749419455463
20270818,0,Full operator,episode_0,yaw,5.583024174174041,6.1111291897694935
20270818,0,Full operator,episode_1,yaw,3.506236187594171,1.9236676796340682
20270818,0,Full operator,episode_3,yaw,7.4756266677325085,8.051041351976949
20270818,0,Full operator,episode_4,yaw,14.789340351286526,12.356686667130809
20270818,0,Full operator,episode_5,translation,14.144100476272675,15.513938951000418
20270818,0,Full operator,episode_6,translation,8.533716704302774,8.821610209446876
20270818,0,Full operator,episode_7,translation,3.3624256346689405,4.609615310163229
20270818,0,Full operator,episode_8,translation,6.5321372980262185,6.290264342750281
20270818,0,Generic RBF,episode_0,yaw,18.270367719664613,19.26361636915493
20270818,0,Generic RBF,episode_1,yaw,23.42037403067033,25.167199529068785
20270818,0,Generic RBF,episode_3,yaw,36.605790668222056,37.03973842572617
20270818,0,Generic RBF,episode_4,yaw,45.19903963414516,43.003295262508345
20270818,0,Generic RBF,episode_5,translation,29.959948290247944,28.60134588596085
20270818,0,Generic RBF,episode_6,translation,29.346316268870396,33.69398136637083
20270818,0,Generic RBF,episode_7,translation,7.927689960748341,4.811531178933863
20270818,0,Generic RBF,episode_8,translation,63.525149775764795,64.06780126346275
20270818,1,Pdiag finite,episode_0,yaw,2.488036131767757,0.4291055526730155
20270818,1,Pdiag finite,episode_1,yaw,2.1006725541706333,0.5102780041455284
20270818,1,Pdiag finite,episode_3,yaw,3.104966775272182,0.5003018722420213
20270818,1,Pdiag finite,episode_4,yaw,4.204798572150487,0.40298323503178785
20270818,1,Pdiag finite,episode_5,translation,1.838874279942858,0.8168279986453489
20270818,1,Pdiag finite,episode_6,translation,3.5168049491198587,1.7027913745540488
20270818,1,Pdiag finite,episode_7,translation,2.122556542530963,0.931754775974941
20270818,1,Pdiag finite,episode_8,translation,1.1463408858595507,0.3762073763490034
20270818,1,Full operator,episode_0,yaw,6.522547797257638,4.4545599806490825
20270818,1,Full operator,episode_1,yaw,3.08375737414816,0.9274274736249618
20270818,1,Full operator,episode_3,yaw,9.0038903220207,6.243638718058446
20270818,1,Full operator,episode_4,yaw,16.424018869203852,9.94181674726014
20270818,1,Full operator,episode_5,translation,4.715011006682227,1.4890993896981701
20270818,1,Full operator,episode_6,translation,11.619934669011698,6.73584040615381
20270818,1,Full operator,episode_7,translation,6.694567400772878,4.061378406985992
20270818,1,Full operator,episode_8,translation,2.387457737336449,1.203359236207731
20270818,1,Generic RBF,episode_0,yaw,8.889033750793542,1.928257005147961
20270818,1,Generic RBF,episode_1,yaw,9.606465217668307,11.431224546681092
20270818,1,Generic RBF,episode_3,yaw,37.53868851173191,37.74215982648938
20270818,1,Generic RBF,episode_4,yaw,53.76540573243642,50.9371576927179
20270818,1,Generic RBF,episode_5,translation,5.654623141808176,6.520428425648245
20270818,1,Generic RBF,episode_6,translation,41.612781365351694,42.726420329422446
20270818,1,Generic RBF,episode_7,translation,25.989272646303952,27.08982229604206
20270818,1,Generic RBF,episode_8,translation,19.625916538745578,22.57115058793825
20270818,2,Pdiag finite,episode_0,yaw,2.715575467939716,0.8271643447086503
20270818,2,Pdiag finite,episode_1,yaw,2.3714992030808038,0.9722553772033662
20270818,2,Pdiag finite,episode_3,yaw,2.803501197729757,0.9508011278661306
20270818,2,Pdiag finite,episode_4,yaw,3.3401625408331648,0.6755655106565681
20270818,2,Pdiag finite,episode_5,translation,2.0603976879729173,0.9950002177844229
20270818,2,Pdiag finite,episode_6,translation,2.3769297188746004,1.3437728872320287
20270818,2,Pdiag finite,episode_7,translation,3.2546589050100065,4.367354292875588
20270818,2,Pdiag finite,episode_8,translation,4.486218985555288,6.360031036233318
20270818,2,Full operator,episode_0,yaw,3.4148884059102267,3.09028703428083
20270818,2,Full operator,episode_1,yaw,3.6245004964248233,1.2635407023903593
20270818,2,Full operator,episode_3,yaw,3.396302191229535,2.094010531687074
20270818,2,Full operator,episode_4,yaw,6.345994170948436,3.5295896616574636
20270818,2,Full operator,episode_5,translation,4.416287964250201,3.9080367098399664
20270818,2,Full operator,episode_6,translation,5.875304582335255,5.164390067338088
20270818,2,Full operator,episode_7,translation,12.304599930353556,13.115772403140602
20270818,2,Full operator,episode_8,translation,13.040043727776197,14.034299741646144
20270818,2,Generic RBF,episode_0,yaw,16.83418185585104,18.509832387360927
20270818,2,Generic RBF,episode_1,yaw,16.221828696021753,17.853369199771087
20270818,2,Generic RBF,episode_3,yaw,14.692118724683523,16.65545487118487
20270818,2,Generic RBF,episode_4,yaw,15.325306287580581,16.096308423242117
20270818,2,Generic RBF,episode_5,translation,19.31903175182082,20.194128625481998
20270818,2,Generic RBF,episode_6,translation,11.599387996376223,14.650808324658872
20270818,2,Generic RBF,episode_7,translation,13.544713211413118,14.919232129762984
20270818,2,Generic RBF,episode_8,translation,28.20839081855024,30.7281919925046
20270818,3,Pdiag finite,episode_0,yaw,2.9025273108515024,0.5874958032734661
20270818,3,Pdiag finite,episode_1,yaw,1.8451398791621225,0.632066813003982
20270818,3,Pdiag finite,episode_3,yaw,2.1733797083085165,0.6169381732532886
20270818,3,Pdiag finite,episode_4,yaw,3.417360346118924,0.5543015808280172
20270818,3,Pdiag finite,episode_5,translation,1.4942047435684915,0.27559592590421456
20270818,3,Pdiag finite,episode_6,translation,1.3303507894320126,1.2874836180560951
20270818,3,Pdiag finite,episode_7,translation,1.4758883593655108,0.6180730982751478
20270818,3,Pdiag finite,episode_8,translation,0.9248363674183456,0.7116596685391839
20270818,3,Full operator,episode_0,yaw,13.363687317198815,11.032209797754446
20270818,3,Full operator,episode_1,yaw,8.37888198970234,6.962601530282455
20270818,3,Full operator,episode_3,yaw,2.5856098567942247,0.8619608665745577
20270818,3,Full operator,episode_4,yaw,7.477277078989577,4.509226377796249
20270818,3,Full operator,episode_5,translation,4.31607610961672,3.1802830848868027
