arm,seed,subset_id,protocol,sample_size,repeat,model,fit_success,fit_error,fit_seconds,e_alpha,m_oop_correct,alpha_active_du,alpha_active_dv,alpha_active_dw,alpha_active_roll,alpha_active_pitch,alpha_active_yaw
heading_push,20260818,10,qualified,15,1,Pdiag pointwise (SE(3)),True,,0.01716469705570489,0.07903676053008604,True,0.8329954172686311,1.0099045134991562,0.03765577281105156,-0.013648800384344167,0.01134513243907997,0.7267567424689444
heading_push,20260818,10,qualified,15,1,Pdiag finite (SE(3)),True,,88.4444903449621,0.07881492714333882,True,0.8341182224680306,1.0871412416045894,0.030904445536244336,0.02837068468694603,4.126151169493119e-11,0.6942369729754334
heading_push,20260818,2,random,8,2,Frame-weighted (SE(3)),True,,0.006913357996381819,0.19456111622640374,False,0.5248622986020557,0.5248622986020557,0.5248622986020557,0.5248622986020557,0.5248622986020557,0.5248622986020557
heading_push,20260818,2,random,8,2,Full operator (SE(3)),True,,0.004219076014123857,0.2056048657857676,True,3.958613485267228,0.9117165982053975,0.07599013961242801,0.009786339765779873,0.001302606678925327,0.65814731249708
heading_push,20260818,2,random,8,2,Pdiag pointwise (SE(3)),True,,0.016907232929952443,0.07348068099261112,True,1.5457514937315615,0.8090301530323318,0.006664549041589859,0.0010003072108770157,0.0032704530539287907,0.7321370680859344
heading_push,20260818,2,random,8,2,Pdiag finite (SE(3)),True,,91.61940360802691,0.07093579805117663,True,1.2499904195692078,0.7202225967452487,0.11148965472258167,0.05218146627818512,0.19834400367498695,0.699891074914093
heading_push,20260818,6,random,15,0,Frame-weighted (SE(3)),True,,0.007061601034365594,0.1966212489905476,False,0.6027129765048534,0.6027129765048534,0.6027129765048534,0.6027129765048534,0.6027129765048534,0.6027129765048534
heading_push,20260818,6,random,15,0,Full operator (SE(3)),True,,0.004433069028891623,0.1038083014752724,True,0.8245737899784882,0.9948358360907804,0.0028895970729132386,-0.011336212627188608,-5.978115631745428e-05,0.7280228403523832
heading_push,20260818,6,random,15,0,Pdiag pointwise (SE(3)),True,,0.017386827967129648,0.055361343603491105,True,1.058189709064138,1.030021768782893,-0.0002959482020224614,-0.010086397147890343,0.0042277331468960995,0.739744340541045
heading_push,20260818,6,random,15,0,Pdiag finite (SE(3)),True,,94.9591245179763,0.055142743937728916,True,1.030009915594831,0.9938788253819243,1.2945907528317863e-11,0.04501145715020744,8.927892067887487e-13,0.7344096571885613
heading_push,20270818,0,random,8,0,Frame-weighted (SE(3)),True,,0.0044799220049753785,0.19973445646359328,False,0.6186296893827884,0.6186296893827884,0.6186296893827884,0.6186296893827884,0.6186296893827884,0.6186296893827884
heading_push,20270818,0,random,8,0,Full operator (SE(3)),True,,0.0006838859990239143,0.11966346138286137,True,0.8579501510702559,0.9744031956616277,0.2733990732530943,0.03528790127896442,0.0015232864377770718,0.5887409123532135
heading_push,20270818,0,random,8,0,Pdiag pointwise (SE(3)),True,,0.010851491009816527,0.07144224085999848,True,0.9927377015022486,0.9361874092037338,0.02758281362704457,0.04139584949933251,0.0011904486127347444,0.6504800202171029
heading_push,20270818,0,random,8,0,Pdiag finite (SE(3)),True,,32.7644767339807,0.0677822053139589,True,0.9921794916380208,0.952069816381058,0.018393601326427023,0.023109895503787663,4.347043867985457e-06,0.6550323392503937
heading_push,20270818,1,random,8,1,Frame-weighted (SE(3)),True,,0.004328491049818695,0.2030846279377455,False,0.467203448375419,0.467203448375419,0.467203448375419,0.467203448375419,0.467203448375419,0.467203448375419
heading_push,20270818,1,random,8,1,Full operator (SE(3)),True,,0.000630138092674315,0.1917653062127168,True,0.7383117291970072,1.049142050345921,0.054670185457079246,0.019560012773873637,0.00350119799882408,0.5678895167277676
