dataset,episode_index,threshold,window_s,terminal_tilt_deg,axis_x,axis_y,axis_z
insert_jc_fix_3,3,0.6,0.25,0.8320324456348365,-0.013776584051336463,0.004590298913198356,0.9998945618852839
insert_jc_fix_3,3,0.6,0.5,0.9786095063433354,-0.016582606377418155,0.004088246997548575,0.9998541410636946
insert_jc_fix_3,3,0.6,1.0,1.1828246652443044,-0.02036768748435397,0.0033584424412426324,0.9997869163831404
insert_jc_fix_3,4,0.4,0.25,1.2425791341431625,0.015757728856457893,-0.014898000873562522,0.9997648441264864
insert_jc_fix_3,4,0.4,0.5,1.2470000571825843,0.015900167271980833,-0.01485909709211555,0.9997631679124462
insert_jc_fix_3,4,0.4,1.0,1.2496355151533072,0.01598058859140482,-0.014840234322838822,0.9997621658342125
insert_jc_fix_3,4,0.5,0.25,1.2407479987357903,0.015710814767879413,-0.014901073532440006,0.9997655366669279
insert_jc_fix_3,4,0.5,0.5,1.2438964261675431,0.01580524891007776,-0.01488112867943535,0.9997643452914875
insert_jc_fix_3,4,0.5,1.0,1.2479357518802798,0.015931248563117582,-0.014849724206083078,0.9997628123761272
insert_jc_fix_3,4,0.6,0.25,1.2407479987357903,0.015710814767879413,-0.014901073532440006,0.9997655366669279
insert_jc_fix_3,4,0.6,0.5,1.2438964261675431,0.01580524891007776,-0.01488112867943535,0.9997643452914875
insert_jc_fix_3,4,0.6,1.0,1.2479357518802798,0.015931248563117582,-0.014849724206083078,0.9997628123761272
insert_jc_fix_3,5,0.4,0.25,3.0823444750970563,0.05215113108587986,-0.013099322873879956,0.9985532871443111
insert_jc_fix_3,5,0.4,0.5,3.0833415946382488,0.05218367532895713,-0.013040932305942119,0.9985523512133723
insert_jc_fix_3,5,0.4,1.0,3.0767463135391218,0.052079585980287973,-0.012983319739765199,0.9985585361573236
insert_jc_fix_3,5,0.5,0.25,3.133103213340638,0.05311315979756576,-0.01289340239584475,0.9985052590902949
insert_jc_fix_3,5,0.5,0.5,3.105136184485464,0.05258909732430414,-0.01298438551650134,0.998531818509242
insert_jc_fix_3,5,0.5,1.0,3.087870250564161,0.05228209504621362,-0.012972324615818818,0.9985480966541574
insert_jc_fix_3,5,0.6,0.25,3.133103213340638,0.05311315979756576,-0.01289340239584475,0.9985052590902949
insert_jc_fix_3,5,0.6,0.5,3.105136184485464,0.05258909732430414,-0.01298438551650134,0.998531818509242
insert_jc_fix_3,5,0.6,1.0,3.087870250564161,0.05228209504621362,-0.012972324615818818,0.9985480966541574
insert_jc_fix_3,6,0.4,0.25,1.4266935019643663,-0.01985940662886428,-0.015017013116862925,0.9996899985922623
insert_jc_fix_3,6,0.4,0.5,1.4122240529717878,-0.01956779975442787,-0.014983327488822173,0.9996962544243793
insert_jc_fix_3,6,0.4,1.0,1.0498270277025017,-0.012035576940188825,-0.01381439041294541,0.9998321396640716
insert_jc_fix_3,6,0.5,0.25,1.4266935019643663,-0.01985940662886428,-0.015017013116862925,0.9996899985922623
insert_jc_fix_3,6,0.5,0.5,1.4122240529717878,-0.01956779975442787,-0.014983327488822173,0.9996962544243793
insert_jc_fix_3,6,0.5,1.0,1.0498270277025017,-0.012035576940188825,-0.01381439041294541,0.9998321396640716
insert_jc_fix_3,6,0.6,0.25,1.4089197505508466,-0.01957276941234264,-0.014881771325526351,0.9996976740893949
insert_jc_fix_3,6,0.6,0.5,1.4138273849893415,-0.019632321170875544,-0.01494491710691806,0.9996955643685287
insert_jc_fix_3,6,0.6,1.0,1.1773632866260872,-0.014830613611314415,-0.014221440059870204,0.9997888794853318
insert_jc_fix_3,7,0.4,0.25,3.9775132462277933,-0.03237013876265391,-0.061348767794095926,0.997591350607368
insert_jc_fix_3,7,0.4,0.5,3.9862560647935776,-0.03273411507877508,-0.061327937405708424,0.9975807545274573
insert_jc_fix_3,7,0.4,1.0,3.9808021114119025,-0.03286135905112955,-0.061152070004201205,0.9975873673095074
insert_jc_fix_3,7,0.5,0.25,3.9775132462277933,-0.03237013876265391,-0.061348767794095926,0.997591350607368
insert_jc_fix_3,7,0.5,0.5,3.9862560647935776,-0.03273411507877508,-0.061327937405708424,0.9975807545274573
insert_jc_fix_3,7,0.5,1.0,3.9808021114119025,-0.03286135905112955,-0.061152070004201205,0.9975873673095074
insert_jc_fix_3,7,0.6,0.25,3.9775132462277933,-0.03237013876265391,-0.061348767794095926,0.997591350607368
insert_jc_fix_3,7,0.6,0.5,3.9862560647935776,-0.03273411507877508,-0.061327937405708424,0.9975807545274573
insert_jc_fix_3,7,0.6,1.0,3.9808021114119025,-0.03286135905112955,-0.061152070004201205,0.9975873673095074
insert_jc_fix_3,8,0.4,0.25,1.6283728310639505,0.015304105828667359,-0.02394347219153001,0.9995961657010287
insert_jc_fix_3,8,0.4,0.5,1.6356608605029672,0.015819510242286037,-0.0237590202995699,0.9995925430144519
insert_jc_fix_3,8,0.4,1.0,1.6728511042609566,0.017692793829008808,-0.02322011250791627,0.999573804889686
insert_jc_fix_3,8,0.5,0.25,1.6283728310639505,0.015304105828667359,-0.02394347219153001,0.9995961657010287
insert_jc_fix_3,8,0.5,0.5,1.6356608605029672,0.015819510242286037,-0.0237590202995699,0.9995925430144519
insert_jc_fix_3,8,0.5,1.0,1.6728511042609566,0.017692793829008808,-0.02322011250791627,0.999573804889686
insert_jc_fix_3,8,0.6,0.25,1.6320251339994474,0.016204915203458476,-0.023420752636906586,0.9995943522595401
insert_jc_fix_3,8,0.6,0.5,1.6390764890619278,0.016020533645161712,-0.023695903231403997,0.9995908396297818
insert_jc_fix_3,8,0.6,1.0,1.6620555677151299,0.017303111381391643,-0.02327767680246097,0.9995792875501188
insert_jc_fix_3,9,0.4,0.25,4.907234475721236,0.06019393163277805,-0.060780331004355925,0.9963345030448305
insert_jc_fix_3,9,0.4,0.5,4.936291461665197,0.06089182436346914,-0.06079838349416753,0.9962909927778052
insert_jc_fix_3,9,0.4,1.0,5.002051953017389,0.06314908388290039,-0.060121018640126624,0.9961915761149679
insert_jc_fix_3,9,0.5,0.25,4.907234475721236,0.06019393163277805,-0.060780331004355925,0.9963345030448305
insert_jc_fix_3,9,0.5,0.5,4.936291461665197,0.06089182436346914,-0.06079838349416753,0.9962909927778052
insert_jc_fix_3,9,0.5,1.0,5.002051953017389,0.06314908388290039,-0.060121018640126624,0.9961915761149679
insert_jc_fix_3,9,0.6,0.25,4.798615625584764,0.05767055040302142,-0.0605975264198007,0.9964948807736115
insert_jc_fix_3,9,0.6,0.5,4.865835155530744,0.059208050239194975,-0.06073972246531941,0.996396052231094
insert_jc_fix_3,9,0.6,1.0,4.9320045963595085,0.06138305640131278,-0.06019597297437027,0.9962974280928875
insert_jc_fix_3,10,0.4,0.25,5.123088366232256,0.08829750094682214,-0.013314151733688535,0.9960051629836857
insert_jc_fix_3,10,0.4,0.5,5.073347222481267,0.08741823210277529,-0.013344873221870885,0.9960823093774518
insert_jc_fix_3,10,0.4,1.0,5.023902682335937,0.08654715268812192,-0.013353946134015906,0.9961582517272186
insert_jc_fix_3,10,0.5,0.25,5.123088366232256,0.08829750094682214,-0.013314151733688535,0.9960051629836857
insert_jc_fix_3,10,0.5,0.5,5.073347222481267,0.08741823210277529,-0.013344873221870885,0.9960823093774518
insert_jc_fix_3,10,0.5,1.0,5.023902682335937,0.08654715268812192,-0.013353946134015906,0.9961582517272186
insert_jc_fix_3,10,0.6,0.25,5.165424081438849,0.0890698403971465,-0.013124389506335864,0.9959389107428793
insert_jc_fix_3,10,0.6,0.5,5.104630351194201,0.08797815141289969,-0.01327999992703768,0.9960338781767951
insert_jc_fix_3,10,0.6,1.0,5.045201645255678,0.086927219785796,-0.013318743380554438,0.99612562939374
insert_jc_fix_3,11,0.4,0.25,1.304266430494686,0.02085636667621707,-0.009116495418759118,0.9997409171782191
insert_jc_fix_3,11,0.4,0.5,1.3058873116360576,0.020896180553126857,-0.009095959106150957,0.99974027285402
insert_jc_fix_3,11,0.4,1.0,1.3135450783399891,0.02130309909524679,-0.008465990541366755,0.9997372179593453
insert_jc_fix_3,11,0.5,0.25,1.304266430494686,0.02085636667621707,-0.009116495418759118,0.9997409171782191
insert_jc_fix_3,11,0.5,0.5,1.3058873116360576,0.020896180553126857,-0.009095959106150957,0.99974027285402
insert_jc_fix_3,11,0.5,1.0,1.3135450783399891,0.02130309909524679,-0.008465990541366755,0.9997372179593453
insert_jc_fix_3,11,0.6,0.25,1.304266430494686,0.02085636667621707,-0.009116495418759118,0.9997409171782191
insert_jc_fix_3,11,0.6,0.5,1.3058873116360576,0.020896180553126857,-0.009095959106150957,0.99974027285402
insert_jc_fix_3,11,0.6,1.0,1.3135450783399891,0.02130309909524679,-0.008465990541366755,0.9997372179593453
insert_jc_fix_3,12,0.4,0.25,2.706224883927252,0.04720692842765413,0.000871624606147851,0.9988847511995427
insert_jc_fix_3,12,0.4,0.5,2.712669482940577,0.04732041041173034,0.0008091723429968297,0.9988794341653976
insert_jc_fix_3,12,0.4,1.0,2.718325306605072,0.04742037837381595,0.000725649785903219,0.9988747574882811
insert_jc_fix_3,12,0.5,0.25,2.7159610275784907,0.047373057888194604,0.0010508702032402764,0.9988767136429489
insert_jc_fix_3,12,0.5,0.5,2.7126990766925094,0.047319578639509065,0.0008844852749954839,0.9988794097203013
insert_jc_fix_3,12,0.5,1.0,2.717807213152974,0.04741054024939384,0.0007764538404641997,0.9988751862934098
insert_jc_fix_3,12,0.6,0.25,2.7159610275784907,0.047373057888194604,0.0010508702032402764,0.9988767136429489
insert_jc_fix_3,12,0.6,0.5,2.7126990766925094,0.047319578639509065,0.0008844852749954839,0.9988794097203013
insert_jc_fix_3,12,0.6,1.0,2.717807213152974,0.04741054024939384,0.0007764538404641997,0.9988751862934098
insert_jc_fix_3,13,0.4,0.25,2.913868636807285,0.05052410284660247,-0.005610697273630202,0.9987070817350048
insert_jc_fix_3,13,0.4,0.5,2.91286667370103,0.05050454064490725,-0.005628580723513648,0.9987079705566018
insert_jc_fix_3,13,0.4,1.0,2.94946575460601,0.05114511283401168,-0.005640078759425802,0.9986753060653817
insert_jc_fix_3,13,0.5,0.25,2.919110272137861,0.05062466656310352,-0.005532217219413941,0.9987024270061687
insert_jc_fix_3,13,0.5,0.5,2.91613466694363,0.05056780047291422,-0.005574925691262453,0.9987050704581751
insert_jc_fix_3,13,0.5,1.0,2.931024099303735,0.050819631836924256,-0.0056587552221905955,0.9986918160820658
insert_jc_fix_3,13,0.6,0.25,2.919110272137861,0.05062466656310352,-0.005532217219413941,0.9987024270061687
insert_jc_fix_3,13,0.6,0.5,2.91613466694363,0.05056780047291422,-0.005574925691262453,0.9987050704581751
insert_jc_fix_3,13,0.6,1.0,2.931024099303735,0.050819631836924256,-0.0056587552221905955,0.9986918160820658
insert_jc_fix_3,14,0.4,0.25,4.4092002379973545,0.07629604950062453,0.009450566294550797,0.9970404202575291
insert_jc_fix_3,14,0.4,0.5,4.413250334104774,0.0763738867845373,0.009395283354763197,0.9970349833722518
insert_jc_fix_3,14,0.4,1.0,4.4157485557566485,0.07642785449742376,0.009312213184191358,0.9970316272528835
insert_jc_fix_3,14,0.5,0.25,4.410879567405848,0.07629439357271336,0.009698454578421233,0.9970381665152854
insert_jc_fix_3,14,0.5,0.5,4.409902134574911,0.0762992611740292,0.009523722577404026,0.997039478382158
insert_jc_fix_3,14,0.5,1.0,4.413817650329746,0.07638322294109604,0.009400244799870793,0.9970342214040766
insert_jc_fix_3,14,0.6,0.25,4.410879567405848,0.07629439357271336,0.009698454578421233,0.9970381665152854
insert_jc_fix_3,14,0.6,0.5,4.409902134574911,0.0762992611740292,0.009523722577404026,0.997039478382158
insert_jc_fix_3,14,0.6,1.0,4.413817650329746,0.07638322294109604,0.009400244799870793,0.9970342214040766
insert_jc_fix_3,15,0.4,0.25,1.9187205939240044,-0.02585248467807209,-0.021276171632953988,0.9994393296026604
insert_jc_fix_3,15,0.4,0.5,1.9258636792811838,-0.025975133057478096,-0.021323182042260046,0.9994351476560343
insert_jc_fix_3,15,0.4,1.0,1.8556345767961144,-0.02444441126653877,-0.021237172683322286,0.9994755891237419
insert_jc_fix_3,15,0.5,0.25,1.872051392552908,-0.025008105359899977,-0.021018321877133414,0.9994662699720174
insert_jc_fix_3,15,0.5,0.5,1.9054127124606837,-0.025609494749732533,-0.021205881493803168,0.9994470793237299
insert_jc_fix_3,15,0.5,1.0,1.8949338541306233,-0.025338615419622006,-0.021245428309718595,0.9994531436463409
insert_jc_fix_3,15,0.6,0.25,1.872051392552908,-0.025008105359899977,-0.021018321877133414,0.9994662699720174
insert_jc_fix_3,15,0.6,0.5,1.9054127124606837,-0.025609494749732533,-0.021205881493803168,0.9994470793237299
insert_jc_fix_3,15,0.6,1.0,1.8949338541306233,-0.025338615419622006,-0.021245428309718595,0.9994531436463409
insert_jc_fix_3,16,0.4,0.25,2.303380453798405,0.023846331773419802,-0.03235194651137983,0.999192025597621
insert_jc_fix_3,16,0.4,0.5,2.254910561950433,0.023037999450100762,-0.031895382291584784,0.9992256677897194
insert_jc_fix_3,16,0.4,1.0,2.2207877890904237,0.027002959038762233,-0.027792628094024656,0.9992489229550253
insert_jc_fix_3,16,0.5,0.25,2.183370860050098,0.016253503637270544,-0.03445671316263919,0.9992740157421991
insert_jc_fix_3,16,0.5,0.5,2.1328120630184837,0.015983482088430662,-0.033608908078339814,0.9993072448442023
insert_jc_fix_3,16,0.5,1.0,2.188982909991329,0.01930724847524139,-0.032956623431761506,0.9992702793180093
insert_jc_fix_3,16,0.6,0.25,2.183370860050098,0.016253503637270544,-0.03445671316263919,0.9992740157421991
insert_jc_fix_3,16,0.6,0.5,2.1328120630184837,0.015983482088430662,-0.033608908078339814,0.9993072448442023
insert_jc_fix_3,16,0.6,1.0,2.188982909991329,0.01930724847524139,-0.032956623431761506,0.9992702793180093
insert_jc_fix_3,17,0.4,0.25,1.016391718280592,0.017372856501709777,0.0035828092540708275,0.999842661289675
insert_jc_fix_3,17,0.4,0.5,0.967258698188156,0.01651899815864566,0.0034774203356589496,0.9998575049714054
insert_jc_fix_3,17,0.4,1.0,0.9069197409539649,0.015477596080882713,0.0033123954857466518,0.9998747281813373
insert_jc_fix_3,17,0.5,0.25,1.0661532625174592,0.018210335834060554,0.0038206127996307303,0.999826878307763
insert_jc_fix_3,17,0.5,0.5,1.017927515068098,0.0173879022623628,0.0036421197998485993,0.999842185456424
insert_jc_fix_3,17,0.5,1.0,0.94119897868271,0.016064480183191367,0.0034285896345139216,0.9998650795230134
insert_jc_fix_3,17,0.6,0.25,1.0661532625174592,0.018210335834060554,0.0038206127996307303,0.999826878307763
insert_jc_fix_3,17,0.6,0.5,1.017927515068098,0.0173879022623628,0.0036421197998485993,0.999842185456424
insert_jc_fix_3,17,0.6,1.0,0.94119897868271,0.016064480183191367,0.0034285896345139216,0.9998650795230134
insert_jc_fix_3,18,0.4,0.25,4.235004504725228,0.07139142010955185,-0.01888693751479471,0.9972695466753478
insert_jc_fix_3,18,0.4,0.5,4.225875202970865,0.07119472153733393,-0.01900839513239545,0.9972813006066605
insert_jc_fix_3,18,0.4,1.0,4.220206233934133,0.07107846686639578,-0.019061125820051518,0.9972885866339767
insert_jc_fix_3,18,0.5,0.25,4.235004504725228,0.07139142010955185,-0.01888693751479471,0.9972695466753478
insert_jc_fix_3,18,0.5,0.5,4.225875202970865,0.07119472153733393,-0.01900839513239545,0.9972813006066605
insert_jc_fix_3,18,0.5,1.0,4.220206233934133,0.07107846686639578,-0.019061125820051518,0.9972885866339767
insert_jc_fix_3,18,0.6,0.25,4.294810978954677,0.07263470996434518,-0.018233862766299617,0.9971919199216444
insert_jc_fix_3,18,0.6,0.5,4.2490409489141925,0.07169374030449256,-0.018697648911428822,0.9972514254320909
insert_jc_fix_3,18,0.6,1.0,4.23241962297521,0.07133704128835207,-0.01891652206147311,0.9972728772674617
insert_jc_fix_3,19,0.4,0.25,2.0799524429180076,0.03352073440560142,0.013914672465410827,0.9993411540885773
insert_jc_fix_3,19,0.4,0.5,2.1019068490118866,0.03389163571085837,0.014019876838626853,0.9993271736935168
insert_jc_fix_3,19,0.4,1.0,2.450564094755214,0.03997647884244817,0.015168193585108356,0.999085485352842
insert_jc_fix_3,19,0.5,0.25,2.0799524429180076,0.03352073440560142,0.013914672465410827,0.9993411540885773
insert_jc_fix_3,19,0.5,0.5,2.1019068490118866,0.03389163571085837,0.014019876838626853,0.9993271736935168
insert_jc_fix_3,19,0.5,1.0,2.450564094755214,0.03997647884244817,0.015168193585108356,0.999085485352842
insert_jc_fix_3,19,0.6,0.25,2.0799524429180076,0.03352073440560142,0.013914672465410827,0.9993411540885773
insert_jc_fix_3,19,0.6,0.5,2.1019068490118866,0.03389163571085837,0.014019876838626853,0.9993271736935168
insert_jc_fix_3,19,0.6,1.0,2.450564094755214,0.03997647884244817,0.015168193585108356,0.999085485352842
insert_jc_fix_3,20,0.4,0.25,3.5718892644440245,0.061861381496758676,0.007386883145561165,0.9980574148999176
insert_jc_fix_3,20,0.4,0.5,3.5968047337629163,0.06227930571575203,0.007546584299886471,0.9980302285727465
insert_jc_fix_3,20,0.4,1.0,3.611075462082814,0.0625184362028627,0.007639297971788333,0.998014572168787
insert_jc_fix_3,20,0.5,0.25,3.5654044077807963,0.06175149481906855,0.007354377889398323,0.9980644598488969
insert_jc_fix_3,20,0.5,0.5,3.5812658253617746,0.06201813837265381,0.0074515327050557745,0.9980472058841384
insert_jc_fix_3,20,0.5,1.0,3.6033577854264283,0.06238881588376462,0.007591671958548501,0.9980230469129936
insert_jc_fix_3,20,0.6,0.25,3.5654044077807963,0.06175149481906855,0.007354377889398323,0.9980644598488969
insert_jc_fix_3,20,0.6,0.5,3.5812658253617746,0.06201813837265381,0.0074515327050557745,0.9980472058841384
insert_jc_fix_3,20,0.6,1.0,3.6033577854264283,0.06238881588376462,0.007591671958548501,0.9980230469129936
insert_jc_fix_3,21,0.4,0.25,0.3914301908261084,-0.005854475313119694,-0.0035209573891448426,0.999976663716645
insert_jc_fix_3,21,0.4,0.5,0.38837728907704305,-0.005793663050773371,-0.003518567564599454,0.9999770263114786
insert_jc_fix_3,21,0.4,1.0,0.3776815451528658,-0.0055647717775904135,-0.0035333178186851607,0.9999782742541238
insert_jc_fix_3,21,0.5,0.25,0.3914301908261084,-0.005854475313119694,-0.0035209573891448426,0.999976663716645
insert_jc_fix_3,21,0.5,0.5,0.38837728907704305,-0.005793663050773371,-0.003518567564599454,0.9999770263114786
insert_jc_fix_3,21,0.5,1.0,0.3776815451528658,-0.0055647717775904135,-0.0035333178186851607,0.9999782742541238
insert_jc_fix_3,21,0.6,0.25,0.3914301908261084,-0.005854475313119694,-0.0035209573891448426,0.999976663716645
insert_jc_fix_3,21,0.6,0.5,0.38837728907704305,-0.005793663050773371,-0.003518567564599454,0.9999770263114786
insert_jc_fix_3,21,0.6,1.0,0.3776815451528658,-0.0055647717775904135,-0.0035333178186851607,0.9999782742541238
insert_jc_fix_3,22,0.4,0.25,2.5552081916570777,-0.012035182079589429,-0.04292680301168334,0.9990057276990495
insert_jc_fix_3,22,0.4,0.5,2.543178936428526,-0.011650435028193875,-0.042815486772206736,0.9990150656802493
insert_jc_fix_3,22,0.4,1.0,2.5161392298939345,-0.00946922328211499,-0.04286740103438388,0.9990358951203859
insert_jc_fix_3,22,0.5,0.25,2.5552081916570777,-0.012035182079589429,-0.04292680301168334,0.9990057276990495
insert_jc_fix_3,22,0.5,0.5,2.543178936428526,-0.011650435028193875,-0.042815486772206736,0.9990150656802493
insert_jc_fix_3,22,0.5,1.0,2.5161392298939345,-0.00946922328211499,-0.04286740103438388,0.9990358951203859
insert_jc_fix_3,22,0.6,0.25,2.5552081916570777,-0.012035182079589429,-0.04292680301168334,0.9990057276990495
insert_jc_fix_3,22,0.6,0.5,2.543178936428526,-0.011650435028193875,-0.042815486772206736,0.9990150656802493
insert_jc_fix_3,22,0.6,1.0,2.5161392298939345,-0.00946922328211499,-0.04286740103438388,0.9990358951203859
insert_jc_fix_3,23,0.4,0.25,0.7217486421134808,0.003182291957104777,-0.012187955813541809,0.9999206602280938
insert_jc_fix_3,23,0.4,0.5,0.7226329443515076,0.003520404625513996,-0.012110699307994273,0.999920465693919
insert_jc_fix_3,23,0.4,1.0,0.7232238147213559,0.0037567234212229884,-0.012050291568038487,0.9999203355779208
insert_jc_fix_3,23,0.5,0.25,0.7136648275635288,0.0032093987143842926,-0.012034895720288713,0.9999224275137016
insert_jc_fix_3,23,0.5,0.5,0.7194702327519901,0.0033439315027473486,-0.012103355256493632,0.9999211603489747
insert_jc_fix_3,23,0.5,1.0,0.7215461266958191,0.003655771284332081,-0.012050707792071135,0.9999207047451447
insert_jc_fix_3,23,0.6,0.25,0.7136648275635288,0.0032093987143842926,-0.012034895720288713,0.9999224275137016
insert_jc_fix_3,23,0.6,0.5,0.7194702327519901,0.0033439315027473486,-0.012103355256493632,0.9999211603489747
insert_jc_fix_3,23,0.6,1.0,0.7215461266958191,0.003655771284332081,-0.012050707792071135,0.9999207047451447
insert_jc_fix_3,24,0.4,0.25,1.4359845696066704,0.006474554138298283,0.02420920289016278,0.9996859480077397
insert_jc_fix_3,24,0.4,0.5,1.4197272611844731,0.005946363490074886,0.024052229549172514,0.999693018388624
insert_jc_fix_3,24,0.4,1.0,1.4596171816453987,0.007519718727408828,0.024337121361069886,0.999675526535544
insert_jc_fix_3,24,0.5,0.25,1.4359845696066704,0.006474554138298283,0.02420920289016278,0.9996859480077397
insert_jc_fix_3,24,0.5,0.5,1.4197272611844731,0.005946363490074886,0.024052229549172514,0.999693018388624
insert_jc_fix_3,24,0.5,1.0,1.4596171816453987,0.007519718727408828,0.024337121361069886,0.999675526535544
insert_jc_fix_3,24,0.6,0.25,1.4359845696066704,0.006474554138298283,0.02420920289016278,0.9996859480077397
insert_jc_fix_3,24,0.6,0.5,1.4197272611844731,0.005946363490074886,0.024052229549172514,0.999693018388624
insert_jc_fix_3,24,0.6,1.0,1.4596171816453987,0.007519718727408828,0.024337121361069886,0.999675526535544
insert_jc_fix_3,25,0.4,0.25,2.094443572423249,-0.034842607229200365,-0.011030004447230379,0.9993319427114125
insert_jc_fix_3,25,0.4,0.5,2.1811474345331985,-0.03639989461803272,-0.011114671816280602,0.9992754934162112
insert_jc_fix_3,25,0.4,1.0,2.256291702534398,-0.037741461879106764,-0.011204591724869524,0.9992247190594851
insert_jc_fix_3,25,0.5,0.25,2.094443572423249,-0.034842607229200365,-0.011030004447230379,0.9993319427114125
insert_jc_fix_3,25,0.5,0.5,2.1811474345331985,-0.03639989461803272,-0.011114671816280602,0.9992754934162112
insert_jc_fix_3,25,0.5,1.0,2.256291702534398,-0.037741461879106764,-0.011204591724869524,0.9992247190594851
insert_jc_fix_3,25,0.6,0.25,1.9795239270582232,-0.03290825054652561,-0.010498576650773948,0.9994032354031455
insert_jc_fix_3,25,0.6,0.5,2.096174075195146,-0.034935480044769214,-0.010834555332492102,0.9993308384337936
insert_jc_fix_3,25,0.6,1.0,2.2040230235504157,-0.03683833383773844,-0.011043223681655043,0.9992602185470891
insert_jc_fix_3,26,0.4,0.25,3.9534048504184267,-0.06216329207685278,-0.029818865772084965,0.9976204490497548
insert_jc_fix_3,26,0.4,0.5,3.9702041250331974,-0.06251115343261902,-0.02976934841048583,0.9976001912548627
insert_jc_fix_3,26,0.4,1.0,3.9770013148074597,-0.06266348344531114,-0.029724544810454695,0.9975919703357232
insert_jc_fix_3,26,0.5,0.25,3.886431648003813,-0.06111795167994345,-0.029301743574972682,0.9977003577256623
insert_jc_fix_3,26,0.5,0.5,3.936555367016088,-0.06193357653462898,-0.029619304999897417,0.9976406812419751
insert_jc_fix_3,26,0.5,1.0,3.9605651727035975,-0.06238147647314209,-0.029651270152608374,0.9976118250959979
insert_jc_fix_3,26,0.6,0.25,3.886431648003813,-0.06111795167994345,-0.029301743574972682,0.9977003577256623
