dataset,episode_index,frames,extraction_status,hole_tilt_reported_deg,grasp_start,release_frame,window_start,window_end_exclusive,n_grasp_segments,transport_distance_m,axis_x,axis_y,axis_z,tcp_x_m,tcp_y_m,tcp_z_m,terminal_tilt_deg,window_axis_spread_max_deg,pickup_tcp_x_m,pickup_tcp_y_m,pickup_tcp_z_m
insert_jc_fix_3,35,706,ok,0,254,633,612,627,1,0.19052439077610867,-0.013081182699421635,-0.009787900765172152,0.9998665309219004,0.5140034531713463,0.10978096991653881,0.13935205766071462,0.9361227313892377,0.05195956824194126,0.5321079223157777,-0.0861515450588377,0.12567458730035913
insert_jc_fix_3,36,528,ok,0,136,422,401,416,1,0.21411166811650395,0.0008839842430733214,0.08110369143931108,0.9967052773045676,0.5132766243769391,0.11206729623092135,0.13880500112338504,4.652285688082055,0.038237149884946094,0.595545355429779,-0.08394439805255885,0.13062497795690983
insert_jc_fix_3,37,565,ok,0,160,485,464,479,1,0.20290379358036123,-0.06211144052141413,-0.044772314368201886,0.997064495818836,0.5109660835610421,0.11394265931953103,0.1395405480052637,4.391220836800893,0.06017462803226312,0.56211575051686,-0.08630041788874022,0.12986958084043682
insert_jc_fix_3,38,550,ok,0,151,452,431,446,1,0.1972468959917986,0.06628356250263494,-0.03978650675370521,0.997007283434929,0.5223162838154075,0.11604125671814405,0.1416954260813064,4.433827508272014,0.061503510230927254,0.5523079453735699,-0.08217227355767205,0.1342382248766323
insert_jc_fix_3,39,630,ok,0,216,543,522,537,1,0.20855202270861772,0.03357647230205282,-0.022298013287351058,0.9991873793794569,0.5163947689922351,0.11154136687329759,0.1413357158999879,2.3099945943757425,0.008823415694402753,0.5917055814100255,-0.08623746434413915,0.13117523336818881
insert_jc_fix_3,40,527,ok,0,156,445,424,439,1,0.20298939629525128,0.024572041796580586,-0.01920608666915598,0.9995135521826625,0.5168922911957101,0.10887762388952835,0.14980885898008675,1.7872008671230044,0.02955553871244216,0.5787297850196362,-0.08460163936083645,0.13885815688068182
insert_jc_fix_3,41,586,ok,0,167,459,438,453,1,0.19632056394456784,0.0429499201202622,0.005270957163922156,0.9990633220032848,0.518523253455923,0.11023708144017028,0.14551682117584092,2.4800857373908545,0.0156509461200633,0.5357360711424487,-0.08948171863350265,0.13448735470839634
insert_jc_fix_3,42,537,ok,0,142,433,412,427,1,0.23911285530092025,0.018115560578938185,-0.009638078618851843,0.9997894447859748,0.5168856868430741,0.11147211045359415,0.13846471600674068,1.1757859085511557,0.026361990620150953,0.5896361422929381,-0.11646243901772561,0.12720262891739484
insert_jc_fix_3,43,614,ok,0,199,522,501,516,1,0.20357605514260646,0.012025652105948617,0.03631729247461216,0.9992679510315239,0.51341217650835,0.10619533867728578,0.14196913831253574,2.1924726983238907,0.048175538474791675,0.5615478241766787,-0.09220955828190419,0.1307342574342611
insert_jc_fix_3,44,547,ok,0,179,475,454,469,1,0.19801436907800185,-0.001098472363347211,0.04627707482813534,0.998928038300967,0.5178945440966525,0.11565495206009906,0.14395110233949324,2.653176045986762,0.051801361777069815,0.5331335834124808,-0.08496164004167363,0.13454532984070888
insert_jc_fix_3,45,690,ok,0,247,579,558,573,1,0.21185620253314708,-0.014816302481775793,-0.013173735411105867,0.9998034456212315,0.5226600235858718,0.11953772759882073,0.14739011981011807,1.1360203357653504,0.049662250162933005,0.587057567009746,-0.08403168973448534,0.1338024735623498
insert_jc_fix_3,46,621,ok,0,202,530,509,524,1,0.19988665814970144,0.04336823692610803,-0.04548116480453826,0.9980233763163784,0.5223867905173704,0.11727960388981044,0.14467663372456976,3.6030574750521254,0.008132036766012296,0.5697516258784672,-0.08178911182398692,0.1365193220984232
insert_jc_fix_3,47,885,ok,0,231,799,778,793,1,0.197439713013474,0.026712402186087315,-0.027586221071029572,0.9992624519997081,0.5153373716385385,0.11502666891374025,0.14710976996494726,2.200693048065487,0.017600476963181184,0.5372665728817604,-0.08344918369070134,0.13439809465582467
insert_jc_fix_3,48,725,ok,0,203,637,616,631,1,0.20671001993877036,-0.024009391728252703,-0.024696874336541857,0.9994066307098649,0.5205578903678365,0.11643287033814809,0.14530439422034033,1.9738840609387698,0.03981058973138021,0.5951587347207214,-0.08159971067718996,0.1355671423800893
insert_jc_fix_3,49,719,ok,0,166,602,581,596,1,0.211245906775077,-0.053215034574694044,0.026125930463786556,0.9982412513278619,0.513116875860932,0.11447585440720841,0.14661294143279113,3.3986245740154106,0.08046505778281171,0.5660865604537628,-0.09013189965484097,0.13901337339029698
insert_10degree,0,1247,ok,10,352,1038,1017,1032,1,0.19401102372189438,0.030862692647675806,-0.18744731873214254,0.9817896907702105,0.515949710819029,0.10100636402677615,0.14295645956289568,10.951095215939523,0.07493113084610242,0.574726678422166,-0.08282907928145931,0.12061406068326319
insert_10degree,1,1195,ok,10,335,993,972,987,1,0.1927947479861175,0.058083742757010344,-0.15996273528052538,0.9854127065087551,0.5164699181997436,0.09839258702337345,0.14348817707129777,9.79838139418743,0.0109220173071146,0.5796565490708646,-0.08470159126520227,0.12846289678201864
insert_10degree,2,1101,ok,10,300,810,789,804,1,0.20389653214558306,0.06299405498314138,-0.2011665509486662,0.9775294204351083,0.5171600554266237,0.10518914510282588,0.14352895190379733,12.169181701686442,0.4753235251401493,0.5739567705697153,-0.08720816174549295,0.1277891319016986
insert_10degree,3,1023,ok,10,339,888,867,882,1,0.1926183120156175,0.052169038536116055,-0.179975176057551,0.9822867847127288,0.5186482833411841,0.10043570338565734,0.1438368130801037,10.800142493256045,0.01602188153895198,0.5871397892815179,-0.08171720723353672,0.1250683838870701
insert_10degree,4,1455,ok,10,310,862,841,856,1,0.19846698242260197,0.04332957477652516,-0.14032852334436158,0.9891564352950835,0.5164923688453655,0.10169935975178115,0.13654656969678122,8.445335208888803,0.3073064931821134,0.5849177302574856,-0.08381369813455089,0.12009844883853235
insert_10degree,5,1063,ok,10,338,832,811,826,1,0.19548780592079867,0.06602559336053844,-0.18344520888449273,0.980810112284082,0.5204732353140211,0.09611558856944749,0.13992669381898448,11.24270482787914,0.18156750972923225,0.5754779388751258,-0.08902348066728154,0.12384268316107103
insert_10degree,6,1026,ok,10,304,796,775,790,1,0.18437934803076464,0.12191789592186748,-0.23149508571726357,0.9651663338216587,0.5227264134354436,0.09438351734840303,0.1507987044739938,15.16722133580763,0.05204134832699858,0.5825194932506234,-0.08423835628890383,0.1334832676811344
insert_10degree,7,1069,ok,10,247,920,899,914,1,0.18502629088396438,0.15518192711385528,-0.15649983170377751,0.9754108735163451,0.5226247395253395,0.09473918229450741,0.14892343348987144,12.732190560034848,0.19146059726174544,0.5770490018858037,-0.08370663524437424,0.13425028626984797
insert_10degree,8,1005,ok,10,323,862,841,856,1,0.1893066197901728,0.0866035475209909,-0.1263141002963523,0.9882026986520036,0.5158423467713424,0.09358390372093546,0.14226896456334986,8.809613430697734,0.00462570945167549,0.5748893963774081,-0.08661314272347352,0.1323004164907506
insert_10degree,9,1055,ok,10,302,783,762,777,1,0.19248308060211097,0.1201209813261034,-0.23126647359065394,0.965446408682635,0.5224944322793167,0.09837257309467759,0.14477925403475264,15.105766276608797,0.03225498465970866,0.5822053097006838,-0.08547286115751354,0.13153690296291817
insert_10degree,10,1115,ok,10,231,901,880,895,1,0.1966353107918961,0.11235105572739484,-0.13111950139705728,0.9849796529016865,0.517356495839738,0.10018850361007144,0.14267624238155865,9.943120949050613,0.019618461508091656,0.5788120621307741,-0.08619587089674882,0.1345216724248279
insert_10degree,11,1151,ok,10,361,937,916,931,1,0.20103042705810928,0.10330904358838083,-0.14913097241081202,0.9834059154696293,0.5185396339984985,0.10328847825298758,0.1430503461739684,10.452415725798991,0.005423742357092393,0.586952304544617,-0.08291401734817805,0.1258608187625944
insert_10degree,12,1187,ok,10,409,997,976,991,1,0.19271711302895342,0.12791813797337157,-0.11050578827484059,0.9856091622621929,0.5205710156566405,0.10112555937391872,0.14491899306320857,9.732017244144897,0.01945087683723895,0.5860467796383273,-0.08252746183950502,0.12953334255343094
insert_10degree,13,925,ok,10,274,750,729,744,1,0.18835242326773072,0.13653752953140902,-0.1405519606553874,0.9806134046531212,0.5190464768028591,0.09632796979075492,0.14788136460305246,11.3003666397978,0.23724913414430016,0.5792208464666592,-0.08403706385640086,0.13347336521949113
insert_10degree,14,895,ok,10,290,746,725,740,1,0.19785542983964144,0.09775899445771719,-0.14179026910394657,0.9850577133295523,0.5213662418144407,0.10346775349173522,0.14469047163703405,9.9171853291982,0.016430929842749374,0.583141121300601,-0.08586641160484795,0.13095428828832642
insert_10degree,15,978,ok,10,340,798,777,792,1,0.20027185792806146,0.11330826131973075,-0.11171383338911298,0.9872594680965127,0.5202338708372651,0.10229651157763281,0.149986743103657,9.155742842259686,0.29357192653423353,0.5881173101762219,-0.0846329346616932,0.1338913546616565
insert_10degree,16,1065,ok,10,370,843,822,837,1,0.1975171550118941,0.1359246560248567,-0.07545781605715014,0.9878413870052265,0.5220724550644226,0.10156634377369762,0.14577212643923343,8.943770919000798,0.012514413005687319,0.5797659235238644,-0.08729967253541404,0.1323834728483603
insert_10degree,17,1102,ok,10,250,734,713,728,1,0.1994031295113408,0.14600513324955075,-0.13437389169586675,0.9801153800932259,0.521924477876892,0.10200912187159464,0.14527698574225129,11.44507290677173,0.12055591216994455,0.5786682477904225,-0.08580982199477549,0.12857595365641725
insert_10degree,18,916,ok,10,332,758,737,752,1,0.1958709881446977,0.06981019086904064,-0.16611710620571418,0.9836318642036094,0.5193271556620966,0.09976527594832008,0.1435690107266976,10.38081396868873,0.020433994857343377,0.5745964299706539,-0.0882231633245778,0.12790483099044458
insert_10degree,19,1070,ok,10,271,867,846,861,1,0.1917139731467494,0.09309242228332731,-0.14605044246322563,0.9848873383132299,0.5227261872136092,0.10012170116850085,0.14269803348437196,9.973706354765511,0.019565180620317625,0.5807232953840308,-0.084313162466798,0.12830277614815883
insert_10degree,20,1096,ok,10,317,811,790,805,1,0.19909758256295804,0.15062740636684982,-0.21498221618731095,0.9649321381187324,0.5197209224414714,0.10331492007307645,0.14199441732859241,15.218423356622594,0.06809887853713421,0.58098914529873,-0.08249492917316638,0.12529001116730137
insert_10degree,21,1063,ok,10,363,832,811,826,1,0.19149913881910657,0.16253361392876467,-0.1291509625033558,0.9782141142038955,0.5241703529394456,0.10057575519638712,0.14573876266139002,11.98165657085106,0.05423526787152506,0.5817832312213567,-0.08265384465722278,0.13090765265884347
insert_10degree,22,1119,ok,10,297,835,814,829,1,0.1959332285141971,0.11481344322511176,-0.18267889624142514,0.9764457456115053,0.5259958018141989,0.10723238292286258,0.1458565769623353,12.460299260452395,0.5339167356573109,0.5831061746033126,-0.08088709694211897,0.12856763338843577
insert_10degree,23,1078,ok,10,354,815,794,809,1,0.19773288233507005,0.11375138491401632,-0.12780596334522132,0.9852544129124939,0.5243498566531859,0.10435238796953028,0.14408011805067927,9.851532028320047,0.08285625072388551,0.5779765095608106,-0.08573245958598212,0.12950069689177313
insert_10degree,24,963,ok,10,268,746,725,740,1,0.19269259464882996,0.17953225069573578,-0.19039127571965112,0.965152492143064,0.5244628272031348,0.10479879992569076,0.14547850571070342,15.170252222985056,0.05031200105704488,0.5853465831839537,-0.07764435367064976,0.13211829431519348
insert_10degree,25,821,ok,10,285,666,645,660,1,0.1915278317547253,0.1530925383593955,-0.1552869107432251,0.9759347570665279,0.5243193732173383,0.09701557849097339,0.14403077913243795,12.59527266950128,0.27365155913621825,0.5762635888084171,-0.08865477764379953,0.13094518196718802
insert_10degree,26,916,ok,10,296,706,685,700,1,0.18870315246501707,0.1620703180837245,-0.20742250554443914,0.9647326656592008,0.5295070975596826,0.10345397442941338,0.1563488726282762,15.26190159076608,0.5410590060717676,0.5914076048201536,-0.08100722014206095,0.1384029122942681
insert_10degree,27,884,ok,10,264,660,639,654,1,0.1956442588433984,0.14815997365383865,-0.19437135787076062,0.9696743770185796,0.5229643831667227,0.09958575762750417,0.14553337782865952,14.14640769695537,0.09866897127749974,0.5761175758949056,-0.0887432747692593,0.13456157962574525
insert_10degree,28,929,ok,10,250,750,729,744,1,0.19148405033432933,0.10487348659643492,-0.11906337054914644,0.9873325000234642,0.5213283340613544,0.09631327987407033,0.1434786550056973,9.129407798384143,0.03695468002925522,0.5799448176418046,-0.08737741461945318,0.12715022177915047
insert_10degree,29,1179,ok,10,294,852,831,846,1,0.19314122870745698,0.11652799432994232,-0.18924922906748998,0.9749902337125237,0.5183694610109943,0.09774645752932892,0.13994530006803865,12.841086146693868,0.19356806085121991,0.572860239259745,-0.08604709506247353,0.12480574753893506
insert_10degree,30,950,ok,10,231,852,831,846,1,0.1890028360564243,0.13395325688460757,-0.09971691638349992,0.985957941068975,0.520545591817776,0.0947505866765086,0.13963532905962284,9.613079597670549,1.061474149148613,0.5770006482477549,-0.08992588567923457,0.12825513748079792
insert_10degree,31,1014,ok,10,261,863,842,857,1,0.18364331807649156,0.19463294363426625,-0.2062866132501434,0.9589389190381451,0.5236595466564717,0.09808806462855275,0.14872221133433597,16.47593934907088,0.22686784287508188,0.5856806605924026,-0.07736220780188868,0.1391246316444719
insert_10degree,32,976,ok,10,304,759,738,753,1,0.18906109682158267,0.12853985005416077,-0.157824687476727,0.9790653067956843,0.5228382554041663,0.09289227920600475,0.1436521629524378,11.74441819515981,0.0035691813015248227,0.5815671411085325,-0.08636588416263276,0.13086862512996464
insert_10degree,33,773,ok,10,231,605,584,599,1,0.19508347002082707,0.10630781152982122,-0.1822165731750732,0.977494639201706,0.5212089401077601,0.10122141435335749,0.15008984062665556,12.178631726480473,0.1119482105086511,0.5741630674291591,-0.085748224762966,0.13520398521735189
insert_10degree,34,956,ok,10,277,820,799,814,1,0.19841478138616464,0.20134387293939615,-0.11942946051854486,0.9722125532978957,0.5228800519709946,0.1087989317546429,0.15229956367776967,13.538569402798998,0.061900878103191614,0.5920162749207856,-0.07660323891105617,0.13551946219397695
insert_10degree,35,841,ok,10,225,704,683,698,1,0.19285300738864847,0.20529859727201152,-0.09062990138223084,0.9744940774235581,0.5243195467332407,0.10439106177051792,0.14627377431722216,12.968375765426478,0.08694054681713244,0.5810819754886913,-0.08275124796771743,0.13123672961077573
insert_10degree,36,911,ok,10,275,727,706,721,1,0.20033187183051826,0.19618916319250015,-0.20032861949711764,0.9598845016230888,0.521416699307847,0.11034794540601968,0.1461489953208243,16.28382219698983,0.014891761542660179,0.582233325055773,-0.07975028431214279,0.1337750366185232
insert_10degree,37,900,ok,10,282,743,722,737,1,0.19094372209358848,0.18706047059651967,-0.1513592354482487,0.9706177219609841,0.521734197277647,0.09719721646235016,0.14482091061771993,13.923535209127499,0.014214405679627217,0.5802369945664496,-0.08444948084444123,0.13606194523118492
insert_10degree,38,1200,ok,10,351,1017,996,1011,1,0.2008777615292762,0.14916553788379716,-0.06934314821998677,0.9863778029248116,0.5178564343268748,0.1024106876308333,0.14409312236135907,9.46793896033718,0.11200546172620698,0.5747237789585676,-0.0823863885463395,0.1259182332569369
insert_10degree,39,951,ok,10,253,706,685,700,1,0.19943690823245783,0.15188050134095207,-0.07896240622696488,0.9852396925191701,0.5174170473287194,0.10413365380707057,0.14434757704057827,9.85646030844115,0.014338548666855137,0.5755431746042492,-0.08465306006461808,0.12745643295874295
insert_10degree,40,1226,ok,10,397,1065,1044,1059,1,0.20321142654963392,0.14905775790602976,-0.13384749817891986,0.9797278356968692,0.5218389936606158,0.1111168167659862,0.15246310511479447,11.55644096651781,0.11998752789026021,0.5887707970889486,-0.07919341520622536,0.1339882097078374
insert_10degree,41,920,ok,10,298,775,754,769,1,0.20478319790465555,0.09673566076313905,-0.12454200739596302,0.9874874684422598,0.534914753932553,0.11347787899510588,0.1519037690465992,9.073275734450137,0.9029752649834807,0.5779158649446716,-0.08394099796446464,0.12956125922122388
insert_10degree,42,874,ok,10,263,745,724,739,1,0.19386310195136322,0.10513719888086963,-0.1437370972902614,0.9840151504291255,0.5164203181489698,0.09912245753977154,0.14272223034834963,10.258222647884953,0.20323442628470006,0.5751589159611067,-0.08297318719015542,0.13045167977841818
insert_10degree,43,997,ok,10,315,851,830,845,1,0.19789719343313114,0.11789758505773669,-0.13931176644776624,0.9832051622966372,0.5178023024178644,0.10185553686528238,0.14350296017510247,10.515628665485075,0.2383337085031525,0.5736138266615743,-0.08519442343369978,0.12687047054632547
insert_10degree,44,1150,ok,10,389,1049,1028,1043,1,0.19874682128111834,0.163638072501207,-0.09314084854172877,0.9821137223158103,0.5187467042189391,0.10223621334340954,0.1452291614136574,10.852931798958977,0.6391183065227817,0.5727506687493603,-0.08734489055157534,0.12957511116421438
insert_10degree,45,1154,ok,10,272,1016,995,1010,1,0.2054848215500593,0.17753526303412406,-0.1318095772173661,0.9752473869399413,0.5220719181233772,0.11105435975548975,0.14727171422117935,12.774622545951596,0.03006995550902638,0.5839831012953223,-0.08079362740138853,0.1369328781396538
insert_10degree,46,1335,ok,10,365,1193,1172,1187,1,0.198576516430352,0.16338253154131888,-0.06137627007200745,0.9846517667983936,0.5226172519974254,0.1020831745978519,0.14649190323243053,10.051337726804052,0.21599247901290264,0.5765802670891862,-0.0889316255282442,0.13021682812287602
insert_10degree,47,1022,ok,10,312,893,872,887,1,0.21123026834425687,0.16542808128685313,-0.09652050806673083,0.981487310893162,0.5195832420346034,0.11016731876982254,0.14671636696444162,11.041921781497296,0.5484258966861703,0.5864152038648253,-0.08274802037218415,0.13213293105959212
insert_10degree,48,1091,ok,10,296,920,899,914,1,0.19133628269577288,0.13014903640118342,-0.1197529841486714,0.9842359732865547,0.5173298918008729,0.09513918470781535,0.14377905333526678,10.186931515585234,0.036581365300162094,0.5853951988340284,-0.08404309701308975,0.1332578181932347
