phase,phase_code,phase_progress,global_bin,alpha_x,alpha_y,alpha_yaw,alpha_x_ci_low,alpha_x_ci_high,alpha_y_ci_low,alpha_y_ci_high,alpha_yaw_ci_low,alpha_yaw_ci_high,off_diagonal_fro
Align keyed,3,0.0,0,0.12312113890497402,-0.03525745675550419,-0.05715011099647249,0.024053070394416006,0.24179372259214266,-0.08076371671195022,0.017210668307446404,-0.1625201122746674,0.02683647414322043,4.21014146227849
Align keyed,3,0.041666666666666664,1,0.11806818325764279,-0.03216876767055062,-0.05307811616518254,0.022936588745430198,0.23636993786544927,-0.07645729555614841,0.02329833755004951,-0.15816542457363778,0.030697371967218334,4.193584943987285
Align keyed,3,0.08333333333333333,2,0.11080269189970685,-0.015580547815960206,-0.03739212936282765,0.028014071284616086,0.23169659283122895,-0.06476181190091423,0.04872154328306657,-0.14096935610014721,0.04571586622967611,4.125652215974334
Align keyed,3,0.125,3,0.09384641370638022,0.022747026813579024,-0.007677328750838708,-0.011977706066450938,0.2680599688279374,-0.0650110487186909,0.13112947957356041,-0.10814644443948948,0.0735545824175899,3.9538629999200015
Align keyed,3,0.16666666666666666,4,0.06876486231532451,0.07867310957735009,0.036136531135761985,-0.10038620541610334,0.3469152691511342,-0.0870189780163396,0.266171555599954,-0.06018784279179555,0.11432882169786797,3.676017763217506
Align keyed,3,0.20833333333333334,5,0.04099452497266404,0.14770347265903158,0.0985203539218924,-0.21303625185860528,0.44454879912081746,-0.11537841579954111,0.45009050059610156,0.0062364625688562944,0.17476732065682526,3.3643395795748097
Align keyed,3,0.25,6,0.02679471912061307,0.23136219148038667,0.175079065844856,-0.3198628676119374,0.5585611746724933,-0.12125423156823516,0.6351453452875319,0.08785315214864196,0.24965100581668687,3.0753170636777774
Align keyed,3,0.2916666666666667,7,0.03135500814974003,0.32012223151787983,0.26493568159882397,-0.39859357442972865,0.6929010568726186,-0.11688900946837003,0.8250082549596545,0.18398629667058708,0.336613779916825,2.593786018678089
Align keyed,3,0.3333333333333333,8,0.03164833297789271,0.4101570483806174,0.36517913117247214,-0.46655011338408997,0.7992724577966229,-0.10557149586738276,1.0020960403456762,0.29116887219718496,0.4332560101398756,2.1824763826691997
Align keyed,3,0.375,9,0.05015621399825572,0.512707960708359,0.47131028955605825,-0.4967509112781576,0.8487325495341449,-0.033128447505096165,1.1462295685682933,0.4063104967416388,0.5357484904730985,1.7887800209143838
