episode,generator,scalar_error_mm_equiv,diagonal_error_mm_equiv
episode_0,yaw,8.967613360802169,0.45496141595798795
episode_1,yaw,4.538390674907253,0.6622210816447344
episode_3,yaw,4.477051698118055,0.6007015829800683
episode_4,yaw,8.937118831835969,0.40868939982891683
episode_5,translation,6.6858643222250675,0.686919572494428
episode_7,translation,6.333479963330772,0.6412776360663874
episode_8,translation,5.044444221824627,1.5523862407140239
episode_9,translation,7.120747255797358,0.5819675716601957
