phase,phase_code,phase_progress,global_bin,alpha_x,alpha_y,alpha_yaw,alpha_x_ci_low,alpha_x_ci_high,alpha_y_ci_low,alpha_y_ci_high,alpha_yaw_ci_low,alpha_yaw_ci_high,off_diagonal_fro
Align keyed,3,0.0,0,-0.023679976085572627,0.0031673107075476763,0.013470547805417676,-0.10452333308367866,0.050516250921670156,-0.07017452518925883,0.0922205661184576,-0.0720552939701918,0.14883503187802755,0.9956620404873633
Align keyed,3,0.041666666666666664,1,-0.010194304838261961,0.007503595392765177,0.010730324365686661,-0.08776264513733771,0.0666992097083639,-0.06612757851044275,0.09615264036229332,-0.07187547916189253,0.14615169371282438,1.3082000402708183
Align keyed,3,0.08333333333333333,2,0.04513559652451253,0.032365042304957084,0.0036644355326633793,-0.05828848854317649,0.1915086908055101,-0.045905550516132584,0.1245285007200278,-0.0951491066348851,0.14110551094985835,2.5305917528170347
Align keyed,3,0.125,3,0.11029807966389422,0.08290555312591945,-0.001543258745849485,-0.06754918019591785,0.3913093683122057,-0.01173803752522272,0.19897687743051762,-0.14484812987988752,0.15523290707971923,4.503539698697003
Align keyed,3,0.16666666666666666,4,0.16357666356965697,0.16447186542022493,0.009969857864655651,-0.09562001194410438,0.5508060603870676,0.016394912563995626,0.35103051155240167,-0.18661242850890702,0.1893901491045519,6.52147305650347
Align keyed,3,0.20833333333333334,5,0.2016906181010911,0.26005479755091115,0.03456232432025175,-0.14291764669892768,0.6898022582703588,0.026242675420681944,0.5321716996988688,-0.2226589129790245,0.24503099708272671,8.605446831633431
Align keyed,3,0.25,6,0.229724048318541,0.37129502530953395,0.0777651703526061,-0.18060185873244727,0.8303519994250581,0.031541959633474524,0.7441112959513027,-0.2564630904474497,0.3195153960569504,10.649910394307682
Align keyed,3,0.2916666666666667,7,0.24382423885455412,0.4904382587560429,0.12718156351757592,-0.21606469163831685,0.9915271409764073,0.05625200406698126,0.9653549347900258,-0.28596993738535376,0.40040500948635316,12.717207136919724
Align keyed,3,0.3333333333333333,8,0.2365039625893539,0.5978617250365816,0.18595933187862457,-0.272762084352232,1.126143534157196,0.09770415856545987,1.168871789979107,-0.30121835578927153,0.4884445856082983,14.87743785535024
Align keyed,3,0.375,9,0.21382100627983977,0.6900805318524351,0.2518527011859355,-0.3075474919925957,1.1655674503882372,0.14274847468468388,1.3126300356918577,-0.31554144208935436,0.5842561982687687,16.95531857855229
Align keyed,3,0.4166666666666667,10,0.22303248152042904,0.7817662414484133,0.3139960992240596,-0.3296281242241502,1.1365889013784591,0.2316758508978792,1.3896896711974944,-0.34123342188198524,0.6771603527451204,19.147011513820367
Align keyed,3,0.4583333333333333,11,0.274520760522963,0.8722316228924935,0.37071551845316364,-0.34868540454721364,1.0716126740928373,0.32045925226499417,1.4618082959221927,-0.3708431072950782,0.7612103584895225,21.33974918501169
Align keyed,3,0.5,12,0.34728211141272775,0.9440050153008777,0.41585478731678904,-0.30604007382274306,1.0115278549496,0.4139438979833989,1.5150134661310892,-0.4021373047781358,0.8352062931538006,23.641634494931242
Align keyed,3,0.5416666666666666,13,0.4235036763669334,1.0016671404366806,0.44373732752972117,-0.2589315019266928,1.0361713702094861,0.5067634304411532,1.5603201348399445,-0.44557110381518983,0.8903938672645945,25.87497906627316
Align keyed,3,0.5833333333333334,14,0.5007413121000067,1.0413639358244677,0.45918581451317664,-0.18724647060743513,1.0227344738762016,0.5830878186716197,1.5358308552053297,-0.5035070983334105,0.9365194033991794,28.11357822167971
Align keyed,3,0.625,15,0.5834743068198662,1.0628974030339542,0.46316650691088057,-0.052405959078607255,1.0244103049218594,0.6408242801816524,1.535320948244565,-0.5745002571273288,0.9697346533612643,30.379214725632117
Align keyed,3,0.6666666666666666,16,0.6696089921630477,1.074907715176127,0.4547942942120784,0.1259535242198671,1.011156984898946,0.6962719569125647,1.498752117272212,-0.6551575588533234,0.9896181784243794,32.58010722924109
Align keyed,3,0.7083333333333334,17,0.7606834855640763,1.075908557963413,0.43618602280023566,0.3198085799822139,1.0111824141711085,0.7400635974206974,1.4539690018579174,-0.7446140504807581,0.9971633705500702,34.79048985621346
Align keyed,3,0.75,18,0.8343046759934349,1.0765104624194992,0.4080842624485115,0.5079852388416601,1.0029041679425925,0.8059784496248095,1.402315133654329,-0.8400549771713602,0.9978441123103107,36.91301196153767
Align keyed,3,0.7916666666666666,19,0.8960973315340277,1.0774112133067868,0.37570573052717293,0.6709465784824359,1.009123342353965,0.8547385466627271,1.3512485664342433,-0.941105771983992,0.9976931385633572,38.92070987813885
Align keyed,3,0.8333333333333334,20,0.9466313496670007,1.0647502925082577,0.3433393141502279,0.8299161310998485,1.0099107705555161,0.9002245378093686,1.2628965169155841,-1.041839031290644,0.997269788635982,40.95267715524325
Align keyed,3,0.875,21,0.9664262552653788,1.0345946261407566,0.31157018903422795,0.9202605542443733,0.9952677036346435,0.9392671690121626,1.1531376652662246,-1.1416969253182554,0.9968989675462187,42.943345533145745
Align keyed,3,0.9166666666666666,22,0.986624123751411,1.018565606042896,0.29323198485609936,0.9728327929060638,0.9975571744872419,0.9691570133510086,1.0729645160950283,-1.2102578408247018,1.0017578808183654,44.49228483440969
Align keyed,3,0.9583333333333334,23,1.00042030221468,1.0184528071827952,0.28815551951834806,0.9923302469873825,1.0088899027105644,0.968902363027446,1.0624727393303934,-1.231608332029254,1.0044445007820122,45.03204361655663
Align keyed,3,1.0,24,1.000790273519731,1.0207027176393222,0.28808799709107547,0.9933288529163106,1.0077789878352623,0.9730740093621755,1.0639414755725112,-1.2317615058603442,1.004336849645035,45.04975419517506
Enter key,4,0.0,25,1.0010715754594601,1.0207748189476467,1.0015593875570163,0.9929862177373749,1.0089025702443375,0.9794426929002187,1.0665268518907616,0.9997003901592044,1.0046151655176754,0.06716137827380787
Enter key,4,0.041666666666666664,26,1.0004341390985942,1.0205036424901266,1.0014858363425951,0.9931928492147525,1.0077309022582337,0.9785889720071297,1.0663312798505784,0.9995787709704967,1.0044680258189713,0.07115820911547624
Enter key,4,0.08333333333333333,27,1.0018310050877672,1.017899225584555,1.0013984276091368,0.9966660948719988,1.0082735233074527,0.9756718768788157,1.063793615031337,0.9995356849300817,1.0042430982328834,0.0680845055333966
Enter key,4,0.125,28,0.9993553974348484,1.0115690297816669,1.001185861384578,0.9924177406331856,1.0053343172239513,0.9700045086571275,1.057437765056543,0.9989071158690714,1.0042502546442482,0.07041306772664152
Enter key,4,0.16666666666666666,29,0.9994806472438261,1.0069903678423286,1.0011387431470966,0.9806477675972253,1.0193592838722993,0.9616375287294202,1.0541222282347762,0.9986235728087999,1.0037622899583902,0.0587317215145667
Enter key,4,0.20833333333333334,30,0.9953151117848058,1.0078425336975643,1.0011074512678806,0.9614183671831583,1.0239266068980701,0.9621886456355607,1.0553526325088385,0.9986340361364104,1.0039457583147557,0.06509251955929836
Enter key,4,0.25,31,0.9883226516489855,1.0068213041117278,1.0017033720066744,0.93526991675122,1.022973130679969,0.9610846790383772,1.0524159138103402,0.9995177109518754,1.0049015001287311,0.037100830208491344
Enter key,4,0.2916666666666667,32,0.9888334444746222,1.0039983850853114,1.0016473809432296,0.9292963504242641,1.0351844633013758,0.9588917984800588,1.046270397170798,1.0000742740927429,1.0045916674387116,0.039466160377509135
Enter key,4,0.3333333333333333,33,0.9876967685576112,1.003109643578462,1.001844059768919,0.924978559406251,1.0373030279883153,0.9605733694673457,1.042999881963695,0.9995619472847854,1.0063851315775036,0.06308503863941277
Enter key,4,0.375,34,0.9873735886188001,1.0080375712168048,1.001006208221307,0.9252961716024434,1.040721727206564,0.9723255295348542,1.0434259788701516,0.9996104484975026,1.0029675858259317,0.05713247276346011
Enter key,4,0.4166666666666667,35,0.9862431272423169,1.0155708208700185,1.0001518535597844,0.9139585290492407,1.0418955002220958,0.9858028602914032,1.045497567994246,0.9979056249340971,1.0019542388441052,0.0792623910755978
Enter key,4,0.4583333333333333,36,0.9835661841930643,1.0185171079743554,0.9998576053175664,0.9049550947137218,1.0398514642017322,0.9903855167042406,1.0475704771383838,0.9968718466824258,1.0020561640880006,0.09025928507310688
Enter key,4,0.5,37,0.9854001755226847,1.0187736497614297,0.9998108530430154,0.9121227407907009,1.0409035498895511,0.9906193499584667,1.0473754653642293,0.9970660692408818,1.001853226513365,0.0808613832606834
Enter key,4,0.5416666666666666,38,0.9837539945144333,1.0185009397434348,0.9997870738493583,0.9074132727947968,1.036972132725884,0.9899173184084514,1.0467933308259405,0.9968927684659744,1.0018171508648566,0.08315642592425129
Enter key,4,0.5833333333333334,39,0.9773804660867685,1.016130760375599,0.9998285002214512,0.9088029286046909,1.0046226846351969,0.988599015661455,1.0440671684542455,0.9972257354826181,1.0017736611392598,0.08690770267157713
