phase,phase_code,phase_progress,global_bin,alpha_x,alpha_y,alpha_yaw,alpha_x_ci_low,alpha_x_ci_high,alpha_y_ci_low,alpha_y_ci_high,alpha_yaw_ci_low,alpha_yaw_ci_high,off_diagonal_fro
Align keyed,3,0.0,0,-0.02707582026332511,-0.019280090927821784,0.00135971581820718,-0.05327487484614286,0.006601967565343522,-0.0799451329208311,0.03241213799012782,-0.0020071288974732177,0.004207410898230605,0.28193481259731257
Align keyed,3,0.041666666666666664,1,-0.01697561208525961,-0.017195147561071305,0.004804572710197796,-0.03965083837265239,0.019844268788419762,-0.07576930067385995,0.03569887000637037,0.0015081250258894092,0.007048816030194189,0.3055875345868476
Align keyed,3,0.08333333333333333,2,0.03262898554089679,-0.0032298008683505504,0.021137889128965914,-0.028305938923929574,0.11337943970770165,-0.08857699157875143,0.07651743444836988,0.01800746281594781,0.02381238694866221,0.2959969192583257
Align keyed,3,0.125,3,0.12718257678050354,0.017769109239774795,0.05243415430294701,-0.01696053956417813,0.3281049989984865,-0.19200310807489576,0.18329743242195312,0.04849362279514118,0.05771523962143845,0.37948551616581816
Align keyed,3,0.16666666666666666,4,0.25648626929448104,0.06006068414583125,0.0987618346311318,0.006481176061429063,0.5869337239353977,-0.34455578409894605,0.36470026569319,0.09095828322213839,0.1101177913767315,0.5085708369372851
Align keyed,3,0.20833333333333334,5,0.4052781199713095,0.1260021556027249,0.15997680431761835,0.03322686047032376,0.9097034470535111,-0.48309384723964227,0.5936482403486488,0.1499745614569265,0.17555816325576762,0.5954554125443783
Align keyed,3,0.25,6,0.558178280649478,0.2163914002447148,0.2342131267195402,0.07544684218171689,1.2240263804657439,-0.5930722844340497,0.8416291144814372,0.2229310429060621,0.2510597867701821,0.6604860837603322
Align keyed,3,0.2916666666666667,7,0.7049746420161781,0.33846673494342483,0.3212256762487799,0.11365464500544142,1.4985083698874246,-0.6588863831068075,1.1254811955364794,0.30792438488389184,0.33915345448848133,0.8144167562544637
Align keyed,3,0.3333333333333333,8,0.8258595037731763,0.4677558661449938,0.415687308158045,0.17326167665857795,1.6867788251210853,-0.6528803124090918,1.390256906385109,0.400380678009446,0.43785912032341817,0.9988378114220583
Align keyed,3,0.375,9,0.9107520133857128,0.5834946529839734,0.5135322380878644,0.23565283193532005,1.8253767680979511,-0.5958201703821883,1.573632116207004,0.4954910119107817,0.5405133067842217,1.210363438885861
Align keyed,3,0.4166666666666667,10,0.9728275794004169,0.6785033533785889,0.6103226600507399,0.322636559521244,1.8742238851845594,-0.4899919711604304,1.667579374227558,0.5866486042051982,0.641519095530569,1.4763109618639412
Align keyed,3,0.4583333333333333,11,1.0109614823914106,0.7598680635606444,0.6988771566256682,0.4374633568660149,1.818045049014817,-0.33900268277012635,1.681845445722921,0.6715314673093946,0.7327734820709836,1.6909338152029425
Align keyed,3,0.5,12,1.0308453873122434,0.8290439633925429,0.7765601770230555,0.5524546104978924,1.7020673389277097,-0.15746248711930258,1.6451651544531207,0.7452434759935017,0.8109555179943101,1.7926081114893293
Align keyed,3,0.5416666666666666,13,1.0371293481293422,0.8880595611293874,0.8401674845696069,0.661131072802777,1.5629511089700021,0.04087486497120327,1.5728952579997562,0.800926371729352,0.872957879177708,1.823116194102721
Align keyed,3,0.5833333333333334,14,1.0324629507599719,0.9270791668471857,0.8921699385707886,0.746163398477497,1.4153394653786953,0.22472754987899518,1.4755727335512032,0.8481568046407723,0.9229734676132372,1.7887686518965615
Align keyed,3,0.625,15,1.0213437511642005,0.9500868654460528,0.9307985282573327,0.8191925982303992,1.2768321545025376,0.37676455900683614,1.3938931959772214,0.8873704373051841,0.9585612673312123,1.6264003284794322
Align keyed,3,0.6666666666666666,16,1.0102606543010726,0.9326797300715591,0.95761305013285,0.8805885017388354,1.1712971578795957,0.4704843232244317,1.2669779912981396,0.9182382926702692,0.980911253997785,1.394109757689083
Align keyed,3,0.7083333333333334,17,1.0012873105886424,0.8947074031721854,0.973963384640777,0.9156986816492894,1.0978286991406514,0.5332235237690488,1.1287689032055679,0.9407296343679261,0.991954677959649,1.0924913395622777
Align keyed,3,0.75,18,1.008010746800797,0.8792916947694085,0.9821756769235443,0.922784403942989,1.079003649884659,0.6065978318366443,1.0432114996195196,0.9589997344109488,0.9953350083248503,0.7341425406450394
Align keyed,3,0.7916666666666666,19,1.0105528458651523,0.8998920011516068,0.9871025994695686,0.9291980140445643,1.0710109867764537,0.6954274011708209,1.029037924162674,0.9736902698989366,0.9959942675796958,0.46930240262313433
Align keyed,3,0.8333333333333334,20,1.0099253668932773,0.9263090588966769,0.9901420101439813,0.9418910312881434,1.0613329843823913,0.773125971407817,1.0330298971902967,0.9840140324247159,0.9956283480465998,0.256987027556926
Align keyed,3,0.875,21,1.0185471386033267,0.959897085291504,0.9931038678138775,0.9731474374129404,1.0554175614659271,0.8633631879836378,1.0374647871074847,0.9912103280329078,0.9957223693116269,0.17760700964084053
Align keyed,3,0.9166666666666666,22,1.0071959087450006,0.9865117535732404,0.9972069322553502,0.9920085666498282,1.0204907991409509,0.9453957473138043,1.024598609416371,0.9952662803530006,0.9987079376049818,0.1090418483852354
Align keyed,3,0.9583333333333334,23,0.9997549116007413,1.0047459204793048,1.0004421054337518,0.9966510174879528,1.0026047059395242,0.9586211434959429,1.046543380232447,0.9978110698350866,1.0026889211610386,0.09419766754102753
Align keyed,3,1.0,24,0.9975507325895122,1.0256746533059318,0.9992926574417519,0.9952407970903963,1.0000332369255323,0.9629896543430022,1.0936604127232328,0.9968579466810368,1.000978980677802,0.07405861955837155
Enter key,4,0.0,25,0.9976213049287176,1.0253157074825496,1.0005523640586091,0.9943591799192597,1.0018301351944299,0.9712075581518294,1.103327292579853,0.9976263810983371,1.0032191595812534,0.08780893440145285
Enter key,4,0.041666666666666664,26,0.9988263859848254,1.0251883020988986,1.0005807362777608,0.9944151355670744,1.00442046144687,0.9721452799079255,1.1021196955318024,0.9977169702799477,1.0031461808592264,0.08861320988863479
Enter key,4,0.08333333333333333,27,0.998879114906723,1.0218590892899264,1.0007495757012257,0.9948772544554962,1.002745500055017,0.9727444194216835,1.0852980972897635,0.9982781582988554,1.0031562310759528,0.09162392653063121
Enter key,4,0.125,28,1.0081846753779138,1.0125725722626313,1.0008437488603168,0.9996272455789484,1.0214981052231877,0.9730351954545202,1.0564430572720367,0.9983120783331728,1.0030196762149506,0.0966194858153133
Enter key,4,0.16666666666666666,29,1.0130575925374485,1.0065092421496353,1.0006132379934798,0.9943551576903725,1.047884293171967,0.9716596410367481,1.043760936675304,0.9975151345877427,1.0028992963215757,0.1200296532862508
Enter key,4,0.20833333333333334,30,1.0148082104231428,1.0030367637918653,1.0007721285611444,0.992258714744111,1.0563020266390355,0.9712314194274552,1.0370496611498758,0.997833708120696,1.0029150206927493,0.09300598248908609
Enter key,4,0.25,31,1.0253747822890946,1.002340529838335,1.001014038154413,0.995012494528272,1.0824279273784696,0.9705425228837562,1.0337689631399551,0.9991487080030558,1.0030133422821788,0.07372842834374496
Enter key,4,0.2916666666666667,32,1.0317682646038437,1.001444611154204,1.0010861622442149,0.9959469141813585,1.1002885924829524,0.971599940054456,1.0268615268393162,0.9994151269724063,1.0029427660295587,0.06177799362819972
Enter key,4,0.3333333333333333,33,1.0348678594073117,1.0029169283989547,1.0011211650195024,0.9964757267374063,1.1091612418135843,0.9756335980340166,1.027861343466999,0.9996475733655833,1.0028975344380628,0.05647646407072676
Enter key,4,0.375,34,1.0369074633982784,1.0081679760836468,1.0014400778690706,0.9988367897213306,1.1107370987802754,0.9876405753590685,1.0309171320335029,0.9997132760479034,1.0041569641389407,0.035205993716530264
Enter key,4,0.4166666666666667,35,1.0368898177206474,1.0142189844245484,1.0009009442912185,0.9956403483642982,1.116348319414545,0.9958120892649795,1.0351707669906016,0.9995427969554324,1.0026155405536887,0.043432197021900903
Enter key,4,0.4583333333333333,36,1.0389546350491436,1.0154844471723687,1.000690942815304,0.9927958048027835,1.1269117541484666,0.9976503016748682,1.0346154585229794,0.9993672988478602,1.002137062970465,0.04951092283727788
Enter key,4,0.5,37,1.0440997995092454,1.0109026421954188,1.0005838932864586,0.9950807133141191,1.1419750044997943,0.9962636371438276,1.026460122099156,0.99929431682111,1.0019434288852374,0.05053751773871788
Enter key,4,0.5416666666666666,38,1.0515077146531664,1.010771740565134,1.0006107045469559,0.9953305117936272,1.1651150318994687,0.9961932678308013,1.0264603644452328,0.9993854906165253,1.0019098074894994,0.04421573350340255
Enter key,4,0.5833333333333334,39,1.0456566833841852,1.01136881384187,1.000497101025223,0.9965783201688407,1.1412312334493588,0.9965708835710065,1.0281070916363637,0.9993709527745315,1.0016140179444226,0.04649962068069339
Enter key,4,0.625,40,1.0329348108963043,1.0104634279264317,1.0004028474906768,0.9982599611625154,1.1008232156512032,0.9949477288305574,1.0273598274561775,0.9981114410453134,1.0017061999669794,0.06500918516774552
Enter key,4,0.6666666666666666,41,1.0266386885875554,1.0089598767879373,1.0004201532997432,0.9950267814897047,1.0877226018689325,0.991828606184035,1.0261354122749924,0.9981554267091741,1.0017015029223246,0.060565806887310704
Enter key,4,0.7083333333333334,42,1.0291185090621113,1.0085401863773886,1.000378357108917,0.9930547181323517,1.0997060953995603,0.9910985948065901,1.0260007727255587,0.9979797348942705,1.001612456902017,0.06022889836201093
Enter key,4,0.75,43,1.027284973919384,1.009290826802054,1.0002526736694612,0.9960922858275131,1.0892132925064941,0.9919675613727309,1.0265387846543612,0.9980525164533223,1.0013612830212908,0.05850812139445943
Enter key,4,0.7916666666666666,44,1.0369275932326212,1.0093263223936924,1.00015164951554,0.9959357256308861,1.1253316006171863,0.9925862280951326,1.026111029268058,0.9977066239672016,1.001283222591397,0.06550099295376179
Enter key,4,0.8333333333333334,45,1.0442540952244723,1.0104942334008393,1.0000178536996667,0.9926333950814601,1.148674992777232,0.996597190581787,1.0253423701530577,0.9974026264572979,1.0011492031943985,0.07578511045785487
