episode,condition_id,attempt_id,generator,steps,success,complete,max_contact_force_N,contact_frames,max_socket_drift_m,final_distance_m,final_axis_error_rad,final_key_clearance_m,dx,dy,dyaw,any_terminated,any_truncated,post_done_actions,stop_reason,solver_error
episode_0,0,0,yaw,375,True,True,0.0,0,0.0,0.010207846760749817,0.0015348626766353846,0.011796776205301285,0.0,0.0,-0.5235987755982988,True,False,0,terminated,
episode_1,1,0,yaw,377,True,True,0.0,0,0.0,0.011553104966878891,0.0009800500702112913,0.01044807955622673,0.0,0.0,-0.2617993877991494,True,False,0,terminated,
episode_2,2,0,yaw,395,True,True,32.33945098990574,45,0.0,0.009232169948518276,0.0014503095299005508,0.012768272310495377,0.0,0.0,0.0,True,False,0,terminated,
episode_3,3,0,yaw,385,True,True,0.0,0,0.0,0.011557420715689659,0.0003163676301483065,0.010443788021802902,0.0,0.0,0.2617993877991494,True,False,0,terminated,
episode_4,4,0,yaw,347,False,False,0.0,0,0.0,0.3984241783618927,1.5843037366867065,0.06839296221733093,0.0,0.0,0.5235987755982988,False,False,0,solver_exception,RuntimeError('motion planning failed')
episode_5,4,1,yaw,386,True,True,0.0,0,0.0,0.010929024778306484,0.0028011316899210215,0.011102963238954544,0.0,0.0,0.5235987755982988,True,False,0,terminated,
episode_6,5,0,translation,435,False,True,79.74985497734434,136,0.0,0.05605117231607437,0.07097175717353821,-0.028312567621469498,-0.015,0.0,0.0,False,False,0,solver_returned,
episode_7,5,1,translation,441,False,True,81.81830549140086,139,0.0,0.055672723799943924,0.05814099311828613,-0.02820349857211113,-0.015,0.0,0.0,False,False,0,solver_returned,
episode_8,5,2,translation,341,True,True,0.0,0,0.0,0.010756981559097767,0.003462766297161579,0.01125429943203926,-0.015,0.0,0.0,True,False,0,terminated,
episode_9,6,0,translation,343,True,True,0.0,0,0.0,0.011858361773192883,0.005167971830815077,0.010146353393793106,0.015,0.0,0.0,True,False,0,terminated,
episode_10,7,0,translation,322,True,True,0.0,0,0.0,0.010406993329524994,0.0035885677207261324,0.011598389595746994,0.0,-0.015,0.0,True,False,0,terminated,
episode_11,8,0,translation,338,True,True,0.0,0,0.0,0.010297674685716629,0.00394248915836215,0.011707466095685959,0.0,0.015,0.0,True,False,0,terminated,
episode_12,9,0,mixed,372,True,True,0.0,0,3.725290298461914e-09,0.011482720263302326,0.0009226357215084136,0.010517943650484085,-0.0023931185865242923,-0.0010791215800725062,-0.18657306469668755,True,False,0,terminated,
