episode,dx,dy,final_translation_ratio
episode_8,-0.015,0.0,0.9839828616816271
episode_9,0.015,0.0,1.01464425632261
episode_10,0.0,-0.015,0.9924300097132651
episode_11,0.0,0.015,1.007237058282186
