phase,phase_code,phase_progress,global_bin,alpha_x,alpha_y,alpha_yaw,alpha_x_ci_low,alpha_x_ci_high,alpha_y_ci_low,alpha_y_ci_high,alpha_yaw_ci_low,alpha_yaw_ci_high,off_diagonal_fro
Align keyed,3,0.0,0,-0.018557419977015675,-0.03997179171506005,0.0026345875974392308,-0.08527714024999658,0.024014647946734545,-0.1396373846710552,0.08416400812422978,-0.0017142943059119617,0.007294705683318063,0.0995112107072786
Align keyed,3,0.041666666666666664,1,-0.00029191811896421896,-0.02357278224458526,0.007203997620282315,-0.05544583663499295,0.03548830403884237,-0.1155331318554873,0.0900403986860227,-0.0050065555114976856,0.022661688373713764,0.836327531729785
Align keyed,3,0.08333333333333333,2,0.06690874240920233,0.03046390042123171,0.025146072684232745,-0.001957624570771502,0.15157484256241618,-0.0495888577070138,0.13499888914486693,-0.035649107630602944,0.09910111108395572,4.158814616200402
Align keyed,3,0.125,3,0.15936650248309994,0.08775680776742001,0.05832821117087139,0.029811089010064802,0.3469801833033338,-0.002890818313614687,0.20928440505786425,-0.06989650496718548,0.2132861277303624,8.728477735458391
Align keyed,3,0.16666666666666666,4,0.2710877018348392,0.11520157739761777,0.10649589425483663,0.05991231403157196,0.562496521385949,-0.027595145667159274,0.3050243767275496,-0.09086336824646285,0.34298783454935633,13.292920782220454
Align keyed,3,0.20833333333333334,5,0.38813774248314037,0.11478867235138772,0.1691613767483231,0.08843731781380014,0.8217053584751768,-0.12902904662927472,0.4121315898417695,-0.09792619311166995,0.4876928780467948,18.0116393787999
Align keyed,3,0.25,6,0.5123559466988368,0.07979443847002442,0.2486921724395712,0.13413046139248755,1.0412482039554176,-0.3293737636373281,0.5454857200410074,-0.08836722478521826,0.6499432141971414,22.64287057280172
Align keyed,3,0.2916666666666667,7,0.6367523662016902,0.014894287071143954,0.34063621270051847,0.19206884454250567,1.303534660981192,-0.5880732987666412,0.6923990374848761,-0.06647914330083128,0.8249133208116632,27.355099745923706
Align keyed,3,0.3333333333333333,8,0.7231520173513774,-0.07184893184368786,0.4405210421285073,0.21699439319578015,1.4744254387077074,-0.8967880409184137,0.8289442060497334,-0.03659888374421656,1.0074623968881773,32.12106277869387
Align keyed,3,0.375,9,0.7699289269807562,-0.17753534287563888,0.5467552272838532,0.24838431413296858,1.5562047242868198,-1.2242735399678355,0.9112022421873595,-0.0001940202526550562,1.1964438030185176,36.826120545240585
Align keyed,3,0.4166666666666667,10,0.8178251429559801,-0.2818750675957363,0.6508050749447776,0.28878533810096296,1.5846055421067913,-1.5586548249089345,0.9901766166410306,0.03370604510653147,1.384200115294576,41.5693855488389
Align keyed,3,0.4583333333333333,11,0.8652876129505266,-0.33658237665645924,0.7447886529694152,0.3296244499291515,1.5589049306735776,-1.7728034450597903,1.0610451446689422,0.057677521240525484,1.5623580341448728,46.261090870180375
Align keyed,3,0.5,12,0.9010765716747745,-0.34821690280796513,0.8276793806424259,0.37627178816201556,1.5058257010260525,-1.8822809449056763,1.1088949708818736,0.0716006588594968,1.729718211684479,50.90437293777284
Align keyed,3,0.5416666666666666,13,0.9238391418768183,-0.3213513251943908,0.895940428191226,0.4132524296014298,1.4677067983448628,-1.9104211530733908,1.137126267784483,0.07083909414734456,1.8819573153409526,55.58424335279654
Align keyed,3,0.5833333333333334,14,0.932751403967303,-0.2583265611203076,0.9487660585521596,0.4364229989082123,1.3797975995774892,-1.8166944955905955,1.1423062414140712,0.05526176694979193,2.0178704293407628,60.221099015163446
Align keyed,3,0.625,15,0.9328016957795563,-0.17205668854551792,0.9880850264188474,0.44870432819149825,1.2941124858159039,-1.6495920673044462,1.1414583101169877,0.026736447755142403,2.140542035561881,64.88460048867196
Align keyed,3,0.6666666666666666,16,0.9246301620281291,-0.06220593224610605,1.0151339131225328,0.47774076968560414,1.1991149798974343,-1.4252638641308,1.130151757274626,-0.014166587177024736,2.2491097513427403,69.43501991751266
Align keyed,3,0.7083333333333334,17,0.912746792827253,0.07213308103316252,1.0314313411195961,0.5360896010692804,1.1243371720855093,-1.1493856763925359,1.0938658818660467,-0.065326321880069,2.349388921475292,74.02621899739722
