episode,condition_id,attempt_id,generator,steps,success,complete,max_contact_force_N,contact_frames,max_socket_drift_m,final_distance_m,final_axis_error_rad,final_key_clearance_m,dx,dy,dyaw,any_terminated,any_truncated,post_done_actions,stop_reason,solver_error
episode_0,0,0,yaw,362,True,True,0.0,0,0.0,0.011766503565013409,0.0007430022233165801,0.010236125439405441,0.0,0.0,-0.5235987755982988,True,False,0,terminated,
episode_1,1,0,yaw,157,False,False,0.0,0,0.0,0.34477758407592773,1.5843068361282349,0.06839300692081451,0.0,0.0,-0.2617993877991494,False,False,0,solver_exception,RuntimeError('motion planning failed')
episode_2,1,1,yaw,382,True,True,0.0,0,0.0,0.011574099771678448,0.0007245898596011102,0.010426539927721024,0.0,0.0,-0.2617993877991494,True,False,0,terminated,
episode_3,2,0,yaw,351,True,True,0.0,0,0.0,0.011330073699355125,0.0003818052355200052,0.010670412331819534,0.0,0.0,0.0,True,False,0,terminated,
episode_4,3,0,yaw,384,True,True,0.0,0,0.0,0.01142487395554781,0.00033534789690747857,0.010576624423265457,0.0,0.0,0.2617993877991494,True,False,0,terminated,
episode_5,4,0,yaw,391,True,True,0.0,0,0.0,0.010433094576001167,0.000938749872148037,0.011570606380701065,0.0,0.0,0.5235987755982988,True,False,0,terminated,
episode_6,5,0,translation,351,True,True,0.0,0,0.0,0.010534659959375858,0.001228337292559445,0.01146751269698143,-0.015,0.0,0.0,True,False,0,terminated,
episode_7,6,0,translation,359,True,True,0.0,0,0.0,0.011357764713466167,0.0001733927201712504,0.010642845183610916,0.015,0.0,0.0,True,False,0,terminated,
episode_8,7,0,translation,355,True,True,0.0,0,0.0,0.011348734609782696,0.00036514783278107643,0.010651867836713791,0.0,-0.015,0.0,True,False,0,terminated,
episode_9,8,0,translation,482,True,True,0.0,0,0.0,0.011460051871836185,0.004749453626573086,0.010564301162958145,0.0,0.015,0.0,True,False,0,terminated,
