episode,generator,scalar_error_mm_equiv,diagonal_error_mm_equiv
episode_0,yaw,9.037310122203056,0.21226737401425372
episode_1,yaw,4.601974091172074,0.10702981274757467
episode_3,yaw,4.523641952556036,0.08699202285536878
episode_4,yaw,9.068562329669792,0.3632619438192209
episode_5,translation,6.392882126949076,0.05307167329567841
episode_6,translation,6.49338046827273,0.34300162395243217
episode_7,translation,6.3870608343670785,0.34296613866680076
episode_8,translation,6.339496920993203,0.39055799460718305
