episode,dx,dy,final_translation_ratio
episode_5,-0.015,0.0,1.013025519135463
episode_7,0.015,0.0,0.9895237452371737
episode_8,0.0,-0.015,0.904405025118767
episode_9,0.0,0.015,1.0431271110695457
