episode,condition_id,attempt_id,generator,steps,success,complete,max_contact_force_N,contact_frames,max_socket_drift_m,final_distance_m,final_axis_error_rad,final_key_clearance_m,dx,dy,dyaw,any_terminated,any_truncated,post_done_actions,stop_reason,solver_error
episode_0,0,0,yaw,409,True,True,0.0,0,0.0,0.011775005608797073,0.0049246568232774734,0.010227959603071213,0.0,0.0,-0.5235987755982988,True,False,0,terminated,
episode_1,1,0,yaw,388,True,True,0.0,0,0.0,0.011605828069150448,0.007557745091617107,0.010395940393209457,0.0,0.0,-0.2617993877991494,True,False,0,terminated,
episode_2,2,0,yaw,351,True,True,0.0,0,0.0,0.010505689308047295,0.0012624493101611733,0.011495973914861679,0.0,0.0,0.0,True,False,0,terminated,
episode_3,3,0,yaw,358,True,True,0.0,0,0.0,0.010045578703284264,0.0002700752520468086,0.01195685938000679,0.0,0.0,0.2617993877991494,True,False,0,terminated,
episode_4,4,0,yaw,365,True,True,0.0,0,0.0,0.010094397701323032,0.0009151114500127733,0.011911224573850632,0.0,0.0,0.5235987755982988,True,False,0,terminated,
episode_5,5,0,translation,334,True,True,0.0,0,0.0,0.010427323170006275,0.0038977074436843395,0.011576671153306961,-0.015,0.0,0.0,True,False,0,terminated,
episode_6,6,0,translation,700,False,False,0.0,0,0.0,0.2494209110736847,3.289126470917836e-05,0.03699997812509537,0.015,0.0,0.0,False,True,0,truncated,
episode_7,6,1,translation,369,True,True,21.27588051449888,22,0.0,0.01054888404905796,0.0012094329576939344,0.011452805250883102,0.015,0.0,0.0,True,False,0,terminated,
episode_8,7,0,translation,183,False,False,0.0,0,0.0,0.29512470960617065,1.5843069553375244,0.06839300692081451,0.0,-0.015,0.0,False,False,0,solver_exception,RuntimeError('motion planning failed')
episode_9,7,1,translation,319,True,True,0.0,0,0.0,0.010412846691906452,0.0038122981786727905,0.01159275695681572,0.0,-0.015,0.0,True,False,0,terminated,
episode_10,8,0,translation,357,True,True,0.0,0,0.0,0.009606843814253807,0.0025368777569383383,0.0123981274664402,0.0,0.015,0.0,True,False,0,terminated,
episode_11,9,0,mixed,378,True,True,0.0,0,3.725290298461914e-09,0.011594030074775219,0.002548923948779702,0.010406028479337692,-0.0023931185865242923,-0.0010791215800725062,-0.18657306469668755,True,False,0,terminated,
episode_12,10,0,mixed,366,True,True,0.0,0,3.725290298461914e-09,0.010143408551812172,0.000677671458106488,0.011858996003866196,-0.0022283235571025524,-0.010246784663665433,-0.27645951677924374,True,False,0,terminated,
episode_13,11,0,mixed,443,False,True,81.42321855847864,140,0.0,0.05535353720188141,0.059877973049879074,-0.028186868876218796,0.0038875386126535627,0.011759554302412916,-0.03424688094341882,False,False,0,solver_returned,
episode_14,11,1,mixed,330,True,True,0.0,0,0.0,0.011767554096877575,0.0007601194083690643,0.010234665125608444,0.0038875386126535627,0.011759554302412916,-0.03424688094341882,True,False,0,terminated,
episode_15,12,0,mixed,361,True,True,0.0,0,0.0,0.011923197656869888,0.0011673372937366366,0.01008070632815361,0.008713388927921128,-0.003174494924091142,-0.4797539782073512,True,False,0,terminated,
episode_16,13,0,mixed,394,True,True,0.0,0,3.725290298461914e-09,0.010288792662322521,0.0008935185032896698,0.01171279326081276,0.0029496725821234956,-0.011109129942626405,-0.31578453071810775,True,False,0,terminated,
episode_17,14,0,mixed,512,True,True,0.0,0,0.0,0.009918760508298874,0.000507091754116118,0.012083034962415695,-0.01132050548199724,0.0031447275593994104,0.18656551070753769,True,False,0,terminated,
episode_18,15,0,mixed,351,True,True,0.0,0,3.725290298461914e-09,0.009992694482207298,0.00023802233044989407,0.01200910285115242,-0.005542401259478868,0.00032293439542781417,0.1333377524075764,True,False,0,terminated,
episode_19,16,0,mixed,149,False,False,0.0,0,7.450580596923828e-09,0.36642926931381226,1.5843065977096558,0.06839301437139511,-0.0022334160048983077,-0.0012357486408763746,-0.2752020212045151,False,False,0,solver_exception,RuntimeError('motion planning failed')
episode_20,16,1,mixed,688,False,True,84.48556264190002,108,7.450580596923828e-09,0.05747418478131294,0.019801964983344078,-0.028331343084573746,-0.0022334160048983077,-0.0012357486408763746,-0.2752020212045151,False,False,0,solver_returned,
episode_21,16,2,mixed,500,True,True,2.7891055466998527,12,7.450580596923828e-09,0.011802958324551582,0.00032277486752718687,0.010198388248682022,-0.0022334160048983077,-0.0012357486408763746,-0.2752020212045151,True,False,0,terminated,
episode_22,17,0,mixed,357,True,True,0.04629445532359918,29,0.0,0.011352840811014175,0.00025347110931761563,0.01064777746796608,0.0022465624784044486,-0.006905244765118781,-0.003963456565738155,True,False,0,terminated,
episode_23,18,0,mixed,376,True,True,0.0,0,0.0,0.011444898322224617,0.0007192331249825656,0.010555725544691086,0.0015680678224564305,0.011519377382340677,-0.14347506968843726,True,False,0,terminated,
episode_24,19,0,mixed,387,True,True,0.0,0,3.725290298461914e-09,0.01172664761543274,0.005593669135123491,0.010278899222612381,0.010362728597275557,-0.0007917488497382989,-0.39507205299764264,True,False,0,terminated,
episode_25,20,0,mixed,361,True,True,0.0,0,0.0,0.010018197819590569,0.0007202769047580659,0.011983301490545273,0.001202303376842826,-0.002872683158953766,-0.1610041259052088,True,False,0,terminated,
episode_26,21,0,mixed,382,True,True,0.0,0,7.450580596923828e-09,0.010263534262776375,0.0008095717057585716,0.011738870292901993,0.005460533610843841,-0.009176065566340208,-0.36630729949089225,True,False,0,terminated,
