episode,condition_id,attempt_id,generator,steps,success,complete,max_contact_force_N,contact_frames,max_socket_drift_m,final_distance_m,final_axis_error_rad,final_key_clearance_m,dx,dy,dyaw,any_terminated,any_truncated,post_done_actions,stop_reason,solver_error
episode_27,22,0,mixed,348,False,False,0.0,0,3.725290298461914e-09,0.37076395750045776,1.5843077898025513,0.06839305907487869,-0.01019785503635493,0.011887546132995197,0.33840644592155844,False,False,0,solver_exception,RuntimeError('motion planning failed')
episode_28,22,1,mixed,381,True,True,0.0,0,3.725290298461914e-09,0.011625158600509167,0.00040289523894898593,0.010376956313848495,-0.01019785503635493,0.011887546132995197,0.33840644592155844,True,False,0,terminated,
episode_29,23,0,mixed,375,True,True,0.0,0,7.450580596923828e-09,0.010107303038239479,0.0002260615729028359,0.011898193508386612,0.003583363549875037,-0.0038229538769398493,0.3152581491511527,True,False,0,terminated,
episode_30,24,0,mixed,385,True,True,0.0,0,3.725290298461914e-09,0.01022318471223116,0.000775709340814501,0.011778611689805984,0.006914381992931009,-0.0015510412992135268,-0.3045332339783158,True,False,0,terminated,
episode_31,25,0,mixed,322,True,True,0.0,0,7.450580596923828e-09,0.011746061034500599,0.0010085457470268011,0.010256383568048477,-0.010535570229681426,-0.006097956751513089,-0.021991373126857727,True,False,0,terminated,
episode_32,26,0,mixed,356,True,True,0.0,0,3.725290298461914e-09,0.011501227505505085,0.006743381731212139,0.010499242693185806,-0.0008629709010328137,-0.0005531067163298594,0.06367738146914015,True,False,0,terminated,
episode_33,27,0,mixed,365,True,True,0.0,0,0.0,0.01016770489513874,0.005593704525381327,0.011833440512418747,0.008541769008218795,0.004022032916112337,0.03196049633811415,True,False,0,terminated,
episode_34,28,0,mixed,378,True,True,0.0,0,3.725290298461914e-09,0.010939832776784897,0.0029262839816510677,0.011131051927804947,0.002939942549023515,-0.009348660801151388,0.3077043496696418,True,False,0,terminated,
episode_35,29,0,mixed,504,True,True,0.0,0,0.0,0.010228068567812443,0.0008988810004666448,0.011776994913816452,-0.006089367938036382,-0.010627967707550005,0.38299308163426515,True,False,0,terminated,
episode_36,30,0,mixed,448,False,True,76.11544651358449,135,0.0,0.055270612239837646,0.07583072781562805,-0.028173331171274185,0.009080504039630437,0.0012646056698357323,0.01733541423828555,False,False,0,solver_returned,
episode_37,30,1,mixed,346,True,True,0.0,0,0.0,0.00988487247377634,0.0005189692601561546,0.012115824967622757,0.009080504039630437,0.0012646056698357323,0.01733541423828555,True,False,0,terminated,
episode_38,31,0,mixed,385,True,True,0.0,0,3.725290298461914e-09,0.010446072556078434,0.0009412498911842704,0.011556874960660934,0.011910616875627975,0.00261372197217654,0.510092460033387,True,False,0,terminated,
episode_39,32,0,mixed,395,True,True,0.0,0,3.725290298461914e-09,0.0116617102175951,0.001010337844491005,0.010339301079511642,-0.005195427073254344,0.0013924329836661215,-0.346447262945213,True,False,0,terminated,
episode_40,33,0,mixed,371,True,True,0.0,0,0.0,0.010220932774245739,0.007693983148783445,0.011780012398958206,0.00038940294977674907,0.009918567515302294,-0.16978677020606076,True,False,0,terminated,
episode_41,34,0,mixed,390,True,True,0.0,0,0.0,0.011598463170230389,0.0008533687796443701,0.01040259376168251,0.0019049604993052333,0.011545663344423165,-0.32687843647994297,True,False,0,terminated,
episode_42,35,0,mixed,364,True,True,0.0,0,0.0,0.008905939757823944,0.00256955879740417,0.013094957917928696,-0.003747792048091088,0.010245802483035374,-0.4766883462474212,True,False,0,terminated,
episode_43,36,0,mixed,372,True,True,0.0,0,0.0,0.011522742919623852,0.0005046081496402621,0.010478604584932327,-0.011241414553279885,-0.0008387961906365701,0.23442581763406956,True,False,0,terminated,
episode_44,37,0,mixed,383,True,True,0.0,0,3.725290298461914e-09,0.010448284447193146,0.0050408849492669106,0.011553239077329636,-0.0024197706407490596,-0.009121479235809632,0.370931685048412,True,False,0,terminated,
episode_45,38,0,mixed,367,True,True,0.0,0,3.725290298461914e-09,0.011445987969636917,0.00018134608399122953,0.010554593056440353,0.0008451924919283486,0.008550435502034787,0.1446787842603401,True,False,0,terminated,
