episode,generator,scalar_error_mm_equiv,diagonal_error_mm_equiv
episode_0,yaw,8.934909003825759,0.20889854630801238
episode_2,yaw,4.474129758101718,0.06568102471134131
episode_4,yaw,4.486287297176563,0.09289628431474792
episode_5,yaw,8.956348978108112,0.1937427603508155
episode_6,translation,6.3742738779253925,0.14884184446634918
episode_7,translation,6.478618800653816,0.034301009464702624
episode_8,translation,6.457356018462553,0.05984557168725937
episode_9,translation,5.889106345323159,0.7117467798851432
