episode,generator,scalar_error_mm_equiv,diagonal_error_mm_equiv
episode_0,yaw,8.82892300017583,0.39305366037782546
episode_1,yaw,4.426590814866094,0.22184370546726329
episode_3,yaw,4.48538729837672,0.2400222702054822
episode_5,yaw,9.061100051415222,0.9366319207555067
episode_8,translation,6.2871022764398,0.5530022106210486
episode_9,translation,6.735934644892931,0.3078999866481529
episode_10,translation,6.40464198141592,0.2600091247855547
episode_11,translation,6.626532447064982,0.3217923092158903
