seed,subset_id,protocol,sample_size,repeat,model,fit_success,fit_error,fit_seconds,task_error_mean_mm_equiv,task_endpoint_error_mean_mm_equiv,generator_rmse,g_translation_final,g_yaw_preclear,g_yaw_final,switch_detected,switch_absolute_error,n_components,component_candidates
20270818,20,random,5,0,TP-GMM SE(2),True,,0.6840520692057908,3.1579147956197415,0.2109708756535884,0.1599230947322293,0.9972055216033514,0.8098240435258716,0.07032963914638894,True,0.04241775175459417,4,"(4,)"
20270818,21,random,5,1,TP-GMM SE(2),True,,0.8845562511123717,5.1394891749307146,0.5432989403524802,0.26600662979196377,0.9622321927508288,0.30209697466473534,0.19823876299923401,False,,4,"(4,)"
20270818,22,random,5,2,TP-GMM SE(2),True,,0.8461989560164511,10.393291701490812,0.24097853308100387,0.28191899814581173,0.9960195353813408,0.4084999232057472,0.11119328752921663,False,,4,"(4,)"
20270818,23,random,5,3,TP-GMM SE(2),True,,0.5959840049035847,4.5512373397149215,0.23882454505068518,0.21222699101914133,0.9945995821636053,0.6072355007173351,0.04978746904117002,True,0.06833406671696696,4,"(4,)"
20270818,24,random,5,4,TP-GMM SE(2),True,,0.5380349438637495,5.928178061935646,0.2321603151014385,0.14424474867701867,0.9955414950152912,0.839837199120874,0.07532359758410163,True,0.03553677086282658,4,"(4,)"
20270818,60,random,10,0,TP-GMM SE(2),True,,4.2701730648986995,2.9498876914492804,0.1900999901883294,0.11779240477504165,0.9978263190950281,0.880244437260162,0.05387494863108136,True,0.02668502613667101,4,"(4, 6, 8)"
20270818,61,random,10,1,TP-GMM SE(2),True,,3.2240095282904804,3.1446819444383243,0.19305394374153778,0.12535517875858868,0.9974567357850892,0.8857214798295338,0.054852578778159536,True,0.024768112408305676,4,"(4, 6, 8)"
20270818,62,random,10,2,TP-GMM SE(2),True,,2.5600615087896585,4.5655971400003095,0.5436173896682821,0.14070308831775993,0.9886140503192451,0.8360006617421665,0.08235299492787607,True,0.03495742053189399,4,"(4, 6, 8)"
20270818,63,random,10,3,TP-GMM SE(2),True,,2.4967896351590753,4.64001921165704,0.21206850917037645,0.15996441533731487,0.9962945520401039,0.725839082664265,0.07534552570200172,True,0.018242539290245885,4,"(4, 6, 8)"
20270818,64,random,10,4,TP-GMM SE(2),True,,2.6253488291986287,3.9186912493072255,0.570630754638191,0.1525381578666523,0.9829833878097151,0.8829687877169797,0.004256868749100377,True,0.021918190478601773,6,"(4, 6, 8)"
20270818,100,random,20,0,TP-GMM SE(2),True,,13.724468052852899,2.2286623325243493,0.2096606801453684,0.09577810968152291,0.9943543041825773,0.9747594012060801,0.0017733907657688187,True,0.009360942161078523,10,"(4, 6, 8, 10, 12, 16)"
20270818,101,random,20,1,TP-GMM SE(2),True,,16.13302983576432,2.3371753103590285,0.559085793022443,0.12002364265263718,0.9746645762679507,0.9006811476183332,0.07722806102751963,True,0.03786195774413348,8,"(4, 6, 8, 10, 12, 16)"
20270818,102,random,20,2,TP-GMM SE(2),True,,14.892172925639898,2.512491199172813,0.3609987611677429,0.10516091146767505,0.9755362809969514,0.9549344767670953,0.023809176613385514,True,0.02066765620325184,12,"(4, 6, 8, 10, 12, 16)"
20270818,103,random,20,3,TP-GMM SE(2),True,,14.76284604286775,2.8947712941200883,1.1713827243880393,0.12916815384161284,0.9470187508944783,0.9119156105819335,0.07004951768457202,True,0.022258174054469504,10,"(4, 6, 8, 10, 12, 16)"
20270818,104,random,20,4,TP-GMM SE(2),True,,14.653529501054436,4.6714870596233204,0.22688368018995478,0.1269449302114841,0.9969871481522234,0.8457345104460186,0.07187137410942916,True,0.004971736093778212,4,"(4, 6, 8, 10, 12, 16)"
20270818,120,all,30,0,TP-GMM SE(2),True,,33.4043298298493,2.8477002967761202,0.838881077165386,0.10631029691006122,0.9629087203342009,0.9758550701241718,0.018351562744022488,True,0.014227821802733964,12,"(4, 6, 8, 10, 12, 16, 20)"
