task,seed,subset_id,protocol,sample_size,repeat,model,fit_success,fit_error,fit_seconds,e_alpha_projected,m_prismatic_projected_correct,alpha_active_du,alpha_active_dv,alpha_active_yaw
libero_drawer,20260818,8,random,15,2,TP-GMM additive,True,,1.7173461619531736,0.004192747801814245,True,0.9962213259224334,0.0031962773805311565,0.003769681277474837
libero_drawer,20260818,8,random,15,2,TP-GMM SE(2),True,,1.4420789380092174,0.004973456514176349,True,0.9326616694810969,0.005854453969194283,0.0047067051230613695
libero_drawer,20270818,2,random,8,2,TP-GMM additive,True,,0.4779016540851444,0.024469881707945708,True,0.9969587793126622,0.006145223324784185,0.0014245051229968143
libero_drawer,20270818,2,random,8,2,TP-GMM SE(2),True,,0.7117135049775243,0.02590224262928154,True,0.9898175896409095,0.007461337012127523,0.004189308053757629
libero_drawer,20270818,1,random,8,1,TP-GMM additive,True,,0.7490670359693468,0.025467877077436446,True,0.9948815891931001,0.004047220679078306,0.005118947979009072
libero_drawer,20270818,1,random,8,1,TP-GMM SE(2),True,,0.7585736599285156,0.025803939478307978,True,0.9819616553914667,0.004214596524346404,0.012617350438964916
libero_drawer,20270818,3,qualified,8,0,TP-GMM additive,True,,0.7729813019977883,0.02498182026063056,True,0.9954508579689686,0.003172679730750243,0.0026932911907214447
libero_drawer,20270818,3,qualified,8,0,TP-GMM SE(2),True,,0.491752032074146,0.028728491014376224,True,0.9364649244378298,0.004162664509470156,0.0032995617939696083
libero_drawer,20260818,7,random,15,1,TP-GMM additive,True,,3.5938859949819744,0.004800980527466137,True,0.9979506859385257,0.0027988938354229736,0.0018391794064712404
libero_drawer,20260818,7,random,15,1,TP-GMM SE(2),True,,1.5522611229680479,0.004763138054811502,True,0.9297858956294758,0.0029208198003325744,0.0028378220276479792
libero_drawer,20260818,10,qualified,15,1,TP-GMM additive,True,,2.850464717950672,0.004017528152332753,True,0.9972024012810249,0.002426802938435523,0.002927460094395294
libero_drawer,20260818,10,qualified,15,1,TP-GMM SE(2),True,,2.6677185929147527,0.004638657803493729,True,0.9102685767008872,0.002275211050525211,0.00648599370134457
libero_drawer,20270818,0,random,8,0,TP-GMM additive,True,,1.5840071920538321,0.024582834290293232,True,0.9966616181564941,0.002604282717344064,0.002270409189610728
libero_drawer,20270818,0,random,8,0,TP-GMM SE(2),True,,1.1763153889914975,0.025091241505870953,True,0.9696523993941303,0.002658384914526049,0.006212436398216673
libero_drawer,20270818,5,qualified,8,2,TP-GMM additive,True,,0.5386409320635721,0.023597271001686942,True,0.9971977186288422,0.007938745107377108,0.002572936293346997
libero_drawer,20270818,5,qualified,8,2,TP-GMM SE(2),True,,0.7537059580208734,0.024721442466893798,True,0.9804330002410877,0.008229432388669668,0.006291541445613624
libero_drawer,20270818,4,qualified,8,1,TP-GMM additive,True,,1.2623733549844474,0.024484471320973894,True,0.9961953668696788,0.0019250043072189477,0.001591444071028839
libero_drawer,20270818,4,qualified,8,1,TP-GMM SE(2),True,,0.5321434959769249,0.02589003828694627,True,0.9194316181650175,0.0024726283636548373,0.0038505977241280664
libero_drawer,20260818,14,random,30,2,TP-GMM additive,True,,2.2805629789363593,0.0038297526691495414,True,0.9978658074506069,0.003791176277269118,0.0018562977319656845
libero_drawer,20260818,14,random,30,2,TP-GMM SE(2),True,,2.3029472399502993,0.004835371568270041,True,0.9517605931366052,0.004239011556647493,0.020571810536899326
libero_drawer,20260818,12,random,30,0,TP-GMM additive,True,,3.9361048110295087,0.003800636825949427,True,0.9981024241693254,0.004391589354460774,0.0014668639187835192
libero_drawer,20260818,12,random,30,0,TP-GMM SE(2),True,,1.8659659129334614,0.0036567821562701686,True,0.9858663608285079,0.0045992935856781995,0.005483627697546378
libero_drawer,20270818,6,random,15,0,TP-GMM additive,True,,2.500725819962099,0.003828381310388117,True,0.9975332260622055,0.007555588609344724,0.0014025122654594538
libero_drawer,20270818,6,random,15,0,TP-GMM SE(2),True,,1.0350993300089613,0.002185201825734752,True,0.9104474415562447,0.0025369336973852415,0.0036704263700443945
libero_drawer,20260818,16,qualified,30,1,TP-GMM additive,True,,3.7365641589276493,0.003771164943943665,True,0.9978368291385653,0.002717838611350847,0.0021676664854541777
libero_drawer,20260818,16,qualified,30,1,TP-GMM SE(2),True,,1.8594187700655311,0.004367364419994663,True,0.985506322566318,0.0028234500406019566,0.01889366040004859
libero_drawer,20270818,10,qualified,15,1,TP-GMM additive,True,,1.356735748006031,0.004017528152332753,True,0.9972024012810249,0.002426802938435523,0.002927460094395294
libero_drawer,20270818,10,qualified,15,1,TP-GMM SE(2),True,,1.152954118908383,0.004638657803493729,True,0.9102685767008872,0.002275211050525211,0.00648599370134457
libero_drawer,20260818,15,qualified,30,0,TP-GMM additive,True,,2.844159572967328,0.003798303570686414,True,0.9979748010736228,0.0026730964207661158,0.0018191307346083557
libero_drawer,20260818,15,qualified,30,0,TP-GMM SE(2),True,,2.9840656289597973,0.0035830329444175657,True,0.9901424768027356,0.011082845457282782,0.004742502830654025
libero_drawer,20270818,11,qualified,15,2,TP-GMM additive,True,,1.2831027751090005,0.004127472520426,True,0.9979383356226862,0.005046219304919876,0.00493309521486893
libero_drawer,20270818,11,qualified,15,2,TP-GMM SE(2),True,,1.150317713036202,0.0008204934268040903,True,0.9732756045890273,0.0031089966194130726,0.008397011144980069
libero_drawer,20270818,7,random,15,1,TP-GMM additive,True,,1.4811547400895506,0.004800980527466137,True,0.9979506859385257,0.0027988938354229736,0.0018391794064712404
libero_drawer,20270818,7,random,15,1,TP-GMM SE(2),True,,2.1326596279395744,0.004763138054811502,True,0.9297858956294758,0.0029208198003325744,0.0028378220276479792
libero_drawer,20280818,0,random,8,0,TP-GMM additive,True,,0.5876325090648606,0.024582834290293232,True,0.9966616181564941,0.002604282717344064,0.002270409189610728
libero_drawer,20280818,0,random,8,0,TP-GMM SE(2),True,,0.4198354119434953,0.025091241505870953,True,0.9696523993941303,0.002658384914526049,0.006212436398216673
libero_drawer,20260818,13,random,30,1,TP-GMM additive,True,,4.885852059931494,0.004174450872637753,True,0.998141301796901,0.002769974235629564,0.0015788291944213964
libero_drawer,20260818,13,random,30,1,TP-GMM SE(2),True,,3.868436577031389,0.005570636675078849,True,0.9150715191844766,0.002371101289947027,0.002783189961386766
libero_drawer,20280818,2,random,8,2,TP-GMM additive,True,,0.47064020892139524,0.024469881707945708,True,0.9969587793126622,0.006145223324784185,0.0014245051229968143
libero_drawer,20280818,2,random,8,2,TP-GMM SE(2),True,,0.426437882008031,0.02590224262928154,True,0.9898175896409095,0.007461337012127523,0.004189308053757629
libero_drawer,20270818,12,random,30,0,TP-GMM additive,True,,2.887317975051701,0.003800636825949427,True,0.9981024241693254,0.004391589354460774,0.0014668639187835192
libero_drawer,20270818,12,random,30,0,TP-GMM SE(2),True,,1.7440276379929855,0.0036567821562701686,True,0.9858663608285079,0.0045992935856781995,0.005483627697546378
libero_drawer,20280818,1,random,8,1,TP-GMM additive,True,,0.7028945439960808,0.025467877077436446,True,0.9948815891931001,0.004047220679078306,0.005118947979009072
libero_drawer,20280818,1,random,8,1,TP-GMM SE(2),True,,1.5534998510265723,0.025803939478307978,True,0.9819616553914667,0.004214596524346404,0.012617350438964916
libero_drawer,20270818,9,qualified,15,0,TP-GMM additive,True,,3.3278574409196153,0.0038039161139890166,True,0.9964703568532407,0.005132374856388373,0.0285735398956719
libero_drawer,20270818,9,qualified,15,0,TP-GMM SE(2),True,,2.1742596450494602,0.006143697529239188,True,0.8958295023735185,0.00530508635382168,0.002556969572418628
libero_drawer,20280818,4,qualified,8,1,TP-GMM additive,True,,0.5871161769609898,0.024484471320973894,True,0.9961953668696788,0.0019250043072189477,0.001591444071028839
libero_drawer,20280818,4,qualified,8,1,TP-GMM SE(2),True,,0.529560454073362,0.02589003828694627,True,0.9194316181650175,0.0024726283636548373,0.0038505977241280664
libero_drawer,20260818,17,qualified,30,2,TP-GMM additive,True,,6.601169080939144,0.003830366522893165,True,0.9975923377899404,0.005069716016675714,0.0016493642901521295
libero_drawer,20260818,17,qualified,30,2,TP-GMM SE(2),True,,2.2953877460677177,0.001043116938058171,True,0.9830465900051433,0.0030921225894693085,0.005223969541038808
libero_drawer,20270818,13,random,30,1,TP-GMM additive,True,,1.9289008129853755,0.004174450872637753,True,0.998141301796901,0.002769974235629564,0.0015788291944213964
libero_drawer,20270818,13,random,30,1,TP-GMM SE(2),True,,3.0399200939573348,0.005570636675078849,True,0.9150715191844766,0.002371101289947027,0.002783189961386766
libero_drawer,20280818,5,qualified,8,2,TP-GMM additive,True,,0.5339005650021136,0.023597271001686942,True,0.9971977186288422,0.007938745107377108,0.002572936293346997
libero_drawer,20280818,5,qualified,8,2,TP-GMM SE(2),True,,0.7542854660423473,0.024721442466893798,True,0.9804330002410877,0.008229432388669668,0.006291541445613624
libero_drawer,20270818,8,random,15,2,TP-GMM additive,True,,3.9442472939845175,0.004192747801814245,True,0.9962213259224334,0.0031962773805311565,0.003769681277474837
libero_drawer,20270818,8,random,15,2,TP-GMM SE(2),True,,2.5905102939577773,0.004973456514176349,True,0.9326616694810969,0.005854453969194283,0.0047067051230613695
libero_drawer,20270818,17,qualified,30,2,TP-GMM additive,True,,2.851217803894542,0.003830366522893165,True,0.9975923377899404,0.005069716016675714,0.0016493642901521295
libero_drawer,20270818,17,qualified,30,2,TP-GMM SE(2),True,,1.5527850029757246,0.001043116938058171,True,0.9830465900051433,0.0030921225894693085,0.005223969541038808
libero_drawer,20280818,3,qualified,8,0,TP-GMM additive,True,,1.6040926679270342,0.02498182026063056,True,0.9954508579689686,0.003172679730750243,0.0026932911907214447
libero_drawer,20280818,3,qualified,8,0,TP-GMM SE(2),True,,1.296110150986351,0.028728491014376224,True,0.9364649244378298,0.004162664509470156,0.0032995617939696083
libero_drawer,20270818,15,qualified,30,0,TP-GMM additive,True,,2.670965946977958,0.003798303570686414,True,0.9979748010736228,0.0026730964207661158,0.0018191307346083557
libero_drawer,20270818,15,qualified,30,0,TP-GMM SE(2),True,,2.6628200879786164,0.0035830329444175657,True,0.9901424768027356,0.011082845457282782,0.004742502830654025
libero_drawer,20280818,6,random,15,0,TP-GMM additive,True,,1.4137825940269977,0.003828381310388117,True,0.9975332260622055,0.007555588609344724,0.0014025122654594538
libero_drawer,20280818,6,random,15,0,TP-GMM SE(2),True,,1.013684978010133,0.002185201825734752,True,0.9104474415562447,0.0025369336973852415,0.0036704263700443945
libero_drawer,20270818,16,qualified,30,1,TP-GMM additive,True,,2.9722897231113166,0.003771164943943665,True,0.9978368291385653,0.002717838611350847,0.0021676664854541777
libero_drawer,20270818,16,qualified,30,1,TP-GMM SE(2),True,,2.4285131389042363,0.004367364419994663,True,0.985506322566318,0.0028234500406019566,0.01889366040004859
libero_drawer,20280818,8,random,15,2,TP-GMM additive,True,,1.5866786279948428,0.004192747801814245,True,0.9962213259224334,0.0031962773805311565,0.003769681277474837
libero_drawer,20280818,8,random,15,2,TP-GMM SE(2),True,,0.9790058840299025,0.004973456514176349,True,0.9326616694810969,0.005854453969194283,0.0047067051230613695
libero_drawer,20280818,11,qualified,15,2,TP-GMM additive,True,,1.2686276419553906,0.004127472520426,True,0.9979383356226862,0.005046219304919876,0.00493309521486893
libero_drawer,20280818,11,qualified,15,2,TP-GMM SE(2),True,,1.160695384023711,0.0008204934268040903,True,0.9732756045890273,0.0031089966194130726,0.008397011144980069
libero_drawer,20280818,9,qualified,15,0,TP-GMM additive,True,,1.6134103999938816,0.0038039161139890166,True,0.9964703568532407,0.005132374856388373,0.0285735398956719
libero_drawer,20280818,9,qualified,15,0,TP-GMM SE(2),True,,1.586549713043496,0.006143697529239188,True,0.8958295023735185,0.00530508635382168,0.002556969572418628
libero_drawer,20280818,10,qualified,15,1,TP-GMM additive,True,,1.9006261570611969,0.004017528152332753,True,0.9972024012810249,0.002426802938435523,0.002927460094395294
libero_drawer,20280818,10,qualified,15,1,TP-GMM SE(2),True,,1.0010567540302873,0.004638657803493729,True,0.9102685767008872,0.002275211050525211,0.00648599370134457
libero_drawer,20270818,14,random,30,2,TP-GMM additive,True,,2.913278709980659,0.0038297526691495414,True,0.9978658074506069,0.003791176277269118,0.0018562977319656845
libero_drawer,20270818,14,random,30,2,TP-GMM SE(2),True,,4.161743812030181,0.004835371568270041,True,0.9517605931366052,0.004239011556647493,0.020571810536899326
libero_drawer,20280818,7,random,15,1,TP-GMM additive,True,,3.5448742359876633,0.004800980527466137,True,0.9979506859385257,0.0027988938354229736,0.0018391794064712404
libero_drawer,20280818,7,random,15,1,TP-GMM SE(2),True,,2.272925390978344,0.004763138054811502,True,0.9297858956294758,0.0029208198003325744,0.0028378220276479792
libero_drawer,20280818,13,random,30,1,TP-GMM additive,True,,3.1826637270860374,0.004174450872637753,True,0.998141301796901,0.002769974235629564,0.0015788291944213964
libero_drawer,20280818,13,random,30,1,TP-GMM SE(2),True,,1.9822200309718028,0.005570636675078849,True,0.9150715191844766,0.002371101289947027,0.002783189961386766
libero_drawer,20280818,17,qualified,30,2,TP-GMM additive,True,,3.03656204091385,0.003830366522893165,True,0.9975923377899404,0.005069716016675714,0.0016493642901521295
libero_drawer,20280818,17,qualified,30,2,TP-GMM SE(2),True,,1.5898968960391358,0.001043116938058171,True,0.9830465900051433,0.0030921225894693085,0.005223969541038808
libero_drawer,20280818,16,qualified,30,1,TP-GMM additive,True,,3.3760186890140176,0.003771164943943665,True,0.9978368291385653,0.002717838611350847,0.0021676664854541777
libero_drawer,20280818,16,qualified,30,1,TP-GMM SE(2),True,,1.773877430940047,0.004367364419994663,True,0.985506322566318,0.0028234500406019566,0.01889366040004859
libero_drawer,20280818,15,qualified,30,0,TP-GMM additive,True,,2.662121942033991,0.003798303570686414,True,0.9979748010736228,0.0026730964207661158,0.0018191307346083557
libero_drawer,20280818,15,qualified,30,0,TP-GMM SE(2),True,,2.6075688420096412,0.0035830329444175657,True,0.9901424768027356,0.011082845457282782,0.004742502830654025
libero_drawer,20280818,12,random,30,0,TP-GMM additive,True,,6.492604846949689,0.003800636825949427,True,0.9981024241693254,0.004391589354460774,0.0014668639187835192
libero_drawer,20280818,12,random,30,0,TP-GMM SE(2),True,,1.7912360100308433,0.0036567821562701686,True,0.9858663608285079,0.0045992935856781995,0.005483627697546378
libero_drawer,20280818,14,random,30,2,TP-GMM additive,True,,5.312101674033329,0.0038297526691495414,True,0.9978658074506069,0.003791176277269118,0.0018562977319656845
libero_drawer,20280818,14,random,30,2,TP-GMM SE(2),True,,2.2103821960045025,0.004835371568270041,True,0.9517605931366052,0.004239011556647493,0.020571810536899326
