seed,subset_id,protocol,sample_size,repeat,model,fit_success,fit_error,fit_seconds,task_error_mean_mm_equiv,task_endpoint_error_mean_mm_equiv,generator_rmse,g_translation_final,g_yaw_preclear,g_yaw_final,switch_detected,switch_absolute_error,n_components,component_candidates
20300818,20,random,5,0,TP-GMM SE(2),True,,0.7190074627287686,9.322103221109382,0.47224382372655443,0.22998229055627611,0.9788229165450988,0.6198997943213014,0.19541216169378473,True,0.008448423935437877,4,"(4,)"
20300818,21,random,5,1,TP-GMM SE(2),True,,0.5576248662546277,4.844945799887917,0.3853999999487374,0.2502767439624067,0.995799828472644,0.29108075013600015,0.005297775806081168,False,,4,"(4,)"
20300818,22,random,5,2,TP-GMM SE(2),True,,0.48947429843246937,3.4707113894765724,0.348668293707652,0.1309119363156447,0.9971678263834407,0.8773172843778512,0.046905535507622116,True,0.03557368109689152,4,"(4,)"
20300818,23,random,5,3,TP-GMM SE(2),True,,0.7043642890639603,4.855796885590086,0.361714438358093,0.2023656989794866,0.9953617805821278,0.6077143312819565,0.04876595128017811,True,0.0743204391003458,4,"(4,)"
20300818,24,random,5,4,TP-GMM SE(2),True,,0.5672285971231759,10.310007420929363,0.4018975357851879,0.27236437220849047,0.9938443188251649,0.29527052679547605,0.14964168221752802,False,,4,"(4,)"
20300818,60,random,10,0,TP-GMM SE(2),True,,3.201410184148699,3.0880986774509687,0.3475577101108114,0.11715593152330023,0.9978833967490117,0.8868391404806656,0.056216371783839265,True,0.031051327359829184,4,"(4, 6, 8)"
20300818,61,random,10,1,TP-GMM SE(2),True,,2.5524442880414426,2.986889629353558,0.3358014780130961,0.12688370620080802,0.9975485199975719,0.8127182014873972,0.07185577806652696,True,0.04787985281455431,4,"(4, 6, 8)"
20300818,62,random,10,2,TP-GMM SE(2),True,,2.268274449277669,2.095086125342647,0.3787477832128452,0.11647471223419499,0.9968623829342212,0.8946694018930931,0.07852618000467373,True,0.023639313947487417,6,"(4, 6, 8)"
20300818,63,random,10,3,TP-GMM SE(2),True,,2.3569501559250057,2.2786318406770256,0.3401861837222603,0.10340335594044,0.9970663921242344,0.7766726236108008,0.0022933004807193427,True,0.015400192680623315,8,"(4, 6, 8)"
20300818,64,random,10,4,TP-GMM SE(2),True,,2.2896847743541002,3.77724364403554,0.3602729144580918,0.10961626313266429,0.9954069768252458,0.923714507046692,0.0457592088131076,True,0.010386756339521463,6,"(4, 6, 8)"
20300818,100,random,20,0,TP-GMM SE(2),True,,13.992701033130288,2.651190754510504,0.33614777656548817,0.1079489064367448,0.9975431386631473,0.750494185363158,0.002196671394200857,True,0.004494223911624684,8,"(4, 6, 8, 10, 12, 16)"
20300818,101,random,20,1,TP-GMM SE(2),True,,12.326096958946437,2.8793960554390123,0.7636334476173422,0.14118825523266493,0.9677502748386209,0.6310773128082378,0.035235643542599566,True,0.03984575161019144,10,"(4, 6, 8, 10, 12, 16)"
20300818,102,random,20,2,TP-GMM SE(2),True,,12.927677914034575,2.268515952515302,0.35741657035416885,0.1013166314559815,0.9975642073388944,0.8990695746556435,0.056862578664377515,True,0.025257524808354304,6,"(4, 6, 8, 10, 12, 16)"
20300818,103,random,20,3,TP-GMM SE(2),True,,16.713028822094202,2.469585960037035,0.3344639107902216,0.10069946953302693,0.9971157776823103,0.7836637336525487,0.002583957075120478,True,0.011678980040395026,8,"(4, 6, 8, 10, 12, 16)"
20300818,104,random,20,4,TP-GMM SE(2),True,,14.917111658025533,2.3559041911052687,0.3490487951332897,0.10333887664063551,0.9974022651138117,0.9002624804947633,0.0569478598377856,True,0.024524009344815023,6,"(4, 6, 8, 10, 12, 16)"
20300818,120,all,30,0,TP-GMM SE(2),True,,24.80164394667372,2.184491434805012,0.3356366845354121,0.08345508843257442,0.9974218873450402,0.9577692013060791,0.001864296969668577,True,0.002649279282172179,10,"(4, 6, 8, 10, 12, 16, 20)"
