pair_key,family,claim,source_task,target_task,seed,sample_size,repeat,method,target_nominal_trajectories,target_interventions_for_fit,target_interventions_for_validation,source_sample_size,fit_success,fit_error,fit_seconds,m_transfer_correct,e_alpha,heldout_prediction_mse,alpha_active_du,alpha_active_dv,alpha_active_dw,alpha_active_roll,alpha_active_pitch,alpha_active_yaw
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20260818,3,0,Phase scalar GP target scratch,0,3,0,0,True,,0.1125817330321297,False,0.0996905474593164,5.460366711715071e-06,0.3467748515678609,0.3467748515678609,0.3467748515678609,0.3467748515678609,0.3467748515678609,0.3467748515678609
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20260818,3,0,Pdiag finite target scratch,0,3,0,0,True,,0.33264146093279123,True,1.8641069693072145e-05,1.1917051801822833e-08,4.8230995063708456e-06,4.742960167932696e-06,4.712186259287474e-06,5.95822691572105e-06,4.9358010794765226e-06,1.017612918676462
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20260818,5,0,Ours transfer: source Pdiag N=30 + target nominal N=1,1,0,5,30,True,,0.0,True,1.3799406324010699e-05,1.0241111437639886e-09,1.744278526232327e-06,1.7505174794553763e-06,1.7455860797704926e-06,1.8919196679042228e-06,1.91693818817826e-06,1.0085276755362231
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20260818,5,0,Frame-weighted target scratch,0,5,0,0,True,,0.004009035998024046,False,0.11492186424635913,6.5415980893170744e-06,0.4065320978467651,0.4065320978467651,0.4065320978467651,0.4065320978467651,0.4065320978467651,0.4065320978467651
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20260818,5,0,Phase scalar GP target scratch,0,5,0,0,True,,0.1267828419804573,False,0.11492058566403626,6.541589688371833e-06,0.40962347252124237,0.40962347252124237,0.40962347252124237,0.40962347252124237,0.40962347252124237,0.40962347252124237
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20260818,5,0,Pdiag finite target scratch,0,5,0,0,True,,0.48988128500059247,True,1.4215453047744624e-05,1.2663848327647347e-08,4.765608761131464e-06,4.6400338909555814e-06,4.758478308797776e-06,5.071894725278335e-06,6.137456275884317e-06,1.0075754159492463
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20260818,8,0,Ours transfer: source Pdiag N=30 + target nominal N=1,1,0,8,30,True,,0.0,True,1.3799406324010699e-05,1.0082934638911746e-09,1.744278526232327e-06,1.7505174794553763e-06,1.7455860797704926e-06,1.8919196679042228e-06,1.91693818817826e-06,1.0085276755362231
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20260818,8,0,Frame-weighted target scratch,0,8,0,0,True,,0.004104193998500705,False,0.0906780994275361,5.131428772809359e-06,0.2935446041611901,0.2935446041611901,0.2935446041611901,0.2935446041611901,0.2935446041611901,0.2935446041611901
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20260818,8,0,Phase scalar GP target scratch,0,8,0,0,True,,0.11600044998340309,False,0.0906779251996223,5.131478582114746e-06,0.29577679285953606,0.29577679285953606,0.29577679285953606,0.29577679285953606,0.29577679285953606,0.29577679285953606
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20260818,8,0,Pdiag finite target scratch,0,8,0,0,True,,0.7607143989298493,True,5.0354610053115906e-05,1.4196444900373326e-08,1.7157262069767958e-06,1.7734959746539025e-06,1.7417620362299774e-06,1.964692119666055e-06,1.8487085441792811e-06,1.029838113930173
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20270818,3,0,Ours transfer: source Pdiag N=30 + target nominal N=1,1,0,3,30,True,,0.0,True,1.3799406324010699e-05,1.015993003799326e-09,1.744278526232327e-06,1.7505174794553763e-06,1.7455860797704926e-06,1.8919196679042228e-06,1.91693818817826e-06,1.0085276755362231
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20270818,3,0,Frame-weighted target scratch,0,3,0,0,True,,0.004010541015304625,False,0.08400776498428857,7.860953435730424e-06,0.23520193721969238,0.23520193721969238,0.23520193721969238,0.23520193721969238,0.23520193721969238,0.23520193721969238
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20270818,3,0,Phase scalar GP target scratch,0,3,0,0,True,,0.11656362994108349,False,0.08400793527162874,7.861059020063845e-06,0.23699047305762982,0.23699047305762982,0.23699047305762982,0.23699047305762982,0.23699047305762982,0.23699047305762982
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20270818,3,0,Pdiag finite target scratch,0,3,0,0,True,,0.3416126719675958,True,3.525104018090919e-05,1.3329759352994046e-08,4.7673961537423196e-06,4.858052590040271e-06,4.734937888511081e-06,4.9555059481638435e-06,5.1846875261724e-06,1.0253124274249088
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20270818,5,0,Ours transfer: source Pdiag N=30 + target nominal N=1,1,0,5,30,True,,0.0,True,1.3799406324010699e-05,1.0338013837785278e-09,1.744278526232327e-06,1.7505174794553763e-06,1.7455860797704926e-06,1.8919196679042228e-06,1.91693818817826e-06,1.0085276755362231
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20270818,5,0,Frame-weighted target scratch,0,5,0,0,True,,0.004145259037613869,False,0.08823114963131368,5.268877340524459e-06,0.2758256669165422,0.2758256669165422,0.2758256669165422,0.2758256669165422,0.2758256669165422,0.2758256669165422
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20270818,5,0,Phase scalar GP target scratch,0,5,0,0,True,,0.1255820409860462,False,0.08823109628945297,5.268930960491832e-06,0.27792311625890437,0.27792311625890437,0.27792311625890437,0.27792311625890437,0.27792311625890437,0.27792311625890437
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20270818,5,0,Pdiag finite target scratch,0,5,0,0,True,,0.49103673198260367,True,1.509077237085596e-05,1.1617260004736151e-08,4.877359592415619e-06,4.709227051100416e-06,4.6064482577532856e-06,5.043567378004338e-06,5.274016939950304e-06,1.014380009168332
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20270818,8,0,Ours transfer: source Pdiag N=30 + target nominal N=1,1,0,8,30,True,,0.0,True,1.3799406324010699e-05,1.0238130793472543e-09,1.744278526232327e-06,1.7505174794553763e-06,1.7455860797704926e-06,1.8919196679042228e-06,1.91693818817826e-06,1.0085276755362231
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20270818,8,0,Frame-weighted target scratch,0,8,0,0,True,,0.004119348945096135,False,0.09537718587602899,5.405118212996705e-06,0.32200398994435664,0.32200398994435664,0.32200398994435664,0.32200398994435664,0.32200398994435664,0.32200398994435664
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20270818,8,0,Phase scalar GP target scratch,0,8,0,0,True,,0.12124549900181592,False,0.09537678780779535,5.4051699782544365e-06,0.3244525911347243,0.3244525911347243,0.3244525911347243,0.3244525911347243,0.3244525911347243,0.3244525911347243
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20270818,8,0,Pdiag finite target scratch,0,8,0,0,True,,0.8437551350798458,True,1.8609639662608032e-05,1.2010541920511218e-08,1.7494623305200019e-06,1.765342117955277e-06,1.7686141571344249e-06,2.0348770765589533e-06,1.9551407283111746e-06,1.003042327048364
