model,task_key,sample_size,alpha_active_du,alpha_active_dv,alpha_active_dw,alpha_active_roll,alpha_active_pitch,alpha_active_yaw
Frame-weighted (SE(3)),wine_bottle_on_cabinet,30,0.545883120498489,0.545883120498489,0.545883120498489,0.545883120498489,0.545883120498489,0.545883120498489
Phase scalar GP (SE(3)),wine_bottle_on_cabinet,30,0.5500341560409091,0.5500341560409091,0.5500341560409091,0.5500341560409091,0.5500341560409091,0.5500341560409091
TP-GMM additive (SE(3)),wine_bottle_on_cabinet,30,0.9975062406267798,0.9964260712984766,0.995417314370653,0.013059556272615827,0.010197826424440079,0.009607593906282593
TP-GMM SE(3),wine_bottle_on_cabinet,30,0.9975007198767769,0.9972139778631556,0.9971706393584883,0.010098573722390277,0.010012983437190037,0.007854203408091065
Full operator (SE(3)),wine_bottle_on_cabinet,30,0.9999919727983636,0.9999903529101665,0.9999884243308537,0.0,0.0,0.0
Pdiag pointwise (SE(3)),wine_bottle_on_cabinet,30,1.0,1.0,1.0000000000000002,0.0,0.0,0.0
Pdiag finite (SE(3)),wine_bottle_on_cabinet,30,1.0101072845114072,1.0095604959394662,0.9694405499597215,0.022876283947754726,0.023239093559513667,0.02725185526203555
Frame-weighted (SE(3)),moka_pot_on_stove,8,0.5449176913494567,0.5449176913494567,0.5449176913494567,0.5449176913494567,0.5449176913494567,0.5449176913494567
Phase scalar GP (SE(3)),moka_pot_on_stove,8,0.5490613855135421,0.5490613855135421,0.5490613855135421,0.5490613855135421,0.5490613855135421,0.5490613855135421
TP-GMM additive (SE(3)),moka_pot_on_stove,8,0.9946010108339425,0.9943297485983115,0.993407508926234,0.013139516943131943,0.012882372940310693,0.004732146948672892
TP-GMM SE(3),moka_pot_on_stove,8,0.9940772716939689,0.9935058695914398,0.9926928901479495,0.015591116232404648,0.01786203719386581,0.0067275794865008605
Full operator (SE(3)),moka_pot_on_stove,8,0.9997050854577701,0.9980191585304635,0.9997995791068962,0.0,0.0,0.0
Pdiag pointwise (SE(3)),moka_pot_on_stove,8,0.9999999999999994,0.9999999999999998,0.9999999999999996,0.0,0.0,0.0
Pdiag finite (SE(3)),moka_pot_on_stove,8,0.9993143713461472,0.9950693768764841,1.003775050230499,0.02805131453150608,0.022139296474756823,0.022968854821933567
Frame-weighted (SE(3)),moka_pot_on_stove,15,0.5677945169886441,0.5677945169886441,0.5677945169886441,0.5677945169886441,0.5677945169886441,0.5677945169886441
Phase scalar GP (SE(3)),moka_pot_on_stove,15,0.572112172501329,0.572112172501329,0.572112172501329,0.572112172501329,0.572112172501329,0.572112172501329
TP-GMM additive (SE(3)),moka_pot_on_stove,15,0.9959449464905235,0.9961468543145165,0.9958694260339223,0.007791863196411268,0.009519039656356476,0.001988624346806578
TP-GMM SE(3),moka_pot_on_stove,15,0.9955338899993981,0.9956296280092588,0.9954958476709557,0.008922680523699563,0.012715400429190652,0.003875881137585635
Full operator (SE(3)),moka_pot_on_stove,15,0.9999707503454798,0.9999779183433959,0.9999729202877747,0.0,0.0,0.0
Pdiag pointwise (SE(3)),moka_pot_on_stove,15,0.9999999999999998,0.9999999999999998,1.0,0.0,0.0,0.0
Pdiag finite (SE(3)),moka_pot_on_stove,15,0.9903908012503435,1.0187786109602313,0.9854599200708066,0.026190035757935635,0.025452859331937416,0.023414156054816268
Frame-weighted (SE(3)),moka_pot_on_stove,30,0.5458831204984889,0.5458831204984889,0.5458831204984889,0.5458831204984889,0.5458831204984889,0.5458831204984889
Phase scalar GP (SE(3)),moka_pot_on_stove,30,0.5500341559616799,0.5500341559616799,0.5500341559616799,0.5500341559616799,0.5500341559616799,0.5500341559616799
TP-GMM additive (SE(3)),moka_pot_on_stove,30,0.9975156994078416,0.9963941412778562,0.9954146384688727,0.008535882160720728,0.007032206883838284,0.004298542481844543
TP-GMM SE(3),moka_pot_on_stove,30,0.9971665369958258,0.9954365224857398,0.9971524302855121,0.014872796632251791,0.008613652699625959,0.010174396280419717
Full operator (SE(3)),moka_pot_on_stove,30,0.9999919727983636,0.9999903529101662,0.9999884243308537,0.0,0.0,0.0
Pdiag pointwise (SE(3)),moka_pot_on_stove,30,0.9999999999999996,0.9999999999999998,1.0000000000000002,0.0,0.0,0.0
Pdiag finite (SE(3)),moka_pot_on_stove,30,1.0101076642008544,1.009535283700001,0.9694715284546089,0.022357167771995975,0.022945620126433672,0.027277583773107197
