seed,g_translation_final,g_yaw_preclear,g_yaw_final,empirical_switch_s_0_5,model_switch_s_0_5,switch_absolute_error,scalar_task_error_mm_equiv,pdiag_task_error_mm_equiv,task_error_improvement_mm_equiv,translation_pass,pre_yaw_pass,final_yaw_pass,switch_pass,improvement_pass,all_criteria_pass
20260818,0.9846937667129909,0.9983188907168092,0.023411897251686287,0.5962319267378362,0.60584116101829,0.009609234280453793,4.3326301291202896,2.136021200548082,2.1966089285722075,True,True,True,True,True,True
20270818,0.997163051077891,0.9965648475991655,0.027270776561878856,0.5966181551739346,0.6033111079273575,0.006692952753422965,3.3965458170678664,2.1908100888680675,1.205735728199799,True,True,True,True,True,True
20280818,0.9875480158105363,0.9985198833223975,0.024964753099529672,0.5991971645381781,0.6054209250365933,0.006223760498415221,5.226326032498317,3.459360368767645,1.766965663730672,True,True,True,True,True,True
20290818,0.9821053288654366,0.9959093633230536,0.025055346750483116,0.604899093485336,0.6064595096895647,0.001560416204228754,4.7578338657314045,2.5221532213267572,2.2356806444046473,True,True,True,True,True,True
20300818,0.9796955523963817,0.9998537364295997,0.028265768194647545,0.6033555418231766,0.6064182345863796,0.0030626927632029233,3.002682368643312,1.6195459323311143,1.3831364363121976,True,True,True,True,True,True
