seed,model,episode,condition_id,generator,response_error_mm_equiv,response_endpoint_error_mm_equiv,task_error_mm_equiv,task_endpoint_error_mm_equiv
20290818,Pdiag pointwise,episode_0,0,yaw,2.7090217998481294,0.2609351958154443,2.634598241947529,0.2609176504865073
20290818,Pdiag pointwise,episode_1,1,yaw,2.842111180994093,0.0620448630503039,2.822805905137591,0.0610035274366532
20290818,Pdiag pointwise,episode_3,3,yaw,3.9958568177696496,0.1309474106064962,3.98963657169332,0.1308241698411499
20290818,Pdiag pointwise,episode_4,4,yaw,4.990874860782604,0.2741738326831889,4.897423280593533,0.2731546374171846
20290818,Pdiag pointwise,episode_5,5,translation,2.8055762690733044,0.2506254679587513,2.805470319588807,0.2505537694404122
20290818,Pdiag pointwise,episode_7,6,translation,3.240926952853473,0.0222219658287822,3.240440901277174,0.0209382245244576
20290818,Pdiag pointwise,episode_9,7,translation,3.8564813967230474,0.2631555866281847,3.8563619534281,0.2631144042950322
20290818,Pdiag pointwise,episode_10,8,translation,5.341155583071694,0.275907591663527,5.34101610710836,0.2757958083149818
20290818,Pdiag finite,episode_0,0,yaw,2.106905993210069,0.5892197720120025,1.993198462341425,0.4684485495996693
20290818,Pdiag finite,episode_1,1,yaw,2.2461016182969518,0.2704019095692359,2.236635740744117,0.2053195080405837
20290818,Pdiag finite,episode_3,3,yaw,2.491838688140698,0.2684391170546123,2.438223234314544,0.1339667031175386
20290818,Pdiag finite,episode_4,4,yaw,3.104287248333298,0.4749436390211144,2.866941718000257,0.1623082907123905
20290818,Pdiag finite,episode_5,5,translation,1.822562095448045,0.5877657817603873,1.822262339989508,0.5872271601089719
20290818,Pdiag finite,episode_7,6,translation,2.2983076095414003,0.4807023346816124,2.297616384394378,0.4791504509335769
20290818,Pdiag finite,episode_9,7,translation,2.348232792919678,0.4277244957248143,2.3480034043264832,0.4269030351114956
20290818,Pdiag finite,episode_10,8,translation,4.175078205006813,0.4535054184479515,4.174344486503346,0.4518249702373799
20300818,Frame-weighted,episode_0,0,yaw,5.955552310799674,8.155937811366783,2.658910919882491,0.2890653066345515
20300818,Frame-weighted,episode_1,1,yaw,2.9355642244814546,3.7531888393784096,1.5425954982983052,0.1098039989338385
20300818,Frame-weighted,episode_3,3,yaw,4.2113578988413884,5.150695684401031,2.2529801651216066,0.1442872460212658
20300818,Frame-weighted,episode_5,4,yaw,6.394803352035986,9.7175730640017,2.788168384647419,0.8156050188585918
20300818,Frame-weighted,episode_8,5,translation,3.536507942298495,6.544835242537364,3.52053819802299,6.505640690255267
20300818,Frame-weighted,episode_9,6,translation,3.575713779783216,6.549014983879824,3.561728146900997,6.512374058511504
20300818,Frame-weighted,episode_10,7,translation,3.893128479451229,6.3251625565685785,3.878031989516456,6.287963917005912
20300818,Frame-weighted,episode_11,8,translation,3.832299606606784,6.768866230543275,3.818505646756232,6.733208519876352
20300818,Phase scalar GP,episode_0,0,yaw,5.955326282108904,8.156772002870147,2.6586203051838244,0.2890592583225715
20300818,Phase scalar GP,episode_1,1,yaw,2.935557479462533,3.75356976762764,1.5425820582205825,0.1097909738459872
20300818,Phase scalar GP,episode_3,3,yaw,4.21124824307667,5.151220583197957,2.2527957131846184,0.1442751730411605
20300818,Phase scalar GP,episode_5,4,yaw,6.394599557112611,9.718548367099649,2.7879732738870038,0.8156033001408245
20300818,Phase scalar GP,episode_8,5,translation,3.536143097321617,6.543967714246472,3.520172889122369,6.504760019495994
20300818,Phase scalar GP,episode_9,6,translation,3.575319012834059,6.548178341933636,3.5613321344383646,6.511525060476932
20300818,Phase scalar GP,episode_10,7,translation,3.893226230520142,6.324310196957718,3.878126547104776,6.287098671120252
20300818,Phase scalar GP,episode_11,8,translation,3.831495510086973,6.768011503728551,3.817700733548889,6.732341846485393
20300818,TP-GMM additive,episode_0,0,yaw,3.4805845124069608,0.3141931683011012,3.077964776058367,0.3141734747586074
20300818,TP-GMM additive,episode_1,1,yaw,2.0600433964978184,0.1119235924582357,1.948926316002276,0.1088292916051031
20300818,TP-GMM additive,episode_3,3,yaw,1.7807465229995731,0.0717280263164515,1.5332439688852744,0.0698394543108915
20300818,TP-GMM additive,episode_5,4,yaw,2.554911003680956,0.7069841284727656,2.1511294765804694,0.69636462280227
20300818,TP-GMM additive,episode_8,5,translation,1.4246952963549149,0.3976774349121494,1.3970984225108476,0.3976702276296435
20300818,TP-GMM additive,episode_9,6,translation,1.5274668068897954,0.3667192033934923,1.5095541477533765,0.3667106069837114
20300818,TP-GMM additive,episode_10,7,translation,2.7600881114676703,0.3055851174364675,2.7298663515636785,0.3055837123805777
20300818,TP-GMM additive,episode_11,8,translation,2.5060190633119874,0.3531448946438709,2.4878030205119006,0.3521030491274166
20300818,TP-GMM SE(2),episode_0,0,yaw,2.939459824340436,0.2458617391729453,2.5694110111734902,0.2457644047736787
20300818,TP-GMM SE(2),episode_1,1,yaw,1.9475499649744543,0.109000016939089,1.8264384394263635,0.1067866530500812
20300818,TP-GMM SE(2),episode_3,3,yaw,1.9884446624174337,0.1124223462433792,1.7839621277145894,0.1101625575334236
20300818,TP-GMM SE(2),episode_5,4,yaw,2.613548201585042,0.778303154946545,2.2741243181753323,0.7675283207369452
20300818,TP-GMM SE(2),episode_8,5,translation,2.1936180123621964,0.418944154376965,2.1233702998359267,0.4184038972716489
20300818,TP-GMM SE(2),episode_9,6,translation,1.4796321660079177,0.3702782224743361,1.427562487142366,0.3701205974993646
20300818,TP-GMM SE(2),episode_10,7,translation,2.6466086443866823,0.3120035246508337,2.620114681035549,0.3118741452701765
20300818,TP-GMM SE(2),episode_11,8,translation,2.867000419020678,0.3554546758550528,2.851142750377268,0.3544528931629113
20300818,Generic RBF,episode_0,0,yaw,1.5303429707085678,0.3310158585918097,1.393706964884576,0.3309398753944276
20300818,Generic RBF,episode_1,1,yaw,0.9322061408916628,0.2310209484380301,0.9286789661417622,0.2296844542408757
20300818,Generic RBF,episode_3,3,yaw,1.84363520676751,0.2904825130256638,1.838992645524475,0.2901838972139755
20300818,Generic RBF,episode_5,4,yaw,1.949490115487556,0.8422102052270334,1.882287776862068,0.8340939704552666
20300818,Generic RBF,episode_8,5,translation,1.808818768335959,0.3802458386691386,1.80860932978401,0.3801556520341518
20300818,Generic RBF,episode_9,6,translation,1.161352207921461,0.4988253918940764,1.160985806156726,0.4987246281719364
20300818,Generic RBF,episode_10,7,translation,1.333838114437487,0.3933666309157541,1.3328404244833567,0.3933666302143199
20300818,Generic RBF,episode_11,8,translation,2.2164541483546905,0.5281910520226678,2.21450056306597,0.5273430600389326
20300818,Full operator,episode_0,0,yaw,1.4596264434044806,0.2945229137302339,1.317941408482101,0.294403178249404
20300818,Full operator,episode_1,1,yaw,0.8842890456607198,0.0835250803732713,0.8813023901736007,0.080079061089396
20300818,Full operator,episode_3,3,yaw,1.7910880046251043,0.0857461489010622,1.7852002762254446,0.0846337761679707
20300818,Full operator,episode_5,4,yaw,1.8946208027782672,0.7883912190795777,1.819828787762054,0.7796605258192997
20300818,Full operator,episode_8,5,translation,1.7778020369247238,0.3099954846738064,1.7776142105033317,0.3098638354348903
20300818,Full operator,episode_9,6,translation,1.1238878059675834,0.2270872575854982,1.1235529178947887,0.2269044732600972
20300818,Full operator,episode_10,7,translation,1.291595852714516,0.2180988627308236,1.2905156108345526,0.2180979283640637
20300818,Full operator,episode_11,8,translation,2.140519411908845,0.3373476095699379,2.1383383063663017,0.336110495549369
20300818,Pdiag pointwise,episode_0,0,yaw,2.785543311940105,0.2691012135206799,2.6439476286592787,0.2689873301739831
20300818,Pdiag pointwise,episode_1,1,yaw,1.5142857695074314,0.0787781273541165,1.5111848332027522,0.0750432637852999
20300818,Pdiag pointwise,episode_3,3,yaw,2.2273591658709977,0.0996397860018119,2.2225526261415927,0.098618232709274
20300818,Pdiag pointwise,episode_5,4,yaw,2.851193917433991,0.8203808703911375,2.779540824294628,0.8118772118109332
20300818,Pdiag pointwise,episode_8,5,translation,1.2627957954927314,0.4198191235164116,1.262681329720227,0.4196537398008756
20300818,Pdiag pointwise,episode_9,6,translation,1.1728563575095396,0.3038072266894062,1.1727598044894023,0.3035849642583533
20300818,Pdiag pointwise,episode_10,7,translation,1.646457606386162,0.2031845559572554,1.6462900449179652,0.2023461157587257
20300818,Pdiag pointwise,episode_11,8,translation,1.369381289010002,0.3374503261956966,1.3692820611380372,0.3373152624070391
20300818,Pdiag finite,episode_0,0,yaw,2.366083600920148,0.3915972878177133,2.065185482734425,0.0964022803586839
20300818,Pdiag finite,episode_1,1,yaw,1.1103552381932054,0.251227770071977,1.0843112572039004,0.1507870988654004
20300818,Pdiag finite,episode_3,3,yaw,2.2971123154985067,0.2898618092179833,2.2456561276042875,0.1320182918361468
20300818,Pdiag finite,episode_5,4,yaw,1.86290158153946,0.8380614503136131,1.68979045759379,0.6124742216871175
20300818,Pdiag finite,episode_8,5,translation,1.4977972585243418,0.5113693312593679,1.4967229873863532,0.5093673044229936
20300818,Pdiag finite,episode_9,6,translation,1.3609258545438705,0.7319954315693117,1.3607510494191728,0.7316706282528576
20300818,Pdiag finite,episode_10,7,translation,1.6922433399054488,0.3576924338998054,1.6920191889408949,0.3573784811017845
20300818,Pdiag finite,episode_11,8,translation,1.3222139579422132,0.5055612335966708,1.3219309077660917,0.5049971176013759
