seed,episode_id,condition_id,generator,success,complete,du,dv,dw,roll,pitch,yaw
20260818,41,41,mixed,True,True,-0.0016548510199610438,0.008482146230969084,-0.005026185765413439,-0.21268384256711304,-0.010737358325421775,-0.5232455822505648
20260818,42,42,mixed,True,True,0.002291754913129166,0.003229308396432231,-0.003851846922320214,-0.2571503389886283,-0.1224058656886865,0.38463946706180974
20260818,43,43,mixed,True,True,0.003760207025512212,-0.00663486759765777,0.002915497421870073,0.013032736447718019,0.08009423786406128,0.3752789349810465
20260818,44,44,mixed,True,True,-0.011405075239830127,0.009594316316532982,0.010212486827910861,0.1568525177854337,-0.11697513062626055,-0.03483404206187202
20260818,45,45,mixed,True,True,-0.002281221718804285,0.004403959992662545,0.007635278412670289,0.24210649564793524,0.11161304558768881,0.2215866493778198
20260818,46,46,mixed,True,True,-0.009772862842215343,0.007071385784898954,0.004530627437448191,-0.10760815969606843,-0.21369023517064523,-0.33479330865440005
20260818,47,47,mixed,True,True,0.006145742784130721,-0.006275316345214933,-0.0065921952891336896,-0.04018433336928498,-0.005812206312494739,0.07286355818710422
20260818,48,48,mixed,False,True,0.008741913466752502,0.003012125909060172,0.005043341932177248,0.20572633297255039,-0.2516983742170009,-0.005058565538542559
20260818,49,48,mixed,True,True,0.008741913466752502,0.003012125909060172,0.005043341932177248,0.20572633297255039,-0.2516983742170009,-0.005058565538542559
20260818,50,49,mixed,True,True,0.006700197686226667,0.007031642902322426,0.003414856543518677,0.23813995930370252,-0.10468313928153686,0.5120500496057111
20260818,51,50,mixed,True,True,-0.011386889412652318,0.0006320826521213282,-0.0020993772988597524,-0.18367506178868145,0.16207083683959483,-0.056379972661544764
20260818,52,51,mixed,True,True,0.009757194009405692,0.0008559773091069579,-0.0052055333776905915,0.004309919511325533,-0.05344695301592142,-0.08657006870880024
20260818,53,52,mixed,True,True,0.004391212447201014,0.004856526996456691,-0.011430756210205393,-0.18213203057270383,-0.19886458166317364,-0.15343501850861296
20260818,54,53,mixed,True,True,-0.009839433001757361,0.008386057622121003,0.005879665516258209,0.17409159916208833,-0.1006068273716127,-0.3258271770344041
20260818,55,54,mixed,True,True,0.0021363361302066137,0.002500045548915057,0.004982678966263275,-0.25597652339472127,-0.22655794825213754,0.3856406654169079
20260818,56,55,mixed,True,True,-0.00031312906599359827,-0.00526652491275267,0.007819337648559375,0.12623024382914982,-0.17894887283643712,-0.01779834524374624
20260818,57,56,mixed,True,True,0.008566314273031474,-0.008758451192914608,-0.010115099167836981,-0.1930467192543463,-0.1414318449037001,0.1657517168634508
20260818,58,57,mixed,True,True,-0.00854516169825751,-0.008686411379821967,-0.0024976496795656392,-0.20301703944452063,-0.15495199622851027,0.45103020777534764
20260818,59,58,mixed,True,True,0.004574853585228994,0.00895183987509246,-0.003644696338546305,0.20252818028403463,0.037502065949631735,-0.17392348671946595
20260818,60,59,mixed,True,True,-0.011235141115454594,-0.0013260062020498155,-0.005966454099876191,-0.2122342010370167,0.11295420961474556,-0.1789565061503614
20260818,61,60,mixed,True,True,0.007441538670673903,-0.0020156924635522083,0.003914716742711797,0.0167478017797405,-0.2159324638192889,0.3740608974999242
20260818,62,61,mixed,True,True,-0.010852175838542562,-0.00227201912662554,0.007690295062340945,-0.05123024003174542,-0.23739808693198175,0.33286669454020223
20260818,63,62,mixed,True,True,-0.008850167482937599,-0.001362813368263778,0.011097218575798144,-0.09540149686795532,-0.14209589917912208,-0.2139380090248701
20260818,64,63,mixed,True,True,-0.0005400651416231691,-0.011969844062433368,-0.010082018860596235,-0.08369979962174967,-0.131662388963479,0.23687198792092812
20260818,65,64,mixed,True,True,-0.001366325971836323,0.0059874065234352125,-0.009710057072798785,-0.020417846519760974,0.026078698813224332,-0.07672466137883627
20260818,66,65,mixed,True,True,0.006610773560336597,-0.0013917190719812088,0.007194616593640887,-0.031764951263817204,0.021623821691453438,0.23051536123065774
20260818,67,66,mixed,True,True,-0.008392432100297071,0.010147301458109045,0.0009409944981396932,0.2041687818963887,-0.13713393963721474,0.17412328728593618
20260818,68,67,mixed,True,True,0.010178181122113085,-0.001638740493771643,0.0029789238526899044,0.1914120356806971,0.23743806433473919,0.28801924688960834
20260818,69,68,mixed,True,True,0.008583519796352003,-0.0045703720271899825,-0.0029673481881569604,-0.21795512312275184,-0.18520392114505063,0.4735512732115601
20260818,70,69,mixed,True,True,-0.0071773529688941495,-0.004745246840801464,0.00020844125036562772,0.06478064200198791,0.12203816515602872,0.2842264389522804
20260818,71,70,mixed,True,True,0.005637123786169304,-0.009185108553673152,-0.006566663699124213,-0.10437640615659771,-0.18273985491042277,-0.41658849357351985
20260818,72,71,mixed,True,True,-0.005220080305734039,0.007800987623443927,0.006427890983703461,-0.07921264691983354,-0.24247672658833094,-0.12470893356977791
20260818,73,72,mixed,True,True,0.00647097219602364,0.0043903385371011384,0.0039889074220531735,0.2316755419553403,-0.055789219131688245,-0.06626387443554071
20260818,74,73,mixed,True,True,0.005676277793675612,0.0028969409617253753,0.00022326887015012425,-0.12295904476429015,-0.11461883207902263,-0.3382966440931776
20260818,75,74,mixed,True,True,-0.007455689417580881,-0.0056669766533985625,-0.005116245181447597,-0.15364935973180616,0.08884627999941469,0.2972806936861422
20270818,0,0,baseline,True,True,0.0,0.0,0.0,0.0,0.0,0.0
20270818,1,1,du,True,True,-0.015,0.0,0.0,0.0,0.0,0.0
20270818,2,2,du,True,True,0.015,0.0,0.0,0.0,0.0,0.0
20270818,3,3,dv,True,True,0.0,-0.015,0.0,0.0,0.0,0.0
20270818,4,4,dv,True,True,0.0,0.015,0.0,0.0,0.0,0.0
20270818,5,5,dw,True,True,0.0,0.0,-0.015,0.0,0.0,0.0
20270818,6,6,dw,True,True,0.0,0.0,0.015,0.0,0.0,0.0
20270818,7,7,roll,True,True,0.0,0.0,0.0,-0.2617993877991494,0.0,0.0
20270818,8,8,roll,True,True,0.0,0.0,0.0,0.2617993877991494,0.0,0.0
20270818,9,9,pitch,True,True,0.0,0.0,0.0,0.0,-0.2617993877991494,0.0
20270818,10,10,pitch,True,True,0.0,0.0,0.0,0.0,0.2617993877991494,0.0
20270818,11,11,yaw,True,True,0.0,0.0,0.0,0.0,0.0,-0.5235987755982988
20270818,12,12,yaw,True,True,0.0,0.0,0.0,0.0,0.0,-0.2617993877991494
20270818,13,13,yaw,True,True,0.0,0.0,0.0,0.0,0.0,0.2617993877991494
20270818,14,14,yaw,True,True,0.0,0.0,0.0,0.0,0.0,0.5235987755982988
20270818,15,15,mixed,True,True,-0.0023931185865242923,-0.0010791215800725062,-0.004275939671176582,-0.04861447858898929,-0.22355016265477695,-0.27645951677924374
20270818,16,16,mixed,True,True,0.0038875386126535627,0.011759554302412916,-0.0007848806958179622,0.1900966572488032,-0.06925673564154736,-0.4797539782073512
20270818,17,17,mixed,True,True,0.0029496725821234956,-0.011109129942626405,-0.007237248338266749,-0.24697511706364939,0.06860731248715657,0.18656551070753769
20270818,18,18,mixed,True,True,-0.005542401259478868,0.00032293439542781417,0.0030558761850857843,-0.0487255785652666,-0.026959853137922152,-0.2752020212045151
20270818,19,19,mixed,True,True,0.0022465624784044486,-0.006905244765118781,-9.083573340008463e-05,0.03420993299555325,0.2513138288770131,-0.14347506968843726
20270818,20,20,mixed,True,True,0.010362728597275557,-0.0007917488497382989,-0.009054384496133484,0.026230190667191844,-0.06267222436291853,-0.1610041259052088
20270818,21,21,mixed,True,True,0.005460533610843841,-0.009176065566340208,-0.008395144906265112,-0.22248268378184943,0.2593460250043574,0.33840644592155844
20270818,22,22,mixed,True,True,0.003583363549875037,-0.0038229538769398493,0.007225184561386745,0.15084841439656677,-0.03383847188210823,-0.3045332339783158
20270818,23,23,mixed,True,True,-0.010535570229681426,-0.006097956751513089,-0.0005040051463465461,-0.01882710446490593,-0.012066916643562936,0.06367738146914015
20270818,24,24,mixed,True,True,0.008541769008218795,0.004022032916112337,0.0007324806205269048,0.06413959662491892,-0.20395613954027825,0.3077043496696418
20270818,25,25,mixed,True,True,-0.006089367938036382,-0.010627967707550005,0.00877755486414112,0.19810586654024598,0.027589415847527332,0.01733541423828555
20270818,26,26,mixed,True,True,0.011910616875627975,0.00261372197217654,0.011690458048543483,-0.11334663559442615,0.030378175222927795,-0.346447262945213
20270818,27,27,mixed,True,True,0.00038940294977674907,0.009918567515302294,-0.0038912261399859337,0.04155979104163937,0.2518872996087554,-0.32687843647994297
20270818,28,28,mixed,True,True,-0.003747792048091088,0.010245802483035374,-0.010924892153219236,-0.24524962067042688,-0.018299694099742747,0.23442581763406956
20270818,29,29,mixed,True,True,-0.0024197706407490596,-0.009121479235809632,0.008501128016379964,0.018439239746606606,0.18654156498740165,0.1446787842603401
20270818,30,30,mixed,True,True,-0.0029835496957855336,-0.002968519007429709,-0.00432711797551482,0.03192516326643646,-0.23567008621616087,0.13681638509605953
20270818,31,31,mixed,True,True,-0.010318973902682754,0.005937840751078852,-0.010299363437942306,0.10377346833348478,0.03888724422923351,-0.14810025530491183
20270818,32,32,mixed,True,True,0.0005895657058264531,-0.011659743290649243,0.004506426298323301,0.013893160636621271,-0.2224543594017918,-0.5202990344731933
20270818,33,33,mixed,True,True,-0.0034286025301516632,0.01063811377168819,-0.0034421955331883653,-0.05267056508227727,0.07194137164881148,-0.17434844749867762
20270818,34,34,mixed,True,True,-0.002026070013566054,-0.009743717447778659,0.005910976400794337,-0.16461338905518635,0.012068574907130869,-0.46972034946625946
20270818,35,35,mixed,True,True,0.0009097482489093117,0.006665636028275725,0.009441874090492613,0.075785970665393,-0.09837492307097764,-0.11999540268391062
20270818,36,36,mixed,True,True,0.011581668345195723,0.002460851266707113,-0.0029971645695810265,-0.17480220345020583,-0.03143724450152258,-0.009631152246984853
20270818,37,37,mixed,True,True,-0.007749076875058698,-0.0038960565219282577,-0.009084404117101014,0.14247523907193832,0.09023408076847356,-0.29880584612926486
20270818,38,38,mixed,True,True,-0.0005691946794745429,-0.009571615567097002,0.0025572352590329615,0.16667017567052117,0.017167441245706905,-0.41812000363079677
20270818,39,39,mixed,True,True,0.009248659563117607,-0.0010771536308483154,-0.008326152454130327,-0.25133582095497936,-0.21344799001687997,-0.39406367518401186
20270818,40,40,mixed,True,True,0.0024444027013805405,0.0040591032574566685,-0.007724247791055372,-0.11067718247786432,0.13571554476838998,0.16381224311933829
20270818,41,41,mixed,True,True,-0.0016548510199610438,0.008482146230969084,-0.005026185765413439,-0.21268384256711304,-0.010737358325421775,-0.5232455822505648
20270818,42,42,mixed,True,True,0.002291754913129166,0.003229308396432231,-0.003851846922320214,-0.2571503389886283,-0.1224058656886865,0.38463946706180974
20270818,43,43,mixed,True,True,0.003760207025512212,-0.00663486759765777,0.002915497421870073,0.013032736447718019,0.08009423786406128,0.3752789349810465
20270818,44,44,mixed,True,True,-0.011405075239830127,0.009594316316532982,0.010212486827910861,0.1568525177854337,-0.11697513062626055,-0.03483404206187202
20270818,45,45,mixed,True,True,-0.002281221718804285,0.004403959992662545,0.007635278412670289,0.24210649564793524,0.11161304558768881,0.2215866493778198
20270818,46,46,mixed,True,True,-0.009772862842215343,0.007071385784898954,0.004530627437448191,-0.10760815969606843,-0.21369023517064523,-0.33479330865440005
20270818,47,47,mixed,True,True,0.006145742784130721,-0.006275316345214933,-0.0065921952891336896,-0.04018433336928498,-0.005812206312494739,0.07286355818710422
20270818,48,48,mixed,True,True,0.008741913466752502,0.003012125909060172,0.005043341932177248,0.20572633297255039,-0.2516983742170009,-0.005058565538542559
20270818,49,49,mixed,True,True,0.006700197686226667,0.007031642902322426,0.003414856543518677,0.23813995930370252,-0.10468313928153686,0.5120500496057111
20270818,50,50,mixed,True,True,-0.011386889412652318,0.0006320826521213282,-0.0020993772988597524,-0.18367506178868145,0.16207083683959483,-0.056379972661544764
20270818,51,51,mixed,True,True,0.009757194009405692,0.0008559773091069579,-0.0052055333776905915,0.004309919511325533,-0.05344695301592142,-0.08657006870880024
20270818,52,52,mixed,True,True,0.004391212447201014,0.004856526996456691,-0.011430756210205393,-0.18213203057270383,-0.19886458166317364,-0.15343501850861296
20270818,53,53,mixed,True,True,-0.009839433001757361,0.008386057622121003,0.005879665516258209,0.17409159916208833,-0.1006068273716127,-0.3258271770344041
20270818,54,54,mixed,True,True,0.0021363361302066137,0.002500045548915057,0.004982678966263275,-0.25597652339472127,-0.22655794825213754,0.3856406654169079
20270818,55,55,mixed,True,True,-0.00031312906599359827,-0.00526652491275267,0.007819337648559375,0.12623024382914982,-0.17894887283643712,-0.01779834524374624
20270818,56,56,mixed,True,True,0.008566314273031474,-0.008758451192914608,-0.010115099167836981,-0.1930467192543463,-0.1414318449037001,0.1657517168634508
20270818,57,57,mixed,True,True,-0.00854516169825751,-0.008686411379821967,-0.0024976496795656392,-0.20301703944452063,-0.15495199622851027,0.45103020777534764
20270818,58,58,mixed,True,True,0.004574853585228994,0.00895183987509246,-0.003644696338546305,0.20252818028403463,0.037502065949631735,-0.17392348671946595
20270818,59,59,mixed,True,True,-0.011235141115454594,-0.0013260062020498155,-0.005966454099876191,-0.2122342010370167,0.11295420961474556,-0.1789565061503614
20270818,60,60,mixed,True,True,0.007441538670673903,-0.0020156924635522083,0.003914716742711797,0.0167478017797405,-0.2159324638192889,0.3740608974999242
20270818,61,61,mixed,True,True,-0.010852175838542562,-0.00227201912662554,0.007690295062340945,-0.05123024003174542,-0.23739808693198175,0.33286669454020223
20270818,62,62,mixed,True,True,-0.008850167482937599,-0.001362813368263778,0.011097218575798144,-0.09540149686795532,-0.14209589917912208,-0.2139380090248701
20270818,63,63,mixed,True,True,-0.0005400651416231691,-0.011969844062433368,-0.010082018860596235,-0.08369979962174967,-0.131662388963479,0.23687198792092812
20270818,64,64,mixed,True,True,-0.001366325971836323,0.0059874065234352125,-0.009710057072798785,-0.020417846519760974,0.026078698813224332,-0.07672466137883627
20270818,65,65,mixed,True,True,0.006610773560336597,-0.0013917190719812088,0.007194616593640887,-0.031764951263817204,0.021623821691453438,0.23051536123065774
20270818,66,66,mixed,True,True,-0.008392432100297071,0.010147301458109045,0.0009409944981396932,0.2041687818963887,-0.13713393963721474,0.17412328728593618
20270818,67,67,mixed,True,True,0.010178181122113085,-0.001638740493771643,0.0029789238526899044,0.1914120356806971,0.23743806433473919,0.28801924688960834
20270818,68,68,mixed,True,True,0.008583519796352003,-0.0045703720271899825,-0.0029673481881569604,-0.21795512312275184,-0.18520392114505063,0.4735512732115601
20270818,69,69,mixed,True,True,-0.0071773529688941495,-0.004745246840801464,0.00020844125036562772,0.06478064200198791,0.12203816515602872,0.2842264389522804
20270818,70,70,mixed,True,True,0.005637123786169304,-0.009185108553673152,-0.006566663699124213,-0.10437640615659771,-0.18273985491042277,-0.41658849357351985
20270818,71,71,mixed,True,True,-0.005220080305734039,0.007800987623443927,0.006427890983703461,-0.07921264691983354,-0.24247672658833094,-0.12470893356977791
20270818,72,72,mixed,True,True,0.00647097219602364,0.0043903385371011384,0.0039889074220531735,0.2316755419553403,-0.055789219131688245,-0.06626387443554071
20270818,73,73,mixed,True,True,0.005676277793675612,0.0028969409617253753,0.00022326887015012425,-0.12295904476429015,-0.11461883207902263,-0.3382966440931776
20270818,74,74,mixed,True,True,-0.007455689417580881,-0.0056669766533985625,-0.005116245181447597,-0.15364935973180616,0.08884627999941469,0.2972806936861422
20280818,0,0,baseline,True,True,0.0,0.0,0.0,0.0,0.0,0.0
20280818,1,1,du,True,True,-0.015,0.0,0.0,0.0,0.0,0.0
20280818,2,2,du,True,True,0.015,0.0,0.0,0.0,0.0,0.0
20280818,3,3,dv,True,True,0.0,-0.015,0.0,0.0,0.0,0.0
20280818,4,4,dv,True,True,0.0,0.015,0.0,0.0,0.0,0.0
20280818,5,5,dw,True,True,0.0,0.0,-0.015,0.0,0.0,0.0
20280818,6,6,dw,True,True,0.0,0.0,0.015,0.0,0.0,0.0
20280818,7,7,roll,True,True,0.0,0.0,0.0,-0.2617993877991494,0.0,0.0
20280818,8,8,roll,True,True,0.0,0.0,0.0,0.2617993877991494,0.0,0.0
20280818,9,9,pitch,True,True,0.0,0.0,0.0,0.0,-0.2617993877991494,0.0
20280818,10,10,pitch,True,True,0.0,0.0,0.0,0.0,0.2617993877991494,0.0
20280818,11,11,yaw,True,True,0.0,0.0,0.0,0.0,0.0,-0.5235987755982988
20280818,12,12,yaw,True,True,0.0,0.0,0.0,0.0,0.0,-0.2617993877991494
20280818,13,13,yaw,True,True,0.0,0.0,0.0,0.0,0.0,0.2617993877991494
20280818,14,14,yaw,True,True,0.0,0.0,0.0,0.0,0.0,0.5235987755982988
20280818,15,15,mixed,True,True,-0.0023931185865242923,-0.0010791215800725062,-0.004275939671176582,-0.04861447858898929,-0.22355016265477695,-0.27645951677924374
20280818,16,16,mixed,True,True,0.0038875386126535627,0.011759554302412916,-0.0007848806958179622,0.1900966572488032,-0.06925673564154736,-0.4797539782073512
20280818,17,17,mixed,True,True,0.0029496725821234956,-0.011109129942626405,-0.007237248338266749,-0.24697511706364939,0.06860731248715657,0.18656551070753769
20280818,18,18,mixed,True,True,-0.005542401259478868,0.00032293439542781417,0.0030558761850857843,-0.0487255785652666,-0.026959853137922152,-0.2752020212045151
20280818,19,19,mixed,True,True,0.0022465624784044486,-0.006905244765118781,-9.083573340008463e-05,0.03420993299555325,0.2513138288770131,-0.14347506968843726
20280818,20,20,mixed,True,True,0.010362728597275557,-0.0007917488497382989,-0.009054384496133484,0.026230190667191844,-0.06267222436291853,-0.1610041259052088
20280818,21,21,mixed,True,True,0.005460533610843841,-0.009176065566340208,-0.008395144906265112,-0.22248268378184943,0.2593460250043574,0.33840644592155844
20280818,22,22,mixed,True,True,0.003583363549875037,-0.0038229538769398493,0.007225184561386745,0.15084841439656677,-0.03383847188210823,-0.3045332339783158
20280818,23,23,mixed,True,True,-0.010535570229681426,-0.006097956751513089,-0.0005040051463465461,-0.01882710446490593,-0.012066916643562936,0.06367738146914015
20280818,24,24,mixed,True,True,0.008541769008218795,0.004022032916112337,0.0007324806205269048,0.06413959662491892,-0.20395613954027825,0.3077043496696418
20280818,25,25,mixed,True,True,-0.006089367938036382,-0.010627967707550005,0.00877755486414112,0.19810586654024598,0.027589415847527332,0.01733541423828555
20280818,26,26,mixed,True,True,0.011910616875627975,0.00261372197217654,0.011690458048543483,-0.11334663559442615,0.030378175222927795,-0.346447262945213
20280818,27,27,mixed,True,True,0.00038940294977674907,0.009918567515302294,-0.0038912261399859337,0.04155979104163937,0.2518872996087554,-0.32687843647994297
20280818,28,28,mixed,True,True,-0.003747792048091088,0.010245802483035374,-0.010924892153219236,-0.24524962067042688,-0.018299694099742747,0.23442581763406956
20280818,29,29,mixed,True,True,-0.0024197706407490596,-0.009121479235809632,0.008501128016379964,0.018439239746606606,0.18654156498740165,0.1446787842603401
20280818,30,30,mixed,True,True,-0.0029835496957855336,-0.002968519007429709,-0.00432711797551482,0.03192516326643646,-0.23567008621616087,0.13681638509605953
20280818,31,31,mixed,True,True,-0.010318973902682754,0.005937840751078852,-0.010299363437942306,0.10377346833348478,0.03888724422923351,-0.14810025530491183
20280818,32,32,mixed,True,True,0.0005895657058264531,-0.011659743290649243,0.004506426298323301,0.013893160636621271,-0.2224543594017918,-0.5202990344731933
20280818,33,33,mixed,True,True,-0.0034286025301516632,0.01063811377168819,-0.0034421955331883653,-0.05267056508227727,0.07194137164881148,-0.17434844749867762
20280818,34,34,mixed,True,True,-0.002026070013566054,-0.009743717447778659,0.005910976400794337,-0.16461338905518635,0.012068574907130869,-0.46972034946625946
20280818,35,35,mixed,True,True,0.0009097482489093117,0.006665636028275725,0.009441874090492613,0.075785970665393,-0.09837492307097764,-0.11999540268391062
20280818,36,36,mixed,True,True,0.011581668345195723,0.002460851266707113,-0.0029971645695810265,-0.17480220345020583,-0.03143724450152258,-0.009631152246984853
20280818,37,37,mixed,True,True,-0.007749076875058698,-0.0038960565219282577,-0.009084404117101014,0.14247523907193832,0.09023408076847356,-0.29880584612926486
20280818,38,38,mixed,True,True,-0.0005691946794745429,-0.009571615567097002,0.0025572352590329615,0.16667017567052117,0.017167441245706905,-0.41812000363079677
20280818,39,39,mixed,True,True,0.009248659563117607,-0.0010771536308483154,-0.008326152454130327,-0.25133582095497936,-0.21344799001687997,-0.39406367518401186
20280818,40,40,mixed,True,True,0.0024444027013805405,0.0040591032574566685,-0.007724247791055372,-0.11067718247786432,0.13571554476838998,0.16381224311933829
20280818,41,41,mixed,True,True,-0.0016548510199610438,0.008482146230969084,-0.005026185765413439,-0.21268384256711304,-0.010737358325421775,-0.5232455822505648
20280818,42,42,mixed,True,True,0.002291754913129166,0.003229308396432231,-0.003851846922320214,-0.2571503389886283,-0.1224058656886865,0.38463946706180974
20280818,43,43,mixed,True,True,0.003760207025512212,-0.00663486759765777,0.002915497421870073,0.013032736447718019,0.08009423786406128,0.3752789349810465
20280818,44,44,mixed,True,True,-0.011405075239830127,0.009594316316532982,0.010212486827910861,0.1568525177854337,-0.11697513062626055,-0.03483404206187202
20280818,45,45,mixed,True,True,-0.002281221718804285,0.004403959992662545,0.007635278412670289,0.24210649564793524,0.11161304558768881,0.2215866493778198
20280818,46,46,mixed,True,True,-0.009772862842215343,0.007071385784898954,0.004530627437448191,-0.10760815969606843,-0.21369023517064523,-0.33479330865440005
20280818,47,47,mixed,True,True,0.006145742784130721,-0.006275316345214933,-0.0065921952891336896,-0.04018433336928498,-0.005812206312494739,0.07286355818710422
20280818,48,48,mixed,False,True,0.008741913466752502,0.003012125909060172,0.005043341932177248,0.20572633297255039,-0.2516983742170009,-0.005058565538542559
20280818,49,48,mixed,False,False,0.008741913466752502,0.003012125909060172,0.005043341932177248,0.20572633297255039,-0.2516983742170009,-0.005058565538542559
20280818,50,48,mixed,True,True,0.008741913466752502,0.003012125909060172,0.005043341932177248,0.20572633297255039,-0.2516983742170009,-0.005058565538542559
20280818,51,49,mixed,True,True,0.006700197686226667,0.007031642902322426,0.003414856543518677,0.23813995930370252,-0.10468313928153686,0.5120500496057111
20280818,52,50,mixed,True,True,-0.011386889412652318,0.0006320826521213282,-0.0020993772988597524,-0.18367506178868145,0.16207083683959483,-0.056379972661544764
20280818,53,51,mixed,True,True,0.009757194009405692,0.0008559773091069579,-0.0052055333776905915,0.004309919511325533,-0.05344695301592142,-0.08657006870880024
20280818,54,52,mixed,True,True,0.004391212447201014,0.004856526996456691,-0.011430756210205393,-0.18213203057270383,-0.19886458166317364,-0.15343501850861296
20280818,55,53,mixed,True,True,-0.009839433001757361,0.008386057622121003,0.005879665516258209,0.17409159916208833,-0.1006068273716127,-0.3258271770344041
