seed,subset_id,protocol,sample_size,repeat,mixed_indices,rank,augmented_intercept_rank,condition_number,model,fit_success,fit_error,fit_seconds,profile_index,task_error_mean_mm_equiv,task_endpoint_error_mean_mm_equiv,generator_rmse,g_translation_final,g_yaw_preclear,g_yaw_final,switch_detected,switch_absolute_error
20280818,0,random,3,0,"[1, 8, 11]",3,3,5.842135179342804,Pdiag finite,True,,6.26299173058942,0,4.335947837077963,1.5787193943151696,0.42016307639596917,1.1187668829066357,1.0208697475809227,1.1697028711049123e-13,True,0.006031107023796389
20280818,0,random,3,0,"[1, 8, 11]",3,3,5.842135179342804,Full operator,True,,0.0013556317426264286,1,8.755218282980197,6.138496581803685,0.5596940619064856,0.5904127588156429,0.8931105029840796,-0.023404928944778455,True,0.002681486055718829
20280818,0,random,3,0,"[1, 8, 11]",3,3,5.842135179342804,Generic RBF,True,,0.5059910118579865,2,32.41047437224941,32.0830694660526,0.8456777031115039,0.6092999964354678,0.23087774076177794,-0.006000467781796438,False,
20280818,1,random,3,1,"[9, 12, 16]",3,3,2.4630107919009743,Pdiag finite,True,,6.498780276160687,3,3.741734051167233,0.6890690787747115,0.525586986878351,0.9890573378668466,0.996619031313435,0.023777317459518846,True,0.01428409542582909
20280818,1,random,3,1,"[9, 12, 16]",3,3,2.4630107919009743,Full operator,True,,0.001430911011993885,4,8.67206871980644,4.447695430385188,0.6224587543609441,0.8623523371804535,0.29097194175523855,-0.005542982809083642,False,
20280818,1,random,3,1,"[9, 12, 16]",3,3,2.4630107919009743,Generic RBF,True,,0.3041697130538523,5,26.355052985316448,25.141045509792164,0.8683002962470504,0.2827556557983014,0.2064702625046935,-0.0008622032027103648,False,
20280818,2,random,3,2,"[6, 10, 14]",3,3,26.679983773723798,Pdiag finite,True,,21.346928882878274,6,7.017768116115382,1.6095763378960768,0.3908808297170564,0.8541444493013022,1.0085623075139534,0.00796949621106682,True,0.008444317724085937
20280818,2,random,3,2,"[6, 10, 14]",3,3,26.679983773723798,Full operator,True,,0.0013630078174173832,7,14.885912268845015,5.801620000428856,1.445676719502288,0.5403508584413883,0.9497516826587477,0.0006234782370831799,True,0.012974055273408891
20280818,2,random,3,2,"[6, 10, 14]",3,3,26.679983773723798,Generic RBF,True,,0.11655384488403797,8,23.136000187255114,18.74068187314039,1.1675074890520067,0.6460127194498629,0.5784446236375917,-2.013098740525243e-05,True,0.0535938952653543
20280818,3,random,3,3,"[9, 14, 27]",3,3,2.3641634164455234,Pdiag finite,True,,3.53198752226308,9,3.336661236235876,0.6979728487878614,0.48410630832867374,1.0247222471824216,1.0002756936909583,0.017542473457583408,True,0.005072844108620744
20280818,3,random,3,3,"[9, 14, 27]",3,3,2.3641634164455234,Full operator,True,,0.0013649938628077507,10,8.221797133343692,5.27985957487421,0.5504678579470719,0.7807544359785941,0.4472241555936338,-2.4380674503649535e-05,False,
20280818,3,random,3,3,"[9, 14, 27]",3,3,2.3641634164455234,Generic RBF,True,,0.13335303543135524,11,19.0718348976655,16.6407708228767,0.6135034702250274,0.8721203532799515,0.38346708770184107,-8.865189684418826e-05,False,
20280818,4,random,3,4,"[2, 10, 27]",3,3,8.187990437428704,Pdiag finite,True,,50.989675119984895,12,6.534529167419985,1.572462784198609,0.6036784883759143,1.0588672613638541,1.001340797493984,0.007070186845495419,True,0.006529475466608314
20280818,4,random,3,4,"[2, 10, 27]",3,3,8.187990437428704,Full operator,True,,0.0014592059887945652,13,16.611461984536362,5.3000295912622235,1.7191530372258788,0.7594859518500564,0.4839622166087272,-8.902113455552639e-05,False,
20280818,4,random,3,4,"[2, 10, 27]",3,3,8.187990437428704,Generic RBF,True,,0.4844325250014663,14,25.651081024992166,19.53919922219794,1.247808173725388,0.44518788828557543,0.2793893825070462,-5.1684236672671446e-05,False,
20280818,5,random,3,5,"[1, 17, 21]",3,3,8.659779477170954,Pdiag finite,True,,7.2062650001607835,15,3.548831887981863,0.7433565416293366,0.44231027687177543,1.0209391247069854,0.9996229882302785,0.017535539093488796,True,0.006885483015779403
20280818,5,random,3,5,"[1, 17, 21]",3,3,8.659779477170954,Full operator,True,,0.00136641226708889,16,9.411146030550999,5.531448742457281,0.4785464482861114,0.7121256775399644,0.5709304384635052,0.0016871251027306816,True,0.04357687011081823
20280818,5,random,3,5,"[1, 17, 21]",3,3,8.659779477170954,Generic RBF,True,,0.44648743234574795,17,20.126475240275592,20.22349991115656,0.6825633467121656,0.8989569233179264,0.20824015348555566,0.0006345217842805618,False,
