seed,subset_id,model,episode,generator,task_error_mm_equiv,task_endpoint_error_mm_equiv
20280818,0,Pdiag finite,episode_0,yaw,1.7095453256169728,0.7259335215405167
20280818,0,Pdiag finite,episode_2,yaw,1.648235057291657,0.7893901882726256
20280818,0,Pdiag finite,episode_4,yaw,2.574379786840128,0.8004637420768724
20280818,0,Pdiag finite,episode_5,yaw,1.8334806915595334,0.8408446370344796
20280818,0,Pdiag finite,episode_6,translation,4.913858917616042,4.592292919688492
20280818,0,Pdiag finite,episode_7,translation,4.337471188994976,2.975578673249255
20280818,0,Pdiag finite,episode_8,translation,2.0164248014235415,0.7791855401389886
20280818,0,Pdiag finite,episode_9,translation,15.654186927280854,1.1260659325201274
20280818,0,Full operator,episode_0,yaw,5.318587828334713,2.6178348130142712
20280818,0,Full operator,episode_2,yaw,1.4696084824053732,0.3954557817488277
20280818,0,Full operator,episode_4,yaw,7.122264835860292,6.208905514081526
20280818,0,Full operator,episode_5,yaw,9.700432749806005,9.09499540332242
20280818,0,Full operator,episode_6,translation,14.398059488555486,15.489181727488225
20280818,0,Full operator,episode_7,translation,10.094492879212272,8.944265335933865
20280818,0,Full operator,episode_8,translation,3.5872203061153276,0.5321500339359552
20280818,0,Full operator,episode_9,translation,18.351079693552105,5.82518404490439
20280818,0,Generic RBF,episode_0,yaw,18.483154454838658,19.263423858864755
20280818,0,Generic RBF,episode_2,yaw,23.222870113652718,25.137167977140614
20280818,0,Generic RBF,episode_4,yaw,36.67858317974848,36.900285200029515
20280818,0,Generic RBF,episode_5,yaw,44.44627098908468,42.86549412103944
20280818,0,Generic RBF,episode_6,translation,29.85902296073097,28.723439286714317
20280818,0,Generic RBF,episode_7,translation,29.080652112733897,33.340966359972235
20280818,0,Generic RBF,episode_8,translation,7.740567182006654,6.214492388119023
20280818,0,Generic RBF,episode_9,translation,69.77267398519919,64.21928653654089
20280818,1,Pdiag finite,episode_0,yaw,1.7224471300081512,0.31539636719582687
20280818,1,Pdiag finite,episode_2,yaw,1.176696869945886,0.5528733223998942
20280818,1,Pdiag finite,episode_4,yaw,2.654485520303459,0.4574573413585193
20280818,1,Pdiag finite,episode_5,yaw,2.9348905777714083,0.4246761915404522
20280818,1,Pdiag finite,episode_6,translation,1.2616257926011394,0.5814197014897234
20280818,1,Pdiag finite,episode_7,translation,3.0845600344314783,1.2492452461316843
20280818,1,Pdiag finite,episode_8,translation,1.2949389501991027,0.9800916764612516
20280818,1,Pdiag finite,episode_9,translation,15.80422753407724,0.9513927836203401
20280818,1,Full operator,episode_0,yaw,6.913103767927803,4.6223230341552295
20280818,1,Full operator,episode_2,yaw,1.8096192776867988,1.035180496226499
20280818,1,Full operator,episode_4,yaw,9.050238193679482,6.283423769952869
20280818,1,Full operator,episode_5,yaw,14.651591696846767,9.969137230668958
20280818,1,Full operator,episode_6,translation,3.6061286401360477,1.2963792818755435
20280818,1,Full operator,episode_7,translation,10.600198543062003,6.592128857477532
20280818,1,Full operator,episode_8,translation,5.773677128482786,3.9549404842296196
20280818,1,Full operator,episode_9,translation,16.971992510629843,1.828050288495255
20280818,1,Generic RBF,episode_0,yaw,9.465734656146141,2.0884785505416774
20280818,1,Generic RBF,episode_2,yaw,8.684988283566115,11.362468720154542
20280818,1,Generic RBF,episode_4,yaw,37.53090201233537,37.74769577877718
20280818,1,Generic RBF,episode_5,yaw,53.00032280819112,50.97822952993189
20280818,1,Generic RBF,episode_6,translation,5.001499403177694,6.678952114072785
20280818,1,Generic RBF,episode_7,translation,40.47591080738618,42.47728735247841
20280818,1,Generic RBF,episode_8,translation,25.472573401667265,26.959503531066726
20280818,1,Generic RBF,episode_9,translation,31.20849251006171,22.83574850131412
20280818,2,Pdiag finite,episode_0,yaw,7.521549905400443,0.6212857180292022
20280818,2,Pdiag finite,episode_2,yaw,6.117981611416028,0.8688629599620785
20280818,2,Pdiag finite,episode_4,yaw,5.866300640868807,0.7240606502936294
20280818,2,Pdiag finite,episode_5,yaw,4.169049638756301,0.6240361083200026
20280818,2,Pdiag finite,episode_6,translation,6.686608382261596,0.7330327282288217
20280818,2,Pdiag finite,episode_7,translation,6.818165969292562,0.8592751821972004
20280818,2,Pdiag finite,episode_8,translation,5.678656430175344,3.7110403422714353
20280818,2,Pdiag finite,episode_9,translation,13.283832350751972,4.735017013866243
20280818,2,Full operator,episode_0,yaw,17.992145657089267,3.5720559865386643
20280818,2,Full operator,episode_2,yaw,16.630933332635188,1.4881544941342548
20280818,2,Full operator,episode_4,yaw,3.4985195821182655,2.024564661820529
20280818,2,Full operator,episode_5,yaw,12.504727023472878,3.75234014617074
20280818,2,Full operator,episode_6,translation,6.201984893761514,4.274703459902083
20280818,2,Full operator,episode_7,translation,19.77272880086889,4.768292506497719
20280818,2,Full operator,episode_8,translation,17.162862075877424,13.207656070480205
20280818,2,Full operator,episode_9,translation,25.323396784936705,13.325192677886651
20280818,2,Generic RBF,episode_0,yaw,28.77479917522817,18.59503854487606
20280818,2,Generic RBF,episode_2,yaw,25.57659743288676,17.946423217838124
20280818,2,Generic RBF,episode_4,yaw,14.569544051817086,16.66925599276681
20280818,2,Generic RBF,episode_5,yaw,17.500256907302298,16.104170835468484
20280818,2,Generic RBF,episode_6,translation,19.249530904854925,20.485000567833612
20280818,2,Generic RBF,episode_7,translation,24.70827949896422,14.394826822047914
20280818,2,Generic RBF,episode_8,translation,17.155440452963582,14.991306690268983
20280818,2,Generic RBF,episode_9,translation,37.553553074023874,30.739432314023134
