seed,subset_id,model,episode,generator,task_error_mm_equiv,task_endpoint_error_mm_equiv
20300818,0,Pdiag finite,episode_0,yaw,3.4458908943279893,0.9133205918426274
20300818,0,Pdiag finite,episode_1,yaw,1.732575682867088,0.8753442405606332
20300818,0,Pdiag finite,episode_3,yaw,2.455695884273764,0.8611678752422127
20300818,0,Pdiag finite,episode_5,yaw,3.239625509943071,1.2302073867130794
20300818,0,Pdiag finite,episode_8,translation,5.440302251128506,4.74714633149671
20300818,0,Pdiag finite,episode_9,translation,4.402341202845815,2.8152786501771647
20300818,0,Pdiag finite,episode_10,translation,2.2591900562755614,1.0119344883983867
20300818,0,Pdiag finite,episode_11,translation,3.9530438188727732,1.0849735336934414
20300818,0,Full operator,episode_0,yaw,4.642836614469235,2.0389938103807723
20300818,0,Full operator,episode_1,yaw,1.8449358760521577,0.7950084899342628
20300818,0,Full operator,episode_3,yaw,7.39831768253852,5.761778898289632
20300818,0,Full operator,episode_5,yaw,14.264031187391812,8.342437586850233
20300818,0,Full operator,episode_8,translation,14.196204232156838,15.45496277026323
20300818,0,Full operator,episode_9,translation,9.19410955892438,9.303717328121442
20300818,0,Full operator,episode_10,translation,4.353533684999598,0.8529379957895943
20300818,0,Full operator,episode_11,translation,8.858731329992445,6.718206987410823
20300818,0,Generic RBF,episode_0,yaw,18.196060859188762,19.35569280579842
20300818,0,Generic RBF,episode_1,yaw,22.997862572671366,25.172424193571644
20300818,0,Generic RBF,episode_3,yaw,36.44122567269167,36.918366494635805
20300818,0,Generic RBF,episode_5,yaw,44.72860263462541,42.83910950313928
20300818,0,Generic RBF,episode_8,translation,29.87456317292771,28.77631988544756
20300818,0,Generic RBF,episode_9,translation,28.880930743802097,33.51135493666676
20300818,0,Generic RBF,episode_10,translation,8.615832628663771,6.361635371849423
20300818,0,Generic RBF,episode_11,translation,64.17864344271821,64.23923615964931
20300818,1,Pdiag finite,episode_0,yaw,1.9538399457532067,0.31674069172525654
20300818,1,Pdiag finite,episode_1,yaw,0.7496768777960284,0.43164208956580113
20300818,1,Pdiag finite,episode_3,yaw,2.765560965619068,0.3938895355256505
20300818,1,Pdiag finite,episode_5,yaw,2.5111811672806006,0.5495762432788368
20300818,1,Pdiag finite,episode_8,translation,1.0219901962208366,0.45901211085649046
20300818,1,Pdiag finite,episode_9,translation,2.6334372706131597,1.443216989524001
20300818,1,Pdiag finite,episode_10,translation,1.5133349887192233,1.0645620305865364
20300818,1,Pdiag finite,episode_11,translation,1.605579360358091,0.4738991177900568
20300818,1,Full operator,episode_0,yaw,6.636330723060803,4.490628131856503
20300818,1,Full operator,episode_1,yaw,1.4762917189966913,0.9413232746948851
20300818,1,Full operator,episode_3,yaw,9.37042758889961,6.214876772084525
20300818,1,Full operator,episode_5,yaw,14.335625414845644,10.045863680995648
20300818,1,Full operator,episode_8,translation,2.2769460785724718,1.2498333812326217
20300818,1,Full operator,episode_9,translation,10.121728649249118,6.69503017413272
20300818,1,Full operator,episode_10,translation,5.836928914918932,4.0980627825762275
20300818,1,Full operator,episode_11,translation,3.004723360546947,1.260806200976611
20300818,1,Generic RBF,episode_0,yaw,8.884364856471707,1.948608187343836
20300818,1,Generic RBF,episode_1,yaw,8.553358358813439,11.390700500774766
20300818,1,Generic RBF,episode_3,yaw,37.5662684689058,37.728530731882834
20300818,1,Generic RBF,episode_5,yaw,53.20206889487024,50.92897130534488
20300818,1,Generic RBF,episode_8,translation,4.96651126541657,6.726370331817689
20300818,1,Generic RBF,episode_9,translation,40.88738247462412,42.608091134264214
20300818,1,Generic RBF,episode_10,translation,25.76392337162385,27.135955241836918
20300818,1,Generic RBF,episode_11,translation,20.17805497444729,22.783865835776805
20300818,2,Pdiag finite,episode_0,yaw,1.9931998704223717,0.727721260284276
20300818,2,Pdiag finite,episode_1,yaw,1.3011358473735086,0.9181003322055581
20300818,2,Pdiag finite,episode_3,yaw,2.859510785041703,0.8917012207424844
20300818,2,Pdiag finite,episode_5,yaw,1.4108067103141713,0.25391605710805953
20300818,2,Pdiag finite,episode_8,translation,1.8253368259265086,0.5776317529258042
20300818,2,Pdiag finite,episode_9,translation,1.9715576608026018,1.2598182771958595
