seed,subset_id,protocol,sample_size,repeat,model,fit_success,fit_error,fit_seconds,task_error_mean_mm_equiv,task_endpoint_error_mean_mm_equiv,generator_rmse,g_translation_final,g_yaw_preclear,g_yaw_final,switch_detected,switch_absolute_error,n_components
20290818,2,random,3,2,TP-GMM SE(2),True,,0.2888427090001642,9.699905720577481,0.36061056900551647,0.3844477089308089,0.9666218332150962,0.3615516645501392,0.3539025741423027,False,,2
20290818,3,random,3,3,TP-GMM SE(2),True,,0.28463865999992777,8.916533959334679,0.2802781315864568,0.3930650279163045,0.9956178234374942,0.33146060573069014,0.3294913298687599,False,,2
20290818,4,random,3,4,TP-GMM SE(2),True,,0.30780851500003337,9.280556316633117,0.24990452432633764,0.38396405489981555,0.9976043203742793,0.3153536950917241,0.3165569551921307,False,,2
20290818,5,random,3,5,TP-GMM SE(2),True,,0.26655563399981475,9.204822140802111,0.38646875459586366,0.3835180206418499,0.9846078948548228,0.3296130799423247,0.3330196713963342,False,,2
20290818,6,random,3,6,TP-GMM SE(2),True,,0.31672649800020736,9.494639649348187,0.3147863141925439,0.3931120711376468,0.9806886198891905,0.3361395680186162,0.33160759863364175,False,,2
20290818,7,random,3,7,TP-GMM SE(2),True,,0.2676371040001868,11.600774043224504,0.9756173334163061,0.39315720274901333,0.9369472464022408,0.35860357732360465,0.3482416323961745,False,,2
20290818,8,random,3,8,TP-GMM SE(2),True,,0.30108302000007825,10.380431347434028,0.8710764143799377,0.3866435708907082,0.9339505930437351,0.359436590171834,0.35118580497015073,False,,2
20290818,9,random,3,9,TP-GMM SE(2),True,,0.315767722000146,11.655064833977569,3.445339658211505,0.462936502929141,0.7683202696347202,0.3655117467092289,0.36701074814292844,False,,2
20290818,10,qualified,3,0,TP-GMM SE(2),True,,0.31338523300019006,9.065972309023902,0.29662773063454917,0.3814389863252244,0.9945152027097948,0.3279958803727752,0.3268687214058293,False,,2
20290818,11,qualified,3,1,TP-GMM SE(2),True,,0.2444796560002942,9.530295022066213,0.4080472710858724,0.38363705254125025,0.9768144482214143,0.32099451593294875,0.3405864578733178,False,,2
20290818,12,qualified,3,2,TP-GMM SE(2),True,,0.3388235560000794,9.92252041891139,0.3006273826450087,0.3811567656591707,0.9927750624421412,0.3532750435633643,0.3524704754132959,False,,2
20290818,13,qualified,3,3,TP-GMM SE(2),True,,0.29231259700009105,11.927189644648188,0.5364100902502671,0.43953161188125445,0.98115192438495,0.42931162218724883,0.42936660629976875,False,,2
20290818,14,qualified,3,4,TP-GMM SE(2),True,,0.2941994020002312,9.756975475352096,0.3327169395774101,0.3823902162929701,0.9832963557677293,0.2994585243178904,0.3066578086656258,False,,2
20290818,15,qualified,3,5,TP-GMM SE(2),True,,0.33026753600006487,9.439381331505789,0.9187038998479337,0.3825699713871981,0.9407376323341752,0.37661784451088787,0.4017825231487708,False,,2
20290818,16,qualified,3,6,TP-GMM SE(2),True,,0.29598769500034905,8.166823941962473,0.2681155217607677,0.385795630388313,0.9914577798295596,0.30801898122004495,0.3198584688019195,False,,2
20290818,17,qualified,3,7,TP-GMM SE(2),True,,0.3118083949998436,8.847930397768485,0.38677992334033784,0.38321699975068724,0.9920259023252047,0.3126203872761476,0.31526380859985853,False,,2
20290818,18,qualified,3,8,TP-GMM SE(2),True,,0.2927876139997352,10.487044083861383,0.6062932208421107,0.38715153393917323,0.9732962974796491,0.35471981589932033,0.3593551516085694,False,,2
20290818,19,qualified,3,9,TP-GMM SE(2),True,,0.3313000240000292,10.705012750576792,1.0568721315145069,0.424452838926257,0.9193102746899272,0.38438417625257,0.38120781626559813,False,,2
20300818,0,random,3,0,TP-GMM SE(2),True,,0.3184497110000848,11.115001205953334,2.1894722218602167,0.33615547831791465,0.8194657794895275,0.4003330698281784,0.3941144509286274,False,,2
20300818,1,random,3,1,TP-GMM SE(2),True,,0.35400397100011105,10.11799630633634,0.3823061415175526,0.2921171796961395,0.9967091493126177,0.3457486227079537,0.34730565414514736,False,,2
20300818,2,random,3,2,TP-GMM SE(2),True,,0.2910070990001259,9.73170519712065,0.458605807579859,0.2923777879656733,0.972125231384084,0.34340588976547076,0.3349818501512162,False,,2
20300818,3,random,3,3,TP-GMM SE(2),True,,0.2935863470002005,8.812539084246055,0.36612708275222755,0.29514339030743925,0.9962222825194804,0.3349390850155074,0.33297369962872525,False,,2
20300818,4,random,3,4,TP-GMM SE(2),True,,0.27961453299985806,9.08075091111933,0.3575376681958208,0.2915822345644078,0.995941003807322,0.3202206822162907,0.3211536697615485,False,,2
20300818,5,random,3,5,TP-GMM SE(2),True,,0.3022504589998789,9.580532329471486,0.8617445905733998,0.2939952150989257,0.9369221496164488,0.3541134954230459,0.35169474889545943,False,,2
20300818,6,random,3,6,TP-GMM SE(2),True,,0.30129165800008195,9.661424546231919,0.38283193083492256,0.2967471432711879,0.9833684937100828,0.33248982405831484,0.32863607891212465,False,,2
20300818,7,random,3,7,TP-GMM SE(2),True,,0.3366595820002658,11.946632302557763,2.2978154870516727,0.32691739261422975,0.8361658588546079,0.4007157205494384,0.3976398529690368,False,,2
20300818,8,random,3,8,TP-GMM SE(2),True,,0.3414598949998435,10.323759020035958,0.6436731933561561,0.2968715825356351,0.9482321910844835,0.3368821679104957,0.3378268479863397,False,,2
20300818,9,random,3,9,TP-GMM SE(2),True,,0.3155378540000129,11.003452320770407,2.106639217602528,0.31429882501705697,0.8475425929937389,0.3598204034707389,0.35409380352076525,False,,2
20300818,10,qualified,3,0,TP-GMM SE(2),True,,0.2774630530002469,8.793785380018882,0.3556214599066815,0.29152785488562755,0.9949785914024856,0.3279934232109705,0.3299922026759167,False,,2
20300818,11,qualified,3,1,TP-GMM SE(2),True,,0.30532335799989596,9.535079423973308,1.3923887766127367,0.3128021421627175,0.8823718916847831,0.38253130964212334,0.38963944108610044,False,,2
20300818,12,qualified,3,2,TP-GMM SE(2),True,,0.31106225900020945,10.225871702165257,0.36860687592812513,0.29427159534152925,0.9933129630584643,0.35521862041503355,0.3560953905828901,False,,2
20300818,13,qualified,3,3,TP-GMM SE(2),True,,0.3041008739996869,12.304502424928009,0.34520637238244223,0.3135041416591424,0.9941055795373537,0.4395555912844568,0.43994825709444685,False,,2
20300818,14,qualified,3,4,TP-GMM SE(2),True,,0.2633861459999025,9.939856815690163,0.5091052155590193,0.29565647901505415,0.9723250096313685,0.3095313808310734,0.3144604194504657,False,,2
20300818,15,qualified,3,5,TP-GMM SE(2),True,,0.24825763999979245,9.848429416094978,2.91997479744538,0.3109123899398335,0.8367561003887711,0.4281975118003445,0.42540714667357443,False,,2
20300818,16,qualified,3,6,TP-GMM SE(2),True,,0.34333228100013,9.16108127875114,0.37395489920236546,0.2956589180513868,0.9946545187712965,0.31045884308699545,0.3188822236298865,False,,2
20300818,17,qualified,3,7,TP-GMM SE(2),True,,0.33692509000002246,9.53896131914281,0.40973612417523186,0.2939383293574193,0.9914638225753947,0.3213840805968421,0.31896691228410273,False,,2
20300818,18,qualified,3,8,TP-GMM SE(2),True,,0.28185494600029415,9.832503489068177,0.5892145808576867,0.29486241967558136,0.9803017677603698,0.34309917102084075,0.3475871196500375,False,,2
20300818,19,qualified,3,9,TP-GMM SE(2),True,,0.3213764749998518,9.40046692360143,1.4709394013122075,0.3175838881132402,0.8495341680806465,0.3998951700455405,0.39859121173046747,False,,2
