task,seed,subset_id,protocol,sample_size,repeat,basis,model,fit_success,fit_error,fit_seconds,e_data,e_alpha,off_diag_mass
keyed,20260818,16,qualified,30,1,rotated-2,Pdiag pointwise (SE(3)),True,,0.010698912999941967,9.026653416065818e-05,0.19817607473235066,
keyed,20260818,16,qualified,30,1,rotated-2,Pdiag finite (SE(3)),True,,1012.5589356919954,5.370330635223107e-05,0.19629487837851634,
keyed,20270818,12,random,30,0,rotated-1,Frame-weighted (SE(3)),True,,0.007582199003081769,8.579007155798022e-05,0.29130871907189815,
keyed,20270818,12,random,30,0,rotated-1,Full operator (SE(3)),True,,0.0030705099925398827,1.0046170115361003e-05,0.15218256484223316,0.9334669688755617
keyed,20270818,12,random,30,0,rotated-1,Pdiag pointwise (SE(3)),True,,0.01826885600166861,8.18480435246969e-05,0.30800974030761125,
keyed,20270818,12,random,30,0,rotated-1,Pdiag finite (SE(3)),True,,215.4362548420031,5.619578152520893e-05,0.26956408801552756,
keyed,20260818,7,random,15,1,rotated-1,Frame-weighted (SE(3)),True,,0.007487547001801431,0.00011039151947981537,0.49084072664337536,
keyed,20260818,7,random,15,1,rotated-1,Full operator (SE(3)),True,,0.0014895849890308455,5.152596503266315e-05,0.410947828875254,0.9438296984696857
keyed,20260818,7,random,15,1,rotated-1,Pdiag pointwise (SE(3)),True,,0.018185017004725523,0.00010983479922946275,0.8049233111984561,
keyed,20260818,7,random,15,1,rotated-1,Pdiag finite (SE(3)),True,,2183.0666816930025,6.700451868850188e-05,0.34183209172908136,
keyed,20260818,15,qualified,30,0,rotated-1,Frame-weighted (SE(3)),True,,0.008739010998397134,8.884499086177995e-05,0.3737746595070173,
keyed,20260818,15,qualified,30,0,rotated-1,Full operator (SE(3)),True,,0.004689919005613774,2.29267188187658e-05,0.23679631566697282,0.9351617222627909
keyed,20260818,15,qualified,30,0,rotated-1,Pdiag pointwise (SE(3)),True,,0.02015475300140679,8.741033153970874e-05,0.4458708854170277,
keyed,20260818,15,qualified,30,0,rotated-1,Pdiag finite (SE(3)),True,,1313.3111312410037,5.6989832026926434e-05,0.3523487658745326,
keyed,20260818,7,random,15,1,local,Frame-weighted (SE(3)),True,,0.004301811990444548,0.00010197909526591752,0.3630680709517946,
keyed,20260818,7,random,15,1,local,Full operator (SE(3)),True,,0.0035684300091816112,5.009517576454666e-05,0.3718709017011614,0.9053743552681032
keyed,20260818,7,random,15,1,local,Pdiag pointwise (SE(3)),True,,0.01026742800604552,0.0001002258972859786,0.6403613677947704,
keyed,20260818,7,random,15,1,local,Pdiag finite (SE(3)),True,,2215.8460062380036,4.028974402746935e-05,0.10830472918838273,
keyed,20270818,11,qualified,15,2,rotated-2,Frame-weighted (SE(3)),True,,0.007244394000736065,5.0323151179741576e-05,0.2744288997027924,
keyed,20270818,11,qualified,15,2,rotated-2,Full operator (SE(3)),True,,0.0014169670030241832,2.184934015032434e-06,0.11297010973653329,0.9221048143045223
keyed,20270818,11,qualified,15,2,rotated-2,Pdiag pointwise (SE(3)),True,,0.018248737003887072,4.5213043528770787e-05,0.3595305754083932,
keyed,20270818,11,qualified,15,2,rotated-2,Pdiag finite (SE(3)),True,,309.3625360369915,2.2999957663207657e-05,0.202421874693049,
keyed,20270818,14,random,30,2,local,Frame-weighted (SE(3)),True,,0.008106909997877665,6.342171900044832e-05,0.17164101631481718,
keyed,20270818,14,random,30,2,local,Full operator (SE(3)),True,,0.0016339739959221333,1.7204176317224437e-06,0.08076421701645962,0.8827144220735771
keyed,20270818,14,random,30,2,local,Pdiag pointwise (SE(3)),True,,0.018723343004239723,5.967230146929195e-05,0.15253925520621,
keyed,20270818,14,random,30,2,local,Pdiag finite (SE(3)),True,,165.2023663380096,3.1706520633872087e-06,0.09077417337494487,
keyed,20270818,14,random,30,2,rotated-2,Frame-weighted (SE(3)),True,,0.0049803340079961345,6.496511240032779e-05,0.17229681812481837,
keyed,20270818,14,random,30,2,rotated-2,Full operator (SE(3)),True,,0.0013654719950864092,2.3325950838545656e-06,0.1098484886501816,0.9173719420716911
keyed,20270818,14,random,30,2,rotated-2,Pdiag pointwise (SE(3)),True,,0.011267148991464637,6.290959033107538e-05,0.16675999840774924,
keyed,20270818,14,random,30,2,rotated-2,Pdiag finite (SE(3)),True,,150.5732348950114,2.7856033970161325e-05,0.18057182892342571,
keyed,20270818,15,qualified,30,0,local,Frame-weighted (SE(3)),True,,0.008695073003764264,8.240705901537013e-05,0.23694331467823754,
keyed,20270818,15,qualified,30,0,local,Full operator (SE(3)),True,,0.01668100898677949,2.367454229622589e-05,0.19771669865597577,0.8844953409976931
keyed,20270818,15,qualified,30,0,local,Pdiag pointwise (SE(3)),True,,0.01827957200293895,8.093769312848354e-05,0.20743637142663984,
keyed,20270818,15,qualified,30,0,local,Pdiag finite (SE(3)),True,,152.8046966339898,1.780184142793525e-05,0.09464512605622716,
keyed,20270818,7,random,15,1,rotated-2,Frame-weighted (SE(3)),True,,0.007057194001390599,8.571546622924891e-05,0.36437979343087323,
keyed,20270818,7,random,15,1,rotated-2,Full operator (SE(3)),True,,0.002837994004948996,3.779390395931761e-05,0.33858894159007724,0.9212191067201227
keyed,20270818,7,random,15,1,rotated-2,Pdiag pointwise (SE(3)),True,,0.017763708005077206,8.850688139392265e-05,0.5651808876776604,
keyed,20270818,7,random,15,1,rotated-2,Pdiag finite (SE(3)),True,,589.6791632340028,5.676151799450144e-05,0.30098813448827544,
keyed,20260818,7,random,15,1,rotated-2,Frame-weighted (SE(3)),True,,0.003925906014046632,0.00010094728640046002,0.30884232114859134,
keyed,20260818,7,random,15,1,rotated-2,Full operator (SE(3)),True,,0.0009589810069883242,4.6781926029168906e-05,0.46204490883651467,0.9271312377315526
keyed,20260818,7,random,15,1,rotated-2,Pdiag pointwise (SE(3)),True,,0.01000190299237147,0.0001058337384258442,0.6872335868414703,
keyed,20260818,7,random,15,1,rotated-2,Pdiag finite (SE(3)),True,,2278.6630890810047,6.633285635727456e-05,0.30819213405687734,
keyed,20270818,15,qualified,30,0,rotated-1,Frame-weighted (SE(3)),True,,0.00430872300057672,9.304864462042824e-05,0.37467553837401896,
keyed,20270818,15,qualified,30,0,rotated-1,Full operator (SE(3)),True,,0.0012804680009139702,2.4485117379927992e-05,0.2128937524914571,0.9329567991457777
keyed,20270818,15,qualified,30,0,rotated-1,Pdiag pointwise (SE(3)),True,,0.010873763007111847,9.018950173714113e-05,0.41316801797439295,
keyed,20270818,15,qualified,30,0,rotated-1,Pdiag finite (SE(3)),True,,160.08656752599927,6.063753303818209e-05,0.26598450065025897,
keyed,20270818,17,qualified,30,2,rotated-1,Frame-weighted (SE(3)),True,,0.008147280997945927,9.676880228668632e-05,0.19155439560292034,
keyed,20270818,17,qualified,30,2,rotated-1,Full operator (SE(3)),True,,0.0016788499924587086,1.082503331772535e-05,0.148648046656245,0.9325858212592721
keyed,20270818,17,qualified,30,2,rotated-1,Pdiag pointwise (SE(3)),True,,0.019057735000387765,9.266116893148595e-05,0.20830356275047868,
keyed,20270818,17,qualified,30,2,rotated-1,Pdiag finite (SE(3)),True,,127.38695602401276,6.100047565678087e-05,0.2005231617418899,
keyed,20260818,6,random,15,0,rotated-2,Frame-weighted (SE(3)),True,,0.004212667001411319,9.64600170012103e-05,0.22493591704012583,
keyed,20260818,6,random,15,0,rotated-2,Full operator (SE(3)),True,,0.001382394999382086,2.857841899458916e-05,0.4879429414389425,0.9226833566946353
keyed,20260818,6,random,15,0,rotated-2,Pdiag pointwise (SE(3)),True,,0.009850453003309667,8.463230357424293e-05,1.1612306138847017,
keyed,20260818,6,random,15,0,rotated-2,Pdiag finite (SE(3)),True,,2394.6450164660055,4.303704363538372e-05,0.32578971191335865,
keyed,20280818,0,random,8,0,rotated-2,Frame-weighted (SE(3)),True,,0.013281445993925445,4.449407209916204e-05,0.41412096658178327,
keyed,20280818,0,random,8,0,rotated-2,Full operator (SE(3)),True,,0.0037779770063934848,8.264777806797135e-08,0.08684931239056544,0.9087596995941093
keyed,20280818,0,random,8,0,rotated-2,Pdiag pointwise (SE(3)),True,,0.01303890100098215,3.8738546780631135e-05,0.4629388787275218,
keyed,20280818,0,random,8,0,rotated-2,Pdiag finite (SE(3)),True,,103.70736692499486,2.5625539112839616e-05,0.23552877017647872,
keyed,20270818,14,random,30,2,rotated-1,Frame-weighted (SE(3)),True,,0.0042913770012091845,7.373412641801436e-05,0.31603624316114076,
keyed,20270818,14,random,30,2,rotated-1,Full operator (SE(3)),True,,0.0029972999909659848,2.68213388598273e-06,0.13500041211221553,0.9312620820986232
keyed,20270818,14,random,30,2,rotated-1,Pdiag pointwise (SE(3)),True,,0.010317950989701785,7.066778141003374e-05,0.36121263015376737,
keyed,20270818,14,random,30,2,rotated-1,Pdiag finite (SE(3)),True,,329.76568938899436,4.9684993989613716e-05,0.3269105563082896,
keyed,20270818,16,qualified,30,1,local,Frame-weighted (SE(3)),True,,0.00878431300225202,7.902749750580451e-05,0.15214576452786732,
keyed,20270818,16,qualified,30,1,local,Full operator (SE(3)),True,,0.00220368399459403,9.215196152863846e-06,0.09677875673011915,0.8802664502316596
keyed,20270818,16,qualified,30,1,local,Pdiag pointwise (SE(3)),True,,0.019666205000248738,7.226336960048991e-05,0.1703531577967166,
keyed,20270818,16,qualified,30,1,local,Pdiag finite (SE(3)),True,,215.7703588699951,1.2897942793064482e-05,0.09067000888197521,
keyed,20270818,17,qualified,30,2,local,Frame-weighted (SE(3)),True,,0.00444000399147626,8.226785157750193e-05,0.14560750114843482,
keyed,20270818,17,qualified,30,2,local,Full operator (SE(3)),True,,0.0012314339983277023,9.848328849943444e-06,0.09290170053684062,0.8827058665021071
keyed,20270818,17,qualified,30,2,local,Pdiag pointwise (SE(3)),True,,0.010260623006615788,7.770673692663913e-05,0.09701063533665792,
keyed,20270818,17,qualified,30,2,local,Pdiag finite (SE(3)),True,,199.41236073699838,1.3316703874074681e-05,0.09975451250712988,
keyed,20270818,6,random,15,0,rotated-2,Frame-weighted (SE(3)),True,,0.007025772996712476,0.00010212620322800238,0.2941888265113776,
keyed,20270818,6,random,15,0,rotated-2,Full operator (SE(3)),True,,0.0013239029940450564,2.9827230012316594e-05,0.4054274837964515,0.9141017543034149
keyed,20270818,6,random,15,0,rotated-2,Pdiag pointwise (SE(3)),True,,0.017846727001597174,8.530235387123183e-05,1.099791167020699,
keyed,20270818,6,random,15,0,rotated-2,Pdiag finite (SE(3)),True,,885.0419577739958,5.445753784698753e-05,0.31021279357676546,
keyed,20280818,0,random,8,0,local,Frame-weighted (SE(3)),True,,0.016018510999856517,4.119293391556798e-05,0.29968772794298076,
keyed,20280818,0,random,8,0,local,Full operator (SE(3)),True,,0.0014275889989221469,6.304888391858043e-08,0.11973141113771936,0.8753467555745693
keyed,20280818,0,random,8,0,local,Pdiag pointwise (SE(3)),True,,0.018263708989252336,3.6843039778091424e-05,0.2811390877458903,
keyed,20280818,0,random,8,0,local,Pdiag finite (SE(3)),True,,161.30712174100336,3.4124193654288883e-06,0.10849923680994396,
keyed,20280818,1,random,8,1,rotated-2,Frame-weighted (SE(3)),True,,0.0037559949996648356,5.564459671085562e-05,0.12715200337290966,
keyed,20280818,1,random,8,1,rotated-2,Full operator (SE(3)),True,,0.0009154200088232756,3.1876406459481366e-06,0.15161683542623233,0.9176729442915715
keyed,20280818,1,random,8,1,rotated-2,Pdiag pointwise (SE(3)),True,,0.00982551000197418,5.2526793852422165e-05,0.15941162053825073,
keyed,20280818,1,random,8,1,rotated-2,Pdiag finite (SE(3)),True,,45.8183825629967,2.987400166628743e-05,0.16950280938542003,
keyed,20280818,2,random,8,2,local,Frame-weighted (SE(3)),True,,0.003887703991495073,7.265127767162905e-05,0.37145182539592453,
keyed,20280818,2,random,8,2,local,Full operator (SE(3)),True,,0.0008799599891062826,1.0397579069151188e-07,0.18536965728294916,0.8924306705710945
keyed,20280818,2,random,8,2,local,Pdiag pointwise (SE(3)),True,,0.010135035001439974,6.084197372005921e-05,0.579553269932724,
keyed,20280818,2,random,8,2,local,Pdiag finite (SE(3)),True,,45.419733653005096,3.176799557324469e-06,0.0872288698325357,
keyed,20270818,13,random,30,1,rotated-2,Frame-weighted (SE(3)),True,,0.004330444993684068,8.370833973692324e-05,0.35839194386428774,
keyed,20270818,13,random,30,1,rotated-2,Full operator (SE(3)),True,,0.0057065290020545945,2.4211997487836747e-05,0.19403527786707228,0.9222570615707659
keyed,20270818,13,random,30,1,rotated-2,Pdiag pointwise (SE(3)),True,,0.011175485007697716,8.349850422349087e-05,0.36716671422103303,
keyed,20270818,13,random,30,1,rotated-2,Pdiag finite (SE(3)),True,,417.8226264559926,5.127101532634512e-05,0.25127904628806297,
keyed,20280818,2,random,8,2,rotated-2,Frame-weighted (SE(3)),True,,0.003973946993937716,7.172149428174716e-05,0.34179296169108164,
keyed,20280818,2,random,8,2,rotated-2,Full operator (SE(3)),True,,0.0008998630073620006,2.200271271147021e-07,0.22620484720496156,0.9164848405316367
keyed,20280818,2,random,8,2,rotated-2,Pdiag pointwise (SE(3)),True,,0.010016985004767776,6.517142251733422e-05,0.7203774172649182,
keyed,20280818,2,random,8,2,rotated-2,Pdiag finite (SE(3)),True,,35.85096779000014,1.3353267607429749e-05,0.17816514691796692,
keyed,20270818,17,qualified,30,2,rotated-2,Frame-weighted (SE(3)),True,,0.008077874997979961,8.814688880843453e-05,0.1385821253325837,
keyed,20270818,17,qualified,30,2,rotated-2,Full operator (SE(3)),True,,0.0016989639989333227,1.0400362889565432e-05,0.11697863928049616,0.9192619741014243
keyed,20270818,17,qualified,30,2,rotated-2,Pdiag pointwise (SE(3)),True,,0.01919347100192681,8.160964085900704e-05,0.19208520503258997,
keyed,20270818,17,qualified,30,2,rotated-2,Pdiag finite (SE(3)),True,,192.50458355499723,4.850286885043303e-05,0.19929066593274172,
keyed,20270818,16,qualified,30,1,rotated-2,Frame-weighted (SE(3)),True,,0.008103113999823108,8.112621192091136e-05,0.153421453906429,
keyed,20270818,16,qualified,30,1,rotated-2,Full operator (SE(3)),True,,0.0017811580037232488,9.82313056277869e-06,0.1224065710612484,0.9213032424386627
keyed,20270818,16,qualified,30,1,rotated-2,Pdiag pointwise (SE(3)),True,,0.019592879005358554,7.750559414870777e-05,0.17441445893367863,
keyed,20270818,16,qualified,30,1,rotated-2,Pdiag finite (SE(3)),True,,259.7611361349991,4.060381985376146e-05,0.185746733709728,
keyed,20280818,4,qualified,8,1,rotated-2,Frame-weighted (SE(3)),True,,0.0038131200126372278,4.248821532538182e-05,0.15803071156139456,
keyed,20280818,4,qualified,8,1,rotated-2,Full operator (SE(3)),True,,0.0008554600062780082,9.712342240355433e-08,0.14568829185907645,0.9332480197647143
keyed,20280818,4,qualified,8,1,rotated-2,Pdiag pointwise (SE(3)),True,,0.0099268519988982,3.2773907570578484e-05,0.3463486979879916,
keyed,20280818,4,qualified,8,1,rotated-2,Pdiag finite (SE(3)),True,,19.310664156990242,2.386374004242711e-05,0.31679822991914725,
keyed,20280818,1,random,8,1,local,Frame-weighted (SE(3)),True,,0.007461736007826403,5.5800088534787596e-05,0.13108488080898767,
keyed,20280818,1,random,8,1,local,Full operator (SE(3)),True,,0.0013843649940099567,3.0018293925961754e-06,0.12805490696328284,0.8841175469095635
keyed,20280818,1,random,8,1,local,Pdiag pointwise (SE(3)),True,,0.018868553001084365,5.3935421514265784e-05,0.11286245707715717,
keyed,20280818,1,random,8,1,local,Pdiag finite (SE(3)),True,,130.28853161800362,8.609556260176257e-06,0.10257398641719648,
keyed,20280818,4,qualified,8,1,local,Frame-weighted (SE(3)),True,,0.003797679004492238,4.255552918983679e-05,0.16237385071939897,
keyed,20280818,4,qualified,8,1,local,Full operator (SE(3)),True,,0.0008417890057899058,1.1029808869918037e-07,0.10478262552225943,0.8850180782185003
keyed,20280818,4,qualified,8,1,local,Pdiag pointwise (SE(3)),True,,0.009827948990277946,3.5445956248474336e-05,0.21873526204325477,
keyed,20280818,4,qualified,8,1,local,Pdiag finite (SE(3)),True,,43.541868300002534,4.184286935187092e-06,0.10893597620661971,
keyed,20280818,5,qualified,8,2,local,Frame-weighted (SE(3)),True,,0.007692885003052652,5.9174039060165875e-05,0.16224433363652208,
keyed,20280818,5,qualified,8,2,local,Full operator (SE(3)),True,,0.0014188740024110302,3.8629758332971105e-08,0.9170006496002513,0.9202528397858208
keyed,20280818,5,qualified,8,2,local,Pdiag pointwise (SE(3)),True,,0.018800247009494342,5.3756502991293885e-05,0.13623987841313437,
keyed,20280818,5,qualified,8,2,local,Pdiag finite (SE(3)),True,,50.09081715300272,2.687115644391825e-06,0.10202277378245504,
keyed,20280818,4,qualified,8,1,rotated-1,Frame-weighted (SE(3)),True,,0.008349694006028585,4.6855208356916604e-05,0.17402000009669175,
keyed,20280818,4,qualified,8,1,rotated-1,Full operator (SE(3)),True,,0.0018900690047303215,2.3077334329882383e-07,0.1571633930758929,0.9299314432129385
keyed,20280818,4,qualified,8,1,rotated-1,Pdiag pointwise (SE(3)),True,,0.01986955000029411,3.743595893544295e-05,0.36172663287605494,
keyed,20280818,4,qualified,8,1,rotated-1,Pdiag finite (SE(3)),True,,78.00484128699463,2.3427813742592113e-05,0.22406720491048499,
keyed,20280818,3,qualified,8,0,rotated-1,Frame-weighted (SE(3)),True,,0.0038412569992942736,0.00011901024102726633,0.16975010180255826,
keyed,20280818,3,qualified,8,0,rotated-1,Full operator (SE(3)),True,,0.0008922729903133586,1.4325406717983272e-06,1.1550460281785353,0.8843005989505398
keyed,20280818,3,qualified,8,0,rotated-1,Pdiag pointwise (SE(3)),True,,0.009993537998525426,0.00010946421331391301,0.33364067680489884,
keyed,20280818,3,qualified,8,0,rotated-1,Pdiag finite (SE(3)),True,,99.45789541999693,7.431418765430691e-05,0.22515046852805096,
keyed,20270818,13,random,30,1,rotated-1,Frame-weighted (SE(3)),True,,0.007892294990597293,8.736194367420947e-05,0.4054465222965544,
keyed,20270818,13,random,30,1,rotated-1,Full operator (SE(3)),True,,0.00165101200400386,2.354793768015383e-05,0.17398925325808648,0.9285840889365997
keyed,20270818,13,random,30,1,rotated-1,Pdiag pointwise (SE(3)),True,,0.01898715399147477,8.124078133566473e-05,0.4863074431922562,
keyed,20270818,13,random,30,1,rotated-1,Pdiag finite (SE(3)),True,,589.4177673709928,5.7263821104406504e-05,0.2721079324731799,
keyed,20280818,5,qualified,8,2,rotated-1,Frame-weighted (SE(3)),True,,0.003827022999757901,8.553354012335392e-05,0.35929996334250563,
keyed,20280818,5,qualified,8,2,rotated-1,Full operator (SE(3)),True,,0.0009000869904411957,6.323440865412146e-08,1.4479879125224726,0.9120481929352905
keyed,20280818,5,qualified,8,2,rotated-1,Pdiag pointwise (SE(3)),True,,0.009915856993757188,7.956992587668237e-05,0.5720377037378982,
keyed,20280818,5,qualified,8,2,rotated-1,Pdiag finite (SE(3)),True,,91.04750401899219,3.856195894780684e-05,0.34157718076686033,
keyed,20270818,16,qualified,30,1,rotated-1,Frame-weighted (SE(3)),True,,0.004242770999553613,9.236365046365433e-05,0.28023716053540754,
keyed,20270818,16,qualified,30,1,rotated-1,Full operator (SE(3)),True,,0.0011912390036741272,1.0037712508429192e-05,0.13912862930805167,0.930389534800713
keyed,20270818,16,qualified,30,1,rotated-1,Pdiag pointwise (SE(3)),True,,0.01029048599593807,8.795617122813891e-05,0.30201712628299365,
keyed,20270818,16,qualified,30,1,rotated-1,Pdiag finite (SE(3)),True,,374.0546199389937,6.082960867847833e-05,0.2663108564099548,
keyed,20280818,8,random,15,2,local,Frame-weighted (SE(3)),True,,0.0038931460003368556,5.8881072063704905e-05,0.13676204187607632,
keyed,20280818,8,random,15,2,local,Full operator (SE(3)),True,,0.0009252140007447451,3.88215378708096e-06,0.0979340993137889,0.8837036142897677
keyed,20280818,8,random,15,2,local,Pdiag pointwise (SE(3)),True,,0.010170521010877565,5.446894026214606e-05,0.14233709744514103,
keyed,20280818,8,random,15,2,local,Pdiag finite (SE(3)),True,,39.47705195800518,5.6943771913563205e-06,0.09713825743856724,
keyed,20280818,8,random,15,2,rotated-1,Frame-weighted (SE(3)),True,,0.004330651005147956,7.255529051078547e-05,0.21990834827238046,
keyed,20280818,8,random,15,2,rotated-1,Full operator (SE(3)),True,,0.001168392991530709,4.015586968494112e-06,0.13780982113732396,0.9307768976037659
keyed,20280818,8,random,15,2,rotated-1,Pdiag pointwise (SE(3)),True,,0.011476248007966205,7.027492109000911e-05,0.21254844942684903,
keyed,20280818,8,random,15,2,rotated-1,Pdiag finite (SE(3)),True,,26.13996902901272,4.304126743581093e-05,0.20595563694013375,
keyed,20280818,1,random,8,1,rotated-1,Frame-weighted (SE(3)),True,,0.013391704007517546,6.334721763767824e-05,0.2016846460203846,
keyed,20280818,1,random,8,1,rotated-1,Full operator (SE(3)),True,,0.004570364995743148,2.9109752509967134e-06,0.1736626744346657,0.9345556019305458
keyed,20280818,1,random,8,1,rotated-1,Pdiag pointwise (SE(3)),True,,0.03647739300504327,6.127585055608325e-05,0.2567622769474084,
keyed,20280818,1,random,8,1,rotated-1,Pdiag finite (SE(3)),True,,233.71854202100076,3.208718630245586e-05,0.25606849118561115,
keyed,20280818,0,random,8,0,rotated-1,Frame-weighted (SE(3)),True,,0.0037026069912826642,4.748419496809382e-05,0.6557276826598313,
keyed,20280818,0,random,8,0,rotated-1,Full operator (SE(3)),True,,0.0008708990062586963,5.707792504958945e-08,0.17103274824179068,0.9269118656541885
keyed,20280818,0,random,8,0,rotated-1,Pdiag pointwise (SE(3)),True,,0.010119787009898573,4.2078690550120916e-05,0.6428749746133544,
keyed,20280818,0,random,8,0,rotated-1,Pdiag finite (SE(3)),True,,349.9556232719915,2.8738996903174033e-05,0.4748136496465268,
keyed,20280818,2,random,8,2,rotated-1,Frame-weighted (SE(3)),True,,0.007391710998490453,7.773020648899038e-05,0.6560683389202355,
keyed,20280818,2,random,8,2,rotated-1,Full operator (SE(3)),True,,0.001359489993774332,2.124303542972368e-07,0.25762509685370055,0.9400657355496438
keyed,20280818,2,random,8,2,rotated-1,Pdiag pointwise (SE(3)),True,,0.018423601999529637,6.775321625188389e-05,0.7350145465799617,
keyed,20280818,2,random,8,2,rotated-1,Pdiag finite (SE(3)),True,,225.18010764100472,6.51306877514427e-05,0.5724740982605137,
keyed,20280818,7,random,15,1,local,Frame-weighted (SE(3)),True,,0.007533156996942125,0.00010602776357926593,0.3335443790250836,
keyed,20280818,7,random,15,1,local,Full operator (SE(3)),True,,0.0014494520000880584,2.504169440379472e-05,0.2726641906851104,0.9080985511089917
keyed,20280818,7,random,15,1,local,Pdiag pointwise (SE(3)),True,,0.018749384995317087,9.868245563106632e-05,0.5003862632432763,
keyed,20280818,7,random,15,1,local,Pdiag finite (SE(3)),True,,122.18399365300138,5.2589935498087376e-05,0.0922982327492091,
keyed,20280818,3,qualified,8,0,rotated-2,Frame-weighted (SE(3)),True,,0.004016139006125741,0.00011634388570872433,0.2028972285488889,
keyed,20280818,3,qualified,8,0,rotated-2,Full operator (SE(3)),True,,0.0010764670005301014,1.540413809690331e-06,1.0855014916610868,0.9290194194487073
keyed,20280818,3,qualified,8,0,rotated-2,Pdiag pointwise (SE(3)),True,,0.01055948001157958,0.00010494148490093489,0.7575501556447684,
keyed,20280818,3,qualified,8,0,rotated-2,Pdiag finite (SE(3)),True,,220.5569825249986,6.968919912400116e-05,0.4077794226671365,
keyed,20280818,3,qualified,8,0,local,Frame-weighted (SE(3)),True,,0.003921258001355454,0.000113278820520428,0.19113738012616652,
keyed,20280818,3,qualified,8,0,local,Full operator (SE(3)),True,,0.0010255349916405976,1.4662822160125608e-06,1.0880852951924622,0.8782978572770539
keyed,20280818,3,qualified,8,0,local,Pdiag pointwise (SE(3)),True,,0.010563695992459543,0.00010179429365159567,0.4143091690299471,
keyed,20280818,3,qualified,8,0,local,Pdiag finite (SE(3)),True,,222.80800607700075,3.975328852945803e-05,0.09984158423583701,
keyed,20280818,6,random,15,0,local,Frame-weighted (SE(3)),True,,0.007392016996163875,9.701226767599582e-05,0.25234552515256065,
keyed,20280818,6,random,15,0,local,Full operator (SE(3)),True,,0.0015991789987310767,2.363663067567417e-05,0.18396026313679717,0.8895887652694265
keyed,20280818,6,random,15,0,local,Pdiag pointwise (SE(3)),True,,0.018265477003296837,7.934941655683758e-05,0.6222324717223287,
keyed,20280818,6,random,15,0,local,Pdiag finite (SE(3)),True,,177.61087828599557,3.451797551283379e-05,0.09670004006554994,
keyed,20280818,5,qualified,8,2,rotated-2,Frame-weighted (SE(3)),True,,0.004044775996590033,6.679504217372733e-05,0.1492558025574118,
keyed,20280818,5,qualified,8,2,rotated-2,Full operator (SE(3)),True,,0.000962890000664629,3.26140159089537e-07,6.1725082960283,0.8906739571057877
keyed,20280818,5,qualified,8,2,rotated-2,Pdiag pointwise (SE(3)),True,,0.01068446401041001,5.990012399822763e-05,0.2569852093794527,
keyed,20280818,5,qualified,8,2,rotated-2,Pdiag finite (SE(3)),True,,203.47094063500117,2.8060066645024818e-05,0.19535934261030874,
keyed,20280818,9,qualified,15,0,local,Frame-weighted (SE(3)),True,,0.0040767330065136775,9.534190378287025e-05,0.19252304217424349,
keyed,20280818,9,qualified,15,0,local,Full operator (SE(3)),True,,0.0009736740030348301,2.2566128858176205e-05,0.10057147041919823,0.8909457061652588
keyed,20280818,9,qualified,15,0,local,Pdiag pointwise (SE(3)),True,,0.013810853997711092,8.931122651058024e-05,0.18973840984954168,
keyed,20280818,9,qualified,15,0,local,Pdiag finite (SE(3)),True,,75.10487750900211,2.795029139900036e-05,0.1022325172218659,
keyed,20280818,10,qualified,15,1,local,Frame-weighted (SE(3)),True,,0.007284777006134391,4.857688437792756e-05,0.19823504285453872,
keyed,20280818,10,qualified,15,1,local,Full operator (SE(3)),True,,0.0014101129927439615,8.12194741686307e-07,0.08466657627870523,0.8806289558795424
keyed,20280818,10,qualified,15,1,local,Pdiag pointwise (SE(3)),True,,0.020357585002784617,4.5671528189707436e-05,0.14730571341593832,
keyed,20280818,10,qualified,15,1,local,Pdiag finite (SE(3)),True,,59.01427030599734,2.8281943889144545e-06,0.10285304988364452,
keyed,20280818,10,qualified,15,1,rotated-1,Frame-weighted (SE(3)),True,,0.004058341000927612,5.6943608724383407e-05,0.32001609502766104,
keyed,20280818,10,qualified,15,1,rotated-1,Full operator (SE(3)),True,,0.0009253030002582818,1.3442154811350688e-06,0.13595337392641,0.9287791922094574
keyed,20280818,10,qualified,15,1,rotated-1,Pdiag pointwise (SE(3)),True,,0.01061981100065168,5.4454812327963465e-05,0.34412469249195793,
keyed,20280818,10,qualified,15,1,rotated-1,Pdiag finite (SE(3)),True,,53.09238963200187,3.229855727816035e-05,0.20578497134283866,
keyed,20280818,9,qualified,15,0,rotated-1,Frame-weighted (SE(3)),True,,0.004065043001901358,0.00010711820039202143,0.2994818175790646,
keyed,20280818,9,qualified,15,0,rotated-1,Full operator (SE(3)),True,,0.0009751540055731311,2.3255783701208845e-05,0.16936051451164968,0.9333893891350368
keyed,20280818,9,qualified,15,0,rotated-1,Pdiag pointwise (SE(3)),True,,0.010022672999184579,0.00010281269488915542,0.3222338654349099,
keyed,20280818,9,qualified,15,0,rotated-1,Pdiag finite (SE(3)),True,,94.07440525999118,6.892936406873556e-05,0.2459769722161639,
keyed,20280818,9,qualified,15,0,rotated-2,Frame-weighted (SE(3)),True,,0.007054164001601748,9.967654915691688e-05,0.22681006059431658,
keyed,20280818,9,qualified,15,0,rotated-2,Full operator (SE(3)),True,,0.001410943004884757,2.3002572196633294e-05,0.14238142295756576,0.925518402430322
keyed,20280818,9,qualified,15,0,rotated-2,Pdiag pointwise (SE(3)),True,,0.018418738996842876,9.623725349763398e-05,0.23423791788173015,
