global_progress,alpha_x,alpha_y,alpha_yaw,alpha_x_std,alpha_y_std,alpha_yaw_std
0.6964285714285714,0.988615842329131,1.0030948556959627,1.000481441238789,0.006225846393493639,0.0024991592676470854,0.00018330401732263488
0.7023809523809524,0.9895098430139049,1.0045686460755487,1.0003072996595332,0.00773053834832812,0.0047794401138687385,0.0002658125178323901
0.7083333333333333,0.9854373556596263,1.0007510789566567,1.0004278228327168,0.006968841216380205,0.004099721845466198,0.00016591014971953748
0.7142857142857143,1.000712646378411,1.0127354827192092,1.0003980405134743,0.0018613517356016603,0.019281286593085367,0.0002042599787763995
0.7142857142857143,0.999848379029168,1.0121041701899631,1.0003841772303457,0.0014996395023636607,0.018275482973212753,0.0002621663631844598
0.7202380952380952,1.000341483288341,1.0132654294095655,0.9978670830213655,0.0016483487688221418,0.01959632809228874,0.00028152226048979573
0.7261904761904762,1.000834587547514,1.014062493211693,0.9882736140874968,0.0018037719626591375,0.020402281602212736,0.0004885284266237825
0.7321428571428571,1.0012514061397975,1.0138858109712598,0.9680395075881006,0.0019217627662042988,0.019899563364663052,0.0014709386491363627
0.7380952380952381,1.0015156533983018,1.0142275304706008,0.9452845201656134,0.001956180404351893,0.020266134584751825,0.00773975597836654
0.744047619047619,1.001779900656806,1.0150529375230823,0.9065077637616441,0.001990688704762311,0.021316687227149494,0.007223448724628088
0.75,1.0019772582583955,1.014450813333193,0.8579442325027142,0.002022156451235493,0.020377708899666478,0.005596066776523174
0.755952380952381,1.002141171031528,1.0137927201059127,0.8011545516275543,0.0020521828174616024,0.01937405646759115,0.002783584920002373
0.7619047619047619,1.00230508380466,1.0144284201992881,0.7425033237040831,0.002082333686198444,0.02019931340047014,0.01660403844401984
0.7678571428571429,1.0024199469221962,1.0144635414083798,0.6745373410406964,0.0021066660413810666,0.020195461522120258,0.040329710463609836
0.7738095238095238,1.0025348100397322,1.0137034373150928,0.5955549490469827,0.0021311232098451347,0.01906769332885438,0.05716827245942276
0.7797619047619048,1.0026360965437358,1.0139027920862038,0.5175853553912989,0.0021548709956270887,0.019302266453988064,0.07942512173533423
0.7857142857142857,1.0027102298206751,1.0144359121719997,0.44366631324817396,0.0021770234930119613,0.020021022011048866,0.1047645432224513
0.7916666666666667,1.0027843630976145,1.0138437117415444,0.3803759700691476,0.002199212878556658,0.019149376109820457,0.1227473626173833
0.7976190476190476,1.0028430157237584,1.0135848213125156,0.31483194717999613,0.002219290801260939,0.018757977214863733,0.13230473340817867
0.8035714285714286,1.0028939280245037,1.0141155372063315,0.26234288480034057,0.0022383328889384094,0.019487019870626125,0.13640570671258717
0.8095238095238095,1.0029448403252494,1.0140912400351627,0.21553830432238322,0.002257412400101896,0.019431718641685414,0.14597199323593685
0.8154761904761905,1.0029810998174877,1.0135775431990621,0.18123611754228738,0.0022643300167214274,0.01868317214693497,0.1506130604629811
0.8214285714285714,1.003017359309726,1.0138812164465585,0.15652381538012947,0.002271257128700961,0.019089694665602737,0.1543374901273832
0.8273809523809524,1.003046499358283,1.0142066826423006,0.12658213026796578,0.0022782518525541707,0.01953220700381747,0.1480230938673341
0.8333333333333333,1.003061400519477,1.0137865112887487,0.11674876991138196,0.0022853722549768638,0.018931374764787977,0.1423615004939003
