model,task_key,sample_size,alpha_active_du,alpha_active_dv,alpha_active_dw,alpha_active_roll,alpha_active_pitch,alpha_active_yaw
Pdiag pointwise (SE(3)),wine_bottle_on_rack,15,0.9804861304008896,0.9949133081359862,1.0163536946572576,0.0,0.0,0.9966666959809629
Pdiag finite (SE(3)),wine_bottle_on_rack,15,1.0114009498772978,1.009780447696286,1.0100932993504583,0.0042266756548566715,0.0008429126824201035,1.0096818022718292
Frame-weighted (SE(3)),wine_bottle_on_rack,30,0.8409918924464279,0.8409918924464279,0.8409918924464279,0.8409918924464279,0.8409918924464279,0.8409918924464279
Phase scalar GP (SE(3)),wine_bottle_on_rack,30,0.8473761962722033,0.8473761962722033,0.8473761962722033,0.8473761962722033,0.8473761962722033,0.8473761962722033
TP-GMM additive (SE(3)),wine_bottle_on_rack,30,0.9896230163566195,0.9875436718594377,0.977207525824283,0.007672660950404087,0.006683062667770597,0.9923315657586471
TP-GMM SE(3),wine_bottle_on_rack,30,0.9887311837516316,0.9837717430004399,0.9791098398701769,0.006768562137499916,0.006798556909010915,0.9917508385439844
Full operator (SE(3)),wine_bottle_on_rack,30,0.9795502609541847,0.9983270480335078,1.0314193067606243,0.0,0.0,0.9997477464706093
Pdiag pointwise (SE(3)),wine_bottle_on_rack,30,0.9710127827510127,0.9933479596784037,1.0317638339746666,0.0,0.0,1.001314848604063
Pdiag finite (SE(3)),wine_bottle_on_rack,30,1.0097255538656105,1.0111210473697259,1.0085703587070645,0.002993389394824748,0.0006205000447417083,1.0110507203600683
Frame-weighted (SE(3)),wine_bottle_on_cabinet,8,0.540754438909232,0.540754438909232,0.540754438909232,0.540754438909232,0.540754438909232,0.540754438909232
Phase scalar GP (SE(3)),wine_bottle_on_cabinet,8,0.5448664747991903,0.5448664747991903,0.5448664747991903,0.5448664747991903,0.5448664747991903,0.5448664747991903
TP-GMM additive (SE(3)),wine_bottle_on_cabinet,8,0.9551988681453031,0.975221098843942,0.9767460746632969,0.01584398124307544,0.019531328674599797,0.006366432895321905
TP-GMM SE(3),wine_bottle_on_cabinet,8,0.9493485668576189,0.9759155935871792,0.9779707688754742,0.02438571829345541,0.024863635093426522,0.009331338387782365
Full operator (SE(3)),wine_bottle_on_cabinet,8,0.936146489503882,0.9222126776079784,0.952664210205273,0.0,0.0,0.0
Pdiag pointwise (SE(3)),wine_bottle_on_cabinet,8,0.9790248408200826,1.023701549793377,0.9918217978351294,0.0,0.0,0.0
Pdiag finite (SE(3)),wine_bottle_on_cabinet,8,1.0005525659859917,1.0294558091178638,1.0030406461560524,0.0023435891573742955,0.0023851960575517355,0.003188780024814562
Frame-weighted (SE(3)),wine_bottle_on_cabinet,15,0.5640891441513168,0.5640891441513168,0.5640891441513168,0.5640891441513168,0.5640891441513168,0.5640891441513168
Phase scalar GP (SE(3)),wine_bottle_on_cabinet,15,0.5683786229718827,0.5683786229718827,0.5683786229718827,0.5683786229718827,0.5683786229718827,0.5683786229718827
TP-GMM additive (SE(3)),wine_bottle_on_cabinet,15,0.9612354296060476,0.9609657719584936,0.9720975728292475,0.009528136454386216,0.011819344073725016,0.0023593272318898815
TP-GMM SE(3),wine_bottle_on_cabinet,15,0.9709245050111096,0.959599080021854,0.9737567929632777,0.009186491042586212,0.009738556565894877,0.0021939446704406507
