dataset,episode,frame,time_s,stage
insert_jc_fix_3,27,458,15.266666412353516,terminal_settle_candidate
insert_jc_fix_3,27,500,16.66666603088379,axial_advance_candidate
insert_jc_fix_3,27,510,17.0,released
insert_jc_fix_3,28,0,0.0,approach
insert_jc_fix_3,28,190,6.333333492279053,grasp_lift
insert_jc_fix_3,28,227,7.566666603088379,transport
insert_jc_fix_3,28,267,8.899999618530273,prealignment
insert_jc_fix_3,28,317,10.566666603088379,axial_advance_candidate
insert_jc_fix_3,28,367,12.233333587646484,terminal_settle_candidate
insert_jc_fix_3,28,473,15.766666412353516,released
insert_jc_fix_3,29,0,0.0,approach
insert_jc_fix_3,29,181,6.0333333015441895,grasp_lift
insert_jc_fix_3,29,220,7.333333492279053,transport
insert_jc_fix_3,29,258,8.600000381469727,prealignment
insert_jc_fix_3,29,275,9.166666984558105,axial_advance_candidate
insert_jc_fix_3,29,315,10.5,terminal_settle_candidate
insert_jc_fix_3,29,317,10.566666603088379,axial_advance_candidate
insert_jc_fix_3,29,358,11.933333396911621,terminal_settle_candidate
insert_jc_fix_3,29,462,15.399999618530273,axial_advance_candidate
insert_jc_fix_3,29,474,15.800000190734863,released
insert_jc_fix_3,30,0,0.0,approach
insert_jc_fix_3,30,194,6.4666666984558105,grasp_lift
insert_jc_fix_3,30,229,7.633333206176758,transport
insert_jc_fix_3,30,271,9.033333778381348,prealignment
insert_jc_fix_3,30,375,12.5,axial_advance_candidate
insert_jc_fix_3,30,397,13.233333587646484,terminal_settle_candidate
insert_jc_fix_3,30,484,16.133333206176758,axial_advance_candidate
insert_jc_fix_3,30,486,16.200000762939453,released
insert_jc_fix_3,31,0,0.0,approach
insert_jc_fix_3,31,146,4.866666793823242,grasp_lift
insert_jc_fix_3,31,175,5.833333492279053,transport
insert_jc_fix_3,31,203,6.766666889190674,prealignment
insert_jc_fix_3,31,250,8.333333015441895,axial_advance_candidate
insert_jc_fix_3,31,322,10.733333587646484,terminal_settle_candidate
insert_jc_fix_3,31,430,14.333333015441895,axial_advance_candidate
insert_jc_fix_3,31,440,14.666666984558105,released
insert_jc_fix_3,32,0,0.0,approach
insert_jc_fix_3,32,178,5.933333396911621,grasp_lift
insert_jc_fix_3,32,221,7.366666793823242,transport
insert_jc_fix_3,32,281,9.366666793823242,prealignment
insert_jc_fix_3,32,300,10.0,axial_advance_candidate
insert_jc_fix_3,32,346,11.533333778381348,terminal_settle_candidate
insert_jc_fix_3,32,362,12.066666603088379,axial_advance_candidate
insert_jc_fix_3,32,401,13.366666793823242,terminal_settle_candidate
insert_jc_fix_3,32,466,15.533333778381348,axial_advance_candidate
insert_jc_fix_3,32,475,15.833333015441895,released
insert_jc_fix_3,33,0,0.0,approach
insert_jc_fix_3,33,140,4.666666507720947,grasp_lift
insert_jc_fix_3,33,183,6.099999904632568,transport
insert_jc_fix_3,33,215,7.166666507720947,prealignment
insert_jc_fix_3,33,365,12.166666984558105,axial_advance_candidate
insert_jc_fix_3,33,384,12.800000190734863,terminal_settle_candidate
insert_jc_fix_3,33,422,14.066666603088379,axial_advance_candidate
insert_jc_fix_3,33,433,14.433333396911621,released
insert_jc_fix_3,34,0,0.0,approach
insert_jc_fix_3,34,145,4.833333492279053,grasp_lift
insert_jc_fix_3,34,184,6.133333206176758,transport
insert_jc_fix_3,34,213,7.099999904632568,prealignment
insert_jc_fix_3,34,251,8.366666793823242,axial_advance_candidate
insert_jc_fix_3,34,360,12.0,terminal_settle_candidate
insert_jc_fix_3,34,448,14.933333396911621,axial_advance_candidate
insert_jc_fix_3,34,460,15.333333015441895,released
insert_jc_fix_3,35,0,0.0,approach
insert_jc_fix_3,35,259,8.633333206176758,grasp_lift
insert_jc_fix_3,35,313,10.433333396911621,transport
insert_jc_fix_3,35,368,12.266666412353516,prealignment
insert_jc_fix_3,35,445,14.833333015441895,axial_advance_candidate
insert_jc_fix_3,35,478,15.933333396911621,terminal_settle_candidate
insert_jc_fix_3,35,481,16.03333282470703,axial_advance_candidate
insert_jc_fix_3,35,535,17.83333396911621,terminal_settle_candidate
insert_jc_fix_3,35,629,20.96666717529297,axial_advance_candidate
insert_jc_fix_3,35,638,21.266666412353516,released
insert_jc_fix_3,36,0,0.0,approach
insert_jc_fix_3,36,141,4.699999809265137,grasp_lift
insert_jc_fix_3,36,192,6.400000095367432,transport
insert_jc_fix_3,36,241,8.033333778381348,prealignment
insert_jc_fix_3,36,427,14.233333587646484,released
insert_jc_fix_3,37,0,0.0,approach
insert_jc_fix_3,37,165,5.5,grasp_lift
insert_jc_fix_3,37,206,6.866666793823242,transport
insert_jc_fix_3,37,281,9.366666793823242,prealignment
insert_jc_fix_3,37,293,9.766666412353516,axial_advance_candidate
insert_jc_fix_3,37,349,11.633333206176758,terminal_settle_candidate
insert_jc_fix_3,37,363,12.100000381469727,axial_advance_candidate
insert_jc_fix_3,37,376,12.533333778381348,terminal_settle_candidate
insert_jc_fix_3,37,429,14.300000190734863,axial_advance_candidate
insert_jc_fix_3,37,457,15.233333587646484,terminal_settle_candidate
insert_jc_fix_3,37,480,16.0,axial_advance_candidate
insert_jc_fix_3,37,490,16.33333396911621,released
insert_jc_fix_3,38,0,0.0,approach
insert_jc_fix_3,38,156,5.199999809265137,grasp_lift
insert_jc_fix_3,38,201,6.699999809265137,transport
insert_jc_fix_3,38,252,8.399999618530273,prealignment
insert_jc_fix_3,38,396,13.199999809265137,axial_advance_candidate
insert_jc_fix_3,38,408,13.600000381469727,terminal_settle_candidate
insert_jc_fix_3,38,446,14.866666793823242,axial_advance_candidate
insert_jc_fix_3,38,457,15.233333587646484,released
insert_jc_fix_3,39,0,0.0,approach
insert_jc_fix_3,39,221,7.366666793823242,grasp_lift
insert_jc_fix_3,39,270,9.0,transport
insert_jc_fix_3,39,348,11.600000381469727,prealignment
insert_jc_fix_3,39,366,12.199999809265137,axial_advance_candidate
insert_jc_fix_3,39,454,15.133333206176758,terminal_settle_candidate
insert_jc_fix_3,39,466,15.533333778381348,axial_advance_candidate
insert_jc_fix_3,39,508,16.933332443237305,terminal_settle_candidate
insert_jc_fix_3,39,539,17.96666717529297,axial_advance_candidate
insert_jc_fix_3,39,548,18.266666412353516,released
insert_jc_fix_3,40,0,0.0,approach
insert_jc_fix_3,40,161,5.366666793823242,grasp_lift
insert_jc_fix_3,40,200,6.666666507720947,transport
insert_jc_fix_3,40,241,8.033333778381348,prealignment
insert_jc_fix_3,40,274,9.133333206176758,axial_advance_candidate
insert_jc_fix_3,40,350,11.666666984558105,terminal_settle_candidate
insert_jc_fix_3,40,442,14.733333587646484,axial_advance_candidate
insert_jc_fix_3,40,450,15.0,released
insert_jc_fix_3,41,0,0.0,approach
insert_jc_fix_3,41,172,5.733333110809326,grasp_lift
insert_jc_fix_3,41,199,6.633333206176758,transport
insert_jc_fix_3,41,269,8.966666221618652,prealignment
insert_jc_fix_3,41,288,9.600000381469727,axial_advance_candidate
insert_jc_fix_3,41,373,12.433333396911621,terminal_settle_candidate
insert_jc_fix_3,41,454,15.133333206176758,axial_advance_candidate
insert_jc_fix_3,41,464,15.466666221618652,released
insert_jc_fix_3,42,0,0.0,approach
insert_jc_fix_3,42,147,4.900000095367432,grasp_lift
insert_jc_fix_3,42,190,6.333333492279053,transport
insert_jc_fix_3,42,254,8.466666221618652,prealignment
insert_jc_fix_3,42,325,10.833333015441895,axial_advance_candidate
insert_jc_fix_3,42,341,11.366666793823242,terminal_settle_candidate
insert_jc_fix_3,42,359,11.966666221618652,axial_advance_candidate
insert_jc_fix_3,42,386,12.866666793823242,terminal_settle_candidate
insert_jc_fix_3,42,430,14.333333015441895,axial_advance_candidate
insert_jc_fix_3,42,438,14.600000381469727,released
insert_jc_fix_3,43,0,0.0,approach
insert_jc_fix_3,43,204,6.800000190734863,grasp_lift
insert_jc_fix_3,43,243,8.100000381469727,transport
insert_jc_fix_3,43,295,9.833333015441895,prealignment
insert_jc_fix_3,43,318,10.600000381469727,axial_advance_candidate
insert_jc_fix_3,43,395,13.166666984558105,terminal_settle_candidate
insert_jc_fix_3,43,413,13.766666412353516,axial_advance_candidate
insert_jc_fix_3,43,442,14.733333587646484,terminal_settle_candidate
insert_jc_fix_3,43,459,15.300000190734863,axial_advance_candidate
insert_jc_fix_3,43,492,16.399999618530273,terminal_settle_candidate
insert_jc_fix_3,43,517,17.233333587646484,axial_advance_candidate
insert_jc_fix_3,43,527,17.566667556762695,released
insert_jc_fix_3,44,0,0.0,approach
insert_jc_fix_3,44,184,6.133333206176758,grasp_lift
insert_jc_fix_3,44,220,7.333333492279053,transport
insert_jc_fix_3,44,275,9.166666984558105,prealignment
insert_jc_fix_3,44,398,13.266666412353516,axial_advance_candidate
insert_jc_fix_3,44,437,14.566666603088379,terminal_settle_candidate
insert_jc_fix_3,44,444,14.800000190734863,axial_advance_candidate
insert_jc_fix_3,44,459,15.300000190734863,terminal_settle_candidate
insert_jc_fix_3,44,469,15.633333206176758,axial_advance_candidate
insert_jc_fix_3,44,480,16.0,released
insert_jc_fix_3,45,0,0.0,approach
insert_jc_fix_3,45,252,8.399999618530273,grasp_lift
insert_jc_fix_3,45,300,10.0,transport
insert_jc_fix_3,45,358,11.933333396911621,prealignment
insert_jc_fix_3,45,404,13.466666221618652,axial_advance_candidate
insert_jc_fix_3,45,556,18.53333282470703,terminal_settle_candidate
insert_jc_fix_3,45,573,19.100000381469727,axial_advance_candidate
insert_jc_fix_3,45,584,19.46666717529297,released
insert_jc_fix_3,46,0,0.0,approach
insert_jc_fix_3,46,207,6.900000095367432,grasp_lift
insert_jc_fix_3,46,246,8.199999809265137,transport
insert_jc_fix_3,46,316,10.533333778381348,prealignment
insert_jc_fix_3,46,375,12.5,axial_advance_candidate
insert_jc_fix_3,46,476,15.866666793823242,terminal_settle_candidate
insert_jc_fix_3,46,497,16.566667556762695,axial_advance_candidate
insert_jc_fix_3,46,509,16.96666717529297,terminal_settle_candidate
insert_jc_fix_3,46,525,17.5,axial_advance_candidate
insert_jc_fix_3,46,535,17.83333396911621,released
insert_jc_fix_3,47,0,0.0,approach
insert_jc_fix_3,47,236,7.866666793823242,grasp_lift
insert_jc_fix_3,47,272,9.066666603088379,transport
insert_jc_fix_3,47,350,11.666666984558105,prealignment
insert_jc_fix_3,47,392,13.066666603088379,axial_advance_candidate
insert_jc_fix_3,47,665,22.16666603088379,terminal_settle_candidate
insert_jc_fix_3,47,681,22.700000762939453,axial_advance_candidate
insert_jc_fix_3,47,696,23.200000762939453,terminal_settle_candidate
insert_jc_fix_3,47,797,26.566667556762695,axial_advance_candidate
insert_jc_fix_3,47,804,26.799999237060547,released
insert_jc_fix_3,48,0,0.0,approach
insert_jc_fix_3,48,208,6.933333396911621,grasp_lift
insert_jc_fix_3,48,243,8.100000381469727,transport
insert_jc_fix_3,48,318,10.600000381469727,prealignment
insert_jc_fix_3,48,335,11.166666984558105,axial_advance_candidate
insert_jc_fix_3,48,530,17.66666603088379,terminal_settle_candidate
insert_jc_fix_3,48,631,21.03333282470703,axial_advance_candidate
insert_jc_fix_3,48,642,21.399999618530273,released
insert_jc_fix_3,49,0,0.0,approach
insert_jc_fix_3,49,171,5.699999809265137,grasp_lift
insert_jc_fix_3,49,202,6.733333110809326,transport
insert_jc_fix_3,49,290,9.666666984558105,prealignment
insert_jc_fix_3,49,324,10.800000190734863,axial_advance_candidate
insert_jc_fix_3,49,522,17.399999618530273,terminal_settle_candidate
insert_jc_fix_3,49,527,17.566667556762695,axial_advance_candidate
insert_jc_fix_3,49,557,18.566667556762695,terminal_settle_candidate
insert_jc_fix_3,49,590,19.66666603088379,axial_advance_candidate
insert_jc_fix_3,49,607,20.233333587646484,released
insert_10degree,0,0,0.0,approach
